idx_df1;endereco_df1;numero_df1;idx_df2;endereco_df2;numero_df2;similaridade_texto;similaridade_numero;similaridade_final;sugestoes_topN
0;AV ANTONIO PIRANGA CENTRO;614,0;31;AVENIDA  AFONSO MONTEIRO DA CRUZ CONCEICAO;1830;100,0;29,8;92,98;"AVENIDA  AFONSO MONTEIRO DA CRUZ CONCEICAO 1830 | Similaridade Texto: 100 | Similaridade Numero: 30 | Score Final: 93; AVENIDA  AFONSO MONTEIRO DA CRUZ CONCEICAO 1830 | Similaridade Texto: 100 | Similaridade Numero: 30 | Score Final: 93; AVENIDA  AFONSO MONTEIRO DA CRUZ CONCEICAO 1778 | Similaridade Texto: 100 | Similaridade Numero: 29 | Score Final: 93; AVENIDA  AFONSO MONTEIRO DA CRUZ CONCEICAO 1778 | Similaridade Texto: 100 | Similaridade Numero: 29 | Score Final: 93; AVENIDA  AFONSO MONTEIRO DA CRUZ CONCEICAO 1778 | Similaridade Texto: 100 | Similaridade Numero: 29 | Score Final: 93; AVENIDA  LICO MAIA CONCEICAO 953 | Similaridade Texto: 100 | Similaridade Numero: 16 | Score Final: 92; RUA  GEORG REXROTH PIRAPORINHA 786 | Similaridade Texto: 100 | Similaridade Numero: 13 | Score Final: 91; AVENIDA SAO JOSE CENTRO 687 | Similaridade Texto: 100 | Similaridade Numero: 11 | Score Final: 91; RUA  JATOBA ELDORADO 545 | Similaridade Texto: 100 | Similaridade Numero: 9 | Score Final: 91; RUA  DO TANQUE CONCEICAO 501 | Similaridade Texto: 100 | Similaridade Numero: 8 | Score Final: 91; RUA  JATOBA ELDORADO 493 | Similaridade Texto: 100 | Similaridade Numero: 8 | Score Final: 91; RUA  DO TANQUE CONCEICAO 491 | Similaridade Texto: 100 | Similaridade Numero: 8 | Score Final: 91; AVENIDA  MARIA CANDIDA DE OLIVEIRA PIRAPORINHA 451 | Similaridade Texto: 100 | Similaridade Numero: 7 | Score Final: 91; AVENIDA  FABIO EDUARDO RAMOS ESQUIVEL CENTRO 431 | Similaridade Texto: 100 | Similaridade Numero: 7 | Score Final: 91; RUA PADRE INACIO SIQUEIRA VILA NOGUEIRA 381 | Similaridade Texto: 100 | Similaridade Numero: 6 | Score Final: 91; RUA  VENUS SERRARIA 341 | Similaridade Texto: 100 | Similaridade Numero: 6 | Score Final: 91; RUA  NAOCHITI TANAKA VILA NOGUEIRA 333 | Similaridade Texto: 100 | Similaridade Numero: 5 | Score Final: 91; AVENIDA PRESIDENTE JUSCELINO PIRAPORINHA 330 | Similaridade Texto: 100 | Similaridade Numero: 5 | Score Final: 91; AVENIDA PRESIDENTE JUSCELINO PIRAPORINHA 330 | Similaridade Texto: 100 | Similaridade Numero: 5 | Score Final: 91; AVENIDA PRESIDENTE JUSCELINO PIRAPORINHA 330 | Similaridade Texto: 100 | Similaridade Numero: 5 | Score Final: 91"
1;AVENIDA ANTONIO PIRANGA CENTRO;700,0;31;AVENIDA  AFONSO MONTEIRO DA CRUZ CONCEICAO;1830;100,0;26,14;92,61;"AVENIDA  AFONSO MONTEIRO DA CRUZ CONCEICAO 1830 | Similaridade Texto: 100 | Similaridade Numero: 26 | Score Final: 93; AVENIDA  AFONSO MONTEIRO DA CRUZ CONCEICAO 1830 | Similaridade Texto: 100 | Similaridade Numero: 26 | Score Final: 93; AVENIDA  AFONSO MONTEIRO DA CRUZ CONCEICAO 1778 | Similaridade Texto: 100 | Similaridade Numero: 25 | Score Final: 93; AVENIDA  AFONSO MONTEIRO DA CRUZ CONCEICAO 1778 | Similaridade Texto: 100 | Similaridade Numero: 25 | Score Final: 93; AVENIDA  AFONSO MONTEIRO DA CRUZ CONCEICAO 1778 | Similaridade Texto: 100 | Similaridade Numero: 25 | Score Final: 93; AVENIDA  LICO MAIA CONCEICAO 953 | Similaridade Texto: 100 | Similaridade Numero: 14 | Score Final: 91; RUA  GEORG REXROTH PIRAPORINHA 786 | Similaridade Texto: 100 | Similaridade Numero: 11 | Score Final: 91; AVENIDA SAO JOSE CENTRO 687 | Similaridade Texto: 100 | Similaridade Numero: 10 | Score Final: 91; RUA  JATOBA ELDORADO 545 | Similaridade Texto: 100 | Similaridade Numero: 8 | Score Final: 91; RUA  DO TANQUE CONCEICAO 501 | Similaridade Texto: 100 | Similaridade Numero: 7 | Score Final: 91; RUA  JATOBA ELDORADO 493 | Similaridade Texto: 100 | Similaridade Numero: 7 | Score Final: 91; RUA  DO TANQUE CONCEICAO 491 | Similaridade Texto: 100 | Similaridade Numero: 7 | Score Final: 91; AVENIDA  MARIA CANDIDA DE OLIVEIRA PIRAPORINHA 451 | Similaridade Texto: 100 | Similaridade Numero: 6 | Score Final: 91; AVENIDA  FABIO EDUARDO RAMOS ESQUIVEL CENTRO 431 | Similaridade Texto: 100 | Similaridade Numero: 6 | Score Final: 91; RUA PADRE INACIO SIQUEIRA VILA NOGUEIRA 381 | Similaridade Texto: 100 | Similaridade Numero: 5 | Score Final: 91; RUA  VENUS SERRARIA 341 | Similaridade Texto: 100 | Similaridade Numero: 5 | Score Final: 90; RUA  NAOCHITI TANAKA VILA NOGUEIRA 333 | Similaridade Texto: 100 | Similaridade Numero: 5 | Score Final: 90; AVENIDA PRESIDENTE JUSCELINO PIRAPORINHA 330 | Similaridade Texto: 100 | Similaridade Numero: 5 | Score Final: 90; AVENIDA PRESIDENTE JUSCELINO PIRAPORINHA 330 | Similaridade Texto: 100 | Similaridade Numero: 5 | Score Final: 90; AVENIDA PRESIDENTE JUSCELINO PIRAPORINHA 330 | Similaridade Texto: 100 | Similaridade Numero: 5 | Score Final: 90"
2;AV ANTONIO PIRANGA CENTRO;614,0;31;AVENIDA  AFONSO MONTEIRO DA CRUZ CONCEICAO;1830;100,0;29,8;92,98;"AVENIDA  AFONSO MONTEIRO DA CRUZ CONCEICAO 1830 | Similaridade Texto: 100 | Similaridade Numero: 30 | Score Final: 93; AVENIDA  AFONSO MONTEIRO DA CRUZ CONCEICAO 1830 | Similaridade Texto: 100 | Similaridade Numero: 30 | Score Final: 93; AVENIDA  AFONSO MONTEIRO DA CRUZ CONCEICAO 1778 | Similaridade Texto: 100 | Similaridade Numero: 29 | Score Final: 93; AVENIDA  AFONSO MONTEIRO DA CRUZ CONCEICAO 1778 | Similaridade Texto: 100 | Similaridade Numero: 29 | Score Final: 93; AVENIDA  AFONSO MONTEIRO DA CRUZ CONCEICAO 1778 | Similaridade Texto: 100 | Similaridade Numero: 29 | Score Final: 93; AVENIDA  LICO MAIA CONCEICAO 953 | Similaridade Texto: 100 | Similaridade Numero: 16 | Score Final: 92; RUA  GEORG REXROTH PIRAPORINHA 786 | Similaridade Texto: 100 | Similaridade Numero: 13 | Score Final: 91; AVENIDA SAO JOSE CENTRO 687 | Similaridade Texto: 100 | Similaridade Numero: 11 | Score Final: 91; RUA  JATOBA ELDORADO 545 | Similaridade Texto: 100 | Similaridade Numero: 9 | Score Final: 91; RUA  DO TANQUE CONCEICAO 501 | Similaridade Texto: 100 | Similaridade Numero: 8 | Score Final: 91; RUA  JATOBA ELDORADO 493 | Similaridade Texto: 100 | Similaridade Numero: 8 | Score Final: 91; RUA  DO TANQUE CONCEICAO 491 | Similaridade Texto: 100 | Similaridade Numero: 8 | Score Final: 91; AVENIDA  MARIA CANDIDA DE OLIVEIRA PIRAPORINHA 451 | Similaridade Texto: 100 | Similaridade Numero: 7 | Score Final: 91; AVENIDA  FABIO EDUARDO RAMOS ESQUIVEL CENTRO 431 | Similaridade Texto: 100 | Similaridade Numero: 7 | Score Final: 91; RUA PADRE INACIO SIQUEIRA VILA NOGUEIRA 381 | Similaridade Texto: 100 | Similaridade Numero: 6 | Score Final: 91; RUA  VENUS SERRARIA 341 | Similaridade Texto: 100 | Similaridade Numero: 6 | Score Final: 91; RUA  NAOCHITI TANAKA VILA NOGUEIRA 333 | Similaridade Texto: 100 | Similaridade Numero: 5 | Score Final: 91; AVENIDA PRESIDENTE JUSCELINO PIRAPORINHA 330 | Similaridade Texto: 100 | Similaridade Numero: 5 | Score Final: 91; AVENIDA PRESIDENTE JUSCELINO PIRAPORINHA 330 | Similaridade Texto: 100 | Similaridade Numero: 5 | Score Final: 91; AVENIDA PRESIDENTE JUSCELINO PIRAPORINHA 330 | Similaridade Texto: 100 | Similaridade Numero: 5 | Score Final: 91"
3;RUA DOS CARIRIS PIRAPORINHA;195,0;31;AVENIDA  AFONSO MONTEIRO DA CRUZ CONCEICAO;1830;100,0;93,85;99,38;"AVENIDA  AFONSO MONTEIRO DA CRUZ CONCEICAO 1830 | Similaridade Texto: 100 | Similaridade Numero: 94 | Score Final: 99; AVENIDA  AFONSO MONTEIRO DA CRUZ CONCEICAO 1830 | Similaridade Texto: 100 | Similaridade Numero: 94 | Score Final: 99; AVENIDA  AFONSO MONTEIRO DA CRUZ CONCEICAO 1830 | Similaridade Texto: 100 | Similaridade Numero: 94 | Score Final: 99; AVENIDA  AFONSO MONTEIRO DA CRUZ CONCEICAO 1830 | Similaridade Texto: 100 | Similaridade Numero: 94 | Score Final: 99; AVENIDA  AFONSO MONTEIRO DA CRUZ CONCEICAO 1830 | Similaridade Texto: 100 | Similaridade Numero: 94 | Score Final: 99; AVENIDA  AFONSO MONTEIRO DA CRUZ CONCEICAO 1830 | Similaridade Texto: 100 | Similaridade Numero: 94 | Score Final: 99; AVENIDA  AFONSO MONTEIRO DA CRUZ CONCEICAO 1830 | Similaridade Texto: 100 | Similaridade Numero: 94 | Score Final: 99; AVENIDA  AFONSO MONTEIRO DA CRUZ CONCEICAO 1830 | Similaridade Texto: 100 | Similaridade Numero: 94 | Score Final: 99; AVENIDA  AFONSO MONTEIRO DA CRUZ CONCEICAO 1830 | Similaridade Texto: 100 | Similaridade Numero: 94 | Score Final: 99; AVENIDA  AFONSO MONTEIRO DA CRUZ CONCEICAO 1830 | Similaridade Texto: 100 | Similaridade Numero: 94 | Score Final: 99; AVENIDA  AFONSO MONTEIRO DA CRUZ CONCEICAO 1830 | Similaridade Texto: 100 | Similaridade Numero: 94 | Score Final: 99; AVENIDA  PRESTES MAIA TABOAO 2080 | Similaridade Texto: 100 | Similaridade Numero: 94 | Score Final: 99; AVENIDA  AFONSO MONTEIRO DA CRUZ CONCEICAO 1778 | Similaridade Texto: 100 | Similaridade Numero: 91 | Score Final: 99; AVENIDA  AFONSO MONTEIRO DA CRUZ CONCEICAO 1778 | Similaridade Texto: 100 | Similaridade Numero: 91 | Score Final: 99; AVENIDA  AFONSO MONTEIRO DA CRUZ CONCEICAO 1778 | Similaridade Texto: 100 | Similaridade Numero: 91 | Score Final: 99; AVENIDA  AFONSO MONTEIRO DA CRUZ CONCEICAO 1778 | Similaridade Texto: 100 | Similaridade Numero: 91 | Score Final: 99; AVENIDA  AFONSO MONTEIRO DA CRUZ CONCEICAO 1778 | Similaridade Texto: 100 | Similaridade Numero: 91 | Score Final: 99; AVENIDA  AFONSO MONTEIRO DA CRUZ CONCEICAO 1778 | Similaridade Texto: 100 | Similaridade Numero: 91 | Score Final: 99; AVENIDA  AFONSO MONTEIRO DA CRUZ CONCEICAO 1778 | Similaridade Texto: 100 | Similaridade Numero: 91 | Score Final: 99; AVENIDA  AFONSO MONTEIRO DA CRUZ CONCEICAO 1778 | Similaridade Texto: 100 | Similaridade Numero: 91 | Score Final: 99"
4;RUA MOACIAR GOULART CUNHA CALDAS CENTRO;111,0;44;AVENIDA  LICO MAIA CONCEICAO;953;83,33;85,86;83,59;"AVENIDA  LICO MAIA CONCEICAO 953 | Similaridade Texto: 83 | Similaridade Numero: 86 | Score Final: 84; RUA  GEORG REXROTH PIRAPORINHA 786 | Similaridade Texto: 83 | Similaridade Numero: 71 | Score Final: 82; AVENIDA  AFONSO MONTEIRO DA CRUZ CONCEICAO 1778 | Similaridade Texto: 83 | Similaridade Numero: 62 | Score Final: 81; AVENIDA  AFONSO MONTEIRO DA CRUZ CONCEICAO 1778 | Similaridade Texto: 83 | Similaridade Numero: 62 | Score Final: 81; AVENIDA  AFONSO MONTEIRO DA CRUZ CONCEICAO 1778 | Similaridade Texto: 83 | Similaridade Numero: 62 | Score Final: 81; AVENIDA SAO JOSE CENTRO 687 | Similaridade Texto: 83 | Similaridade Numero: 62 | Score Final: 81; AVENIDA  AFONSO MONTEIRO DA CRUZ CONCEICAO 1830 | Similaridade Texto: 83 | Similaridade Numero: 61 | Score Final: 81; AVENIDA  AFONSO MONTEIRO DA CRUZ CONCEICAO 1830 | Similaridade Texto: 83 | Similaridade Numero: 61 | Score Final: 81; RUA  JATOBA ELDORADO 545 | Similaridade Texto: 83 | Similaridade Numero: 49 | Score Final: 80; RUA  DO TANQUE CONCEICAO 501 | Similaridade Texto: 83 | Similaridade Numero: 45 | Score Final: 80; RUA  JATOBA ELDORADO 493 | Similaridade Texto: 83 | Similaridade Numero: 44 | Score Final: 79; RUA  DO TANQUE CONCEICAO 491 | Similaridade Texto: 83 | Similaridade Numero: 44 | Score Final: 79; AVENIDA  MARIA CANDIDA DE OLIVEIRA PIRAPORINHA 451 | Similaridade Texto: 83 | Similaridade Numero: 41 | Score Final: 79; AVENIDA  FABIO EDUARDO RAMOS ESQUIVEL CENTRO 431 | Similaridade Texto: 83 | Similaridade Numero: 39 | Score Final: 79; RUA PADRE INACIO SIQUEIRA VILA NOGUEIRA 381 | Similaridade Texto: 83 | Similaridade Numero: 34 | Score Final: 78; RUA  VENUS SERRARIA 341 | Similaridade Texto: 83 | Similaridade Numero: 31 | Score Final: 78; RUA  NAOCHITI TANAKA VILA NOGUEIRA 333 | Similaridade Texto: 83 | Similaridade Numero: 30 | Score Final: 78; AVENIDA PRESIDENTE JUSCELINO PIRAPORINHA 330 | Similaridade Texto: 83 | Similaridade Numero: 30 | Score Final: 78; AVENIDA PRESIDENTE JUSCELINO PIRAPORINHA 330 | Similaridade Texto: 83 | Similaridade Numero: 30 | Score Final: 78; AVENIDA PRESIDENTE JUSCELINO PIRAPORINHA 330 | Similaridade Texto: 83 | Similaridade Numero: 30 | Score Final: 78"
5;PRACA RUI BARBOSA PIRAPORINHA;27,0;486;RUA DOUTOR MANOEL DE ABREU VILA NOGUEIRA;269;100,0;99,63;99,96;"RUA DOUTOR MANOEL DE ABREU VILA NOGUEIRA 269 | Similaridade Texto: 100 | Similaridade Numero: 100 | Score Final: 100; RUA  ANA MARIA SERRARIA 266 | Similaridade Texto: 100 | Similaridade Numero: 99 | Score Final: 100; RUA  ANA MARIA SERRARIA 266 | Similaridade Texto: 100 | Similaridade Numero: 99 | Score Final: 100; RUA  ANA MARIA SERRARIA 266 | Similaridade Texto: 100 | Similaridade Numero: 99 | Score Final: 100; RUA  ANA MARIA SERRARIA 266 | Similaridade Texto: 100 | Similaridade Numero: 99 | Score Final: 100; RUA  ANA MARIA SERRARIA 266 | Similaridade Texto: 100 | Similaridade Numero: 99 | Score Final: 100; RUA  ANA MARIA SERRARIA 266 | Similaridade Texto: 100 | Similaridade Numero: 99 | Score Final: 100; RUA  ANA MARIA SERRARIA 266 | Similaridade Texto: 100 | Similaridade Numero: 99 | Score Final: 100; RUA  ANA MARIA SERRARIA 266 | Similaridade Texto: 100 | Similaridade Numero: 99 | Score Final: 100; RUA  ANA MARIA SERRARIA 266 | Similaridade Texto: 100 | Similaridade Numero: 99 | Score Final: 100; RUA  ANA MARIA SERRARIA 266 | Similaridade Texto: 100 | Similaridade Numero: 99 | Score Final: 100; RUA  ANA MARIA SERRARIA 266 | Similaridade Texto: 100 | Similaridade Numero: 99 | Score Final: 100; RUA  ANA MARIA SERRARIA 266 | Similaridade Texto: 100 | Similaridade Numero: 99 | Score Final: 100; RUA  ANA MARIA SERRARIA 266 | Similaridade Texto: 100 | Similaridade Numero: 99 | Score Final: 100; RUA  ANA MARIA SERRARIA 266 | Similaridade Texto: 100 | Similaridade Numero: 99 | Score Final: 100; RUA  ANA MARIA SERRARIA 266 | Similaridade Texto: 100 | Similaridade Numero: 99 | Score Final: 100; RUA  ANA MARIA SERRARIA 266 | Similaridade Texto: 100 | Similaridade Numero: 99 | Score Final: 100; RUA  ANA MARIA SERRARIA 266 | Similaridade Texto: 100 | Similaridade Numero: 99 | Score Final: 100; RUA  ANA MARIA SERRARIA 266 | Similaridade Texto: 100 | Similaridade Numero: 99 | Score Final: 100; RUA  ANA MARIA SERRARIA 266 | Similaridade Texto: 100 | Similaridade Numero: 99 | Score Final: 100"
6;AV NOSSA SENHORA DOS NAVEGANTES ELDORADO;288,0;31;AVENIDA  AFONSO MONTEIRO DA CRUZ CONCEICAO;1830;100,0;63,54;96,35;"AVENIDA  AFONSO MONTEIRO DA CRUZ CONCEICAO 1830 | Similaridade Texto: 100 | Similaridade Numero: 64 | Score Final: 96; AVENIDA  AFONSO MONTEIRO DA CRUZ CONCEICAO 1830 | Similaridade Texto: 100 | Similaridade Numero: 64 | Score Final: 96; AVENIDA  AFONSO MONTEIRO DA CRUZ CONCEICAO 1830 | Similaridade Texto: 100 | Similaridade Numero: 64 | Score Final: 96; AVENIDA  AFONSO MONTEIRO DA CRUZ CONCEICAO 1830 | Similaridade Texto: 100 | Similaridade Numero: 64 | Score Final: 96; AVENIDA  AFONSO MONTEIRO DA CRUZ CONCEICAO 1830 | Similaridade Texto: 100 | Similaridade Numero: 64 | Score Final: 96; AVENIDA  AFONSO MONTEIRO DA CRUZ CONCEICAO 1830 | Similaridade Texto: 100 | Similaridade Numero: 64 | Score Final: 96; AVENIDA  AFONSO MONTEIRO DA CRUZ CONCEICAO 1778 | Similaridade Texto: 100 | Similaridade Numero: 62 | Score Final: 96; AVENIDA  AFONSO MONTEIRO DA CRUZ CONCEICAO 1778 | Similaridade Texto: 100 | Similaridade Numero: 62 | Score Final: 96; AVENIDA  AFONSO MONTEIRO DA CRUZ CONCEICAO 1778 | Similaridade Texto: 100 | Similaridade Numero: 62 | Score Final: 96; AVENIDA  AFONSO MONTEIRO DA CRUZ CONCEICAO 1778 | Similaridade Texto: 100 | Similaridade Numero: 62 | Score Final: 96; AVENIDA  AFONSO MONTEIRO DA CRUZ CONCEICAO 1778 | Similaridade Texto: 100 | Similaridade Numero: 62 | Score Final: 96; AVENIDA  AFONSO MONTEIRO DA CRUZ CONCEICAO 1778 | Similaridade Texto: 100 | Similaridade Numero: 62 | Score Final: 96; AVENIDA  AFONSO MONTEIRO DA CRUZ CONCEICAO 1778 | Similaridade Texto: 100 | Similaridade Numero: 62 | Score Final: 96; AVENIDA  AFONSO MONTEIRO DA CRUZ CONCEICAO 1778 | Similaridade Texto: 100 | Similaridade Numero: 62 | Score Final: 96; AVENIDA  CASA GRANDE CASA GRANDE 1326 | Similaridade Texto: 100 | Similaridade Numero: 46 | Score Final: 95; AVENIDA  CASA GRANDE CASA GRANDE 1326 | Similaridade Texto: 100 | Similaridade Numero: 46 | Score Final: 95; AVENIDA  LICO MAIA CONCEICAO 953 | Similaridade Texto: 100 | Similaridade Numero: 33 | Score Final: 93; AVENIDA  BRASILIA CAMPANARIO 907 | Similaridade Texto: 100 | Similaridade Numero: 31 | Score Final: 93; AVENIDA  LICO MAIA CONCEICAO 879 | Similaridade Texto: 100 | Similaridade Numero: 31 | Score Final: 93; AVENIDA  BRASILIA TABOAO 818 | Similaridade Texto: 100 | Similaridade Numero: 28 | Score Final: 93"
7;RUA CAPIBARIBE JARDIM CAMPANARIO;193,0;31;AVENIDA  AFONSO MONTEIRO DA CRUZ CONCEICAO;1830;100,0;94,82;99,48;"AVENIDA  AFONSO MONTEIRO DA CRUZ CONCEICAO 1830 | Similaridade Texto: 100 | Similaridade Numero: 95 | Score Final: 99; AVENIDA  AFONSO MONTEIRO DA CRUZ CONCEICAO 1778 | Similaridade Texto: 100 | Similaridade Numero: 92 | Score Final: 99; AVENIDA  LICO MAIA CONCEICAO 953 | Similaridade Texto: 100 | Similaridade Numero: 49 | Score Final: 95; RUA  JATOBA ELDORADO 493 | Similaridade Texto: 100 | Similaridade Numero: 26 | Score Final: 93; RUA  DO TANQUE CONCEICAO 491 | Similaridade Texto: 100 | Similaridade Numero: 25 | Score Final: 93; AVENIDA  FABIO EDUARDO RAMOS ESQUIVEL CENTRO 431 | Similaridade Texto: 100 | Similaridade Numero: 22 | Score Final: 92; RUA  NAOCHITI TANAKA VILA NOGUEIRA 333 | Similaridade Texto: 100 | Similaridade Numero: 17 | Score Final: 92; AVENIDA PRESIDENTE JUSCELINO PIRAPORINHA 330 | Similaridade Texto: 100 | Similaridade Numero: 17 | Score Final: 92; AVENIDA PRESIDENTE JUSCELINO PIRAPORINHA 330 | Similaridade Texto: 100 | Similaridade Numero: 17 | Score Final: 92; AVENIDA PRESIDENTE JUSCELINO PIRAPORINHA 330 | Similaridade Texto: 100 | Similaridade Numero: 17 | Score Final: 92; AVENIDA PRESIDENTE JUSCELINO PIRAPORINHA 330 | Similaridade Texto: 100 | Similaridade Numero: 17 | Score Final: 92; AVENIDA PRESIDENTE JUSCELINO PIRAPORINHA 330 | Similaridade Texto: 100 | Similaridade Numero: 17 | Score Final: 92; AVENIDA PRESIDENTE JUSCELINO PIRAPORINHA 330 | Similaridade Texto: 100 | Similaridade Numero: 17 | Score Final: 92; AVENIDA PRESIDENTE JUSCELINO PIRAPORINHA 330 | Similaridade Texto: 100 | Similaridade Numero: 17 | Score Final: 92; AVENIDA PRESIDENTE JUSCELINO PIRAPORINHA 330 | Similaridade Texto: 100 | Similaridade Numero: 17 | Score Final: 92; AVENIDA PRESIDENTE JUSCELINO PIRAPORINHA 330 | Similaridade Texto: 100 | Similaridade Numero: 17 | Score Final: 92; AVENIDA PRESIDENTE JUSCELINO PIRAPORINHA 330 | Similaridade Texto: 100 | Similaridade Numero: 17 | Score Final: 92; AVENIDA PRESIDENTE JUSCELINO PIRAPORINHA 330 | Similaridade Texto: 100 | Similaridade Numero: 17 | Score Final: 92; AVENIDA PRESIDENTE JUSCELINO PIRAPORINHA 330 | Similaridade Texto: 100 | Similaridade Numero: 17 | Score Final: 92; AVENIDA PRESIDENTE JUSCELINO PIRAPORINHA 330 | Similaridade Texto: 100 | Similaridade Numero: 17 | Score Final: 92"
8;AV PIRAPORINHA PIRAPORINHA;1682,0;2941;AVENIDA  LICO MAIA SERRARIA;5538;100,0;32,93;93,29;"AVENIDA  LICO MAIA SERRARIA 5538 | Similaridade Texto: 100 | Similaridade Numero: 33 | Score Final: 93; AVENIDA  FABIO EDUARDO RAMOS ESQUIVEL CANHEMA 2900 | Similaridade Texto: 100 | Similaridade Numero: 17 | Score Final: 92; AVENIDA  FABIO EDUARDO RAMOS ESQUIVEL CANHEMA 2900 | Similaridade Texto: 100 | Similaridade Numero: 17 | Score Final: 92; AVENIDA  FABIO EDUARDO RAMOS ESQUIVEL CANHEMA 2900 | Similaridade Texto: 100 | Similaridade Numero: 17 | Score Final: 92; AVENIDA  FABIO EDUARDO RAMOS ESQUIVEL CANHEMA 2900 | Similaridade Texto: 100 | Similaridade Numero: 17 | Score Final: 92; AVENIDA  FABIO EDUARDO RAMOS ESQUIVEL CANHEMA 2900 | Similaridade Texto: 100 | Similaridade Numero: 17 | Score Final: 92; AVENIDA  FABIO EDUARDO RAMOS ESQUIVEL CANHEMA 2900 | Similaridade Texto: 100 | Similaridade Numero: 17 | Score Final: 92; AVENIDA  FABIO EDUARDO RAMOS ESQUIVEL CANHEMA 2900 | Similaridade Texto: 100 | Similaridade Numero: 17 | Score Final: 92; AVENIDA  FABIO EDUARDO RAMOS ESQUIVEL CANHEMA 2900 | Similaridade Texto: 100 | Similaridade Numero: 17 | Score Final: 92; AVENIDA  FABIO EDUARDO RAMOS ESQUIVEL CANHEMA 2900 | Similaridade Texto: 100 | Similaridade Numero: 17 | Score Final: 92; AVENIDA  FABIO EDUARDO RAMOS ESQUIVEL CANHEMA 2900 | Similaridade Texto: 100 | Similaridade Numero: 17 | Score Final: 92; AVENIDA  FABIO EDUARDO RAMOS ESQUIVEL CANHEMA 2900 | Similaridade Texto: 100 | Similaridade Numero: 17 | Score Final: 92; AVENIDA  FABIO EDUARDO RAMOS ESQUIVEL CANHEMA 2900 | Similaridade Texto: 100 | Similaridade Numero: 17 | Score Final: 92; AVENIDA  FABIO EDUARDO RAMOS ESQUIVEL CANHEMA 2900 | Similaridade Texto: 100 | Similaridade Numero: 17 | Score Final: 92; AVENIDA  FABIO EDUARDO RAMOS ESQUIVEL CANHEMA 2900 | Similaridade Texto: 100 | Similaridade Numero: 17 | Score Final: 92; AVENIDA  FABIO EDUARDO RAMOS ESQUIVEL CANHEMA 2900 | Similaridade Texto: 100 | Similaridade Numero: 17 | Score Final: 92; AVENIDA  FABIO EDUARDO RAMOS ESQUIVEL CANHEMA 2900 | Similaridade Texto: 100 | Similaridade Numero: 17 | Score Final: 92; AVENIDA  FABIO EDUARDO RAMOS ESQUIVEL CANHEMA 2900 | Similaridade Texto: 100 | Similaridade Numero: 17 | Score Final: 92; AVENIDA  FABIO EDUARDO RAMOS ESQUIVEL CANHEMA 2900 | Similaridade Texto: 100 | Similaridade Numero: 17 | Score Final: 92; AVENIDA  FABIO EDUARDO RAMOS ESQUIVEL CANHEMA 2900 | Similaridade Texto: 100 | Similaridade Numero: 17 | Score Final: 92"
