idx_df1;endereco_df1;numero_df1;idx_df2;endereco_df2;numero_df2;similaridade_texto;similaridade_numero;similaridade_final;sugestoes_topN;similaridade
10;RUA TIRADENTES CENTRO;100,0;39595;RUA  TIRADENTES CENTRO;100;100,0;100,0;100,0;"RUA  TIRADENTES CENTRO (txt:100 num:100 fin:100); RUA  TIRADENTES CENTRO (txt:100 num:93 fin:99); RUA  TIRADENTES CENTRO (txt:100 num:92 fin:99); RUA  TIRADENTES CENTRO (txt:100 num:70 fin:97); RUA  TIRADENTES CENTRO (txt:100 num:70 fin:97); RUA  TIRADENTES CENTRO (txt:100 num:70 fin:97); RUA  TIRADENTES CENTRO (txt:100 num:70 fin:97); RUA  TIRADENTES CENTRO (txt:100 num:70 fin:97); RUA  TIRADENTES CENTRO (txt:100 num:70 fin:97); RUA  TIRADENTES CENTRO (txt:100 num:70 fin:97); RUA  TIRADENTES CENTRO (txt:100 num:70 fin:97); RUA  TIRADENTES CENTRO (txt:100 num:70 fin:97); RUA  TIRADENTES CENTRO (txt:100 num:70 fin:97); RUA  TIRADENTES CENTRO (txt:100 num:70 fin:97); RUA  TIRADENTES CENTRO (txt:100 num:70 fin:97); RUA  TIRADENTES CENTRO (txt:100 num:70 fin:97); RUA  TIRADENTES CENTRO (txt:100 num:70 fin:97); RUA  TIRADENTES CENTRO (txt:100 num:70 fin:97); RUA  TIRADENTES CENTRO (txt:100 num:70 fin:97); RUA  TIRADENTES CENTRO (txt:100 num:70 fin:97)";100,0
11;RUA MEM DE SA JARDIM CASA GRANDE;280,0;172305;RUA  MEM DE SA CASA GRANDE;280;100,0;100,0;100,0;"RUA  MEM DE SA CASA GRANDE (txt:100 num:100 fin:100); RUA  MEM DE SA CASA GRANDE (txt:100 num:95 fin:100); RUA  MEM DE SA CASA GRANDE (txt:100 num:95 fin:100); RUA  MEM DE SA CASA GRANDE (txt:100 num:95 fin:100); RUA  MEM DE SA CASA GRANDE (txt:100 num:95 fin:100); RUA  MEM DE SA CASA GRANDE (txt:100 num:95 fin:100); RUA  MEM DE SA CASA GRANDE (txt:100 num:91 fin:99); RUA  MEM DE SA CASA GRANDE (txt:100 num:91 fin:99); RUA  MEM DE SA CASA GRANDE (txt:100 num:91 fin:99); RUA  MEM DE SA CASA GRANDE (txt:100 num:91 fin:99); RUA  MEM DE SA CASA GRANDE (txt:100 num:91 fin:99); RUA  MEM DE SA CASA GRANDE (txt:100 num:91 fin:99); RUA  MEM DE SA CASA GRANDE (txt:100 num:88 fin:99); RUA  MEM DE SA CASA GRANDE (txt:100 num:88 fin:99); RUA  MEM DE SA CASA GRANDE (txt:100 num:88 fin:99); RUA  MEM DE SA CASA GRANDE (txt:100 num:88 fin:99); RUA  MEM DE SA CASA GRANDE (txt:100 num:87 fin:99); RUA  MEM DE SA CASA GRANDE (txt:100 num:85 fin:98); RUA  MEM DE SA CASA GRANDE (txt:100 num:85 fin:98); RUA  MEM DE SA CASA GRANDE (txt:100 num:82 fin:98)";100,0
12;AVN SAO JOSE CENTRO;472,0;89141;AVENIDA SAO JOSE CENTRO;472;100,0;100,0;100,0;"AVENIDA SAO JOSE CENTRO (txt:100 num:100 fin:100); AVENIDA SAO JOSE CENTRO (txt:100 num:91 fin:99); AVENIDA SAO JOSE CENTRO (txt:100 num:91 fin:99); AVENIDA SAO JOSE CENTRO (txt:100 num:91 fin:99); AVENIDA SAO JOSE CENTRO (txt:100 num:87 fin:99); AVENIDA SAO JOSE CENTRO (txt:100 num:83 fin:98); AVENIDA SAO JOSE CENTRO (txt:100 num:82 fin:98); AVENIDA SAO JOSE CENTRO (txt:100 num:79 fin:98); AVENIDA SAO JOSE CENTRO (txt:100 num:79 fin:98); AVENIDA SAO JOSE CENTRO (txt:100 num:77 fin:98); AVENIDA SAO JOSE CENTRO (txt:100 num:75 fin:98); AVENIDA SAO JOSE CENTRO (txt:100 num:73 fin:97); AVENIDA SAO JOSE CENTRO (txt:100 num:73 fin:97); AVENIDA SAO JOSE CENTRO (txt:100 num:73 fin:97); AVENIDA SAO JOSE CENTRO (txt:100 num:69 fin:97); AVENIDA SAO JOSE CENTRO (txt:100 num:67 fin:97); AVENIDA SAO JOSE CENTRO (txt:100 num:67 fin:97); AVENIDA SAO JOSE CENTRO (txt:100 num:65 fin:96); AVENIDA SAO JOSE CENTRO (txt:100 num:63 fin:96); AVENIDA SAO JOSE CENTRO (txt:100 num:63 fin:96)";100,0
13;RUA SERRA DE MARACUJA PARQUE REID;49,0;69982;RUA  SERRA DE MARACUJA CENTRO;49;85,71;100,0;87,14;"RUA  SERRA DE MARACUJA CENTRO (txt:86 num:100 fin:87); RUA  SERRA DE MARACUJA CENTRO (txt:86 num:95 fin:87); RUA  SERRA DE MARACUJA CENTRO (txt:86 num:95 fin:87); RUA  SERRA DE MARACUJA CENTRO (txt:86 num:95 fin:87); RUA  SERRA DE MARACUJA CENTRO (txt:86 num:85 fin:86); RUA  SERRA DE MARACUJA CENTRO (txt:86 num:81 fin:85); RUA  SERRA DE MARACUJA CENTRO (txt:86 num:79 fin:85); RUA  SERRA DE MARACUJA CENTRO (txt:86 num:79 fin:85); RUA  SERRA DE MARACUJA CENTRO (txt:86 num:73 fin:84); RUA  SERRA DE MARACUJA CENTRO (txt:86 num:73 fin:84); RUA  SERRA DE MARACUJA CENTRO (txt:86 num:69 fin:84); RUA  SERRA DE MARACUJA CENTRO (txt:86 num:64 fin:84); RUA  SERRA DE MARACUJA CENTRO (txt:86 num:61 fin:83); RUA  SERRA DE MARACUJA CENTRO (txt:86 num:52 fin:82); RUA  SERRA DE MARACUJA CENTRO (txt:86 num:47 fin:82); RUA  SERRA DE MARACUJA CENTRO (txt:86 num:45 fin:82); RUA  SERRA DE MARACUJA CENTRO (txt:86 num:38 fin:81); RUA  SERRA DE MARACUJA CENTRO (txt:86 num:37 fin:81); RUA  SERRA DE MARACUJA CENTRO (txt:86 num:29 fin:80); RUA  MARIA RITA PEREIRA SERRARIA (txt:66 num:98 fin:69)";87,14
14;RUA BARAO DE IGUAPE VIL SAO JOSE;98,0;15269;RUA BARAO DE IGUAPE PIRAPORINHA;98;76,0;100,0;78,4;"RUA BARAO DE IGUAPE PIRAPORINHA (txt:76 num:100 fin:78); RUA  IGUAPE TABOAO (txt:74 num:100 fin:77); RUA  IGUAPE TABOAO (txt:74 num:100 fin:77); RUA  IGUAPE TABOAO (txt:74 num:100 fin:77); RUA  IGUAPE TABOAO (txt:74 num:100 fin:77); RUA  IGUAPE TABOAO (txt:74 num:96 fin:76); RUA  IGUAPE TABOAO (txt:74 num:96 fin:76); RUA  IGUAPE TABOAO (txt:74 num:96 fin:76); RUA  JOSE DE BARROS LIMA VILA NOGUEIRA (txt:75 num:84 fin:76); RUA  JOSE DE BARROS LIMA VILA NOGUEIRA (txt:75 num:84 fin:76); RUA  IGUAPE TABOAO (txt:74 num:95 fin:76); RUA  IGUAPE TABOAO (txt:74 num:95 fin:76); RUA BARAO DE IGUAPE PIRAPORINHA (txt:76 num:75 fin:76); RUA  IGUAPE TABOAO (txt:74 num:92 fin:76); RUA  IGUAPE TABOAO (txt:74 num:89 fin:76); RUA  IGUAPE TABOAO (txt:74 num:89 fin:76); RUA  IGUAPE TABOAO (txt:74 num:88 fin:75); RUA  IGUAPE TABOAO (txt:74 num:87 fin:75); RUA BARAO DE IGUAPE PIRAPORINHA (txt:76 num:66 fin:75); RUA  IGUAPE TABOAO (txt:74 num:83 fin:75)";78,4
15;RUA SEBASTIAO FERNANDES TOURINHO VIL NOGUEIRA;285,0;27959;RUA  SEBASTIAO FERNANDES TOURINHO VILA NOGUEIRA;285;98,9;100,0;99,01;"RUA  SEBASTIAO FERNANDES TOURINHO VILA NOGUEIRA (txt:99 num:100 fin:99); RUA  SEBASTIAO FERNANDES TOURINHO VILA NOGUEIRA (txt:99 num:99 fin:99); RUA  SEBASTIAO FERNANDES TOURINHO VILA NOGUEIRA (txt:99 num:97 fin:99); RUA  SEBASTIAO FERNANDES TOURINHO VILA NOGUEIRA (txt:99 num:87 fin:98); RUA  SEBASTIAO FERNANDES TOURINHO VILA NOGUEIRA (txt:99 num:87 fin:98); RUA  SEBASTIAO FERNANDES TOURINHO VILA NOGUEIRA (txt:99 num:87 fin:98); RUA  SEBASTIAO FERNANDES TOURINHO VILA NOGUEIRA (txt:99 num:87 fin:98); RUA  SEBASTIAO FERNANDES TOURINHO VILA NOGUEIRA (txt:99 num:87 fin:98); RUA  SEBASTIAO FERNANDES TOURINHO VILA NOGUEIRA (txt:99 num:87 fin:98); RUA  SEBASTIAO FERNANDES TOURINHO VILA NOGUEIRA (txt:99 num:86 fin:98); RUA  SEBASTIAO FERNANDES TOURINHO VILA NOGUEIRA (txt:99 num:86 fin:98); RUA  SEBASTIAO FERNANDES TOURINHO VILA NOGUEIRA (txt:99 num:85 fin:98); RUA  SEBASTIAO FERNANDES TOURINHO VILA NOGUEIRA (txt:99 num:85 fin:98); RUA  SEBASTIAO FERNANDES TOURINHO VILA NOGUEIRA (txt:99 num:79 fin:97); RUA  SEBASTIAO FERNANDES TOURINHO VILA NOGUEIRA (txt:99 num:79 fin:97); RUA  SEBASTIAO FERNANDES TOURINHO VILA NOGUEIRA (txt:99 num:79 fin:97); RUA  SEBASTIAO FERNANDES TOURINHO VILA NOGUEIRA (txt:99 num:79 fin:97); RUA  SEBASTIAO FERNANDES TOURINHO VILA NOGUEIRA (txt:99 num:76 fin:97); RUA  SEBASTIAO FERNANDES TOURINHO VILA NOGUEIRA (txt:99 num:75 fin:97); RUA  SEBASTIAO FERNANDES TOURINHO VILA NOGUEIRA (txt:99 num:72 fin:96)";99,01
16;RUA DAS AMEIXEIRAS JD ABC;679,0;163750;RUA  DAS AMEIXEIRAS TABOAO;1059;83,72;0,0;75,35;"RUA  DAS AMEIXEIRAS TABOAO (txt:84 num:0 fin:75); RUA  DAS AMEIXEIRAS TABOAO (txt:84 num:0 fin:75); RUA  DAS AMEIXEIRAS TABOAO (txt:84 num:0 fin:75); RUA  DAS AMEIXEIRAS TABOAO (txt:84 num:0 fin:75); RUA  DAS AMEIXEIRAS TABOAO (txt:84 num:0 fin:75); RUA  DAS AMEIXEIRAS TABOAO (txt:84 num:0 fin:75); RUA  DAS AMEIXEIRAS TABOAO (txt:84 num:0 fin:75); RUA  DAS AMEIXEIRAS TABOAO (txt:84 num:0 fin:75); RUA  DAS AMEIXEIRAS TABOAO (txt:84 num:0 fin:75); RUA  DAS AMEIXEIRAS TABOAO (txt:84 num:0 fin:75); RUA  DAS AMEIXEIRAS TABOAO (txt:84 num:0 fin:75); RUA  DAS AMEIXEIRAS TABOAO (txt:84 num:0 fin:75); RUA  DAS AMEIXEIRAS TABOAO (txt:84 num:0 fin:75); RUA  DAS AMEIXEIRAS TABOAO (txt:84 num:0 fin:75); RUA  DAS AMEIXEIRAS TABOAO (txt:84 num:0 fin:75); RUA  DAS AMEIXEIRAS TABOAO (txt:84 num:0 fin:75); RUA  DAS AMEIXEIRAS TABOAO (txt:84 num:0 fin:75); RUA  DAS AMEIXEIRAS TABOAO (txt:84 num:0 fin:75); RUA  DAS AMEIXEIRAS TABOAO (txt:84 num:0 fin:75); RUA  DAS AMEIXEIRAS TABOAO (txt:84 num:0 fin:75)";75,35
17;RUA 22 DE ABRIL JD CANHEMA;113,0;43785;RUA  SETE DE ABRIL CANHEMA;120;88,89;93,0;89,3;"RUA  SETE DE ABRIL CANHEMA (txt:89 num:93 fin:89); RUA  SETE DE ABRIL CANHEMA (txt:89 num:89 fin:89); RUA  SETE DE ABRIL CANHEMA (txt:89 num:87 fin:89); RUA  SETE DE ABRIL CANHEMA (txt:89 num:87 fin:89); RUA  SETE DE ABRIL CANHEMA (txt:89 num:85 fin:88); RUA  SETE DE ABRIL CANHEMA (txt:89 num:85 fin:88); RUA  SETE DE ABRIL CANHEMA (txt:89 num:85 fin:88); RUA  SETE DE ABRIL CANHEMA (txt:89 num:77 fin:88); RUA  SETE DE ABRIL CANHEMA (txt:89 num:77 fin:88); RUA  SETE DE ABRIL CANHEMA (txt:89 num:77 fin:88); RUA  SETE DE ABRIL CANHEMA (txt:89 num:77 fin:88); RUA  SETE DE ABRIL CANHEMA (txt:89 num:71 fin:87); RUA  SETE DE ABRIL CANHEMA (txt:89 num:71 fin:87); RUA  SETE DE ABRIL CANHEMA (txt:89 num:71 fin:87); RUA  SETE DE ABRIL CANHEMA (txt:89 num:71 fin:87); RUA  SETE DE ABRIL CANHEMA (txt:89 num:67 fin:87); RUA  SETE DE ABRIL CANHEMA (txt:89 num:67 fin:87); RUA  SETE DE ABRIL CANHEMA (txt:89 num:67 fin:87); RUA  SETE DE ABRIL CANHEMA (txt:89 num:51 fin:85); RUA  SETE DE ABRIL CANHEMA (txt:89 num:51 fin:85)";89,3
18;RUA JOSE VICENTE JD INAMAR;122,0;99539;RUA  JOSE VICENTE INAMAR;122;100,0;100,0;100,0;"RUA  JOSE VICENTE INAMAR (txt:100 num:100 fin:100); RUA  JOSE VICENTE INAMAR (txt:100 num:92 fin:99); RUA  JOSE VICENTE INAMAR (txt:100 num:92 fin:99); RUA  JOSE VICENTE INAMAR (txt:100 num:92 fin:99); RUA  JOSE VICENTE INAMAR (txt:100 num:92 fin:99); RUA  JOSE VICENTE INAMAR (txt:100 num:92 fin:99); RUA  JOSE VICENTE INAMAR (txt:100 num:88 fin:99); RUA  JOSE VICENTE INAMAR (txt:100 num:88 fin:99); RUA  JOSE VICENTE INAMAR (txt:100 num:86 fin:99); RUA  JOSE VICENTE INAMAR (txt:100 num:86 fin:99); RUA  JOSE VICENTE INAMAR (txt:100 num:82 fin:98); RUA  JOSE VICENTE INAMAR (txt:100 num:82 fin:98); RUA  JOSE VICENTE INAMAR (txt:100 num:82 fin:98); RUA  JOSE VICENTE INAMAR (txt:100 num:76 fin:98); RUA  JOSE VICENTE INAMAR (txt:100 num:69 fin:97); RUA  JOSE VICENTE INAMAR (txt:100 num:69 fin:97); RUA  JOSE VICENTE INAMAR (txt:100 num:69 fin:97); RUA  JOSE VICENTE INAMAR (txt:100 num:61 fin:96); RUA  JOSE VICENTE INAMAR (txt:100 num:61 fin:96); RUA  JOSE VICENTE INAMAR (txt:100 num:61 fin:96)";100,0
19;RUA JAVARI JD PAINEIRAS;635,0;21410;RUA  JAVARI TABOAO;635;74,07;100,0;76,67;"RUA  JAVARI TABOAO (txt:74 num:100 fin:77); RUA  JAVARI TABOAO (txt:74 num:88 fin:75); RUA  JAVARI TABOAO (txt:74 num:72 fin:74); RUA  JAVARI TABOAO (txt:74 num:68 fin:73); RUA  JAVARI TABOAO (txt:74 num:61 fin:73); RUA  JAVARI TABOAO (txt:74 num:58 fin:72); RUA  JAVARI TABOAO (txt:74 num:58 fin:72); RUA  JAVARI TABOAO (txt:74 num:56 fin:72); RUA  JAVARI TABOAO (txt:74 num:48 fin:71); RUA  JAVARI TABOAO (txt:74 num:48 fin:71); RUA  JAVARI TABOAO (txt:74 num:47 fin:71); RUA  JAVARI TABOAO (txt:74 num:47 fin:71); RUA  JAVARI TABOAO (txt:74 num:47 fin:71); RUA  JAVARI TABOAO (txt:74 num:43 fin:71); RUA  JAVARI TABOAO (txt:74 num:42 fin:71); RUA  JAVARI TABOAO (txt:74 num:39 fin:71); RUA  JAVARI TABOAO (txt:74 num:39 fin:71); RUA  JAVARI TABOAO (txt:74 num:36 fin:70); RUA  JAVARI TABOAO (txt:74 num:36 fin:70); RUA  JAVARI TABOAO (txt:74 num:36 fin:70)";76,67
20;AV ELDORADO JARDIM RUYCE;817,0;98493;AVENIDA  ELDORADO JARDIM RUYCE;817;100,0;100,0;100,0;"AVENIDA  ELDORADO JARDIM RUYCE (txt:100 num:100 fin:100); AVENIDA  ELDORADO JARDIM RUYCE (txt:100 num:12 fin:91); AVENIDA  ELDORADO JARDIM RUYCE (txt:100 num:10 fin:91); AVENIDA  ELDORADO JARDIM RUYCE (txt:100 num:0 fin:90); AVENIDA  ELDORADO JARDIM RUYCE (txt:100 num:0 fin:90); AVENIDA  ELDORADO JARDIM RUYCE (txt:100 num:0 fin:90); AVENIDA  ELDORADO JARDIM RUYCE (txt:100 num:0 fin:90); AVENIDA  ELDORADO JARDIM RUYCE (txt:100 num:0 fin:90); AVENIDA  ELDORADO JARDIM RUYCE (txt:100 num:0 fin:90); AVENIDA  ELDORADO JARDIM RUYCE (txt:100 num:0 fin:90); AVENIDA  ELDORADO JARDIM RUYCE (txt:100 num:0 fin:90); AVENIDA  ELDORADO JARDIM RUYCE (txt:100 num:0 fin:90); AVENIDA  ELDORADO JARDIM RUYCE (txt:100 num:0 fin:90); AVENIDA  ELDORADO JARDIM RUYCE (txt:100 num:0 fin:90); AVENIDA  ELDORADO JARDIM RUYCE (txt:100 num:0 fin:90); AVENIDA  ELDORADO JARDIM RUYCE (txt:100 num:0 fin:90); AVENIDA  ELDORADO JARDIM RUYCE (txt:100 num:0 fin:90); AVENIDA  ELDORADO JARDIM RUYCE (txt:100 num:0 fin:90); AVENIDA  ELDORADO JARDIM RUYCE (txt:100 num:0 fin:90); AVENIDA  ELDORADO JARDIM RUYCE (txt:100 num:0 fin:90)";100,0
21;RUA ODETE AMARAL DE OLIVEIRA PRQ REAL;129,0;89054;RUA  ODETE AMARAL DE OLIVEIRA SERRARIA;130;86,49;99,0;87,74;"RUA  ODETE AMARAL DE OLIVEIRA SERRARIA (txt:86 num:99 fin:88); RUA  ODETE AMARAL DE OLIVEIRA SERRARIA (txt:86 num:99 fin:88); RUA  ODETE AMARAL DE OLIVEIRA CONCEICAO (txt:86 num:100 fin:88); RUA  ODETE AMARAL DE OLIVEIRA SERRARIA (txt:86 num:95 fin:87); RUA  ODETE AMARAL DE OLIVEIRA SERRARIA (txt:86 num:93 fin:87); RUA  ODETE AMARAL DE OLIVEIRA SERRARIA (txt:86 num:93 fin:87); RUA  ODETE AMARAL DE OLIVEIRA SERRARIA (txt:86 num:93 fin:87); RUA  ODETE AMARAL DE OLIVEIRA SERRARIA (txt:86 num:87 fin:87); RUA  ODETE AMARAL DE OLIVEIRA SERRARIA (txt:86 num:87 fin:87); RUA  ODETE AMARAL DE OLIVEIRA SERRARIA (txt:86 num:81 fin:86); RUA  ODETE AMARAL DE OLIVEIRA SERRARIA (txt:86 num:81 fin:86); RUA  ODETE AMARAL DE OLIVEIRA SERRARIA (txt:86 num:77 fin:86); RUA  ODETE AMARAL DE OLIVEIRA SERRARIA (txt:86 num:75 fin:85); RUA  ODETE AMARAL DE OLIVEIRA SERRARIA (txt:86 num:75 fin:85); RUA  ODETE AMARAL DE OLIVEIRA SERRARIA (txt:86 num:75 fin:85); RUA  ODETE AMARAL DE OLIVEIRA SERRARIA (txt:86 num:75 fin:85); RUA  ODETE AMARAL DE OLIVEIRA SERRARIA (txt:86 num:74 fin:85); RUA  ODETE AMARAL DE OLIVEIRA SERRARIA (txt:86 num:71 fin:85); RUA  ODETE AMARAL DE OLIVEIRA SERRARIA (txt:86 num:69 fin:85); RUA  ODETE AMARAL DE OLIVEIRA SERRARIA (txt:86 num:69 fin:85)";87,74
22;RUA PRUDENTE DE MORAIS JARDIM CASA GRANDE;300,0;139970;RUA  PRUDENTE DE MORAIS CASA GRANDE;300;100,0;100,0;100,0;"RUA  PRUDENTE DE MORAIS CASA GRANDE (txt:100 num:100 fin:100); RUA  PRUDENTE DE MORAIS CASA GRANDE (txt:100 num:97 fin:100); RUA  PRUDENTE DE MORAIS CASA GRANDE (txt:100 num:94 fin:99); RUA  PRUDENTE DE MORAIS CASA GRANDE (txt:100 num:91 fin:99); RUA  PRUDENTE DE MORAIS CASA GRANDE (txt:100 num:87 fin:99); RUA  PRUDENTE DE MORAIS CASA GRANDE (txt:100 num:81 fin:98); RUA  PRUDENTE DE MORAIS CASA GRANDE (txt:100 num:73 fin:97); RUA  PRUDENTE DE MORAIS CASA GRANDE (txt:100 num:67 fin:97); RUA  PRUDENTE DE MORAIS CASA GRANDE (txt:100 num:59 fin:96); RUA  PRUDENTE DE MORAIS CASA GRANDE (txt:100 num:59 fin:96); RUA  PRUDENTE DE MORAIS CASA GRANDE (txt:100 num:57 fin:96); RUA  PRUDENTE DE MORAIS CASA GRANDE (txt:100 num:57 fin:96); RUA  PRUDENTE DE MORAIS CASA GRANDE (txt:100 num:56 fin:96); RUA  PRUDENTE DE MORAIS CASA GRANDE (txt:100 num:56 fin:96); RUA  PRUDENTE DE MORAIS CASA GRANDE (txt:100 num:53 fin:95); RUA  PRUDENTE DE MORAIS CASA GRANDE (txt:100 num:50 fin:95); RUA  PRUDENTE DE MORAIS CASA GRANDE (txt:100 num:50 fin:95); RUA  PRUDENTE DE MORAIS CASA GRANDE (txt:100 num:47 fin:95); RUA  PRUDENTE DE MORAIS CASA GRANDE (txt:100 num:47 fin:95); RUA  PRUDENTE DE MORAIS CASA GRANDE (txt:100 num:47 fin:95)";100,0
23;AV LICO MAIA SERRARIA;803,0;11343;AVENIDA  LICO MAIA SERRARIA;803;100,0;100,0;100,0;"AVENIDA  LICO MAIA SERRARIA (txt:100 num:100 fin:100); AVENIDA  LICO MAIA SERRARIA (txt:100 num:95 fin:100); AVENIDA  LICO MAIA SERRARIA (txt:100 num:95 fin:100); AVENIDA  LICO MAIA SERRARIA (txt:100 num:0 fin:90); AVENIDA  LICO MAIA SERRARIA (txt:100 num:0 fin:90); AVENIDA  LICO MAIA SERRARIA (txt:100 num:0 fin:90); AVENIDA  LICO MAIA SERRARIA (txt:100 num:0 fin:90); AVENIDA  LICO MAIA SERRARIA (txt:100 num:0 fin:90); AVENIDA  LICO MAIA SERRARIA (txt:100 num:0 fin:90); AVENIDA  LICO MAIA SERRARIA (txt:100 num:0 fin:90); AVENIDA  LICO MAIA SERRARIA (txt:100 num:0 fin:90); AVENIDA  LICO MAIA SERRARIA (txt:100 num:0 fin:90); AVENIDA  LICO MAIA SERRARIA (txt:100 num:0 fin:90); AVENIDA  LICO MAIA SERRARIA (txt:100 num:0 fin:90); AVENIDA  LICO MAIA SERRARIA (txt:100 num:0 fin:90); AVENIDA  LICO MAIA SERRARIA (txt:100 num:0 fin:90); AVENIDA  LICO MAIA SERRARIA (txt:100 num:0 fin:90); AVENIDA  LICO MAIA SERRARIA (txt:100 num:0 fin:90); AVENIDA  LICO MAIA SERRARIA (txt:100 num:0 fin:90); AVENIDA  LICO MAIA SERRARIA (txt:100 num:0 fin:90)";100,0
24;AVN PRESIDENTE JUSCELINO PIRAPORINHA;759,0;33760;AVENIDA  PIRAPORINHA PIRAPORINHA;747;100,0;88,0;98,8;"AVENIDA  PIRAPORINHA PIRAPORINHA (txt:100 num:88 fin:99); AVENIDA  PIRAPORINHA PIRAPORINHA (txt:100 num:34 fin:93); AVENIDA PRESIDENTE JUSCELINO PIRAPORINHA (txt:100 num:28 fin:93); AVENIDA PRESIDENTE JUSCELINO PIRAPORINHA (txt:100 num:28 fin:93); AVENIDA PRESIDENTE JUSCELINO PIRAPORINHA (txt:100 num:25 fin:92); AVENIDA PRESIDENTE JUSCELINO PIRAPORINHA (txt:100 num:22 fin:92); AVENIDA PRESIDENTE JUSCELINO PIRAPORINHA (txt:100 num:18 fin:92); AVENIDA PRESIDENTE JUSCELINO PIRAPORINHA (txt:100 num:18 fin:92); AVENIDA PRESIDENTE JUSCELINO PIRAPORINHA (txt:100 num:12 fin:91); AVENIDA PRESIDENTE JUSCELINO PIRAPORINHA (txt:100 num:12 fin:91); AVENIDA PRESIDENTE JUSCELINO PIRAPORINHA (txt:100 num:12 fin:91); AVENIDA PRESIDENTE JUSCELINO PIRAPORINHA (txt:100 num:12 fin:91); AVENIDA PRESIDENTE JUSCELINO PIRAPORINHA (txt:100 num:4 fin:90); AVENIDA PRESIDENTE JUSCELINO PIRAPORINHA (txt:100 num:4 fin:90); AVENIDA PRESIDENTE JUSCELINO PIRAPORINHA (txt:100 num:4 fin:90); AVENIDA PRESIDENTE JUSCELINO PIRAPORINHA (txt:100 num:4 fin:90); AVENIDA PRESIDENTE JUSCELINO PIRAPORINHA (txt:100 num:4 fin:90); AVENIDA PRESIDENTE JUSCELINO PIRAPORINHA (txt:100 num:0 fin:90); AVENIDA PRESIDENTE JUSCELINO PIRAPORINHA (txt:100 num:0 fin:90); AVENIDA PRESIDENTE JUSCELINO PIRAPORINHA (txt:100 num:0 fin:90)";98,8
25;AVENIDA SINESIO PEREIRA CAMPANARIO;27,0;25087;AVENIDA  SYNESIO PEREIRA CAMPANARIO;27;97,06;100,0;97,35;"AVENIDA  SYNESIO PEREIRA CAMPANARIO (txt:97 num:100 fin:97); AVENIDA  SYNESIO PEREIRA CAMPANARIO (txt:97 num:0 fin:87); AVENIDA  SYNESIO PEREIRA CAMPANARIO (txt:97 num:0 fin:87); AVENIDA  SYNESIO PEREIRA CAMPANARIO (txt:97 num:0 fin:87); AVENIDA  SYNESIO PEREIRA CAMPANARIO (txt:97 num:0 fin:87); AVENIDA  SYNESIO PEREIRA CAMPANARIO (txt:97 num:0 fin:87); AVENIDA  SYNESIO PEREIRA CAMPANARIO (txt:97 num:0 fin:87); AVENIDA  SYNESIO PEREIRA CAMPANARIO (txt:97 num:0 fin:87); AVENIDA  SYNESIO PEREIRA CAMPANARIO (txt:97 num:0 fin:87); AVENIDA  SYNESIO PEREIRA CAMPANARIO (txt:97 num:0 fin:87); AVENIDA  SYNESIO PEREIRA CAMPANARIO (txt:97 num:0 fin:87); AVENIDA  SYNESIO PEREIRA CAMPANARIO (txt:97 num:0 fin:87); AVENIDA  SYNESIO PEREIRA CAMPANARIO (txt:97 num:0 fin:87); AVENIDA  SYNESIO PEREIRA CAMPANARIO (txt:97 num:0 fin:87); AVENIDA  SYNESIO PEREIRA CAMPANARIO (txt:97 num:0 fin:87); AVENIDA  SYNESIO PEREIRA CAMPANARIO (txt:97 num:0 fin:87); AVENIDA  SYNESIO PEREIRA CAMPANARIO (txt:97 num:0 fin:87); AVENIDA  SYNESIO PEREIRA CAMPANARIO (txt:97 num:0 fin:87); AVENIDA  SYNESIO PEREIRA CAMPANARIO (txt:97 num:0 fin:87); AVENIDA  SYNESIO PEREIRA CAMPANARIO (txt:97 num:0 fin:87)";97,35
