idx_df1;endereco_df1;numero_df1;idx_df2;endereco_df2;numero_df2;similaridade_texto;similaridade_numero;similaridade_final;sugestoes_topN;similaridade
26;AVENIDA AFRANIO PEIXOTO VILA PAULINA;643,0;59437;AVENIDA  AFRANIO PEIXOTO ELDORADO;599;83,64;56,0;80,87;"AVENIDA  AFRANIO PEIXOTO ELDORADO (txt:84 num:56 fin:81); AVENIDA  AFRANIO PEIXOTO ELDORADO (txt:84 num:56 fin:81); AVENIDA  AFRANIO PEIXOTO ELDORADO (txt:84 num:5 fin:76); AVENIDA  AFRANIO PEIXOTO ELDORADO (txt:84 num:3 fin:76); AVENIDA  AFRANIO PEIXOTO ELDORADO (txt:84 num:3 fin:76); AVENIDA  AFRANIO PEIXOTO ELDORADO (txt:84 num:1 fin:75); AVENIDA  AFRANIO PEIXOTO ELDORADO (txt:84 num:0 fin:75); AVENIDA  AFRANIO PEIXOTO ELDORADO (txt:84 num:0 fin:75); AVENIDA  AFRANIO PEIXOTO ELDORADO (txt:84 num:0 fin:75); AVENIDA  AFRANIO PEIXOTO ELDORADO (txt:84 num:0 fin:75); AVENIDA  AFRANIO PEIXOTO ELDORADO (txt:84 num:0 fin:75); AVENIDA  AFRANIO PEIXOTO ELDORADO (txt:84 num:0 fin:75); AVENIDA  AFRANIO PEIXOTO ELDORADO (txt:84 num:0 fin:75); AVENIDA  AFRANIO PEIXOTO ELDORADO (txt:84 num:0 fin:75); AVENIDA  AFRANIO PEIXOTO ELDORADO (txt:84 num:0 fin:75); AVENIDA  AFRANIO PEIXOTO ELDORADO (txt:84 num:0 fin:75); AVENIDA  AFRANIO PEIXOTO ELDORADO (txt:84 num:0 fin:75); AVENIDA  AFRANIO PEIXOTO ELDORADO (txt:84 num:0 fin:75); AVENIDA  AFRANIO PEIXOTO ELDORADO (txt:84 num:0 fin:75); AVENIDA  AFRANIO PEIXOTO ELDORADO (txt:84 num:0 fin:75)";80,87
27;RUA ITALIA JARDIM DAS NACOES;290,0;151049;RUA  ITALIA TABOAO;290;74,07;100,0;76,67;"RUA  ITALIA TABOAO (txt:74 num:100 fin:77); RUA  ITALIA TABOAO (txt:74 num:99 fin:77); RUA  ITALIA TABOAO (txt:74 num:99 fin:77); RUA  ITALIA TABOAO (txt:74 num:99 fin:77); RUA  ITALIA TABOAO (txt:74 num:97 fin:76); RUA  ITALIA TABOAO (txt:74 num:97 fin:76); RUA  ITALIA TABOAO (txt:74 num:97 fin:76); RUA  ITALIA TABOAO (txt:74 num:95 fin:76); RUA  ITALIA TABOAO (txt:74 num:93 fin:76); RUA  ITALIA TABOAO (txt:74 num:93 fin:76); RUA  ITALIA TABOAO (txt:74 num:91 fin:76); RUA  ITALIA TABOAO (txt:74 num:91 fin:76); RUA  ITALIA TABOAO (txt:74 num:91 fin:76); RUA  ITALIA TABOAO (txt:74 num:89 fin:76); RUA  ITALIA TABOAO (txt:74 num:85 fin:75); RUA  ITALIA TABOAO (txt:74 num:85 fin:75); RUA  ITALIA TABOAO (txt:74 num:83 fin:75); RUA  ITALIA TABOAO (txt:74 num:83 fin:75); RUA  ITALIA TABOAO (txt:74 num:81 fin:75); RUA  ITALIA TABOAO (txt:74 num:81 fin:75)";76,67
28;RUA GRACIOSA CENTRO;;15506;RUA  GRACIOSA CENTRO;187;100,0;0,0;90,0;"RUA  GRACIOSA CENTRO (txt:100 num:0 fin:90); RUA  GRACIOSA CENTRO (txt:100 num:0 fin:90); RUA  GRACIOSA CENTRO (txt:100 num:0 fin:90); RUA  GRACIOSA CENTRO (txt:100 num:0 fin:90); RUA  GRACIOSA CENTRO (txt:100 num:0 fin:90); RUA  GRACIOSA CENTRO (txt:100 num:0 fin:90); RUA  GRACIOSA CENTRO (txt:100 num:0 fin:90); RUA  GRACIOSA CENTRO (txt:100 num:0 fin:90); RUA  GRACIOSA CENTRO (txt:100 num:0 fin:90); RUA  GRACIOSA CENTRO (txt:100 num:0 fin:90); RUA  GRACIOSA CENTRO (txt:100 num:0 fin:90); RUA  GRACIOSA CENTRO (txt:100 num:0 fin:90); RUA  GRACIOSA CENTRO (txt:100 num:0 fin:90); RUA  GRACIOSA CENTRO (txt:100 num:0 fin:90); RUA  GRACIOSA CENTRO (txt:100 num:0 fin:90); RUA  GRACIOSA CENTRO (txt:100 num:0 fin:90); RUA  GRACIOSA CENTRO (txt:100 num:0 fin:90); RUA  GRACIOSA CENTRO (txt:100 num:0 fin:90); RUA  GRACIOSA CENTRO (txt:100 num:0 fin:90); RUA  GRACIOSA CENTRO (txt:100 num:0 fin:90)";90,0
29;RUA CARAMURU VL CONCEICAO;1255,0;131520;RUA  CARAMURU CONCEICAO;1255;100,0;100,0;100,0;"RUA  CARAMURU CONCEICAO (txt:100 num:100 fin:100); RUA  CARAMURU CONCEICAO (txt:100 num:100 fin:100); RUA  CARAMURU CONCEICAO (txt:100 num:100 fin:100); RUA  CARAMURU CONCEICAO (txt:100 num:100 fin:100); RUA  CARAMURU CONCEICAO (txt:100 num:91 fin:99); RUA  CARAMURU CONCEICAO (txt:100 num:85 fin:98); RUA  CARAMURU CONCEICAO (txt:100 num:83 fin:98); RUA  CARAMURU CONCEICAO (txt:100 num:83 fin:98); RUA  CARAMURU CONCEICAO (txt:100 num:83 fin:98); RUA  CARAMURU CONCEICAO (txt:100 num:75 fin:98); RUA  CARAMURU CONCEICAO (txt:100 num:75 fin:98); RUA  CARAMURU CONCEICAO (txt:100 num:75 fin:98); RUA  CARAMURU CONCEICAO (txt:100 num:73 fin:97); RUA  CARAMURU CONCEICAO (txt:100 num:71 fin:97); RUA  CARAMURU CONCEICAO (txt:100 num:65 fin:96); RUA  CARAMURU CONCEICAO (txt:100 num:51 fin:95); RUA  CARAMURU CONCEICAO (txt:100 num:25 fin:92); RUA  CARAMURU CONCEICAO (txt:100 num:25 fin:92); RUA  CARAMURU CONCEICAO (txt:100 num:25 fin:92); RUA  CARAMURU CONCEICAO (txt:100 num:23 fin:92)";100,0
30;RUA MANOEL DA NOBREGA VL CONCEICAO;605,0;85295;RUA  MANOEL DA NOBREGA CONCEICAO;1691;100,0;0,0;90,0;"RUA  MANOEL DA NOBREGA CONCEICAO (txt:100 num:0 fin:90); RUA  MANOEL DA NOBREGA CONCEICAO (txt:100 num:0 fin:90); RUA  MANOEL DA NOBREGA CONCEICAO (txt:100 num:0 fin:90); RUA  MANOEL DA NOBREGA CONCEICAO (txt:100 num:0 fin:90); RUA  MANOEL DA NOBREGA CONCEICAO (txt:100 num:0 fin:90); RUA  MANOEL DA NOBREGA CONCEICAO (txt:100 num:0 fin:90); RUA  MANOEL DA NOBREGA CONCEICAO (txt:100 num:0 fin:90); RUA  MANOEL DA NOBREGA CONCEICAO (txt:100 num:0 fin:90); RUA  MANOEL DA NOBREGA CONCEICAO (txt:100 num:0 fin:90); RUA  MANOEL DA NOBREGA CONCEICAO (txt:100 num:0 fin:90); RUA  MANOEL DA NOBREGA CONCEICAO (txt:100 num:0 fin:90); RUA  MANOEL DA NOBREGA CONCEICAO (txt:100 num:0 fin:90); RUA  MANOEL DA NOBREGA CONCEICAO (txt:100 num:0 fin:90); RUA  MANOEL DA NOBREGA CONCEICAO (txt:100 num:0 fin:90); RUA  MANOEL DA NOBREGA CONCEICAO (txt:100 num:0 fin:90); RUA  MANOEL DA NOBREGA CONCEICAO (txt:100 num:0 fin:90); RUA  MANOEL DA NOBREGA CONCEICAO (txt:100 num:0 fin:90); RUA  MANOEL DA NOBREGA CONCEICAO (txt:100 num:0 fin:90); RUA  MANOEL DA NOBREGA CONCEICAO (txt:100 num:0 fin:90); RUA  MANOEL DA NOBREGA CONCEICAO (txt:100 num:0 fin:90)";90,0
31;AVENIDA ANTONIO PIRANGA CENTRO;700,0;50282;AVENIDA  ANTONIO PIRANGA CENTRO;700;100,0;100,0;100,0;"AVENIDA  ANTONIO PIRANGA CENTRO (txt:100 num:100 fin:100); AVENIDA  ANTONIO PIRANGA CENTRO (txt:100 num:97 fin:100); AVENIDA  ANTONIO PIRANGA CENTRO (txt:100 num:55 fin:96); AVENIDA  ANTONIO PIRANGA CENTRO (txt:100 num:41 fin:94); AVENIDA  ANTONIO PIRANGA CENTRO (txt:100 num:31 fin:93); AVENIDA  ANTONIO PIRANGA CENTRO (txt:100 num:15 fin:92); AVENIDA  ANTONIO PIRANGA CENTRO (txt:100 num:0 fin:90); AVENIDA  ANTONIO PIRANGA CENTRO (txt:100 num:0 fin:90); AVENIDA  ANTONIO PIRANGA CENTRO (txt:100 num:0 fin:90); AVENIDA  ANTONIO PIRANGA CENTRO (txt:100 num:0 fin:90); AVENIDA  ANTONIO PIRANGA CENTRO (txt:100 num:0 fin:90); AVENIDA  ANTONIO PIRANGA CENTRO (txt:100 num:0 fin:90); AVENIDA  ANTONIO PIRANGA CENTRO (txt:100 num:0 fin:90); AVENIDA  ANTONIO PIRANGA CENTRO (txt:100 num:0 fin:90); AVENIDA  ANTONIO PIRANGA CENTRO (txt:100 num:0 fin:90); AVENIDA  ANTONIO PIRANGA CENTRO (txt:100 num:0 fin:90); AVENIDA  ANTONIO PIRANGA CENTRO (txt:100 num:0 fin:90); AVENIDA  ANTONIO PIRANGA CENTRO (txt:100 num:0 fin:90); AVENIDA  ANTONIO PIRANGA CENTRO (txt:100 num:0 fin:90); AVENIDA  ANTONIO PIRANGA CENTRO (txt:100 num:0 fin:90)";100,0
32;RUA NELSON RODRIGUES VL CONCEICAO;191,0;67716;RUA  NELSON RODRIGUES CONCEICAO;191;100,0;100,0;100,0;"RUA  NELSON RODRIGUES CONCEICAO (txt:100 num:100 fin:100); RUA  NELSON RODRIGUES CONCEICAO (txt:100 num:99 fin:100); RUA  NELSON RODRIGUES CONCEICAO (txt:100 num:93 fin:99); RUA  NELSON RODRIGUES CONCEICAO (txt:100 num:91 fin:99); RUA  NELSON RODRIGUES CONCEICAO (txt:100 num:85 fin:98); RUA  NELSON RODRIGUES CONCEICAO (txt:100 num:85 fin:98); RUA  NELSON RODRIGUES CONCEICAO (txt:100 num:85 fin:98); RUA  NELSON RODRIGUES CONCEICAO (txt:100 num:85 fin:98); RUA  NELSON RODRIGUES CONCEICAO (txt:100 num:83 fin:98); RUA  NELSON RODRIGUES CONCEICAO (txt:100 num:83 fin:98); RUA  NELSON RODRIGUES CONCEICAO (txt:100 num:79 fin:98); RUA  NELSON RODRIGUES CONCEICAO (txt:100 num:79 fin:98); RUA  NELSON RODRIGUES CONCEICAO (txt:100 num:78 fin:98); RUA  NELSON RODRIGUES CONCEICAO (txt:100 num:75 fin:98); RUA  NELSON RODRIGUES CONCEICAO (txt:100 num:73 fin:97); RUA  NELSON RODRIGUES CONCEICAO (txt:100 num:73 fin:97); RUA  NELSON RODRIGUES CONCEICAO (txt:100 num:71 fin:97); RUA  NELSON RODRIGUES CONCEICAO (txt:100 num:68 fin:97); RUA  NELSON RODRIGUES CONCEICAO (txt:100 num:68 fin:97); RUA  NELSON RODRIGUES CONCEICAO (txt:100 num:68 fin:97)";100,0
33;RUA SANTO AMARO CENTRO;92,0;112213;RUA SANTO AMARO CENTRO;92;100,0;100,0;100,0;"RUA SANTO AMARO CENTRO (txt:100 num:100 fin:100); RUA SANTO AMARO CENTRO (txt:100 num:99 fin:100); RUA SANTO AMARO CENTRO (txt:100 num:99 fin:100); RUA SANTO AMARO CENTRO (txt:100 num:99 fin:100); RUA SANTO AMARO CENTRO (txt:100 num:99 fin:100); RUA SANTO AMARO CENTRO (txt:100 num:99 fin:100); RUA SANTO AMARO CENTRO (txt:100 num:99 fin:100); RUA SANTO AMARO CENTRO (txt:100 num:99 fin:100); RUA SANTO AMARO CENTRO (txt:100 num:99 fin:100); RUA SANTO AMARO CENTRO (txt:100 num:99 fin:100); RUA SANTO AMARO CENTRO (txt:100 num:99 fin:100); RUA SANTO AMARO CENTRO (txt:100 num:99 fin:100); RUA SANTO AMARO CENTRO (txt:100 num:99 fin:100); RUA SANTO AMARO CENTRO (txt:100 num:99 fin:100); RUA SANTO AMARO CENTRO (txt:100 num:99 fin:100); RUA SANTO AMARO CENTRO (txt:100 num:99 fin:100); RUA SANTO AMARO CENTRO (txt:100 num:99 fin:100); RUA SANTO AMARO CENTRO (txt:100 num:93 fin:99); RUA SANTO AMARO CENTRO (txt:100 num:86 fin:99); RUA SANTO AMARO CENTRO (txt:100 num:84 fin:98)";100,0
34;RUA COIMBRA CENTRO;760,0;43728;RUA  COIMBRA CENTRO;763;100,0;97,0;99,7;"RUA  COIMBRA CENTRO (txt:100 num:97 fin:100); RUA  COIMBRA CENTRO (txt:100 num:95 fin:100); RUA  COIMBRA CENTRO (txt:100 num:95 fin:100); RUA  COIMBRA CENTRO (txt:100 num:91 fin:99); RUA  COIMBRA CENTRO (txt:100 num:87 fin:99); RUA  COIMBRA CENTRO (txt:100 num:81 fin:98); RUA  COIMBRA CENTRO (txt:100 num:77 fin:98); RUA  COIMBRA CENTRO (txt:100 num:77 fin:98); RUA  COIMBRA CENTRO (txt:100 num:55 fin:96); RUA  COIMBRA CENTRO (txt:100 num:49 fin:95); RUA  COIMBRA CENTRO (txt:100 num:49 fin:95); RUA  COIMBRA CENTRO (txt:100 num:45 fin:94); RUA  COIMBRA CENTRO (txt:100 num:45 fin:94); RUA  COIMBRA CENTRO (txt:100 num:39 fin:94); RUA  COIMBRA CENTRO (txt:100 num:39 fin:94); RUA  COIMBRA CENTRO (txt:100 num:27 fin:93); RUA  COIMBRA CENTRO (txt:100 num:19 fin:92); RUA  COIMBRA CENTRO (txt:100 num:19 fin:92); RUA  COIMBRA CENTRO (txt:100 num:15 fin:92); RUA  COIMBRA CENTRO (txt:100 num:9 fin:91)";99,7
35;RUA BOROROS CONCEICAO;80,0;113633;RUA  BOROROS CONCEICAO;77;100,0;97,0;99,7;"RUA  BOROROS CONCEICAO (txt:100 num:97 fin:100); RUA  BOROROS CONCEICAO (txt:100 num:97 fin:100); RUA  BOROROS CONCEICAO (txt:100 num:97 fin:100); RUA  BOROROS CONCEICAO (txt:100 num:97 fin:100); RUA  BOROROS CONCEICAO (txt:100 num:97 fin:100); RUA  BOROROS CONCEICAO (txt:100 num:97 fin:100); RUA  BOROROS CONCEICAO (txt:100 num:93 fin:99); RUA  BOROROS CONCEICAO (txt:100 num:93 fin:99); RUA  BOROROS CONCEICAO (txt:100 num:93 fin:99); RUA  BOROROS CONCEICAO (txt:100 num:93 fin:99); RUA  BOROROS CONCEICAO (txt:100 num:93 fin:99); RUA  BOROROS CONCEICAO (txt:100 num:93 fin:99); RUA  BOROROS CONCEICAO (txt:100 num:93 fin:99); RUA  BOROROS CONCEICAO (txt:100 num:93 fin:99); RUA  BOROROS CONCEICAO (txt:100 num:93 fin:99); RUA  BOROROS CONCEICAO (txt:100 num:93 fin:99); RUA  BOROROS CONCEICAO (txt:100 num:91 fin:99); RUA  BOROROS CONCEICAO (txt:100 num:91 fin:99); RUA  BOROROS CONCEICAO (txt:100 num:91 fin:99); RUA  BOROROS CONCEICAO (txt:100 num:91 fin:99)";99,7
36;AVENIDA ANTONIO PIRANGA CENTRO;556,0;61402;AVENIDA  ANTONIO PIRANGA CENTRO;556;100,0;100,0;100,0;"AVENIDA  ANTONIO PIRANGA CENTRO (txt:100 num:100 fin:100); AVENIDA  ANTONIO PIRANGA CENTRO (txt:100 num:84 fin:98); AVENIDA  ANTONIO PIRANGA CENTRO (txt:100 num:78 fin:98); AVENIDA  ANTONIO PIRANGA CENTRO (txt:100 num:73 fin:97); AVENIDA  ANTONIO PIRANGA CENTRO (txt:100 num:68 fin:97); AVENIDA  ANTONIO PIRANGA CENTRO (txt:100 num:64 fin:96); AVENIDA  ANTONIO PIRANGA CENTRO (txt:100 num:64 fin:96); AVENIDA  ANTONIO PIRANGA CENTRO (txt:100 num:61 fin:96); AVENIDA  ANTONIO PIRANGA CENTRO (txt:100 num:60 fin:96); AVENIDA  ANTONIO PIRANGA CENTRO (txt:100 num:60 fin:96); AVENIDA  ANTONIO PIRANGA CENTRO (txt:100 num:50 fin:95); AVENIDA  ANTONIO PIRANGA CENTRO (txt:100 num:50 fin:95); AVENIDA  ANTONIO PIRANGA CENTRO (txt:100 num:48 fin:95); AVENIDA  ANTONIO PIRANGA CENTRO (txt:100 num:48 fin:95); AVENIDA  ANTONIO PIRANGA CENTRO (txt:100 num:48 fin:95); AVENIDA  ANTONIO PIRANGA CENTRO (txt:100 num:48 fin:95); AVENIDA  ANTONIO PIRANGA CENTRO (txt:100 num:46 fin:95); AVENIDA  ANTONIO PIRANGA CENTRO (txt:100 num:41 fin:94); AVENIDA  ANTONIO PIRANGA CENTRO (txt:100 num:40 fin:94); AVENIDA  ANTONIO PIRANGA CENTRO (txt:100 num:36 fin:94)";100,0
37;RUA JAVARI JARDIM PAINEIRAS;635,0;21410;RUA  JAVARI TABOAO;635;74,07;100,0;76,67;"RUA  JAVARI TABOAO (txt:74 num:100 fin:77); RUA  JAVARI TABOAO (txt:74 num:88 fin:75); RUA  JAVARI TABOAO (txt:74 num:72 fin:74); RUA  JAVARI TABOAO (txt:74 num:68 fin:73); RUA  JAVARI TABOAO (txt:74 num:61 fin:73); RUA  JAVARI TABOAO (txt:74 num:58 fin:72); RUA  JAVARI TABOAO (txt:74 num:58 fin:72); RUA  JAVARI TABOAO (txt:74 num:56 fin:72); RUA  JAVARI TABOAO (txt:74 num:48 fin:71); RUA  JAVARI TABOAO (txt:74 num:48 fin:71); RUA  JAVARI TABOAO (txt:74 num:47 fin:71); RUA  JAVARI TABOAO (txt:74 num:47 fin:71); RUA  JAVARI TABOAO (txt:74 num:47 fin:71); RUA  JAVARI TABOAO (txt:74 num:43 fin:71); RUA  JAVARI TABOAO (txt:74 num:42 fin:71); RUA  JAVARI TABOAO (txt:74 num:39 fin:71); RUA  JAVARI TABOAO (txt:74 num:39 fin:71); RUA  JAVARI TABOAO (txt:74 num:36 fin:70); RUA  JAVARI TABOAO (txt:74 num:36 fin:70); RUA  JAVARI TABOAO (txt:74 num:36 fin:70)";76,67
38;RUA SAO JORGE CENTRO;98,0;28001;RUA SAO JORGE CENTRO;98;100,0;100,0;100,0;"RUA SAO JORGE CENTRO (txt:100 num:100 fin:100); RUA SAO JORGE CENTRO (txt:100 num:95 fin:100); RUA SAO JORGE CENTRO (txt:100 num:95 fin:100); RUA SAO JORGE CENTRO (txt:100 num:95 fin:100); RUA SAO JORGE CENTRO (txt:100 num:95 fin:100); RUA SAO JORGE CENTRO (txt:100 num:95 fin:100); RUA SAO JORGE CENTRO (txt:100 num:95 fin:100); RUA SAO JORGE CENTRO (txt:100 num:95 fin:100); RUA SAO JORGE CENTRO (txt:100 num:95 fin:100); RUA SAO JORGE CENTRO (txt:100 num:95 fin:100); RUA SAO JORGE CENTRO (txt:100 num:95 fin:100); RUA SAO JORGE CENTRO (txt:100 num:95 fin:100); RUA SAO JORGE CENTRO (txt:100 num:95 fin:100); RUA SAO JORGE CENTRO (txt:100 num:95 fin:100); RUA SAO JORGE CENTRO (txt:100 num:95 fin:100); RUA SAO JORGE CENTRO (txt:100 num:95 fin:100); RUA SAO JORGE CENTRO (txt:100 num:95 fin:100); RUA SAO JORGE CENTRO (txt:100 num:95 fin:100); RUA SAO JORGE CENTRO (txt:100 num:95 fin:100); RUA SAO JORGE CENTRO (txt:100 num:95 fin:100)";100,0
39;ANTONIO PIRANGA CENTRO;556,0;61402;AVENIDA  ANTONIO PIRANGA CENTRO;556;100,0;100,0;100,0;"AVENIDA  ANTONIO PIRANGA CENTRO (txt:100 num:100 fin:100); AVENIDA  ANTONIO PIRANGA CENTRO (txt:100 num:84 fin:98); AVENIDA  ANTONIO PIRANGA CENTRO (txt:100 num:78 fin:98); AVENIDA  ANTONIO PIRANGA CENTRO (txt:100 num:73 fin:97); AVENIDA  ANTONIO PIRANGA CENTRO (txt:100 num:68 fin:97); AVENIDA  ANTONIO PIRANGA CENTRO (txt:100 num:64 fin:96); AVENIDA  ANTONIO PIRANGA CENTRO (txt:100 num:64 fin:96); AVENIDA  ANTONIO PIRANGA CENTRO (txt:100 num:61 fin:96); AVENIDA  ANTONIO PIRANGA CENTRO (txt:100 num:60 fin:96); AVENIDA  ANTONIO PIRANGA CENTRO (txt:100 num:60 fin:96); AVENIDA  ANTONIO PIRANGA CENTRO (txt:100 num:50 fin:95); AVENIDA  ANTONIO PIRANGA CENTRO (txt:100 num:50 fin:95); AVENIDA  ANTONIO PIRANGA CENTRO (txt:100 num:48 fin:95); AVENIDA  ANTONIO PIRANGA CENTRO (txt:100 num:48 fin:95); AVENIDA  ANTONIO PIRANGA CENTRO (txt:100 num:48 fin:95); AVENIDA  ANTONIO PIRANGA CENTRO (txt:100 num:48 fin:95); AVENIDA  ANTONIO PIRANGA CENTRO (txt:100 num:46 fin:95); AVENIDA  ANTONIO PIRANGA CENTRO (txt:100 num:41 fin:94); AVENIDA  ANTONIO PIRANGA CENTRO (txt:100 num:40 fin:94); AVENIDA  ANTONIO PIRANGA CENTRO (txt:100 num:36 fin:94)";100,0
40;AVENIDA NOSSA SENHORA DOS NAVEGANTES ELDORADO;332,0;938;AVENIDA NOSSA SENHORA DOS NAVEGANTES ELDORADO;332;100,0;100,0;100,0;"AVENIDA NOSSA SENHORA DOS NAVEGANTES ELDORADO (txt:100 num:100 fin:100); AVENIDA NOSSA SENHORA DOS NAVEGANTES ELDORADO (txt:100 num:100 fin:100); AVENIDA NOSSA SENHORA DOS NAVEGANTES ELDORADO (txt:100 num:100 fin:100); AVENIDA NOSSA SENHORA DOS NAVEGANTES ELDORADO (txt:100 num:100 fin:100); AVENIDA NOSSA SENHORA DOS NAVEGANTES ELDORADO (txt:100 num:100 fin:100); AVENIDA NOSSA SENHORA DOS NAVEGANTES ELDORADO (txt:100 num:89 fin:99); AVENIDA NOSSA SENHORA DOS NAVEGANTES ELDORADO (txt:100 num:89 fin:99); AVENIDA NOSSA SENHORA DOS NAVEGANTES ELDORADO (txt:100 num:87 fin:99); AVENIDA NOSSA SENHORA DOS NAVEGANTES ELDORADO (txt:100 num:79 fin:98); AVENIDA NOSSA SENHORA DOS NAVEGANTES ELDORADO (txt:100 num:79 fin:98); AVENIDA NOSSA SENHORA DOS NAVEGANTES ELDORADO (txt:100 num:79 fin:98); AVENIDA NOSSA SENHORA DOS NAVEGANTES ELDORADO (txt:100 num:79 fin:98); AVENIDA NOSSA SENHORA DOS NAVEGANTES ELDORADO (txt:100 num:75 fin:98); AVENIDA NOSSA SENHORA DOS NAVEGANTES ELDORADO (txt:100 num:75 fin:98); AVENIDA NOSSA SENHORA DOS NAVEGANTES ELDORADO (txt:100 num:75 fin:98); AVENIDA NOSSA SENHORA DOS NAVEGANTES ELDORADO (txt:100 num:75 fin:98); AVENIDA NOSSA SENHORA DOS NAVEGANTES ELDORADO (txt:100 num:75 fin:98); AVENIDA NOSSA SENHORA DOS NAVEGANTES ELDORADO (txt:100 num:75 fin:98); AVENIDA NOSSA SENHORA DOS NAVEGANTES ELDORADO (txt:100 num:75 fin:98); AVENIDA NOSSA SENHORA DOS NAVEGANTES ELDORADO (txt:100 num:68 fin:97)";100,0
