idx_df1;endereco_df1;numero_df1;idx_df2;endereco_df2;numero_df2;similaridade_texto;similaridade_numero;similaridade_final;sugestoes_topN;similaridade
21;RUA ODETE AMARAL DE OLIVEIRA PRQ REAL;129,0;89054;RUA  ODETE AMARAL DE OLIVEIRA SERRARIA;130;84,85;69,0;86,26;"RUA  ODETE AMARAL DE OLIVEIRA SERRARIA 130 | Similaridade Texto: 85 | Similaridade Numero: 99 | Score Final: 86; RUA  ODETE AMARAL DE OLIVEIRA SERRARIA 130 | Similaridade Texto: 85 | Similaridade Numero: 99 | Score Final: 86; RUA  ODETE AMARAL DE OLIVEIRA SERRARIA 124 | Similaridade Texto: 85 | Similaridade Numero: 95 | Score Final: 86; RUA  ODETE AMARAL DE OLIVEIRA SERRARIA 136 | Similaridade Texto: 85 | Similaridade Numero: 93 | Score Final: 86; RUA  ODETE AMARAL DE OLIVEIRA SERRARIA 122 | Similaridade Texto: 85 | Similaridade Numero: 93 | Score Final: 86; RUA  ODETE AMARAL DE OLIVEIRA SERRARIA 122 | Similaridade Texto: 85 | Similaridade Numero: 93 | Score Final: 86; RUA  ODETE AMARAL DE OLIVEIRA SERRARIA 116 | Similaridade Texto: 85 | Similaridade Numero: 87 | Score Final: 85; RUA  ODETE AMARAL DE OLIVEIRA SERRARIA 116 | Similaridade Texto: 85 | Similaridade Numero: 87 | Score Final: 85; RUA  ODETE AMARAL DE OLIVEIRA SERRARIA 110 | Similaridade Texto: 85 | Similaridade Numero: 81 | Score Final: 84; RUA  ODETE AMARAL DE OLIVEIRA SERRARIA 110 | Similaridade Texto: 85 | Similaridade Numero: 81 | Score Final: 84; RUA  ODETE AMARAL DE OLIVEIRA SERRARIA 106 | Similaridade Texto: 85 | Similaridade Numero: 77 | Score Final: 84; RUA  ODETE AMARAL DE OLIVEIRA SERRARIA 104 | Similaridade Texto: 85 | Similaridade Numero: 75 | Score Final: 84; RUA  ODETE AMARAL DE OLIVEIRA SERRARIA 104 | Similaridade Texto: 85 | Similaridade Numero: 75 | Score Final: 84; RUA  ODETE AMARAL DE OLIVEIRA SERRARIA 104 | Similaridade Texto: 85 | Similaridade Numero: 75 | Score Final: 84; RUA  ODETE AMARAL DE OLIVEIRA SERRARIA 104 | Similaridade Texto: 85 | Similaridade Numero: 75 | Score Final: 84; RUA  ODETE AMARAL DE OLIVEIRA SERRARIA 155 | Similaridade Texto: 85 | Similaridade Numero: 74 | Score Final: 84; RUA  ODETE AMARAL DE OLIVEIRA SERRARIA 100 | Similaridade Texto: 85 | Similaridade Numero: 71 | Score Final: 83; RUA  ODETE AMARAL DE OLIVEIRA SERRARIA 98 | Similaridade Texto: 85 | Similaridade Numero: 69 | Score Final: 83; RUA  ODETE AMARAL DE OLIVEIRA SERRARIA 98 | Similaridade Texto: 85 | Similaridade Numero: 69 | Score Final: 83; RUA  ODETE AMARAL DE OLIVEIRA SERRARIA 98 | Similaridade Texto: 85 | Similaridade Numero: 69 | Score Final: 83";86,26
22;RUA PRUDENTE DE MORAIS JARDIM CASA GRANDE;300,0;64125;AVENIDA  CASA GRANDE CASA GRANDE;297;100,0;74,0;99,7;"AVENIDA  CASA GRANDE CASA GRANDE 297 | Similaridade Texto: 100 | Similaridade Numero: 97 | Score Final: 100; RUA  PRUDENTE DE MORAIS CASA GRANDE 297 | Similaridade Texto: 100 | Similaridade Numero: 97 | Score Final: 100; RUA  PRUDENTE DE MORAIS CASA GRANDE 306 | Similaridade Texto: 100 | Similaridade Numero: 94 | Score Final: 99; AVENIDA  CASA GRANDE CASA GRANDE 293 | Similaridade Texto: 100 | Similaridade Numero: 93 | Score Final: 99; RUA  PRUDENTE DE MORAIS CASA GRANDE 291 | Similaridade Texto: 100 | Similaridade Numero: 91 | Score Final: 99; AVENIDA  CASA GRANDE CASA GRANDE 310 | Similaridade Texto: 100 | Similaridade Numero: 90 | Score Final: 99; AVENIDA  CASA GRANDE CASA GRANDE 311 | Similaridade Texto: 100 | Similaridade Numero: 89 | Score Final: 99; RUA  PRUDENTE DE MORAIS CASA GRANDE 287 | Similaridade Texto: 100 | Similaridade Numero: 87 | Score Final: 99; AVENIDA  CASA GRANDE CASA GRANDE 314 | Similaridade Texto: 100 | Similaridade Numero: 86 | Score Final: 99; AVENIDA  CASA GRANDE CASA GRANDE 318 | Similaridade Texto: 100 | Similaridade Numero: 82 | Score Final: 98; AVENIDA  CASA GRANDE CASA GRANDE 319 | Similaridade Texto: 100 | Similaridade Numero: 81 | Score Final: 98; AVENIDA  CASA GRANDE CASA GRANDE 319 | Similaridade Texto: 100 | Similaridade Numero: 81 | Score Final: 98; RUA  PRUDENTE DE MORAIS CASA GRANDE 281 | Similaridade Texto: 100 | Similaridade Numero: 81 | Score Final: 98; AVENIDA  CASA GRANDE CASA GRANDE 280 | Similaridade Texto: 100 | Similaridade Numero: 80 | Score Final: 98; AVENIDA  CASA GRANDE CASA GRANDE 280 | Similaridade Texto: 100 | Similaridade Numero: 80 | Score Final: 98; AVENIDA  CASA GRANDE CASA GRANDE 322 | Similaridade Texto: 100 | Similaridade Numero: 78 | Score Final: 98; AVENIDA  CASA GRANDE CASA GRANDE 277 | Similaridade Texto: 100 | Similaridade Numero: 77 | Score Final: 98; AVENIDA  CASA GRANDE CASA GRANDE 277 | Similaridade Texto: 100 | Similaridade Numero: 77 | Score Final: 98; AVENIDA  CASA GRANDE CASA GRANDE 323 | Similaridade Texto: 100 | Similaridade Numero: 77 | Score Final: 98; AVENIDA  CASA GRANDE CASA GRANDE 326 | Similaridade Texto: 100 | Similaridade Numero: 74 | Score Final: 97";99,7
23;AV LICO MAIA SERRARIA;803,0;150857;AVENIDA  LICO MAIA SERRARIA;808;100,0;0,0;99,5;"AVENIDA  LICO MAIA SERRARIA 808 | Similaridade Texto: 100 | Similaridade Numero: 95 | Score Final: 100; AVENIDA  LICO MAIA SERRARIA 808 | Similaridade Texto: 100 | Similaridade Numero: 95 | Score Final: 100; AVENIDA  LICO MAIA SERRARIA 5538 | Similaridade Texto: 100 | Similaridade Numero: 0 | Score Final: 90; AVENIDA  LICO MAIA SERRARIA 0 | Similaridade Texto: 100 | Similaridade Numero: 0 | Score Final: 90; AVENIDA  LICO MAIA SERRARIA 52 | Similaridade Texto: 100 | Similaridade Numero: 0 | Score Final: 90; AVENIDA  LICO MAIA SERRARIA 22 | Similaridade Texto: 100 | Similaridade Numero: 0 | Score Final: 90; AVENIDA  LICO MAIA SERRARIA 0 | Similaridade Texto: 100 | Similaridade Numero: 0 | Score Final: 90; AVENIDA  LICO MAIA SERRARIA 110 | Similaridade Texto: 100 | Similaridade Numero: 0 | Score Final: 90; AVENIDA  LICO MAIA SERRARIA 20 | Similaridade Texto: 100 | Similaridade Numero: 0 | Score Final: 90; AVENIDA  LICO MAIA SERRARIA 50 | Similaridade Texto: 100 | Similaridade Numero: 0 | Score Final: 90; AVENIDA  LICO MAIA SERRARIA 12 | Similaridade Texto: 100 | Similaridade Numero: 0 | Score Final: 90; AVENIDA  LICO MAIA SERRARIA 930 | Similaridade Texto: 100 | Similaridade Numero: 0 | Score Final: 90; AVENIDA  LICO MAIA SERRARIA 803 | Similaridade Texto: 100 | Similaridade Numero: 0 | Score Final: 90; AVENIDA  LICO MAIA SERRARIA 256 | Similaridade Texto: 100 | Similaridade Numero: 0 | Score Final: 90; AVENIDA  LICO MAIA SERRARIA 657 | Similaridade Texto: 100 | Similaridade Numero: 0 | Score Final: 90; AVENIDA  LICO MAIA SERRARIA 663 | Similaridade Texto: 100 | Similaridade Numero: 0 | Score Final: 90; AVENIDA  LICO MAIA SERRARIA 659 | Similaridade Texto: 100 | Similaridade Numero: 0 | Score Final: 90; AVENIDA  LICO MAIA SERRARIA 669 | Similaridade Texto: 100 | Similaridade Numero: 0 | Score Final: 90; AVENIDA  LICO MAIA SERRARIA 653 | Similaridade Texto: 100 | Similaridade Numero: 0 | Score Final: 90; AVENIDA  LICO MAIA SERRARIA 685 | Similaridade Texto: 100 | Similaridade Numero: 0 | Score Final: 90";99,5
24;AVN PRESIDENTE JUSCELINO PIRAPORINHA;759,0;33760;AVENIDA  PIRAPORINHA PIRAPORINHA;747;100,0;0,0;98,8;"AVENIDA  PIRAPORINHA PIRAPORINHA 747 | Similaridade Texto: 100 | Similaridade Numero: 88 | Score Final: 99; AVENIDA  PIRAPORINHA PIRAPORINHA 693 | Similaridade Texto: 100 | Similaridade Numero: 34 | Score Final: 93; AVENIDA PRESIDENTE JUSCELINO PIRAPORINHA 687 | Similaridade Texto: 100 | Similaridade Numero: 28 | Score Final: 93; AVENIDA PRESIDENTE JUSCELINO PIRAPORINHA 687 | Similaridade Texto: 100 | Similaridade Numero: 28 | Score Final: 93; AVENIDA PRESIDENTE JUSCELINO PIRAPORINHA 834 | Similaridade Texto: 100 | Similaridade Numero: 25 | Score Final: 92; AVENIDA PRESIDENTE JUSCELINO PIRAPORINHA 681 | Similaridade Texto: 100 | Similaridade Numero: 22 | Score Final: 92; AVENIDA PRESIDENTE JUSCELINO PIRAPORINHA 677 | Similaridade Texto: 100 | Similaridade Numero: 18 | Score Final: 92; AVENIDA PRESIDENTE JUSCELINO PIRAPORINHA 677 | Similaridade Texto: 100 | Similaridade Numero: 18 | Score Final: 92; AVENIDA PRESIDENTE JUSCELINO PIRAPORINHA 847 | Similaridade Texto: 100 | Similaridade Numero: 12 | Score Final: 91; AVENIDA PRESIDENTE JUSCELINO PIRAPORINHA 847 | Similaridade Texto: 100 | Similaridade Numero: 12 | Score Final: 91; AVENIDA PRESIDENTE JUSCELINO PIRAPORINHA 847 | Similaridade Texto: 100 | Similaridade Numero: 12 | Score Final: 91; AVENIDA PRESIDENTE JUSCELINO PIRAPORINHA 847 | Similaridade Texto: 100 | Similaridade Numero: 12 | Score Final: 91; AVENIDA PRESIDENTE JUSCELINO PIRAPORINHA 663 | Similaridade Texto: 100 | Similaridade Numero: 4 | Score Final: 90; AVENIDA PRESIDENTE JUSCELINO PIRAPORINHA 855 | Similaridade Texto: 100 | Similaridade Numero: 4 | Score Final: 90; AVENIDA PRESIDENTE JUSCELINO PIRAPORINHA 855 | Similaridade Texto: 100 | Similaridade Numero: 4 | Score Final: 90; AVENIDA PRESIDENTE JUSCELINO PIRAPORINHA 855 | Similaridade Texto: 100 | Similaridade Numero: 4 | Score Final: 90; AVENIDA PRESIDENTE JUSCELINO PIRAPORINHA 855 | Similaridade Texto: 100 | Similaridade Numero: 4 | Score Final: 90; AVENIDA PRESIDENTE JUSCELINO PIRAPORINHA 330 | Similaridade Texto: 100 | Similaridade Numero: 0 | Score Final: 90; AVENIDA PRESIDENTE JUSCELINO PIRAPORINHA 330 | Similaridade Texto: 100 | Similaridade Numero: 0 | Score Final: 90; AVENIDA PRESIDENTE JUSCELINO PIRAPORINHA 330 | Similaridade Texto: 100 | Similaridade Numero: 0 | Score Final: 90";98,8
25;AVENIDA SINESIO PEREIRA CAMPANARIO;27,0;126483;RUA  SYNESIO PEREIRA CAMPANARIO;32;96,15;53,0;96,04;"RUA  SYNESIO PEREIRA CAMPANARIO 32 | Similaridade Texto: 96 | Similaridade Numero: 95 | Score Final: 96; RUA  SYNESIO PEREIRA CAMPANARIO 38 | Similaridade Texto: 96 | Similaridade Numero: 89 | Score Final: 95; RUA  SYNESIO PEREIRA CAMPANARIO 38 | Similaridade Texto: 96 | Similaridade Numero: 89 | Score Final: 95; RUA  SYNESIO PEREIRA CAMPANARIO 38 | Similaridade Texto: 96 | Similaridade Numero: 89 | Score Final: 95; RUA  SYNESIO PEREIRA CAMPANARIO 38 | Similaridade Texto: 96 | Similaridade Numero: 89 | Score Final: 95; RUA  SYNESIO PEREIRA CAMPANARIO 44 | Similaridade Texto: 96 | Similaridade Numero: 83 | Score Final: 95; RUA  SYNESIO PEREIRA CAMPANARIO 54 | Similaridade Texto: 96 | Similaridade Numero: 73 | Score Final: 94; RUA  SYNESIO PEREIRA CAMPANARIO 54 | Similaridade Texto: 96 | Similaridade Numero: 73 | Score Final: 94; RUA  SYNESIO PEREIRA CAMPANARIO 54 | Similaridade Texto: 96 | Similaridade Numero: 73 | Score Final: 94; RUA  SYNESIO PEREIRA CAMPANARIO 54 | Similaridade Texto: 96 | Similaridade Numero: 73 | Score Final: 94; RUA  SYNESIO PEREIRA CAMPANARIO 0 | Similaridade Texto: 96 | Similaridade Numero: 73 | Score Final: 94; RUA  SYNESIO PEREIRA CAMPANARIO 0 | Similaridade Texto: 96 | Similaridade Numero: 73 | Score Final: 94; RUA  SYNESIO PEREIRA CAMPANARIO 0 | Similaridade Texto: 96 | Similaridade Numero: 73 | Score Final: 94; RUA  SYNESIO PEREIRA CAMPANARIO 58 | Similaridade Texto: 96 | Similaridade Numero: 69 | Score Final: 93; RUA  SYNESIO PEREIRA CAMPANARIO 58 | Similaridade Texto: 96 | Similaridade Numero: 69 | Score Final: 93; RUA  SYNESIO PEREIRA CAMPANARIO 64 | Similaridade Texto: 96 | Similaridade Numero: 63 | Score Final: 93; RUA  SYNESIO PEREIRA CAMPANARIO 68 | Similaridade Texto: 96 | Similaridade Numero: 59 | Score Final: 92; RUA  SYNESIO PEREIRA CAMPANARIO 68 | Similaridade Texto: 96 | Similaridade Numero: 59 | Score Final: 92; RUA  SYNESIO PEREIRA CAMPANARIO 74 | Similaridade Texto: 96 | Similaridade Numero: 53 | Score Final: 92; RUA  SYNESIO PEREIRA CAMPANARIO 74 | Similaridade Texto: 96 | Similaridade Numero: 53 | Score Final: 92";96,04
26;AVENIDA AFRANIO PEIXOTO VILA PAULINA;643,0;59437;AVENIDA  AFRANIO PEIXOTO ELDORADO;599;78,95;0,0;76,65;"AVENIDA  AFRANIO PEIXOTO ELDORADO 599 | Similaridade Texto: 79 | Similaridade Numero: 56 | Score Final: 77; AVENIDA  AFRANIO PEIXOTO ELDORADO 599 | Similaridade Texto: 79 | Similaridade Numero: 56 | Score Final: 77; AVENIDA  AFRANIO PEIXOTO ELDORADO 548 | Similaridade Texto: 79 | Similaridade Numero: 5 | Score Final: 72; AVENIDA  AFRANIO PEIXOTO ELDORADO 546 | Similaridade Texto: 79 | Similaridade Numero: 3 | Score Final: 71; AVENIDA  AFRANIO PEIXOTO ELDORADO 546 | Similaridade Texto: 79 | Similaridade Numero: 3 | Score Final: 71; AVENIDA  AFRANIO PEIXOTO ELDORADO 544 | Similaridade Texto: 79 | Similaridade Numero: 1 | Score Final: 71; AVENIDA  AFRANIO PEIXOTO ELDORADO 27 | Similaridade Texto: 79 | Similaridade Numero: 0 | Score Final: 71; AVENIDA  AFRANIO PEIXOTO ELDORADO 89 | Similaridade Texto: 79 | Similaridade Numero: 0 | Score Final: 71; AVENIDA  AFRANIO PEIXOTO ELDORADO 29 | Similaridade Texto: 79 | Similaridade Numero: 0 | Score Final: 71; AVENIDA  AFRANIO PEIXOTO ELDORADO 0 | Similaridade Texto: 79 | Similaridade Numero: 0 | Score Final: 71; AVENIDA  AFRANIO PEIXOTO ELDORADO 97 | Similaridade Texto: 79 | Similaridade Numero: 0 | Score Final: 71; AVENIDA  AFRANIO PEIXOTO ELDORADO 215 | Similaridade Texto: 79 | Similaridade Numero: 0 | Score Final: 71; AVENIDA  AFRANIO PEIXOTO ELDORADO 197 | Similaridade Texto: 79 | Similaridade Numero: 0 | Score Final: 71; AVENIDA  AFRANIO PEIXOTO ELDORADO 209 | Similaridade Texto: 79 | Similaridade Numero: 0 | Score Final: 71; AVENIDA  AFRANIO PEIXOTO ELDORADO 149 | Similaridade Texto: 79 | Similaridade Numero: 0 | Score Final: 71; AVENIDA  AFRANIO PEIXOTO ELDORADO 85 | Similaridade Texto: 79 | Similaridade Numero: 0 | Score Final: 71; AVENIDA  AFRANIO PEIXOTO ELDORADO 177 | Similaridade Texto: 79 | Similaridade Numero: 0 | Score Final: 71; AVENIDA  AFRANIO PEIXOTO ELDORADO 149 | Similaridade Texto: 79 | Similaridade Numero: 0 | Score Final: 71; AVENIDA  AFRANIO PEIXOTO ELDORADO 225 | Similaridade Texto: 79 | Similaridade Numero: 0 | Score Final: 71; AVENIDA  AFRANIO PEIXOTO ELDORADO 195 | Similaridade Texto: 79 | Similaridade Numero: 0 | Score Final: 71";76,65
27;RUA ITALIA JARDIM DAS NACOES;290,0;25950;AVENIDA  DAS NACOES TABOAO;291;82,35;67,0;84,02;"AVENIDA  DAS NACOES TABOAO 291 | Similaridade Texto: 82 | Similaridade Numero: 99 | Score Final: 84; AVENIDA  DAS NACOES TABOAO 289 | Similaridade Texto: 82 | Similaridade Numero: 99 | Score Final: 84; AVENIDA  DAS NACOES TABOAO 295 | Similaridade Texto: 82 | Similaridade Numero: 95 | Score Final: 84; AVENIDA  DAS NACOES TABOAO 299 | Similaridade Texto: 82 | Similaridade Numero: 91 | Score Final: 83; AVENIDA  DAS NACOES TABOAO 299 | Similaridade Texto: 82 | Similaridade Numero: 91 | Score Final: 83; AVENIDA  DAS NACOES TABOAO 299 | Similaridade Texto: 82 | Similaridade Numero: 91 | Score Final: 83; AVENIDA  DAS NACOES TABOAO 279 | Similaridade Texto: 82 | Similaridade Numero: 89 | Score Final: 83; AVENIDA  DAS NACOES TABOAO 279 | Similaridade Texto: 82 | Similaridade Numero: 89 | Score Final: 83; AVENIDA  DAS NACOES TABOAO 275 | Similaridade Texto: 82 | Similaridade Numero: 85 | Score Final: 83; AVENIDA  DAS NACOES TABOAO 275 | Similaridade Texto: 82 | Similaridade Numero: 85 | Score Final: 83; AVENIDA  DAS NACOES TABOAO 307 | Similaridade Texto: 82 | Similaridade Numero: 83 | Score Final: 82; AVENIDA  DAS NACOES TABOAO 307 | Similaridade Texto: 82 | Similaridade Numero: 83 | Score Final: 82; AVENIDA  DAS NACOES TABOAO 267 | Similaridade Texto: 82 | Similaridade Numero: 77 | Score Final: 82; AVENIDA  DAS NACOES TABOAO 267 | Similaridade Texto: 82 | Similaridade Numero: 77 | Score Final: 82; AVENIDA  DAS NACOES TABOAO 317 | Similaridade Texto: 82 | Similaridade Numero: 73 | Score Final: 81; AVENIDA  DAS NACOES TABOAO 317 | Similaridade Texto: 82 | Similaridade Numero: 73 | Score Final: 81; AVENIDA  DAS NACOES TABOAO 323 | Similaridade Texto: 82 | Similaridade Numero: 67 | Score Final: 81; AVENIDA  DAS NACOES TABOAO 257 | Similaridade Texto: 82 | Similaridade Numero: 67 | Score Final: 81; AVENIDA  DAS NACOES TABOAO 257 | Similaridade Texto: 82 | Similaridade Numero: 67 | Score Final: 81; AVENIDA  DAS NACOES TABOAO 257 | Similaridade Texto: 82 | Similaridade Numero: 67 | Score Final: 81";84,02
28;RUA GRACIOSA CENTRO;;15506;RUA  GRACIOSA CENTRO;187;100,0;0,0;90,0;"RUA  GRACIOSA CENTRO 187 | Similaridade Texto: 100 | Similaridade Numero: 0 | Score Final: 90; RUA  GRACIOSA CENTRO 185 | Similaridade Texto: 100 | Similaridade Numero: 0 | Score Final: 90; RUA  GRACIOSA CENTRO 173 | Similaridade Texto: 100 | Similaridade Numero: 0 | Score Final: 90; RUA  GRACIOSA CENTRO 0 | Similaridade Texto: 100 | Similaridade Numero: 0 | Score Final: 90; RUA  GRACIOSA CENTRO 516 | Similaridade Texto: 100 | Similaridade Numero: 0 | Score Final: 90; RUA  GRACIOSA CENTRO 528 | Similaridade Texto: 100 | Similaridade Numero: 0 | Score Final: 90; RUA  GRACIOSA CENTRO 520 | Similaridade Texto: 100 | Similaridade Numero: 0 | Score Final: 90; RUA  GRACIOSA CENTRO 508 | Similaridade Texto: 100 | Similaridade Numero: 0 | Score Final: 90; RUA  GRACIOSA CENTRO 0 | Similaridade Texto: 100 | Similaridade Numero: 0 | Score Final: 90; RUA  GRACIOSA CENTRO 0 | Similaridade Texto: 100 | Similaridade Numero: 0 | Score Final: 90; RUA  GRACIOSA CENTRO 117 | Similaridade Texto: 100 | Similaridade Numero: 0 | Score Final: 90; RUA  GRACIOSA CENTRO 125 | Similaridade Texto: 100 | Similaridade Numero: 0 | Score Final: 90; RUA  GRACIOSA CENTRO 35 | Similaridade Texto: 100 | Similaridade Numero: 0 | Score Final: 90; RUA  GRACIOSA CENTRO 61 | Similaridade Texto: 100 | Similaridade Numero: 0 | Score Final: 90; RUA  GRACIOSA CENTRO 39 | Similaridade Texto: 100 | Similaridade Numero: 0 | Score Final: 90; RUA  GRACIOSA CENTRO 141 | Similaridade Texto: 100 | Similaridade Numero: 0 | Score Final: 90; RUA  GRACIOSA CENTRO 101 | Similaridade Texto: 100 | Similaridade Numero: 0 | Score Final: 90; RUA  GRACIOSA CENTRO 83 | Similaridade Texto: 100 | Similaridade Numero: 0 | Score Final: 90; RUA  GRACIOSA CENTRO 89 | Similaridade Texto: 100 | Similaridade Numero: 0 | Score Final: 90; RUA  GRACIOSA CENTRO 155 | Similaridade Texto: 100 | Similaridade Numero: 0 | Score Final: 90";90,0
29;RUA CARAMURU VL CONCEICAO;1255,0;36283;RUA  CARAMURU CONCEICAO;1264;100,0;19,0;99,1;"RUA  CARAMURU CONCEICAO 1264 | Similaridade Texto: 100 | Similaridade Numero: 91 | Score Final: 99; RUA  CARAMURU CONCEICAO 1240 | Similaridade Texto: 100 | Similaridade Numero: 85 | Score Final: 98; RUA  CARAMURU CONCEICAO 1272 | Similaridade Texto: 100 | Similaridade Numero: 83 | Score Final: 98; RUA  CARAMURU CONCEICAO 1272 | Similaridade Texto: 100 | Similaridade Numero: 83 | Score Final: 98; RUA  CARAMURU CONCEICAO 1272 | Similaridade Texto: 100 | Similaridade Numero: 83 | Score Final: 98; RUA  CARAMURU CONCEICAO 1230 | Similaridade Texto: 100 | Similaridade Numero: 75 | Score Final: 98; RUA  CARAMURU CONCEICAO 1280 | Similaridade Texto: 100 | Similaridade Numero: 75 | Score Final: 98; RUA  CARAMURU CONCEICAO 1280 | Similaridade Texto: 100 | Similaridade Numero: 75 | Score Final: 98; RUA  CARAMURU CONCEICAO 1282 | Similaridade Texto: 100 | Similaridade Numero: 73 | Score Final: 97; RUA  CARAMURU CONCEICAO 1284 | Similaridade Texto: 100 | Similaridade Numero: 71 | Score Final: 97; RUA  CARAMURU CONCEICAO 1290 | Similaridade Texto: 100 | Similaridade Numero: 65 | Score Final: 96; RUA  CARAMURU CONCEICAO 1206 | Similaridade Texto: 100 | Similaridade Numero: 51 | Score Final: 95; RUA  CARAMURU CONCEICAO 1180 | Similaridade Texto: 100 | Similaridade Numero: 25 | Score Final: 92; RUA  CARAMURU CONCEICAO 1180 | Similaridade Texto: 100 | Similaridade Numero: 25 | Score Final: 92; RUA  CARAMURU CONCEICAO 1330 | Similaridade Texto: 100 | Similaridade Numero: 25 | Score Final: 92; RUA  CARAMURU CONCEICAO 1178 | Similaridade Texto: 100 | Similaridade Numero: 23 | Score Final: 92; RUA  CARAMURU CONCEICAO 1176 | Similaridade Texto: 100 | Similaridade Numero: 21 | Score Final: 92; RUA  CARAMURU CONCEICAO 1334 | Similaridade Texto: 100 | Similaridade Numero: 21 | Score Final: 92; RUA  CARAMURU CONCEICAO 1175 | Similaridade Texto: 100 | Similaridade Numero: 20 | Score Final: 92; RUA  CARAMURU CONCEICAO 1174 | Similaridade Texto: 100 | Similaridade Numero: 19 | Score Final: 92";99,1
30;RUA MANOEL DA NOBREGA VL CONCEICAO;605,0;85295;RUA  MANOEL DA NOBREGA CONCEICAO;1691;100,0;0,0;90,0;"RUA  MANOEL DA NOBREGA CONCEICAO 1691 | Similaridade Texto: 100 | Similaridade Numero: 0 | Score Final: 90; RUA  MANOEL DA NOBREGA CONCEICAO 1699 | Similaridade Texto: 100 | Similaridade Numero: 0 | Score Final: 90; RUA  MANOEL DA NOBREGA CONCEICAO 1695 | Similaridade Texto: 100 | Similaridade Numero: 0 | Score Final: 90; RUA  MANOEL DA NOBREGA CONCEICAO 1645 | Similaridade Texto: 100 | Similaridade Numero: 0 | Score Final: 90; RUA  MANOEL DA NOBREGA CONCEICAO 1637 | Similaridade Texto: 100 | Similaridade Numero: 0 | Score Final: 90; RUA  MANOEL DA NOBREGA CONCEICAO 1649 | Similaridade Texto: 100 | Similaridade Numero: 0 | Score Final: 90; RUA  MANOEL DA NOBREGA CONCEICAO 1637 | Similaridade Texto: 100 | Similaridade Numero: 0 | Score Final: 90; RUA  MANOEL DA NOBREGA CONCEICAO 1649 | Similaridade Texto: 100 | Similaridade Numero: 0 | Score Final: 90; RUA  MANOEL DA NOBREGA CONCEICAO 1659 | Similaridade Texto: 100 | Similaridade Numero: 0 | Score Final: 90; RUA  MANOEL DA NOBREGA CONCEICAO 0 | Similaridade Texto: 100 | Similaridade Numero: 0 | Score Final: 90; RUA  MANOEL DA NOBREGA CONCEICAO 1639 | Similaridade Texto: 100 | Similaridade Numero: 0 | Score Final: 90; RUA  MANOEL DA NOBREGA CONCEICAO 1649 | Similaridade Texto: 100 | Similaridade Numero: 0 | Score Final: 90; RUA  MANOEL DA NOBREGA CONCEICAO 1649 | Similaridade Texto: 100 | Similaridade Numero: 0 | Score Final: 90; RUA  MANOEL DA NOBREGA CONCEICAO 1637 | Similaridade Texto: 100 | Similaridade Numero: 0 | Score Final: 90; RUA  MANOEL DA NOBREGA CONCEICAO 1301 | Similaridade Texto: 100 | Similaridade Numero: 0 | Score Final: 90; RUA  MANOEL DA NOBREGA CONCEICAO 1269 | Similaridade Texto: 100 | Similaridade Numero: 0 | Score Final: 90; RUA  MANOEL DA NOBREGA CONCEICAO 1327 | Similaridade Texto: 100 | Similaridade Numero: 0 | Score Final: 90; RUA  MANOEL DA NOBREGA CONCEICAO 1281 | Similaridade Texto: 100 | Similaridade Numero: 0 | Score Final: 90; RUA  MANOEL DA NOBREGA CONCEICAO 1351 | Similaridade Texto: 100 | Similaridade Numero: 0 | Score Final: 90; RUA  MANOEL DA NOBREGA CONCEICAO 1319 | Similaridade Texto: 100 | Similaridade Numero: 0 | Score Final: 90";90,0
