idx_df1;endereco_df1;numero_df1;idx_df2;endereco_df2;numero_df2;similaridade_texto;similaridade_numero;similaridade_final;sugestoes_topN;similaridade
10;RUA TIRADENTES CENTRO;100,0;116547;RUA  TIRADENTES CENTRO;107;100,0;70,0;99,3;"RUA  TIRADENTES CENTRO 107 | Similaridade Texto: 100 | Similaridade Numero: 93 | Score Final: 99; RUA  TIRADENTES CENTRO 92 | Similaridade Texto: 100 | Similaridade Numero: 92 | Score Final: 99; RUA  TIRADENTES CENTRO 130 | Similaridade Texto: 100 | Similaridade Numero: 70 | Score Final: 97; RUA  TIRADENTES CENTRO 130 | Similaridade Texto: 100 | Similaridade Numero: 70 | Score Final: 97; RUA  TIRADENTES CENTRO 130 | Similaridade Texto: 100 | Similaridade Numero: 70 | Score Final: 97; RUA  TIRADENTES CENTRO 130 | Similaridade Texto: 100 | Similaridade Numero: 70 | Score Final: 97; RUA  TIRADENTES CENTRO 130 | Similaridade Texto: 100 | Similaridade Numero: 70 | Score Final: 97; RUA  TIRADENTES CENTRO 130 | Similaridade Texto: 100 | Similaridade Numero: 70 | Score Final: 97; RUA  TIRADENTES CENTRO 130 | Similaridade Texto: 100 | Similaridade Numero: 70 | Score Final: 97; RUA  TIRADENTES CENTRO 130 | Similaridade Texto: 100 | Similaridade Numero: 70 | Score Final: 97; RUA  TIRADENTES CENTRO 130 | Similaridade Texto: 100 | Similaridade Numero: 70 | Score Final: 97; RUA  TIRADENTES CENTRO 130 | Similaridade Texto: 100 | Similaridade Numero: 70 | Score Final: 97; RUA  TIRADENTES CENTRO 130 | Similaridade Texto: 100 | Similaridade Numero: 70 | Score Final: 97; RUA  TIRADENTES CENTRO 130 | Similaridade Texto: 100 | Similaridade Numero: 70 | Score Final: 97; RUA  TIRADENTES CENTRO 130 | Similaridade Texto: 100 | Similaridade Numero: 70 | Score Final: 97; RUA  TIRADENTES CENTRO 130 | Similaridade Texto: 100 | Similaridade Numero: 70 | Score Final: 97; RUA  TIRADENTES CENTRO 130 | Similaridade Texto: 100 | Similaridade Numero: 70 | Score Final: 97; RUA  TIRADENTES CENTRO 130 | Similaridade Texto: 100 | Similaridade Numero: 70 | Score Final: 97; RUA  TIRADENTES CENTRO 130 | Similaridade Texto: 100 | Similaridade Numero: 70 | Score Final: 97; RUA  TIRADENTES CENTRO 130 | Similaridade Texto: 100 | Similaridade Numero: 70 | Score Final: 97";99,3
11;RUA MEM DE SA JARDIM CASA GRANDE;280,0;64557;AVENIDA  CASA GRANDE CASA GRANDE;277;100,0;85,0;99,7;"AVENIDA  CASA GRANDE CASA GRANDE 277 | Similaridade Texto: 100 | Similaridade Numero: 97 | Score Final: 100; AVENIDA  CASA GRANDE CASA GRANDE 277 | Similaridade Texto: 100 | Similaridade Numero: 97 | Score Final: 100; RUA  MEM DE SA CASA GRANDE 285 | Similaridade Texto: 100 | Similaridade Numero: 95 | Score Final: 100; RUA  MEM DE SA CASA GRANDE 275 | Similaridade Texto: 100 | Similaridade Numero: 95 | Score Final: 100; RUA  MEM DE SA CASA GRANDE 285 | Similaridade Texto: 100 | Similaridade Numero: 95 | Score Final: 100; RUA  MEM DE SA CASA GRANDE 275 | Similaridade Texto: 100 | Similaridade Numero: 95 | Score Final: 100; RUA  MEM DE SA CASA GRANDE 275 | Similaridade Texto: 100 | Similaridade Numero: 95 | Score Final: 100; RUA  MEM DE SA CASA GRANDE 271 | Similaridade Texto: 100 | Similaridade Numero: 91 | Score Final: 99; RUA  MEM DE SA CASA GRANDE 289 | Similaridade Texto: 100 | Similaridade Numero: 91 | Score Final: 99; RUA  MEM DE SA CASA GRANDE 289 | Similaridade Texto: 100 | Similaridade Numero: 91 | Score Final: 99; RUA  MEM DE SA CASA GRANDE 289 | Similaridade Texto: 100 | Similaridade Numero: 91 | Score Final: 99; RUA  MEM DE SA CASA GRANDE 289 | Similaridade Texto: 100 | Similaridade Numero: 91 | Score Final: 99; RUA  MEM DE SA CASA GRANDE 289 | Similaridade Texto: 100 | Similaridade Numero: 91 | Score Final: 99; RUA  MEM DE SA CASA GRANDE 292 | Similaridade Texto: 100 | Similaridade Numero: 88 | Score Final: 99; RUA  MEM DE SA CASA GRANDE 292 | Similaridade Texto: 100 | Similaridade Numero: 88 | Score Final: 99; RUA  MEM DE SA CASA GRANDE 292 | Similaridade Texto: 100 | Similaridade Numero: 88 | Score Final: 99; RUA  MEM DE SA CASA GRANDE 292 | Similaridade Texto: 100 | Similaridade Numero: 88 | Score Final: 99; AVENIDA  CASA GRANDE CASA GRANDE 293 | Similaridade Texto: 100 | Similaridade Numero: 87 | Score Final: 99; RUA  MEM DE SA CASA GRANDE 267 | Similaridade Texto: 100 | Similaridade Numero: 87 | Score Final: 99; RUA  MEM DE SA CASA GRANDE 295 | Similaridade Texto: 100 | Similaridade Numero: 85 | Score Final: 98";99,7
12;AVN SAO JOSE CENTRO;472,0;43372;AVENIDA SAO JOSE CENTRO;481;100,0;62,0;99,1;"AVENIDA SAO JOSE CENTRO 481 | Similaridade Texto: 100 | Similaridade Numero: 91 | Score Final: 99; AVENIDA SAO JOSE CENTRO 481 | Similaridade Texto: 100 | Similaridade Numero: 91 | Score Final: 99; AVENIDA SAO JOSE CENTRO 463 | Similaridade Texto: 100 | Similaridade Numero: 91 | Score Final: 99; AVENIDA SAO JOSE CENTRO 485 | Similaridade Texto: 100 | Similaridade Numero: 87 | Score Final: 99; AVENIDA SAO JOSE CENTRO 489 | Similaridade Texto: 100 | Similaridade Numero: 83 | Score Final: 98; AVENIDA SAO JOSE CENTRO 490 | Similaridade Texto: 100 | Similaridade Numero: 82 | Score Final: 98; AVENIDA SAO JOSE CENTRO 493 | Similaridade Texto: 100 | Similaridade Numero: 79 | Score Final: 98; AVENIDA SAO JOSE CENTRO 493 | Similaridade Texto: 100 | Similaridade Numero: 79 | Score Final: 98; AVENIDA SAO JOSE CENTRO 449 | Similaridade Texto: 100 | Similaridade Numero: 77 | Score Final: 98; AVENIDA SAO JOSE CENTRO 447 | Similaridade Texto: 100 | Similaridade Numero: 75 | Score Final: 98; AVENIDA SAO JOSE CENTRO 499 | Similaridade Texto: 100 | Similaridade Numero: 73 | Score Final: 97; AVENIDA SAO JOSE CENTRO 499 | Similaridade Texto: 100 | Similaridade Numero: 73 | Score Final: 97; AVENIDA SAO JOSE CENTRO 445 | Similaridade Texto: 100 | Similaridade Numero: 73 | Score Final: 97; AVENIDA SAO JOSE CENTRO 503 | Similaridade Texto: 100 | Similaridade Numero: 69 | Score Final: 97; AVENIDA SAO JOSE CENTRO 505 | Similaridade Texto: 100 | Similaridade Numero: 67 | Score Final: 97; AVENIDA SAO JOSE CENTRO 439 | Similaridade Texto: 100 | Similaridade Numero: 67 | Score Final: 97; AVENIDA SAO JOSE CENTRO 437 | Similaridade Texto: 100 | Similaridade Numero: 65 | Score Final: 96; AVENIDA SAO JOSE CENTRO 435 | Similaridade Texto: 100 | Similaridade Numero: 63 | Score Final: 96; AVENIDA SAO JOSE CENTRO 435 | Similaridade Texto: 100 | Similaridade Numero: 63 | Score Final: 96; AVENIDA SAO JOSE CENTRO 434 | Similaridade Texto: 100 | Similaridade Numero: 62 | Score Final: 96";99,1
13;RUA SERRA DE MARACUJA PARQUE REID;49,0;58259;RUA  SERRA DE MARACUJA CENTRO;54;60,71;98,0;84,13;"RUA  SERRA DE MARACUJA CENTRO 54 | Similaridade Texto: 83 | Similaridade Numero: 95 | Score Final: 84; RUA  SERRA DE MARACUJA CENTRO 44 | Similaridade Texto: 83 | Similaridade Numero: 95 | Score Final: 84; RUA  SERRA DE MARACUJA CENTRO 54 | Similaridade Texto: 83 | Similaridade Numero: 95 | Score Final: 84; RUA  SERRA DE MARACUJA CENTRO 64 | Similaridade Texto: 83 | Similaridade Numero: 85 | Score Final: 83; RUA  SERRA DE MARACUJA CENTRO 30 | Similaridade Texto: 83 | Similaridade Numero: 81 | Score Final: 83; RUA  SERRA DE MARACUJA CENTRO 70 | Similaridade Texto: 83 | Similaridade Numero: 79 | Score Final: 83; RUA  SERRA DE MARACUJA CENTRO 28 | Similaridade Texto: 83 | Similaridade Numero: 79 | Score Final: 83; RUA  SERRA DE MARACUJA CENTRO 76 | Similaridade Texto: 83 | Similaridade Numero: 73 | Score Final: 82; RUA  SERRA DE MARACUJA CENTRO 76 | Similaridade Texto: 83 | Similaridade Numero: 73 | Score Final: 82; RUA  SERRA DE MARACUJA CENTRO 80 | Similaridade Texto: 83 | Similaridade Numero: 69 | Score Final: 82; RUA  SERRA DE MARACUJA CENTRO 85 | Similaridade Texto: 83 | Similaridade Numero: 64 | Score Final: 81; RUA  SERRA DE MARACUJA CENTRO 10 | Similaridade Texto: 83 | Similaridade Numero: 61 | Score Final: 81; RUA  SERRA DE MARACUJA CENTRO 97 | Similaridade Texto: 83 | Similaridade Numero: 52 | Score Final: 80; RUA  SERRA DE MARACUJA CENTRO 102 | Similaridade Texto: 83 | Similaridade Numero: 47 | Score Final: 79; RUA  SERRA DE MARACUJA CENTRO 104 | Similaridade Texto: 83 | Similaridade Numero: 45 | Score Final: 79; RUA  SERRA DE MARACUJA CENTRO 111 | Similaridade Texto: 83 | Similaridade Numero: 38 | Score Final: 78; RUA  SERRA DE MARACUJA CENTRO 49 | Similaridade Texto: 83 | Similaridade Numero: 38 | Score Final: 78; RUA  SERRA DE MARACUJA CENTRO 112 | Similaridade Texto: 83 | Similaridade Numero: 37 | Score Final: 78; RUA  SERRA DE MARACUJA CENTRO 120 | Similaridade Texto: 83 | Similaridade Numero: 29 | Score Final: 78; RUA  MARIA RITA PEREIRA SERRARIA 47 | Similaridade Texto: 61 | Similaridade Numero: 98 | Score Final: 64";84,13
14;RUA BARAO DE IGUAPE VIL SAO JOSE;98,0;26288;AVENIDA SAO JOSE CENTRO;106;69,57;66,0;71,81;"AVENIDA SAO JOSE CENTRO 106 | Similaridade Texto: 70 | Similaridade Numero: 92 | Score Final: 72; AVENIDA SAO JOSE CENTRO 90 | Similaridade Texto: 70 | Similaridade Numero: 92 | Score Final: 72; RUA BARAO DE IGUAPE PIRAPORINHA 73 | Similaridade Texto: 71 | Similaridade Numero: 75 | Score Final: 72; AVENIDA SAO JOSE CENTRO 88 | Similaridade Texto: 70 | Similaridade Numero: 90 | Score Final: 72; AVENIDA SAO JOSE CENTRO 111 | Similaridade Texto: 70 | Similaridade Numero: 87 | Score Final: 71; AVENIDA SAO JOSE CENTRO 115 | Similaridade Texto: 70 | Similaridade Numero: 83 | Score Final: 71; AVENIDA SAO JOSE CENTRO 81 | Similaridade Texto: 70 | Similaridade Numero: 83 | Score Final: 71; RUA BARAO DE IGUAPE PIRAPORINHA 64 | Similaridade Texto: 71 | Similaridade Numero: 66 | Score Final: 71; RUA BARAO DE IGUAPE PIRAPORINHA 98 | Similaridade Texto: 71 | Similaridade Numero: 66 | Score Final: 71; RUA BARAO DE IGUAPE PIRAPORINHA 63 | Similaridade Texto: 71 | Similaridade Numero: 65 | Score Final: 71; RUA BARAO DE IGUAPE PIRAPORINHA 63 | Similaridade Texto: 71 | Similaridade Numero: 65 | Score Final: 71; RUA BARAO DE IGUAPE PIRAPORINHA 135 | Similaridade Texto: 71 | Similaridade Numero: 63 | Score Final: 71; AVENIDA SAO JOSE CENTRO 119 | Similaridade Texto: 70 | Similaridade Numero: 79 | Score Final: 71; RUA BARAO DE IGUAPE PIRAPORINHA 137 | Similaridade Texto: 71 | Similaridade Numero: 61 | Score Final: 70; RUA BARAO DE IGUAPE PIRAPORINHA 140 | Similaridade Texto: 71 | Similaridade Numero: 58 | Score Final: 70; AVENIDA SAO JOSE CENTRO 124 | Similaridade Texto: 70 | Similaridade Numero: 74 | Score Final: 70; RUA BARAO DE IGUAPE PIRAPORINHA 141 | Similaridade Texto: 71 | Similaridade Numero: 57 | Score Final: 70; RUA BARAO DE IGUAPE PIRAPORINHA 145 | Similaridade Texto: 71 | Similaridade Numero: 53 | Score Final: 70; AVENIDA SAO JOSE CENTRO 129 | Similaridade Texto: 70 | Similaridade Numero: 69 | Score Final: 70; AVENIDA SAO JOSE CENTRO 132 | Similaridade Texto: 70 | Similaridade Numero: 66 | Score Final: 69";71,81
15;RUA SEBASTIAO FERNANDES TOURINHO VIL NOGUEIRA;285,0;170003;RUA  SEBASTIAO FERNANDES TOURINHO VILA NOGUEIRA;286;100,0;71,0;99,9;"RUA  SEBASTIAO FERNANDES TOURINHO VILA NOGUEIRA 286 | Similaridade Texto: 100 | Similaridade Numero: 99 | Score Final: 100; RUA  SEBASTIAO FERNANDES TOURINHO VILA NOGUEIRA 288 | Similaridade Texto: 100 | Similaridade Numero: 97 | Score Final: 100; RUA  SEBASTIAO FERNANDES TOURINHO VILA NOGUEIRA 298 | Similaridade Texto: 100 | Similaridade Numero: 87 | Score Final: 99; RUA  SEBASTIAO FERNANDES TOURINHO VILA NOGUEIRA 298 | Similaridade Texto: 100 | Similaridade Numero: 87 | Score Final: 99; RUA  SEBASTIAO FERNANDES TOURINHO VILA NOGUEIRA 298 | Similaridade Texto: 100 | Similaridade Numero: 87 | Score Final: 99; RUA  SEBASTIAO FERNANDES TOURINHO VILA NOGUEIRA 298 | Similaridade Texto: 100 | Similaridade Numero: 87 | Score Final: 99; RUA  SEBASTIAO FERNANDES TOURINHO VILA NOGUEIRA 298 | Similaridade Texto: 100 | Similaridade Numero: 87 | Score Final: 99; RUA  SEBASTIAO FERNANDES TOURINHO VILA NOGUEIRA 272 | Similaridade Texto: 100 | Similaridade Numero: 87 | Score Final: 99; RUA  SEBASTIAO FERNANDES TOURINHO VILA NOGUEIRA 299 | Similaridade Texto: 100 | Similaridade Numero: 86 | Score Final: 99; RUA  SEBASTIAO FERNANDES TOURINHO VILA NOGUEIRA 299 | Similaridade Texto: 100 | Similaridade Numero: 86 | Score Final: 99; RUA  SEBASTIAO FERNANDES TOURINHO VILA NOGUEIRA 300 | Similaridade Texto: 100 | Similaridade Numero: 85 | Score Final: 98; RUA  SEBASTIAO FERNANDES TOURINHO VILA NOGUEIRA 300 | Similaridade Texto: 100 | Similaridade Numero: 85 | Score Final: 98; RUA  SEBASTIAO FERNANDES TOURINHO VILA NOGUEIRA 264 | Similaridade Texto: 100 | Similaridade Numero: 79 | Score Final: 98; RUA  SEBASTIAO FERNANDES TOURINHO VILA NOGUEIRA 264 | Similaridade Texto: 100 | Similaridade Numero: 79 | Score Final: 98; RUA  SEBASTIAO FERNANDES TOURINHO VILA NOGUEIRA 264 | Similaridade Texto: 100 | Similaridade Numero: 79 | Score Final: 98; RUA  SEBASTIAO FERNANDES TOURINHO VILA NOGUEIRA 264 | Similaridade Texto: 100 | Similaridade Numero: 79 | Score Final: 98; RUA  SEBASTIAO FERNANDES TOURINHO VILA NOGUEIRA 309 | Similaridade Texto: 100 | Similaridade Numero: 76 | Score Final: 98; RUA  SEBASTIAO FERNANDES TOURINHO VILA NOGUEIRA 260 | Similaridade Texto: 100 | Similaridade Numero: 75 | Score Final: 98; RUA  SEBASTIAO FERNANDES TOURINHO VILA NOGUEIRA 257 | Similaridade Texto: 100 | Similaridade Numero: 72 | Score Final: 97; RUA  SEBASTIAO FERNANDES TOURINHO VILA NOGUEIRA 314 | Similaridade Texto: 100 | Similaridade Numero: 71 | Score Final: 97";99,9
16;RUA DAS AMEIXEIRAS JD ABC;679,0;162990;AVENIDA  DAS AMEIXEIRAS TABOAO;675;87,5;0,0;88,35;"AVENIDA  DAS AMEIXEIRAS TABOAO 675 | Similaridade Texto: 88 | Similaridade Numero: 96 | Score Final: 88; AVENIDA  DAS AMEIXEIRAS TABOAO 657 | Similaridade Texto: 88 | Similaridade Numero: 78 | Score Final: 87; AVENIDA  DAS AMEIXEIRAS TABOAO 679 | Similaridade Texto: 88 | Similaridade Numero: 78 | Score Final: 87; AVENIDA  DAS AMEIXEIRAS TABOAO 740 | Similaridade Texto: 88 | Similaridade Numero: 39 | Score Final: 83; AVENIDA  DAS AMEIXEIRAS TABOAO 748 | Similaridade Texto: 88 | Similaridade Numero: 31 | Score Final: 82; AVENIDA  DAS AMEIXEIRAS TABOAO 756 | Similaridade Texto: 88 | Similaridade Numero: 23 | Score Final: 81; AVENIDA  DAS AMEIXEIRAS TABOAO 760 | Similaridade Texto: 88 | Similaridade Numero: 19 | Score Final: 81; AVENIDA  DAS AMEIXEIRAS TABOAO 597 | Similaridade Texto: 88 | Similaridade Numero: 18 | Score Final: 81; AVENIDA  DAS AMEIXEIRAS TABOAO 764 | Similaridade Texto: 88 | Similaridade Numero: 15 | Score Final: 80; AVENIDA  DAS AMEIXEIRAS TABOAO 770 | Similaridade Texto: 88 | Similaridade Numero: 9 | Score Final: 80; AVENIDA  DAS AMEIXEIRAS TABOAO 770 | Similaridade Texto: 88 | Similaridade Numero: 9 | Score Final: 80; AVENIDA  DAS AMEIXEIRAS TABOAO 776 | Similaridade Texto: 88 | Similaridade Numero: 3 | Score Final: 79; AVENIDA  DAS AMEIXEIRAS TABOAO 581 | Similaridade Texto: 88 | Similaridade Numero: 2 | Score Final: 79; AVENIDA  DAS AMEIXEIRAS TABOAO 581 | Similaridade Texto: 88 | Similaridade Numero: 2 | Score Final: 79; AVENIDA  DAS AMEIXEIRAS TABOAO 581 | Similaridade Texto: 88 | Similaridade Numero: 2 | Score Final: 79; AVENIDA  DAS AMEIXEIRAS TABOAO 778 | Similaridade Texto: 88 | Similaridade Numero: 1 | Score Final: 79; AVENIDA  DAS AMEIXEIRAS TABOAO 778 | Similaridade Texto: 88 | Similaridade Numero: 1 | Score Final: 79; AVENIDA  DAS AMEIXEIRAS TABOAO 778 | Similaridade Texto: 88 | Similaridade Numero: 1 | Score Final: 79; AVENIDA  DAS AMEIXEIRAS TABOAO 778 | Similaridade Texto: 88 | Similaridade Numero: 1 | Score Final: 79; AVENIDA  DAS AMEIXEIRAS TABOAO 577 | Similaridade Texto: 88 | Similaridade Numero: 0 | Score Final: 79";88,35
17;RUA 22 DE ABRIL JD CANHEMA;113,0;26762;RUA  VINTE E SEIS DE ABRIL CANHEMA;116;91,43;77,0;91,99;"RUA  VINTE E SEIS DE ABRIL CANHEMA 116 | Similaridade Texto: 91 | Similaridade Numero: 97 | Score Final: 92; RUA  VINTE E DOIS DE ABRIL CANHEMA 108 | Similaridade Texto: 91 | Similaridade Numero: 95 | Score Final: 92; RUA  SETE DE ABRIL CANHEMA 120 | Similaridade Texto: 91 | Similaridade Numero: 93 | Score Final: 92; RUA  VINTE E SEIS DE ABRIL CANHEMA 104 | Similaridade Texto: 91 | Similaridade Numero: 91 | Score Final: 91; RUA  SETE DE ABRIL CANHEMA 102 | Similaridade Texto: 91 | Similaridade Numero: 89 | Score Final: 91; RUA  VINTE E DOIS DE ABRIL CANHEMA 102 | Similaridade Texto: 91 | Similaridade Numero: 89 | Score Final: 91; RUA  VINTE E DOIS DE ABRIL CANHEMA 102 | Similaridade Texto: 91 | Similaridade Numero: 89 | Score Final: 91; RUA  SETE DE ABRIL CANHEMA 100 | Similaridade Texto: 91 | Similaridade Numero: 87 | Score Final: 91; RUA  SETE DE ABRIL CANHEMA 100 | Similaridade Texto: 91 | Similaridade Numero: 87 | Score Final: 91; RUA  SETE DE ABRIL CANHEMA 98 | Similaridade Texto: 91 | Similaridade Numero: 85 | Score Final: 91; RUA  SETE DE ABRIL CANHEMA 98 | Similaridade Texto: 91 | Similaridade Numero: 85 | Score Final: 91; RUA  SETE DE ABRIL CANHEMA 98 | Similaridade Texto: 91 | Similaridade Numero: 85 | Score Final: 91; RUA  VINTE E SEIS DE ABRIL CANHEMA 96 | Similaridade Texto: 91 | Similaridade Numero: 83 | Score Final: 91; RUA  VINTE E DOIS DE ABRIL CANHEMA 96 | Similaridade Texto: 91 | Similaridade Numero: 83 | Score Final: 91; RUA  VINTE E SEIS DE ABRIL CANHEMA 91 | Similaridade Texto: 91 | Similaridade Numero: 78 | Score Final: 90; RUA  SETE DE ABRIL CANHEMA 90 | Similaridade Texto: 91 | Similaridade Numero: 77 | Score Final: 90; RUA  SETE DE ABRIL CANHEMA 90 | Similaridade Texto: 91 | Similaridade Numero: 77 | Score Final: 90; RUA  SETE DE ABRIL CANHEMA 90 | Similaridade Texto: 91 | Similaridade Numero: 77 | Score Final: 90; RUA  SETE DE ABRIL CANHEMA 90 | Similaridade Texto: 91 | Similaridade Numero: 77 | Score Final: 90; RUA  VINTE E DOIS DE ABRIL CANHEMA 90 | Similaridade Texto: 91 | Similaridade Numero: 77 | Score Final: 90";91,99
18;RUA JOSE VICENTE JD INAMAR;122,0;130895;RUA  JOSE VICENTE INAMAR;114;100,0;58,0;99,2;"RUA  JOSE VICENTE INAMAR 114 | Similaridade Texto: 100 | Similaridade Numero: 92 | Score Final: 99; RUA  JOSE VICENTE INAMAR 114 | Similaridade Texto: 100 | Similaridade Numero: 92 | Score Final: 99; RUA  JOSE VICENTE INAMAR 114 | Similaridade Texto: 100 | Similaridade Numero: 92 | Score Final: 99; RUA  JOSE VICENTE INAMAR 114 | Similaridade Texto: 100 | Similaridade Numero: 92 | Score Final: 99; RUA  JOSE VICENTE INAMAR 114 | Similaridade Texto: 100 | Similaridade Numero: 92 | Score Final: 99; RUA  JOSE VICENTE INAMAR 110 | Similaridade Texto: 100 | Similaridade Numero: 88 | Score Final: 99; RUA  JOSE VICENTE INAMAR 110 | Similaridade Texto: 100 | Similaridade Numero: 88 | Score Final: 99; RUA  JOSE VICENTE INAMAR 108 | Similaridade Texto: 100 | Similaridade Numero: 86 | Score Final: 99; RUA  JOSE VICENTE INAMAR 108 | Similaridade Texto: 100 | Similaridade Numero: 86 | Score Final: 99; RUA  JOSE VICENTE INAMAR 104 | Similaridade Texto: 100 | Similaridade Numero: 82 | Score Final: 98; RUA  JOSE VICENTE INAMAR 104 | Similaridade Texto: 100 | Similaridade Numero: 82 | Score Final: 98; RUA  JOSE VICENTE INAMAR 104 | Similaridade Texto: 100 | Similaridade Numero: 82 | Score Final: 98; RUA  JOSE VICENTE INAMAR 98 | Similaridade Texto: 100 | Similaridade Numero: 76 | Score Final: 98; RUA  JOSE VICENTE INAMAR 153 | Similaridade Texto: 100 | Similaridade Numero: 69 | Score Final: 97; RUA  JOSE VICENTE INAMAR 153 | Similaridade Texto: 100 | Similaridade Numero: 69 | Score Final: 97; RUA  JOSE VICENTE INAMAR 153 | Similaridade Texto: 100 | Similaridade Numero: 69 | Score Final: 97; RUA  JOSE VICENTE INAMAR 161 | Similaridade Texto: 100 | Similaridade Numero: 61 | Score Final: 96; RUA  JOSE VICENTE INAMAR 161 | Similaridade Texto: 100 | Similaridade Numero: 61 | Score Final: 96; RUA  JOSE VICENTE INAMAR 161 | Similaridade Texto: 100 | Similaridade Numero: 61 | Score Final: 96; RUA  JOSE VICENTE INAMAR 80 | Similaridade Texto: 100 | Similaridade Numero: 58 | Score Final: 96";99,2
19;RUA JAVARI JD PAINEIRAS;635,0;21335;RUA  JAVARI TABOAO;647;63,16;61,0;65,64;"RUA  JAVARI TABOAO 647 | Similaridade Texto: 63 | Similaridade Numero: 88 | Score Final: 66; RUA  JAVARI TABOAO 635 | Similaridade Texto: 63 | Similaridade Numero: 88 | Score Final: 66; RUA  PAINEIRAS CONCEICAO 41 | Similaridade Texto: 72 | Similaridade Numero: 0 | Score Final: 65; RUA  PAINEIRAS CONCEICAO 75 | Similaridade Texto: 72 | Similaridade Numero: 0 | Score Final: 65; RUA  PAINEIRAS CONCEICAO 21 | Similaridade Texto: 72 | Similaridade Numero: 0 | Score Final: 65; RUA  PAINEIRAS CONCEICAO 18 | Similaridade Texto: 72 | Similaridade Numero: 0 | Score Final: 65; RUA  PAINEIRAS CONCEICAO 41 | Similaridade Texto: 72 | Similaridade Numero: 0 | Score Final: 65; RUA  PAINEIRAS CONCEICAO 41 | Similaridade Texto: 72 | Similaridade Numero: 0 | Score Final: 65; RUA  PAINEIRAS CONCEICAO 21 | Similaridade Texto: 72 | Similaridade Numero: 0 | Score Final: 65; RUA  PAINEIRAS CONCEICAO 17 | Similaridade Texto: 72 | Similaridade Numero: 0 | Score Final: 65; RUA  PAINEIRAS CONCEICAO 37 | Similaridade Texto: 72 | Similaridade Numero: 0 | Score Final: 65; RUA  PAINEIRAS CONCEICAO 55 | Similaridade Texto: 72 | Similaridade Numero: 0 | Score Final: 65; RUA  PAINEIRAS CONCEICAO 15 | Similaridade Texto: 72 | Similaridade Numero: 0 | Score Final: 65; RUA  PAINEIRAS CONCEICAO 55 | Similaridade Texto: 72 | Similaridade Numero: 0 | Score Final: 65; RUA  PAINEIRAS CONCEICAO 27 | Similaridade Texto: 72 | Similaridade Numero: 0 | Score Final: 65; RUA  PAINEIRAS CONCEICAO 77 | Similaridade Texto: 72 | Similaridade Numero: 0 | Score Final: 65; RUA  PAINEIRAS CONCEICAO 73 | Similaridade Texto: 72 | Similaridade Numero: 0 | Score Final: 65; RUA  JAVARI TABOAO 663 | Similaridade Texto: 63 | Similaridade Numero: 72 | Score Final: 64; RUA  JAVARI TABOAO 667 | Similaridade Texto: 63 | Similaridade Numero: 68 | Score Final: 64; RUA  JAVARI TABOAO 674 | Similaridade Texto: 63 | Similaridade Numero: 61 | Score Final: 63";65,64
20;AV ELDORADO JARDIM RUYCE;817,0;4915;AVENIDA  ELDORADO JARDIM RUYCE;729;100,0;0,0;91,2;"AVENIDA  ELDORADO JARDIM RUYCE 729 | Similaridade Texto: 100 | Similaridade Numero: 12 | Score Final: 91; AVENIDA  ELDORADO JARDIM RUYCE 727 | Similaridade Texto: 100 | Similaridade Numero: 10 | Score Final: 91; AVENIDA  ELDORADO JARDIM RUYCE 679 | Similaridade Texto: 100 | Similaridade Numero: 0 | Score Final: 90; AVENIDA  ELDORADO JARDIM RUYCE 689 | Similaridade Texto: 100 | Similaridade Numero: 0 | Score Final: 90; AVENIDA  ELDORADO JARDIM RUYCE 675 | Similaridade Texto: 100 | Similaridade Numero: 0 | Score Final: 90; AVENIDA  ELDORADO JARDIM RUYCE 657 | Similaridade Texto: 100 | Similaridade Numero: 0 | Score Final: 90; AVENIDA  ELDORADO JARDIM RUYCE 657 | Similaridade Texto: 100 | Similaridade Numero: 0 | Score Final: 90; AVENIDA  ELDORADO JARDIM RUYCE 653 | Similaridade Texto: 100 | Similaridade Numero: 0 | Score Final: 90; AVENIDA  ELDORADO JARDIM RUYCE 679 | Similaridade Texto: 100 | Similaridade Numero: 0 | Score Final: 90; AVENIDA  ELDORADO JARDIM RUYCE 667 | Similaridade Texto: 100 | Similaridade Numero: 0 | Score Final: 90; AVENIDA  ELDORADO JARDIM RUYCE 667 | Similaridade Texto: 100 | Similaridade Numero: 0 | Score Final: 90; AVENIDA  ELDORADO JARDIM RUYCE 689 | Similaridade Texto: 100 | Similaridade Numero: 0 | Score Final: 90; AVENIDA  ELDORADO JARDIM RUYCE 689 | Similaridade Texto: 100 | Similaridade Numero: 0 | Score Final: 90; AVENIDA  ELDORADO JARDIM RUYCE 679 | Similaridade Texto: 100 | Similaridade Numero: 0 | Score Final: 90; AVENIDA  ELDORADO JARDIM RUYCE 675 | Similaridade Texto: 100 | Similaridade Numero: 0 | Score Final: 90; AVENIDA  ELDORADO JARDIM RUYCE 663 | Similaridade Texto: 100 | Similaridade Numero: 0 | Score Final: 90; AVENIDA  ELDORADO JARDIM RUYCE 657 | Similaridade Texto: 100 | Similaridade Numero: 0 | Score Final: 90; AVENIDA  ELDORADO JARDIM RUYCE 689 | Similaridade Texto: 100 | Similaridade Numero: 0 | Score Final: 90; AVENIDA  ELDORADO JARDIM RUYCE 663 | Similaridade Texto: 100 | Similaridade Numero: 0 | Score Final: 90; AVENIDA  ELDORADO JARDIM RUYCE 655 | Similaridade Texto: 100 | Similaridade Numero: 0 | Score Final: 90";91,2
