idx_df1;endereco_df1;numero_df1;idx_df2;endereco_df2;numero_df2;similaridade_texto;similaridade_numero;similaridade_final;sugestoes_topN
10;RUA TIRADENTES CENTRO;100,0;1611;RUA  ANTONIO CARLOS LUZ CENTRO;100;100,0;100,0;100,0;"RUA  ANTONIO CARLOS LUZ CENTRO 100 | Score Final: 100; TRAVESSA  ESTADOS UNIDOS CENTRO 100 | Score Final: 100; TRAVESSA  ESTADOS UNIDOS CENTRO 100 | Score Final: 100; TRAVESSA  ESTADOS UNIDOS CENTRO 100 | Score Final: 100; RUA  REGENTE FEIJO CENTRO 100 | Score Final: 100; RUA  NATAL CENTRO 100 | Score Final: 100; RUA  TOPAZIO CENTRO 100 | Score Final: 100; RUA  TOPAZIO CENTRO 100 | Score Final: 100; RUA  DA CONSTITUICAO CENTRO 100 | Score Final: 100; RUA  JOAQUIM NABUCO CENTRO 100 | Score Final: 100; AVENIDA  ANTONIO PIRANGA CENTRO 100 | Score Final: 100; AVENIDA VISCONDE DE RIO BRANCO CENTRO 100 | Score Final: 100; RUA  BOLIVIA CENTRO 100 | Score Final: 100; RUA  BOLIVIA CENTRO 100 | Score Final: 100; RUA  TIRADENTES CENTRO 100 | Score Final: 100; RUA  ITAGUARE CENTRO 100 | Score Final: 100; RUA  ITAGUARE CENTRO 100 | Score Final: 100; RUA  SEBASTIAO ANDRADE BONANI CENTRO 100 | Score Final: 100; RUA  SEBASTIAO ANDRADE BONANI CENTRO 100 | Score Final: 100; RUA  JOAO BERALDO CENTRO 100 | Score Final: 100"
11;RUA MEM DE SA JARDIM CASA GRANDE;280,0;1175;AVENIDA  CASA GRANDE CASA GRANDE;280;100,0;100,0;100,0;"AVENIDA  CASA GRANDE CASA GRANDE 280 | Score Final: 100; AVENIDA  CASA GRANDE CASA GRANDE 280 | Score Final: 100; RUA  TOME DE SOUZA CASA GRANDE 280 | Score Final: 100; RUA  TOME DE SOUZA CASA GRANDE 280 | Score Final: 100; RUA  BEETHOVEN CASA GRANDE 280 | Score Final: 100; RUA  BEETHOVEN CASA GRANDE 280 | Score Final: 100; RUA  BEETHOVEN CASA GRANDE 280 | Score Final: 100; RUA  BEETHOVEN CASA GRANDE 280 | Score Final: 100; RUA  CARLOS WEBER CASA GRANDE 280 | Score Final: 100; RUA  CARLOS WEBER CASA GRANDE 280 | Score Final: 100; RUA  ALMEIDA JUNIOR CASA GRANDE 280 | Score Final: 100; RUA  ALMEIDA JUNIOR CASA GRANDE 280 | Score Final: 100; RUA  ALMEIDA JUNIOR CASA GRANDE 280 | Score Final: 100; RUA  ALMEIDA JUNIOR CASA GRANDE 280 | Score Final: 100; RUA  ALMEIDA JUNIOR CASA GRANDE 280 | Score Final: 100; RUA  MOZART CASA GRANDE 280 | Score Final: 100; RUA  ARTUR BERNARDES CASA GRANDE 280 | Score Final: 100; RUA  ARTUR BERNARDES CASA GRANDE 280 | Score Final: 100; PASSAGEM  MARIA J C FERREIRA CASA GRANDE 280 | Score Final: 100; RUA BARAO DE TAQUARI CASA GRANDE 280 | Score Final: 100"
12;AVN SAO JOSE CENTRO;472,0;5796;RUA PROFESSOR EVANDRO CAIAFA ESQUIVEL CENTRO;472;100,0;100,0;100,0;"RUA PROFESSOR EVANDRO CAIAFA ESQUIVEL CENTRO 472 | Score Final: 100; RUA  TIRADENTES CENTRO 472 | Score Final: 100; RUA  TIRADENTES CENTRO 472 | Score Final: 100; RUA  TIRADENTES CENTRO 472 | Score Final: 100; RUA  TIRADENTES CENTRO 472 | Score Final: 100; RUA  TIRADENTES CENTRO 472 | Score Final: 100; RUA  TIRADENTES CENTRO 472 | Score Final: 100; RUA  TIRADENTES CENTRO 472 | Score Final: 100; RUA  TIRADENTES CENTRO 472 | Score Final: 100; AVENIDA SAO JOSE CENTRO 472 | Score Final: 100; RUA  ESTADOS UNIDOS CENTRO 472 | Score Final: 100; RUA  ESTADOS UNIDOS CENTRO 472 | Score Final: 100; RUA  CORUNHA CENTRO 472 | Score Final: 100; RUA  AMELIA EUGENIA CENTRO 472 | Score Final: 100; RUA  AMELIA EUGENIA CENTRO 472 | Score Final: 100; RUA  AMELIA EUGENIA CENTRO 472 | Score Final: 100; RUA SAO JOAO CENTRO 473 | Score Final: 100; RUA SAO JOAO CENTRO 473 | Score Final: 100; RUA SAO JOAO CENTRO 473 | Score Final: 100; RUA SAO JOAO CENTRO 473 | Score Final: 100"
13;RUA SERRA DE MARACUJA PARQUE REID;49,0;5182;PASSAGEM  FERNANDO DE NORONHA INAMAR;49;100,0;100,0;95,0;"PASSAGEM  FERNANDO DE NORONHA INAMAR 49 | Score Final: 95; PASSAGEM  FERNANDO DE NORONHA INAMAR 49 | Score Final: 95; PASSAGEM  C DE BARROS CASA GRANDE 49 | Score Final: 95; RUA VISCONDE DE MAUA CENTRO 49 | Score Final: 95; RUA VISCONDE DE MAUA CENTRO 49 | Score Final: 95; RUA VISCONDE DE MAUA CENTRO 49 | Score Final: 95; RUA  SERRA DE JARAGUA CAMPANARIO 49 | Score Final: 95; RUA  SERRA DE JARAGUA CAMPANARIO 49 | Score Final: 95; PASSAGEM  ESTACIO DE SA CASA GRANDE 49 | Score Final: 95; RUA  CECILIA QUEZALES DE ANDRADE BONANI CENTRO 49 | Score Final: 95; RUA  CECILIA QUEZALES DE ANDRADE BONANI CENTRO 49 | Score Final: 95; RUA  CECILIA QUEZALES DE ANDRADE BONANI CENTRO 49 | Score Final: 95; RUA  CECILIA QUEZALES DE ANDRADE BONANI CENTRO 49 | Score Final: 95; RUA  CECILIA QUEZALES DE ANDRADE BONANI CENTRO 49 | Score Final: 95; RUA  CECILIA QUEZALES DE ANDRADE BONANI CENTRO 49 | Score Final: 95; PASSAGEM  ESTACIO DE SA CASA GRANDE 49 | Score Final: 95; RUA  CECILIA QUEZALES DE ANDRADE BONANI CENTRO 49 | Score Final: 95; RUA  ANTONIO DE ALMEIDA SOARES VILA NOGUEIRA 49 | Score Final: 95; RUA  ANTONIO DE ALMEIDA SOARES VILA NOGUEIRA 49 | Score Final: 95; RUA  ANTONIO DE ALMEIDA SOARES VILA NOGUEIRA 49 | Score Final: 95"
14;RUA BARAO DE IGUAPE VIL SAO JOSE;98,0;5673;RUA  ECA DE QUEIROZ CAMPANARIO;98;100,0;100,0;95,0;"RUA  ECA DE QUEIROZ CAMPANARIO 98 | Score Final: 95; RUA  TREZE DE MAIO CANHEMA 98 | Score Final: 95; RUA  ECA DE QUEIROZ CAMPANARIO 98 | Score Final: 95; RUA BARAO DE IGUAPE PIRAPORINHA 98 | Score Final: 95; TRAVESSA  CINCO DE MAIO PIRAPORINHA 98 | Score Final: 95; TRAVESSA  CINCO DE MAIO PIRAPORINHA 98 | Score Final: 95; VIELA SAO LOURENCO CASA GRANDE 98 | Score Final: 95; VIELA SAO LOURENCO CASA GRANDE 98 | Score Final: 95; RUA SAO JORGE CENTRO 98 | Score Final: 95; RUA VEREADOR JOAO GONCALVES DE LIMA VILA NOGUEIRA 98 | Score Final: 95; RUA PADRE INACIO DE LOYOLA CASA GRANDE 98 | Score Final: 95; RUA  NILSON DE FRANCA SANCHES CONCEICAO 98 | Score Final: 95; PASSAGEM NOSSA SENHORA DE LOURDES CASA GRANDE 98 | Score Final: 95; RUA  EDUARDO DE MATOS TABOAO 98 | Score Final: 95; PASSAGEM NOSSA SENHORA DE LOURDES CASA GRANDE 98 | Score Final: 95; RUA SAO GENARO CENTRO 98 | Score Final: 95; RUA  SETE DE ABRIL CANHEMA 98 | Score Final: 95; RUA  SETE DE ABRIL CANHEMA 98 | Score Final: 95; RUA SAO JOAQUIM CENTRO 98 | Score Final: 95; RUA  SETE DE ABRIL CANHEMA 98 | Score Final: 95"
15;RUA SEBASTIAO FERNANDES TOURINHO VIL NOGUEIRA;285,0;985;RUA DOUTOR MANOEL DE ABREU VILA NOGUEIRA;285;100,0;100,0;100,0;"RUA DOUTOR MANOEL DE ABREU VILA NOGUEIRA 285 | Score Final: 100; RUA DOUTOR MANOEL DE ABREU VILA NOGUEIRA 285 | Score Final: 100; RUA DOUTOR MANOEL DE ABREU VILA NOGUEIRA 285 | Score Final: 100; RUA  SEBASTIAO FERNANDES TOURINHO VILA NOGUEIRA 285 | Score Final: 100; RUA  MARCOS DE AZEVEDO VILA NOGUEIRA 285 | Score Final: 100; RUA  LUIZ DE VASCONCELOS VILA NOGUEIRA 285 | Score Final: 100; RUA  LUIZ DE VASCONCELOS VILA NOGUEIRA 285 | Score Final: 100; AVENIDA  MARIA CANDIDA DE OLIVEIRA VILA NOGUEIRA 285 | Score Final: 100; RUA VEREADOR JOAO GONCALVES DE LIMA VILA NOGUEIRA 285 | Score Final: 100; RUA VEREADOR JOAO GONCALVES DE LIMA VILA NOGUEIRA 285 | Score Final: 100; RUA VEREADOR JOAO GONCALVES DE LIMA VILA NOGUEIRA 285 | Score Final: 100; RUA DOM MARCOS TEIXEIRA VILA NOGUEIRA 285 | Score Final: 100; RUA DOM MARCOS TEIXEIRA VILA NOGUEIRA 285 | Score Final: 100; RUA DOM MARCOS TEIXEIRA VILA NOGUEIRA 285 | Score Final: 100; RUA DOM MARCOS TEIXEIRA VILA NOGUEIRA 285 | Score Final: 100; RUA DOM MARCOS TEIXEIRA VILA NOGUEIRA 285 | Score Final: 100; RUA FREI HENRIQUE SOARES VILA NOGUEIRA 285 | Score Final: 100; RUA FREI HENRIQUE SOARES VILA NOGUEIRA 285 | Score Final: 100; RUA FREI HENRIQUE SOARES VILA NOGUEIRA 285 | Score Final: 100; RUA FREI HENRIQUE SOARES VILA NOGUEIRA 285 | Score Final: 100"
16;RUA DAS AMEIXEIRAS JD ABC;679,0;4948;AVENIDA  ELDORADO JARDIM RUYCE;679;100,0;100,0;95,0;"AVENIDA  ELDORADO JARDIM RUYCE 679 | Score Final: 95; AVENIDA  ELDORADO JARDIM RUYCE 679 | Score Final: 95; AVENIDA  ELDORADO JARDIM RUYCE 679 | Score Final: 95; AVENIDA  DAS NACOES TABOAO 679 | Score Final: 95; AVENIDA  DAS NACOES TABOAO 679 | Score Final: 95; AVENIDA  DAS NACOES TABOAO 679 | Score Final: 95; AVENIDA  DAS NACOES TABOAO 679 | Score Final: 95; RUA  DAS SERINGUEIRAS ELDORADO 679 | Score Final: 95; RUA  DAS SERINGUEIRAS ELDORADO 679 | Score Final: 95; RUA  DAS SERINGUEIRAS ELDORADO 679 | Score Final: 95; AVENIDA  DAS AMEIXEIRAS TABOAO 679 | Score Final: 95; AVENIDA NOSSA SENHORA DAS GRACAS SERRARIA 680 | Score Final: 95; AVENIDA NOSSA SENHORA DAS GRACAS SERRARIA 680 | Score Final: 95; AVENIDA NOSSA SENHORA DAS GRACAS SERRARIA 680 | Score Final: 95; AVENIDA NOSSA SENHORA DAS GRACAS SERRARIA 680 | Score Final: 95; AVENIDA POETA FRANCISCO DAS CHAGAS OLIVEIRA SERRARIA 680 | Score Final: 95; AVENIDA POETA FRANCISCO DAS CHAGAS OLIVEIRA SERRARIA 680 | Score Final: 95; AVENIDA  DAS NACOES TABOAO 680 | Score Final: 95; AVENIDA  DAS NACOES TABOAO 680 | Score Final: 95; AVENIDA  DAS NACOES TABOAO 680 | Score Final: 95"
17;RUA 22 DE ABRIL JD CANHEMA;113,0;20975;RUA SANTA BERNADETE CANHEMA;113;100,0;100,0;100,0;"RUA SANTA BERNADETE CANHEMA 113 | Score Final: 100; RUA SANTA BERNADETE CANHEMA 113 | Score Final: 100; TRAVESSA  DOZE DE JUNHO CANHEMA 113 | Score Final: 100; TRAVESSA  DOZE DE JUNHO CANHEMA 113 | Score Final: 100; TRAVESSA  DOZE DE JUNHO CANHEMA 113 | Score Final: 100; RUA  NOVE DE JANEIRO CANHEMA 113 | Score Final: 100; RUA  VINTE E CINCO DE JANEIRO CANHEMA 113 | Score Final: 100; RUA  ARATIBA CANHEMA 113 | Score Final: 100; RUA  YAMAGATA CANHEMA 113 | Score Final: 100; RUA  VINTE E OITO DE SETEMBRO CANHEMA 113 | Score Final: 100; RUA  VINTE E TRES DE JULHO CANHEMA 113 | Score Final: 100; RUA  VINTE E TRES DE JULHO CANHEMA 113 | Score Final: 100; RUA  VINTE E DOIS DE AGOSTO CANHEMA 113 | Score Final: 100; VIELA  VILA DA PAZ CANHEMA 113 | Score Final: 100; VIELA  VILA DA PAZ CANHEMA 113 | Score Final: 100; VIELA  VILA DA PAZ CANHEMA 113 | Score Final: 100; VIELA  VILA DA PAZ CANHEMA 113 | Score Final: 100; VIELA  VILA DA PAZ CANHEMA 113 | Score Final: 100; VIELA  VILA DA PAZ CANHEMA 113 | Score Final: 100; VIELA  VILA DA PAZ CANHEMA 113 | Score Final: 100"
18;RUA JOSE VICENTE JD INAMAR;122,0;30254;RUA  LINDA INAMAR;122;100,0;100,0;100,0;"RUA  LINDA INAMAR 122 | Score Final: 100; VIELA  NOVA INAMAR 122 | Score Final: 100; RUA PRESIDENTE WENCESLAU INAMAR 122 | Score Final: 100; RUA PRESIDENTE WENCESLAU INAMAR 122 | Score Final: 100; RUA  ESPIGA INAMAR 122 | Score Final: 100; RUA  ESPIGA INAMAR 122 | Score Final: 100; RUA  JOSE VICENTE INAMAR 122 | Score Final: 100; RUA  RIGEL INAMAR 122 | Score Final: 100; RUA  DAS MARGARIDAS INAMAR 122 | Score Final: 100; RUA  ANA MIRANDA INAMAR 123 | Score Final: 100; TRAVESSA  JUBIABA INAMAR 123 | Score Final: 100; TRAVESSA  JUBIABA INAMAR 123 | Score Final: 100; RUA  ESPIGA INAMAR 123 | Score Final: 100; RUA  ESPIGA INAMAR 123 | Score Final: 100; PASSAGEM  MARANHAO INAMAR 123 | Score Final: 100; PASSAGEM  MARANHAO INAMAR 123 | Score Final: 100; PASSAGEM  MARANHAO INAMAR 123 | Score Final: 100; PASSAGEM  MARIANO INAMAR 123 | Score Final: 100; PASSAGEM  MARIANO INAMAR 123 | Score Final: 100; PASSAGEM  MARIANO INAMAR 123 | Score Final: 100"
19;RUA JAVARI JD PAINEIRAS;635,0;21410;RUA  JAVARI TABOAO;635;100,0;100,0;95,0;"RUA  JAVARI TABOAO 635 | Score Final: 95; RUA  JAVARI TABOAO 647 | Score Final: 95; PASSAGEM  ESTRELA GUIA JARDIM PROMISSAO 622 | Score Final: 95; PASSAGEM  ESTRELA GUIA JARDIM PROMISSAO 622 | Score Final: 95; AVENIDA  ELDORADO JARDIM RUYCE 653 | Score Final: 95; AVENIDA  ELDORADO JARDIM RUYCE 653 | Score Final: 95; AVENIDA  ELDORADO JARDIM RUYCE 655 | Score Final: 95; AVENIDA  ELDORADO JARDIM RUYCE 657 | Score Final: 95; AVENIDA  ELDORADO JARDIM RUYCE 657 | Score Final: 95; AVENIDA  ELDORADO JARDIM RUYCE 657 | Score Final: 95; AVENIDA  MARIA CANDIDA DE OLIVEIRA JARDIM PROMISSAO 609 | Score Final: 95; AVENIDA  MARIA CANDIDA DE OLIVEIRA JARDIM PROMISSAO 609 | Score Final: 95; AVENIDA  MARIA CANDIDA DE OLIVEIRA JARDIM PROMISSAO 609 | Score Final: 95; AVENIDA  MARIA CANDIDA DE OLIVEIRA JARDIM PROMISSAO 609 | Score Final: 95; AVENIDA  MARIA CANDIDA DE OLIVEIRA JARDIM PROMISSAO 609 | Score Final: 95; AVENIDA  MARIA CANDIDA DE OLIVEIRA JARDIM PROMISSAO 609 | Score Final: 95; AVENIDA  ELDORADO JARDIM RUYCE 663 | Score Final: 95; AVENIDA  ELDORADO JARDIM RUYCE 663 | Score Final: 95; RUA  JAVARI TABOAO 663 | Score Final: 95; AVENIDA  MARIA CANDIDA DE OLIVEIRA JARDIM PROMISSAO 607 | Score Final: 95"
20;AV ELDORADO JARDIM RUYCE;817,0;98493;AVENIDA  ELDORADO JARDIM RUYCE;817;100,0;100,0;100,0;"AVENIDA  ELDORADO JARDIM RUYCE 817 | Score Final: 100; AVENIDA  ELDORADO JARDIM RUYCE 729 | Score Final: 99; AVENIDA  ELDORADO JARDIM RUYCE 727 | Score Final: 99; AVENIDA  ELDORADO JARDIM RUYCE 689 | Score Final: 98; AVENIDA  ELDORADO JARDIM RUYCE 689 | Score Final: 98; AVENIDA  ELDORADO JARDIM RUYCE 689 | Score Final: 98; AVENIDA  ELDORADO JARDIM RUYCE 689 | Score Final: 98; AVENIDA  ELDORADO JARDIM RUYCE 679 | Score Final: 98; AVENIDA  ELDORADO JARDIM RUYCE 679 | Score Final: 98; AVENIDA  ELDORADO JARDIM RUYCE 679 | Score Final: 98; AVENIDA  ELDORADO JARDIM RUYCE 675 | Score Final: 98; AVENIDA  ELDORADO JARDIM RUYCE 675 | Score Final: 98; AVENIDA  ELDORADO JARDIM RUYCE 675 | Score Final: 98; AVENIDA  ELDORADO JARDIM RUYCE 667 | Score Final: 98; AVENIDA  ELDORADO JARDIM RUYCE 667 | Score Final: 98; AVENIDA  ELDORADO JARDIM RUYCE 663 | Score Final: 98; AVENIDA  ELDORADO JARDIM RUYCE 663 | Score Final: 98; AVENIDA  ELDORADO JARDIM RUYCE 657 | Score Final: 98; AVENIDA  ELDORADO JARDIM RUYCE 657 | Score Final: 98; AVENIDA  ELDORADO JARDIM RUYCE 657 | Score Final: 98"
21;RUA ODETE AMARAL DE OLIVEIRA PRQ REAL;129,0;5741;RUA  SERRA DE MACAE CENTRO;129;100,0;100,0;95,0;"RUA  SERRA DE MACAE CENTRO 129 | Score Final: 95; RUA  SERRA DE MACAE CENTRO 129 | Score Final: 95; RUA  SERRA DE MACAE CENTRO 129 | Score Final: 95; RUA  SERRA DE MACAE CENTRO 129 | Score Final: 95; RUA  CLEMENTINA DE JESUS CASA GRANDE 129 | Score Final: 95; RUA  SEBASTIAO BARBOSA DE OLIVEIRA SERRARIA 129 | Score Final: 95; RUA  SEBASTIAO BARBOSA DE OLIVEIRA SERRARIA 129 | Score Final: 95; RUA SANTO ANTONIO DE PADUA CASA GRANDE 129 | Score Final: 95; RUA  BARTOLOMEU DE GUSMAO VILA NOGUEIRA 129 | Score Final: 95; RUA  BARTOLOMEU DE GUSMAO VILA NOGUEIRA 129 | Score Final: 95; RUA  TOME DE SOUZA CASA GRANDE 129 | Score Final: 95; RUA  TOME DE SOUZA CASA GRANDE 129 | Score Final: 95; RUA  DOIS DE JULHO CANHEMA 129 | Score Final: 95; RUA DOUTOR MANOEL DE ABREU VILA NOGUEIRA 129 | Score Final: 95; RUA DOUTOR MANOEL DE ABREU VILA NOGUEIRA 129 | Score Final: 95; RUA  LUIZ DE VASCONCELOS VILA NOGUEIRA 129 | Score Final: 95; RUA  VINTE E OITO DE SETEMBRO CANHEMA 129 | Score Final: 95; RUA  VINTE E OITO DE SETEMBRO CANHEMA 129 | Score Final: 95; RUA  VINTE E OITO DE SETEMBRO CANHEMA 129 | Score Final: 95; RUA  VINTE E OITO DE SETEMBRO CANHEMA 129 | Score Final: 95"
22;RUA PRUDENTE DE MORAIS JARDIM CASA GRANDE;300,0;3314;RUA BARAO DE TAQUARI CASA GRANDE;300;100,0;100,0;100,0;"RUA BARAO DE TAQUARI CASA GRANDE 300 | Score Final: 100; RUA  CHOPIN CASA GRANDE 300 | Score Final: 100; RUA  ARTUR BERNARDES CASA GRANDE 300 | Score Final: 100; RUA  ARTUR BERNARDES CASA GRANDE 300 | Score Final: 100; RUA  ARTUR BERNARDES CASA GRANDE 300 | Score Final: 100; RUA BARAO DE COTEGIPE CASA GRANDE 300 | Score Final: 100; RUA  PRUDENTE DE MORAIS CASA GRANDE 300 | Score Final: 100; RUA  JOAO RAMALHO CASA GRANDE 300 | Score Final: 100; RUA  JOAO RAMALHO CASA GRANDE 300 | Score Final: 100; AVENIDA  FUNDIBEM CASA GRANDE 301 | Score Final: 100; PASSAGEM  LUCAS CASA GRANDE 301 | Score Final: 100; RUA  TOME DE SOUZA CASA GRANDE 301 | Score Final: 100; RUA  BEETHOVEN CASA GRANDE 301 | Score Final: 100; RUA  CHOPIN CASA GRANDE 301 | Score Final: 100; RUA  MOZART CASA GRANDE 301 | Score Final: 100; AVENIDA  FERRAZ ALVIM CASA GRANDE 301 | Score Final: 100; AVENIDA  FERRAZ ALVIM CASA GRANDE 301 | Score Final: 100; AVENIDA  FERRAZ ALVIM CASA GRANDE 301 | Score Final: 100; RUA  MEM DE SA CASA GRANDE 301 | Score Final: 100; RUA  JOAO RAMALHO CASA GRANDE 299 | Score Final: 100"
23;AV LICO MAIA SERRARIA;803,0;11343;AVENIDA  LICO MAIA SERRARIA;803;100,0;100,0;100,0;"AVENIDA  LICO MAIA SERRARIA 803 | Score Final: 100; AVENIDA DOUTOR ULYSSES GUIMARAES SERRARIA 804 | Score Final: 100; AVENIDA DOUTOR ULYSSES GUIMARAES SERRARIA 804 | Score Final: 100; AVENIDA  AFONSO MONTEIRO DA CRUZ SERRARIA 802 | Score Final: 100; AVENIDA  AFONSO MONTEIRO DA CRUZ SERRARIA 802 | Score Final: 100; AVENIDA  AFONSO MONTEIRO DA CRUZ SERRARIA 802 | Score Final: 100; AVENIDA DOUTOR ULYSSES GUIMARAES SERRARIA 802 | Score Final: 100; AVENIDA DOUTOR ULYSSES GUIMARAES SERRARIA 802 | Score Final: 100; AVENIDA DOUTOR ULYSSES GUIMARAES SERRARIA 805 | Score Final: 100; AVENIDA  AFONSO MONTEIRO DA CRUZ SERRARIA 806 | Score Final: 100; AVENIDA  AFONSO MONTEIRO DA CRUZ SERRARIA 806 | Score Final: 100; AVENIDA NOSSA SENHORA DAS GRACAS SERRARIA 799 | Score Final: 100; RUA  JOSE BONIFACIO SERRARIA 799 | Score Final: 100; RUA  JOSE BONIFACIO SERRARIA 799 | Score Final: 100; RUA  JOSE BONIFACIO SERRARIA 799 | Score Final: 100; RUA  JOSE BONIFACIO SERRARIA 799 | Score Final: 100; RUA  JOSE BONIFACIO SERRARIA 799 | Score Final: 100; AVENIDA  LICO MAIA SERRARIA 808 | Score Final: 100; AVENIDA  LICO MAIA SERRARIA 808 | Score Final: 100; AVENIDA  AFONSO MONTEIRO DA CRUZ SERRARIA 798 | Score Final: 100"
24;AVN PRESIDENTE JUSCELINO PIRAPORINHA;759,0;2410;RUA  GEORG REXROTH PIRAPORINHA;760;100,0;99,87;99,99;"RUA  GEORG REXROTH PIRAPORINHA 760 | Score Final: 100; RUA  UMUARAMA PIRAPORINHA 760 | Score Final: 100; AVENIDA DONA IDA CERATI MAGRINI PIRAPORINHA 758 | Score Final: 100; AVENIDA  FUKUICHI NAKATA PIRAPORINHA 758 | Score Final: 100; RUA  UMUARAMA PIRAPORINHA 761 | Score Final: 100; RUA  UMUARAMA PIRAPORINHA 761 | Score Final: 100; AVENIDA DONA IDA CERATI MAGRINI PIRAPORINHA 757 | Score Final: 100; AVENIDA DONA IDA CERATI MAGRINI PIRAPORINHA 757 | Score Final: 100; RUA  UMUARAMA PIRAPORINHA 757 | Score Final: 100; AVENIDA  FUKUICHI NAKATA PIRAPORINHA 762 | Score Final: 100; RUA  UMUARAMA PIRAPORINHA 756 | Score Final: 100; AVENIDA DONA IDA CERATI MAGRINI PIRAPORINHA 763 | Score Final: 100; AVENIDA  FUKUICHI NAKATA PIRAPORINHA 763 | Score Final: 100; AVENIDA  FUKUICHI NAKATA PIRAPORINHA 754 | Score Final: 100; RUA  GEORG REXROTH PIRAPORINHA 766 | Score Final: 100; RUA  UMUARAMA PIRAPORINHA 766 | Score Final: 100; RUA  UMUARAMA PIRAPORINHA 766 | Score Final: 100; RUA  UMUARAMA PIRAPORINHA 767 | Score Final: 100; AVENIDA DONA IDA CERATI MAGRINI PIRAPORINHA 751 | Score Final: 100; RUA  UMUARAMA PIRAPORINHA 751 | Score Final: 100"
25;AVENIDA SINESIO PEREIRA CAMPANARIO;27,0;3571;RUA  COTOVIA CAMPANARIO;27;100,0;100,0;100,0;"RUA  COTOVIA CAMPANARIO 27 | Score Final: 100; RUA  COTOVIA CAMPANARIO 27 | Score Final: 100; RUA  COTOVIA CAMPANARIO 27 | Score Final: 100; TRAVESSA  FRANCA JUNIOR CAMPANARIO 27 | Score Final: 100; TRAVESSA  JUAPERI CAMPANARIO 27 | Score Final: 100; TRAVESSA  JUAPERI CAMPANARIO 27 | Score Final: 100; TRAVESSA  FRANCA JUNIOR CAMPANARIO 27 | Score Final: 100; TRAVESSA  EUFRATES CAMPANARIO 27 | Score Final: 100; AVENIDA  SYNESIO PEREIRA CAMPANARIO 27 | Score Final: 100; RUA  SORVEIRA CAMPANARIO 27 | Score Final: 100; TRAVESSA  ARARAS CAMPANARIO 27 | Score Final: 100; TRAVESSA  ARARAS CAMPANARIO 27 | Score Final: 100; RUA  RIO PARDO CAMPANARIO 27 | Score Final: 100; RUA  RIO PARDO CAMPANARIO 27 | Score Final: 100; RUA  LAUDELINA DA COSTA POTT CAMPANARIO 27 | Score Final: 100; RUA  IGUACU CAMPANARIO 27 | Score Final: 100; RUA  IGUACU CAMPANARIO 27 | Score Final: 100; RUA  IGUACU CAMPANARIO 27 | Score Final: 100; TRAVESSA  PAVAO CAMPANARIO 27 | Score Final: 100; RUA  EPICEA CAMPANARIO 27 | Score Final: 100"
26;AVENIDA AFRANIO PEIXOTO VILA PAULINA;643,0;79453;RUA  JOAO BATISTA ALVES DO NASCIMENTO VILA NOGUEIRA;643;100,0;100,0;95,0;"RUA  JOAO BATISTA ALVES DO NASCIMENTO VILA NOGUEIRA 643 | Score Final: 95; AVENIDA  MARIA CANDIDA DE OLIVEIRA VILA NOGUEIRA 643 | Score Final: 95; RUA  AFONSO PENA VILA NOGUEIRA 644 | Score Final: 95; RUA  AFONSO PENA VILA NOGUEIRA 644 | Score Final: 95; RUA  AFONSO PENA VILA NOGUEIRA 644 | Score Final: 95; RUA  AFONSO PENA VILA NOGUEIRA 644 | Score Final: 95; RUA  AFONSO PENA VILA NOGUEIRA 644 | Score Final: 95; RUA  SALVADOR CORREA DE SA VILA NOGUEIRA 644 | Score Final: 95; RUA  SALVADOR CORREA DE SA VILA NOGUEIRA 644 | Score Final: 95; RUA  SALVADOR CORREA DE SA VILA NOGUEIRA 644 | Score Final: 95; RUA  SALVADOR CORREA DE SA VILA NOGUEIRA 644 | Score Final: 95; RUA  SALVADOR CORREA DE SA VILA NOGUEIRA 644 | Score Final: 95; RUA  SALVADOR CORREA DE SA VILA NOGUEIRA 644 | Score Final: 95; RUA  MARIA CANDIDA DE OLIVEIRA VILA NOGUEIRA 644 | Score Final: 95; RUA  SALVADOR CORREA DE SA VILA NOGUEIRA 645 | Score Final: 95; RUA  SALVADOR CORREA DE SA VILA NOGUEIRA 645 | Score Final: 95; RUA  SALVADOR CORREA DE SA VILA NOGUEIRA 645 | Score Final: 95; RUA  SALVADOR CORREA DE SA VILA NOGUEIRA 645 | Score Final: 95; RUA  ANTONIO DIAS ADORNO VILA NOGUEIRA 641 | Score Final: 95; RUA  JOAO BATISTA ALVES DO NASCIMENTO VILA NOGUEIRA 646 | Score Final: 95"
