idx_df1;endereco_df1;numero_df1;idx_df2;endereco_df2;numero_df2;similaridade_texto;similaridade_numero;similaridade_final;sugestoes_topN;similaridade
10;RUA TIRADENTES CENTRO;100,0;39595;RUA  TIRADENTES CENTRO;100;100,0;76,92;100,0;"RUA  TIRADENTES CENTRO 100 | Similaridade Texto: 100 | Similaridade Numero: 100 | Score Final: 100; RUA  TIRADENTES CENTRO 107 | Similaridade Texto: 100 | Similaridade Numero: 93 | Score Final: 99; RUA  TIRADENTES CENTRO 92 | Similaridade Texto: 100 | Similaridade Numero: 92 | Score Final: 99; RUA  TIRADENTES CENTRO 130 | Similaridade Texto: 100 | Similaridade Numero: 77 | Score Final: 98; RUA  TIRADENTES CENTRO 130 | Similaridade Texto: 100 | Similaridade Numero: 77 | Score Final: 98; RUA  TIRADENTES CENTRO 130 | Similaridade Texto: 100 | Similaridade Numero: 77 | Score Final: 98; RUA  TIRADENTES CENTRO 130 | Similaridade Texto: 100 | Similaridade Numero: 77 | Score Final: 98; RUA  TIRADENTES CENTRO 130 | Similaridade Texto: 100 | Similaridade Numero: 77 | Score Final: 98; RUA  TIRADENTES CENTRO 130 | Similaridade Texto: 100 | Similaridade Numero: 77 | Score Final: 98; RUA  TIRADENTES CENTRO 130 | Similaridade Texto: 100 | Similaridade Numero: 77 | Score Final: 98; RUA  TIRADENTES CENTRO 130 | Similaridade Texto: 100 | Similaridade Numero: 77 | Score Final: 98; RUA  TIRADENTES CENTRO 130 | Similaridade Texto: 100 | Similaridade Numero: 77 | Score Final: 98; RUA  TIRADENTES CENTRO 130 | Similaridade Texto: 100 | Similaridade Numero: 77 | Score Final: 98; RUA  TIRADENTES CENTRO 130 | Similaridade Texto: 100 | Similaridade Numero: 77 | Score Final: 98; RUA  TIRADENTES CENTRO 130 | Similaridade Texto: 100 | Similaridade Numero: 77 | Score Final: 98; RUA  TIRADENTES CENTRO 130 | Similaridade Texto: 100 | Similaridade Numero: 77 | Score Final: 98; RUA  TIRADENTES CENTRO 130 | Similaridade Texto: 100 | Similaridade Numero: 77 | Score Final: 98; RUA  TIRADENTES CENTRO 130 | Similaridade Texto: 100 | Similaridade Numero: 77 | Score Final: 98; RUA  TIRADENTES CENTRO 130 | Similaridade Texto: 100 | Similaridade Numero: 77 | Score Final: 98; RUA  TIRADENTES CENTRO 130 | Similaridade Texto: 100 | Similaridade Numero: 77 | Score Final: 98";100,0
11;RUA MEM DE SA JARDIM CASA GRANDE;280,0;1175;AVENIDA  CASA GRANDE CASA GRANDE;280;100,0;95,89;100,0;"AVENIDA  CASA GRANDE CASA GRANDE 280 | Similaridade Texto: 100 | Similaridade Numero: 100 | Score Final: 100; AVENIDA  CASA GRANDE CASA GRANDE 280 | Similaridade Texto: 100 | Similaridade Numero: 100 | Score Final: 100; RUA  MEM DE SA CASA GRANDE 280 | Similaridade Texto: 100 | Similaridade Numero: 100 | Score Final: 100; AVENIDA  CASA GRANDE CASA GRANDE 277 | Similaridade Texto: 100 | Similaridade Numero: 99 | Score Final: 100; AVENIDA  CASA GRANDE CASA GRANDE 277 | Similaridade Texto: 100 | Similaridade Numero: 99 | Score Final: 100; RUA  MEM DE SA CASA GRANDE 285 | Similaridade Texto: 100 | Similaridade Numero: 98 | Score Final: 100; RUA  MEM DE SA CASA GRANDE 285 | Similaridade Texto: 100 | Similaridade Numero: 98 | Score Final: 100; RUA  MEM DE SA CASA GRANDE 275 | Similaridade Texto: 100 | Similaridade Numero: 98 | Score Final: 100; RUA  MEM DE SA CASA GRANDE 275 | Similaridade Texto: 100 | Similaridade Numero: 98 | Score Final: 100; RUA  MEM DE SA CASA GRANDE 275 | Similaridade Texto: 100 | Similaridade Numero: 98 | Score Final: 100; RUA  MEM DE SA CASA GRANDE 289 | Similaridade Texto: 100 | Similaridade Numero: 97 | Score Final: 100; RUA  MEM DE SA CASA GRANDE 289 | Similaridade Texto: 100 | Similaridade Numero: 97 | Score Final: 100; RUA  MEM DE SA CASA GRANDE 289 | Similaridade Texto: 100 | Similaridade Numero: 97 | Score Final: 100; RUA  MEM DE SA CASA GRANDE 289 | Similaridade Texto: 100 | Similaridade Numero: 97 | Score Final: 100; RUA  MEM DE SA CASA GRANDE 289 | Similaridade Texto: 100 | Similaridade Numero: 97 | Score Final: 100; RUA  MEM DE SA CASA GRANDE 271 | Similaridade Texto: 100 | Similaridade Numero: 97 | Score Final: 100; RUA  MEM DE SA CASA GRANDE 292 | Similaridade Texto: 100 | Similaridade Numero: 96 | Score Final: 100; RUA  MEM DE SA CASA GRANDE 292 | Similaridade Texto: 100 | Similaridade Numero: 96 | Score Final: 100; RUA  MEM DE SA CASA GRANDE 292 | Similaridade Texto: 100 | Similaridade Numero: 96 | Score Final: 100; RUA  MEM DE SA CASA GRANDE 292 | Similaridade Texto: 100 | Similaridade Numero: 96 | Score Final: 100";100,0
12;AVN SAO JOSE CENTRO;472,0;89141;AVENIDA SAO JOSE CENTRO;472;100,0;92,16;100,0;"AVENIDA SAO JOSE CENTRO 472 | Similaridade Texto: 100 | Similaridade Numero: 100 | Score Final: 100; AVENIDA SAO JOSE CENTRO 481 | Similaridade Texto: 100 | Similaridade Numero: 98 | Score Final: 100; AVENIDA SAO JOSE CENTRO 481 | Similaridade Texto: 100 | Similaridade Numero: 98 | Score Final: 100; AVENIDA SAO JOSE CENTRO 463 | Similaridade Texto: 100 | Similaridade Numero: 98 | Score Final: 100; AVENIDA SAO JOSE CENTRO 485 | Similaridade Texto: 100 | Similaridade Numero: 97 | Score Final: 100; AVENIDA SAO JOSE CENTRO 489 | Similaridade Texto: 100 | Similaridade Numero: 97 | Score Final: 100; AVENIDA SAO JOSE CENTRO 490 | Similaridade Texto: 100 | Similaridade Numero: 96 | Score Final: 100; AVENIDA SAO JOSE CENTRO 493 | Similaridade Texto: 100 | Similaridade Numero: 96 | Score Final: 100; AVENIDA SAO JOSE CENTRO 493 | Similaridade Texto: 100 | Similaridade Numero: 96 | Score Final: 100; AVENIDA SAO JOSE CENTRO 449 | Similaridade Texto: 100 | Similaridade Numero: 95 | Score Final: 100; AVENIDA SAO JOSE CENTRO 447 | Similaridade Texto: 100 | Similaridade Numero: 95 | Score Final: 99; AVENIDA SAO JOSE CENTRO 499 | Similaridade Texto: 100 | Similaridade Numero: 95 | Score Final: 99; AVENIDA SAO JOSE CENTRO 499 | Similaridade Texto: 100 | Similaridade Numero: 95 | Score Final: 99; AVENIDA SAO JOSE CENTRO 445 | Similaridade Texto: 100 | Similaridade Numero: 94 | Score Final: 99; AVENIDA SAO JOSE CENTRO 503 | Similaridade Texto: 100 | Similaridade Numero: 94 | Score Final: 99; AVENIDA SAO JOSE CENTRO 505 | Similaridade Texto: 100 | Similaridade Numero: 93 | Score Final: 99; AVENIDA SAO JOSE CENTRO 439 | Similaridade Texto: 100 | Similaridade Numero: 93 | Score Final: 99; AVENIDA SAO JOSE CENTRO 437 | Similaridade Texto: 100 | Similaridade Numero: 93 | Score Final: 99; AVENIDA SAO JOSE CENTRO 435 | Similaridade Texto: 100 | Similaridade Numero: 92 | Score Final: 99; AVENIDA SAO JOSE CENTRO 435 | Similaridade Texto: 100 | Similaridade Numero: 92 | Score Final: 99";100,0
13;RUA SERRA DE MARACUJA PARQUE REID;49,0;69982;RUA  SERRA DE MARACUJA CENTRO;49;60,71;96,0;84,63;"RUA  SERRA DE MARACUJA CENTRO 49 | Similaridade Texto: 83 | Similaridade Numero: 100 | Score Final: 85; RUA  SERRA DE MARACUJA CENTRO 54 | Similaridade Texto: 83 | Similaridade Numero: 91 | Score Final: 84; RUA  SERRA DE MARACUJA CENTRO 54 | Similaridade Texto: 83 | Similaridade Numero: 91 | Score Final: 84; RUA  SERRA DE MARACUJA CENTRO 44 | Similaridade Texto: 83 | Similaridade Numero: 90 | Score Final: 84; RUA  SERRA DE MARACUJA CENTRO 64 | Similaridade Texto: 83 | Similaridade Numero: 77 | Score Final: 82; RUA  SERRA DE MARACUJA CENTRO 70 | Similaridade Texto: 83 | Similaridade Numero: 70 | Score Final: 82; RUA  SERRA DE MARACUJA CENTRO 76 | Similaridade Texto: 83 | Similaridade Numero: 64 | Score Final: 81; RUA  SERRA DE MARACUJA CENTRO 76 | Similaridade Texto: 83 | Similaridade Numero: 64 | Score Final: 81; RUA  SERRA DE MARACUJA CENTRO 30 | Similaridade Texto: 83 | Similaridade Numero: 62 | Score Final: 81; RUA  SERRA DE MARACUJA CENTRO 80 | Similaridade Texto: 83 | Similaridade Numero: 61 | Score Final: 81; RUA  SERRA DE MARACUJA CENTRO 28 | Similaridade Texto: 83 | Similaridade Numero: 58 | Score Final: 80; RUA  SERRA DE MARACUJA CENTRO 85 | Similaridade Texto: 83 | Similaridade Numero: 58 | Score Final: 80; RUA  SERRA DE MARACUJA CENTRO 97 | Similaridade Texto: 83 | Similaridade Numero: 51 | Score Final: 80; RUA  SERRA DE MARACUJA CENTRO 102 | Similaridade Texto: 83 | Similaridade Numero: 48 | Score Final: 79; RUA  SERRA DE MARACUJA CENTRO 104 | Similaridade Texto: 83 | Similaridade Numero: 47 | Score Final: 79; RUA  SERRA DE MARACUJA CENTRO 111 | Similaridade Texto: 83 | Similaridade Numero: 44 | Score Final: 79; RUA  SERRA DE MARACUJA CENTRO 112 | Similaridade Texto: 83 | Similaridade Numero: 44 | Score Final: 79; RUA  SERRA DE MARACUJA CENTRO 120 | Similaridade Texto: 83 | Similaridade Numero: 41 | Score Final: 79; RUA  SERRA DE MARACUJA CENTRO 10 | Similaridade Texto: 83 | Similaridade Numero: 22 | Score Final: 77; RUA  MARIA RITA PEREIRA SERRARIA 47 | Similaridade Texto: 61 | Similaridade Numero: 96 | Score Final: 64";84,63
14;RUA BARAO DE IGUAPE VIL SAO JOSE;98,0;15269;RUA BARAO DE IGUAPE PIRAPORINHA;98;71,43;62,42;74,29;"RUA BARAO DE IGUAPE PIRAPORINHA 98 | Similaridade Texto: 71 | Similaridade Numero: 100 | Score Final: 74; AVENIDA SAO JOSE CENTRO 106 | Similaridade Texto: 70 | Similaridade Numero: 92 | Score Final: 72; AVENIDA SAO JOSE CENTRO 90 | Similaridade Texto: 70 | Similaridade Numero: 92 | Score Final: 72; RUA BARAO DE IGUAPE PIRAPORINHA 73 | Similaridade Texto: 71 | Similaridade Numero: 74 | Score Final: 72; AVENIDA SAO JOSE CENTRO 88 | Similaridade Texto: 70 | Similaridade Numero: 90 | Score Final: 72; RUA BARAO DE IGUAPE PIRAPORINHA 135 | Similaridade Texto: 71 | Similaridade Numero: 73 | Score Final: 72; RUA BARAO DE IGUAPE PIRAPORINHA 137 | Similaridade Texto: 71 | Similaridade Numero: 72 | Score Final: 71; AVENIDA SAO JOSE CENTRO 111 | Similaridade Texto: 70 | Similaridade Numero: 88 | Score Final: 71; RUA BARAO DE IGUAPE PIRAPORINHA 140 | Similaridade Texto: 71 | Similaridade Numero: 70 | Score Final: 71; RUA BARAO DE IGUAPE PIRAPORINHA 141 | Similaridade Texto: 71 | Similaridade Numero: 70 | Score Final: 71; AVENIDA SAO JOSE CENTRO 115 | Similaridade Texto: 70 | Similaridade Numero: 85 | Score Final: 71; RUA BARAO DE IGUAPE PIRAPORINHA 145 | Similaridade Texto: 71 | Similaridade Numero: 68 | Score Final: 71; AVENIDA SAO JOSE CENTRO 81 | Similaridade Texto: 70 | Similaridade Numero: 83 | Score Final: 71; AVENIDA SAO JOSE CENTRO 119 | Similaridade Texto: 70 | Similaridade Numero: 82 | Score Final: 71; RUA BARAO DE IGUAPE PIRAPORINHA 64 | Similaridade Texto: 71 | Similaridade Numero: 65 | Score Final: 71; RUA BARAO DE IGUAPE PIRAPORINHA 151 | Similaridade Texto: 71 | Similaridade Numero: 65 | Score Final: 71; RUA BARAO DE IGUAPE PIRAPORINHA 63 | Similaridade Texto: 71 | Similaridade Numero: 64 | Score Final: 71; RUA BARAO DE IGUAPE PIRAPORINHA 63 | Similaridade Texto: 71 | Similaridade Numero: 64 | Score Final: 71; RUA BARAO DE IGUAPE PIRAPORINHA 157 | Similaridade Texto: 71 | Similaridade Numero: 62 | Score Final: 71; RUA BARAO DE IGUAPE PIRAPORINHA 157 | Similaridade Texto: 71 | Similaridade Numero: 62 | Score Final: 71";74,29
15;RUA SEBASTIAO FERNANDES TOURINHO VIL NOGUEIRA;285,0;27959;RUA  SEBASTIAO FERNANDES TOURINHO VILA NOGUEIRA;285;100,0;90,76;100,0;"RUA  SEBASTIAO FERNANDES TOURINHO VILA NOGUEIRA 285 | Similaridade Texto: 100 | Similaridade Numero: 100 | Score Final: 100; RUA  SEBASTIAO FERNANDES TOURINHO VILA NOGUEIRA 286 | Similaridade Texto: 100 | Similaridade Numero: 100 | Score Final: 100; RUA  SEBASTIAO FERNANDES TOURINHO VILA NOGUEIRA 288 | Similaridade Texto: 100 | Similaridade Numero: 99 | Score Final: 100; RUA  SEBASTIAO FERNANDES TOURINHO VILA NOGUEIRA 298 | Similaridade Texto: 100 | Similaridade Numero: 96 | Score Final: 100; RUA  SEBASTIAO FERNANDES TOURINHO VILA NOGUEIRA 298 | Similaridade Texto: 100 | Similaridade Numero: 96 | Score Final: 100; RUA  SEBASTIAO FERNANDES TOURINHO VILA NOGUEIRA 298 | Similaridade Texto: 100 | Similaridade Numero: 96 | Score Final: 100; RUA  SEBASTIAO FERNANDES TOURINHO VILA NOGUEIRA 298 | Similaridade Texto: 100 | Similaridade Numero: 96 | Score Final: 100; RUA  SEBASTIAO FERNANDES TOURINHO VILA NOGUEIRA 298 | Similaridade Texto: 100 | Similaridade Numero: 96 | Score Final: 100; RUA  SEBASTIAO FERNANDES TOURINHO VILA NOGUEIRA 272 | Similaridade Texto: 100 | Similaridade Numero: 95 | Score Final: 100; RUA  SEBASTIAO FERNANDES TOURINHO VILA NOGUEIRA 299 | Similaridade Texto: 100 | Similaridade Numero: 95 | Score Final: 100; RUA  SEBASTIAO FERNANDES TOURINHO VILA NOGUEIRA 299 | Similaridade Texto: 100 | Similaridade Numero: 95 | Score Final: 100; RUA  SEBASTIAO FERNANDES TOURINHO VILA NOGUEIRA 300 | Similaridade Texto: 100 | Similaridade Numero: 95 | Score Final: 100; RUA  SEBASTIAO FERNANDES TOURINHO VILA NOGUEIRA 300 | Similaridade Texto: 100 | Similaridade Numero: 95 | Score Final: 100; RUA  SEBASTIAO FERNANDES TOURINHO VILA NOGUEIRA 264 | Similaridade Texto: 100 | Similaridade Numero: 93 | Score Final: 99; RUA  SEBASTIAO FERNANDES TOURINHO VILA NOGUEIRA 264 | Similaridade Texto: 100 | Similaridade Numero: 93 | Score Final: 99; RUA  SEBASTIAO FERNANDES TOURINHO VILA NOGUEIRA 264 | Similaridade Texto: 100 | Similaridade Numero: 93 | Score Final: 99; RUA  SEBASTIAO FERNANDES TOURINHO VILA NOGUEIRA 264 | Similaridade Texto: 100 | Similaridade Numero: 93 | Score Final: 99; RUA  SEBASTIAO FERNANDES TOURINHO VILA NOGUEIRA 309 | Similaridade Texto: 100 | Similaridade Numero: 92 | Score Final: 99; RUA  SEBASTIAO FERNANDES TOURINHO VILA NOGUEIRA 260 | Similaridade Texto: 100 | Similaridade Numero: 91 | Score Final: 99; RUA  SEBASTIAO FERNANDES TOURINHO VILA NOGUEIRA 314 | Similaridade Texto: 100 | Similaridade Numero: 91 | Score Final: 99";100,0
16;RUA DAS AMEIXEIRAS JD ABC;679,0;163095;AVENIDA  DAS AMEIXEIRAS TABOAO;679;87,5;85,57;88,75;"AVENIDA  DAS AMEIXEIRAS TABOAO 679 | Similaridade Texto: 88 | Similaridade Numero: 100 | Score Final: 89; AVENIDA  DAS AMEIXEIRAS TABOAO 675 | Similaridade Texto: 88 | Similaridade Numero: 99 | Score Final: 89; AVENIDA  DAS AMEIXEIRAS TABOAO 657 | Similaridade Texto: 88 | Similaridade Numero: 97 | Score Final: 88; AVENIDA  DAS AMEIXEIRAS TABOAO 740 | Similaridade Texto: 88 | Similaridade Numero: 92 | Score Final: 88; AVENIDA  DAS AMEIXEIRAS TABOAO 748 | Similaridade Texto: 88 | Similaridade Numero: 91 | Score Final: 88; AVENIDA  DAS AMEIXEIRAS TABOAO 756 | Similaridade Texto: 88 | Similaridade Numero: 90 | Score Final: 88; AVENIDA  DAS AMEIXEIRAS TABOAO 760 | Similaridade Texto: 88 | Similaridade Numero: 89 | Score Final: 88; AVENIDA  DAS AMEIXEIRAS TABOAO 764 | Similaridade Texto: 88 | Similaridade Numero: 89 | Score Final: 88; AVENIDA  DAS AMEIXEIRAS TABOAO 770 | Similaridade Texto: 88 | Similaridade Numero: 88 | Score Final: 88; AVENIDA  DAS AMEIXEIRAS TABOAO 770 | Similaridade Texto: 88 | Similaridade Numero: 88 | Score Final: 88; AVENIDA  DAS AMEIXEIRAS TABOAO 597 | Similaridade Texto: 88 | Similaridade Numero: 88 | Score Final: 88; AVENIDA  DAS AMEIXEIRAS TABOAO 776 | Similaridade Texto: 88 | Similaridade Numero: 88 | Score Final: 88; AVENIDA  DAS AMEIXEIRAS TABOAO 778 | Similaridade Texto: 88 | Similaridade Numero: 87 | Score Final: 87; AVENIDA  DAS AMEIXEIRAS TABOAO 778 | Similaridade Texto: 88 | Similaridade Numero: 87 | Score Final: 87; AVENIDA  DAS AMEIXEIRAS TABOAO 778 | Similaridade Texto: 88 | Similaridade Numero: 87 | Score Final: 87; AVENIDA  DAS AMEIXEIRAS TABOAO 778 | Similaridade Texto: 88 | Similaridade Numero: 87 | Score Final: 87; AVENIDA  DAS AMEIXEIRAS TABOAO 780 | Similaridade Texto: 88 | Similaridade Numero: 87 | Score Final: 87; AVENIDA  DAS AMEIXEIRAS TABOAO 581 | Similaridade Texto: 88 | Similaridade Numero: 86 | Score Final: 87; AVENIDA  DAS AMEIXEIRAS TABOAO 581 | Similaridade Texto: 88 | Similaridade Numero: 86 | Score Final: 87; AVENIDA  DAS AMEIXEIRAS TABOAO 581 | Similaridade Texto: 88 | Similaridade Numero: 86 | Score Final: 87";88,75
17;RUA 22 DE ABRIL JD CANHEMA;113,0;26762;RUA  VINTE E SEIS DE ABRIL CANHEMA;116;91,43;79,65;92,03;"RUA  VINTE E SEIS DE ABRIL CANHEMA 116 | Similaridade Texto: 91 | Similaridade Numero: 97 | Score Final: 92; RUA  VINTE E DOIS DE ABRIL CANHEMA 108 | Similaridade Texto: 91 | Similaridade Numero: 96 | Score Final: 92; RUA  SETE DE ABRIL CANHEMA 120 | Similaridade Texto: 91 | Similaridade Numero: 94 | Score Final: 92; RUA  VINTE E SEIS DE ABRIL CANHEMA 104 | Similaridade Texto: 91 | Similaridade Numero: 92 | Score Final: 91; RUA  SETE DE ABRIL CANHEMA 102 | Similaridade Texto: 91 | Similaridade Numero: 90 | Score Final: 91; RUA  VINTE E DOIS DE ABRIL CANHEMA 102 | Similaridade Texto: 91 | Similaridade Numero: 90 | Score Final: 91; RUA  VINTE E DOIS DE ABRIL CANHEMA 102 | Similaridade Texto: 91 | Similaridade Numero: 90 | Score Final: 91; RUA  SETE DE ABRIL CANHEMA 100 | Similaridade Texto: 91 | Similaridade Numero: 88 | Score Final: 91; RUA  SETE DE ABRIL CANHEMA 100 | Similaridade Texto: 91 | Similaridade Numero: 88 | Score Final: 91; RUA  SETE DE ABRIL CANHEMA 98 | Similaridade Texto: 91 | Similaridade Numero: 87 | Score Final: 91; RUA  SETE DE ABRIL CANHEMA 98 | Similaridade Texto: 91 | Similaridade Numero: 87 | Score Final: 91; RUA  SETE DE ABRIL CANHEMA 98 | Similaridade Texto: 91 | Similaridade Numero: 87 | Score Final: 91; RUA  VINTE E SEIS DE ABRIL CANHEMA 96 | Similaridade Texto: 91 | Similaridade Numero: 85 | Score Final: 91; RUA  VINTE E DOIS DE ABRIL CANHEMA 96 | Similaridade Texto: 91 | Similaridade Numero: 85 | Score Final: 91; RUA  VINTE E SEIS DE ABRIL CANHEMA 91 | Similaridade Texto: 91 | Similaridade Numero: 81 | Score Final: 90; RUA  SETE DE ABRIL CANHEMA 90 | Similaridade Texto: 91 | Similaridade Numero: 80 | Score Final: 90; RUA  SETE DE ABRIL CANHEMA 90 | Similaridade Texto: 91 | Similaridade Numero: 80 | Score Final: 90; RUA  SETE DE ABRIL CANHEMA 90 | Similaridade Texto: 91 | Similaridade Numero: 80 | Score Final: 90; RUA  SETE DE ABRIL CANHEMA 90 | Similaridade Texto: 91 | Similaridade Numero: 80 | Score Final: 90; RUA  VINTE E DOIS DE ABRIL CANHEMA 90 | Similaridade Texto: 91 | Similaridade Numero: 80 | Score Final: 90";92,03
18;RUA JOSE VICENTE JD INAMAR;122,0;99539;RUA  JOSE VICENTE INAMAR;122;100,0;75,78;100,0;"RUA  JOSE VICENTE INAMAR 122 | Similaridade Texto: 100 | Similaridade Numero: 100 | Score Final: 100; RUA  JOSE VICENTE INAMAR 114 | Similaridade Texto: 100 | Similaridade Numero: 93 | Score Final: 99; RUA  JOSE VICENTE INAMAR 114 | Similaridade Texto: 100 | Similaridade Numero: 93 | Score Final: 99; RUA  JOSE VICENTE INAMAR 114 | Similaridade Texto: 100 | Similaridade Numero: 93 | Score Final: 99; RUA  JOSE VICENTE INAMAR 114 | Similaridade Texto: 100 | Similaridade Numero: 93 | Score Final: 99; RUA  JOSE VICENTE INAMAR 114 | Similaridade Texto: 100 | Similaridade Numero: 93 | Score Final: 99; RUA  JOSE VICENTE INAMAR 110 | Similaridade Texto: 100 | Similaridade Numero: 90 | Score Final: 99; RUA  JOSE VICENTE INAMAR 110 | Similaridade Texto: 100 | Similaridade Numero: 90 | Score Final: 99; RUA  JOSE VICENTE INAMAR 108 | Similaridade Texto: 100 | Similaridade Numero: 89 | Score Final: 99; RUA  JOSE VICENTE INAMAR 108 | Similaridade Texto: 100 | Similaridade Numero: 89 | Score Final: 99; RUA  JOSE VICENTE INAMAR 104 | Similaridade Texto: 100 | Similaridade Numero: 85 | Score Final: 99; RUA  JOSE VICENTE INAMAR 104 | Similaridade Texto: 100 | Similaridade Numero: 85 | Score Final: 99; RUA  JOSE VICENTE INAMAR 104 | Similaridade Texto: 100 | Similaridade Numero: 85 | Score Final: 99; RUA  JOSE VICENTE INAMAR 98 | Similaridade Texto: 100 | Similaridade Numero: 80 | Score Final: 98; RUA  JOSE VICENTE INAMAR 153 | Similaridade Texto: 100 | Similaridade Numero: 80 | Score Final: 98; RUA  JOSE VICENTE INAMAR 153 | Similaridade Texto: 100 | Similaridade Numero: 80 | Score Final: 98; RUA  JOSE VICENTE INAMAR 153 | Similaridade Texto: 100 | Similaridade Numero: 80 | Score Final: 98; RUA  JOSE VICENTE INAMAR 161 | Similaridade Texto: 100 | Similaridade Numero: 76 | Score Final: 98; RUA  JOSE VICENTE INAMAR 161 | Similaridade Texto: 100 | Similaridade Numero: 76 | Score Final: 98; RUA  JOSE VICENTE INAMAR 161 | Similaridade Texto: 100 | Similaridade Numero: 76 | Score Final: 98";100,0
19;RUA JAVARI JD PAINEIRAS;635,0;21410;RUA  JAVARI TABOAO;635;63,16;90,84;66,84;"RUA  JAVARI TABOAO 635 | Similaridade Texto: 63 | Similaridade Numero: 100 | Score Final: 67; RUA  JAVARI TABOAO 647 | Similaridade Texto: 63 | Similaridade Numero: 98 | Score Final: 67; RUA  JAVARI TABOAO 663 | Similaridade Texto: 63 | Similaridade Numero: 96 | Score Final: 66; RUA  JAVARI TABOAO 667 | Similaridade Texto: 63 | Similaridade Numero: 95 | Score Final: 66; RUA  JAVARI TABOAO 674 | Similaridade Texto: 63 | Similaridade Numero: 94 | Score Final: 66; RUA  JAVARI TABOAO 677 | Similaridade Texto: 63 | Similaridade Numero: 94 | Score Final: 66; RUA  JAVARI TABOAO 677 | Similaridade Texto: 63 | Similaridade Numero: 94 | Score Final: 66; RUA  JAVARI TABOAO 679 | Similaridade Texto: 63 | Similaridade Numero: 94 | Score Final: 66; RUA  JAVARI TABOAO 687 | Similaridade Texto: 63 | Similaridade Numero: 92 | Score Final: 66; RUA  JAVARI TABOAO 687 | Similaridade Texto: 63 | Similaridade Numero: 92 | Score Final: 66; RUA  PAINEIRAS CONCEICAO 77 | Similaridade Texto: 72 | Similaridade Numero: 12 | Score Final: 66; RUA  JAVARI TABOAO 582 | Similaridade Texto: 63 | Similaridade Numero: 92 | Score Final: 66; RUA  JAVARI TABOAO 582 | Similaridade Texto: 63 | Similaridade Numero: 92 | Score Final: 66; RUA  JAVARI TABOAO 582 | Similaridade Texto: 63 | Similaridade Numero: 92 | Score Final: 66; RUA  JAVARI TABOAO 693 | Similaridade Texto: 63 | Similaridade Numero: 92 | Score Final: 66; RUA  PAINEIRAS CONCEICAO 75 | Similaridade Texto: 72 | Similaridade Numero: 12 | Score Final: 66; RUA  PAINEIRAS CONCEICAO 73 | Similaridade Texto: 72 | Similaridade Numero: 11 | Score Final: 66; RUA  JAVARI TABOAO 578 | Similaridade Texto: 63 | Similaridade Numero: 91 | Score Final: 66; RUA  JAVARI TABOAO 699 | Similaridade Texto: 63 | Similaridade Numero: 91 | Score Final: 66; RUA  JAVARI TABOAO 699 | Similaridade Texto: 63 | Similaridade Numero: 91 | Score Final: 66";66,84
20;AV ELDORADO JARDIM RUYCE;817,0;98493;AVENIDA  ELDORADO JARDIM RUYCE;817;100,0;80,42;100,0;"AVENIDA  ELDORADO JARDIM RUYCE 817 | Similaridade Texto: 100 | Similaridade Numero: 100 | Score Final: 100; AVENIDA  ELDORADO JARDIM RUYCE 729 | Similaridade Texto: 100 | Similaridade Numero: 89 | Score Final: 99; AVENIDA  ELDORADO JARDIM RUYCE 727 | Similaridade Texto: 100 | Similaridade Numero: 89 | Score Final: 99; AVENIDA  ELDORADO JARDIM RUYCE 689 | Similaridade Texto: 100 | Similaridade Numero: 84 | Score Final: 98; AVENIDA  ELDORADO JARDIM RUYCE 689 | Similaridade Texto: 100 | Similaridade Numero: 84 | Score Final: 98; AVENIDA  ELDORADO JARDIM RUYCE 689 | Similaridade Texto: 100 | Similaridade Numero: 84 | Score Final: 98; AVENIDA  ELDORADO JARDIM RUYCE 689 | Similaridade Texto: 100 | Similaridade Numero: 84 | Score Final: 98; AVENIDA  ELDORADO JARDIM RUYCE 679 | Similaridade Texto: 100 | Similaridade Numero: 83 | Score Final: 98; AVENIDA  ELDORADO JARDIM RUYCE 679 | Similaridade Texto: 100 | Similaridade Numero: 83 | Score Final: 98; AVENIDA  ELDORADO JARDIM RUYCE 679 | Similaridade Texto: 100 | Similaridade Numero: 83 | Score Final: 98; AVENIDA  ELDORADO JARDIM RUYCE 675 | Similaridade Texto: 100 | Similaridade Numero: 83 | Score Final: 98; AVENIDA  ELDORADO JARDIM RUYCE 675 | Similaridade Texto: 100 | Similaridade Numero: 83 | Score Final: 98; AVENIDA  ELDORADO JARDIM RUYCE 675 | Similaridade Texto: 100 | Similaridade Numero: 83 | Score Final: 98; AVENIDA  ELDORADO JARDIM RUYCE 667 | Similaridade Texto: 100 | Similaridade Numero: 82 | Score Final: 98; AVENIDA  ELDORADO JARDIM RUYCE 667 | Similaridade Texto: 100 | Similaridade Numero: 82 | Score Final: 98; AVENIDA  ELDORADO JARDIM RUYCE 663 | Similaridade Texto: 100 | Similaridade Numero: 81 | Score Final: 98; AVENIDA  ELDORADO JARDIM RUYCE 663 | Similaridade Texto: 100 | Similaridade Numero: 81 | Score Final: 98; AVENIDA  ELDORADO JARDIM RUYCE 657 | Similaridade Texto: 100 | Similaridade Numero: 80 | Score Final: 98; AVENIDA  ELDORADO JARDIM RUYCE 657 | Similaridade Texto: 100 | Similaridade Numero: 80 | Score Final: 98; AVENIDA  ELDORADO JARDIM RUYCE 657 | Similaridade Texto: 100 | Similaridade Numero: 80 | Score Final: 98";100,0
