idx_df1;endereco_df1;numero_df1;idx_df2;endereco_df2;numero_df2;similaridade_texto;similaridade_numero;similaridade_final;sugestoes_topN;similaridade
10;RUA TIRADENTES CENTRO;100,0;39595;RUA  TIRADENTES CENTRO;100;100,0;70,0;100,0;"RUA  TIRADENTES CENTRO 100 | Similaridade Texto: 100 | Similaridade Número: 100 | Score Final: 100; RUA  TIRADENTES CENTRO 107 | Similaridade Texto: 100 | Similaridade Número: 93 | Score Final: 99; RUA  TIRADENTES CENTRO 92 | Similaridade Texto: 100 | Similaridade Número: 92 | Score Final: 99; RUA  TIRADENTES CENTRO 130 | Similaridade Texto: 100 | Similaridade Número: 70 | Score Final: 97; RUA  TIRADENTES CENTRO 130 | Similaridade Texto: 100 | Similaridade Número: 70 | Score Final: 97; RUA  TIRADENTES CENTRO 130 | Similaridade Texto: 100 | Similaridade Número: 70 | Score Final: 97; RUA  TIRADENTES CENTRO 130 | Similaridade Texto: 100 | Similaridade Número: 70 | Score Final: 97; RUA  TIRADENTES CENTRO 130 | Similaridade Texto: 100 | Similaridade Número: 70 | Score Final: 97; RUA  TIRADENTES CENTRO 130 | Similaridade Texto: 100 | Similaridade Número: 70 | Score Final: 97; RUA  TIRADENTES CENTRO 130 | Similaridade Texto: 100 | Similaridade Número: 70 | Score Final: 97; RUA  TIRADENTES CENTRO 130 | Similaridade Texto: 100 | Similaridade Número: 70 | Score Final: 97; RUA  TIRADENTES CENTRO 130 | Similaridade Texto: 100 | Similaridade Número: 70 | Score Final: 97; RUA  TIRADENTES CENTRO 130 | Similaridade Texto: 100 | Similaridade Número: 70 | Score Final: 97; RUA  TIRADENTES CENTRO 130 | Similaridade Texto: 100 | Similaridade Número: 70 | Score Final: 97; RUA  TIRADENTES CENTRO 130 | Similaridade Texto: 100 | Similaridade Número: 70 | Score Final: 97; RUA  TIRADENTES CENTRO 130 | Similaridade Texto: 100 | Similaridade Número: 70 | Score Final: 97; RUA  TIRADENTES CENTRO 130 | Similaridade Texto: 100 | Similaridade Número: 70 | Score Final: 97; RUA  TIRADENTES CENTRO 130 | Similaridade Texto: 100 | Similaridade Número: 70 | Score Final: 97; RUA  TIRADENTES CENTRO 130 | Similaridade Texto: 100 | Similaridade Número: 70 | Score Final: 97; RUA  TIRADENTES CENTRO 130 | Similaridade Texto: 100 | Similaridade Número: 70 | Score Final: 97";100,0
11;RUA MEM DE SA JARDIM CASA GRANDE;280,0;172305;RUA  MEM DE SA CASA GRANDE;280;100,0;82,0;100,0;"RUA  MEM DE SA CASA GRANDE 280 | Similaridade Texto: 100 | Similaridade Número: 100 | Score Final: 100; RUA  MEM DE SA CASA GRANDE 285 | Similaridade Texto: 100 | Similaridade Número: 95 | Score Final: 100; RUA  MEM DE SA CASA GRANDE 275 | Similaridade Texto: 100 | Similaridade Número: 95 | Score Final: 100; RUA  MEM DE SA CASA GRANDE 285 | Similaridade Texto: 100 | Similaridade Número: 95 | Score Final: 100; RUA  MEM DE SA CASA GRANDE 275 | Similaridade Texto: 100 | Similaridade Número: 95 | Score Final: 100; RUA  MEM DE SA CASA GRANDE 275 | Similaridade Texto: 100 | Similaridade Número: 95 | Score Final: 100; RUA  MEM DE SA CASA GRANDE 271 | Similaridade Texto: 100 | Similaridade Número: 91 | Score Final: 99; RUA  MEM DE SA CASA GRANDE 289 | Similaridade Texto: 100 | Similaridade Número: 91 | Score Final: 99; RUA  MEM DE SA CASA GRANDE 289 | Similaridade Texto: 100 | Similaridade Número: 91 | Score Final: 99; RUA  MEM DE SA CASA GRANDE 289 | Similaridade Texto: 100 | Similaridade Número: 91 | Score Final: 99; RUA  MEM DE SA CASA GRANDE 289 | Similaridade Texto: 100 | Similaridade Número: 91 | Score Final: 99; RUA  MEM DE SA CASA GRANDE 289 | Similaridade Texto: 100 | Similaridade Número: 91 | Score Final: 99; RUA  MEM DE SA CASA GRANDE 292 | Similaridade Texto: 100 | Similaridade Número: 88 | Score Final: 99; RUA  MEM DE SA CASA GRANDE 292 | Similaridade Texto: 100 | Similaridade Número: 88 | Score Final: 99; RUA  MEM DE SA CASA GRANDE 292 | Similaridade Texto: 100 | Similaridade Número: 88 | Score Final: 99; RUA  MEM DE SA CASA GRANDE 292 | Similaridade Texto: 100 | Similaridade Número: 88 | Score Final: 99; RUA  MEM DE SA CASA GRANDE 267 | Similaridade Texto: 100 | Similaridade Número: 87 | Score Final: 99; RUA  MEM DE SA CASA GRANDE 295 | Similaridade Texto: 100 | Similaridade Número: 85 | Score Final: 98; RUA  MEM DE SA CASA GRANDE 265 | Similaridade Texto: 100 | Similaridade Número: 85 | Score Final: 98; RUA  MEM DE SA CASA GRANDE 298 | Similaridade Texto: 100 | Similaridade Número: 82 | Score Final: 98";100,0
12;AVN SAO JOSE CENTRO;472,0;89141;AVENIDA SAO JOSE CENTRO;472;100,0;63,0;100,0;"AVENIDA SAO JOSE CENTRO 472 | Similaridade Texto: 100 | Similaridade Número: 100 | Score Final: 100; AVENIDA SAO JOSE CENTRO 481 | Similaridade Texto: 100 | Similaridade Número: 91 | Score Final: 99; AVENIDA SAO JOSE CENTRO 481 | Similaridade Texto: 100 | Similaridade Número: 91 | Score Final: 99; AVENIDA SAO JOSE CENTRO 463 | Similaridade Texto: 100 | Similaridade Número: 91 | Score Final: 99; AVENIDA SAO JOSE CENTRO 485 | Similaridade Texto: 100 | Similaridade Número: 87 | Score Final: 99; AVENIDA SAO JOSE CENTRO 489 | Similaridade Texto: 100 | Similaridade Número: 83 | Score Final: 98; AVENIDA SAO JOSE CENTRO 490 | Similaridade Texto: 100 | Similaridade Número: 82 | Score Final: 98; AVENIDA SAO JOSE CENTRO 493 | Similaridade Texto: 100 | Similaridade Número: 79 | Score Final: 98; AVENIDA SAO JOSE CENTRO 493 | Similaridade Texto: 100 | Similaridade Número: 79 | Score Final: 98; AVENIDA SAO JOSE CENTRO 449 | Similaridade Texto: 100 | Similaridade Número: 77 | Score Final: 98; AVENIDA SAO JOSE CENTRO 447 | Similaridade Texto: 100 | Similaridade Número: 75 | Score Final: 98; AVENIDA SAO JOSE CENTRO 499 | Similaridade Texto: 100 | Similaridade Número: 73 | Score Final: 97; AVENIDA SAO JOSE CENTRO 499 | Similaridade Texto: 100 | Similaridade Número: 73 | Score Final: 97; AVENIDA SAO JOSE CENTRO 445 | Similaridade Texto: 100 | Similaridade Número: 73 | Score Final: 97; AVENIDA SAO JOSE CENTRO 503 | Similaridade Texto: 100 | Similaridade Número: 69 | Score Final: 97; AVENIDA SAO JOSE CENTRO 505 | Similaridade Texto: 100 | Similaridade Número: 67 | Score Final: 97; AVENIDA SAO JOSE CENTRO 439 | Similaridade Texto: 100 | Similaridade Número: 67 | Score Final: 97; AVENIDA SAO JOSE CENTRO 437 | Similaridade Texto: 100 | Similaridade Número: 65 | Score Final: 96; AVENIDA SAO JOSE CENTRO 435 | Similaridade Texto: 100 | Similaridade Número: 63 | Score Final: 96; AVENIDA SAO JOSE CENTRO 435 | Similaridade Texto: 100 | Similaridade Número: 63 | Score Final: 96";100,0
13;RUA SERRA DE MARACUJA PARQUE REID;49,0;69982;RUA  SERRA DE MARACUJA CENTRO;49;65,62;98,0;87,14;"RUA  SERRA DE MARACUJA CENTRO 49 | Similaridade Texto: 86 | Similaridade Número: 100 | Score Final: 87; RUA  SERRA DE MARACUJA CENTRO 54 | Similaridade Texto: 86 | Similaridade Número: 95 | Score Final: 87; RUA  SERRA DE MARACUJA CENTRO 44 | Similaridade Texto: 86 | Similaridade Número: 95 | Score Final: 87; RUA  SERRA DE MARACUJA CENTRO 54 | Similaridade Texto: 86 | Similaridade Número: 95 | Score Final: 87; RUA  SERRA DE MARACUJA CENTRO 64 | Similaridade Texto: 86 | Similaridade Número: 85 | Score Final: 86; RUA  SERRA DE MARACUJA CENTRO 30 | Similaridade Texto: 86 | Similaridade Número: 81 | Score Final: 85; RUA  SERRA DE MARACUJA CENTRO 70 | Similaridade Texto: 86 | Similaridade Número: 79 | Score Final: 85; RUA  SERRA DE MARACUJA CENTRO 28 | Similaridade Texto: 86 | Similaridade Número: 79 | Score Final: 85; RUA  SERRA DE MARACUJA CENTRO 76 | Similaridade Texto: 86 | Similaridade Número: 73 | Score Final: 84; RUA  SERRA DE MARACUJA CENTRO 76 | Similaridade Texto: 86 | Similaridade Número: 73 | Score Final: 84; RUA  SERRA DE MARACUJA CENTRO 80 | Similaridade Texto: 86 | Similaridade Número: 69 | Score Final: 84; RUA  SERRA DE MARACUJA CENTRO 85 | Similaridade Texto: 86 | Similaridade Número: 64 | Score Final: 84; RUA  SERRA DE MARACUJA CENTRO 10 | Similaridade Texto: 86 | Similaridade Número: 61 | Score Final: 83; RUA  SERRA DE MARACUJA CENTRO 97 | Similaridade Texto: 86 | Similaridade Número: 52 | Score Final: 82; RUA  SERRA DE MARACUJA CENTRO 102 | Similaridade Texto: 86 | Similaridade Número: 47 | Score Final: 82; RUA  SERRA DE MARACUJA CENTRO 104 | Similaridade Texto: 86 | Similaridade Número: 45 | Score Final: 82; RUA  SERRA DE MARACUJA CENTRO 111 | Similaridade Texto: 86 | Similaridade Número: 38 | Score Final: 81; RUA  SERRA DE MARACUJA CENTRO 112 | Similaridade Texto: 86 | Similaridade Número: 37 | Score Final: 81; RUA  SERRA DE MARACUJA CENTRO 120 | Similaridade Texto: 86 | Similaridade Número: 29 | Score Final: 80; RUA  MARIA RITA PEREIRA SERRARIA 47 | Similaridade Texto: 66 | Similaridade Número: 98 | Score Final: 69";87,14
14;RUA BARAO DE IGUAPE VIL SAO JOSE;98,0;15269;RUA BARAO DE IGUAPE PIRAPORINHA;98;74,07;83,0;78,4;"RUA BARAO DE IGUAPE PIRAPORINHA 98 | Similaridade Texto: 76 | Similaridade Número: 100 | Score Final: 78; RUA  IGUAPE TABOAO 98 | Similaridade Texto: 74 | Similaridade Número: 100 | Score Final: 77; RUA  IGUAPE TABOAO 98 | Similaridade Texto: 74 | Similaridade Número: 100 | Score Final: 77; RUA  IGUAPE TABOAO 98 | Similaridade Texto: 74 | Similaridade Número: 100 | Score Final: 77; RUA  IGUAPE TABOAO 98 | Similaridade Texto: 74 | Similaridade Número: 100 | Score Final: 77; RUA  IGUAPE TABOAO 94 | Similaridade Texto: 74 | Similaridade Número: 96 | Score Final: 76; RUA  IGUAPE TABOAO 102 | Similaridade Texto: 74 | Similaridade Número: 96 | Score Final: 76; RUA  IGUAPE TABOAO 102 | Similaridade Texto: 74 | Similaridade Número: 96 | Score Final: 76; RUA  JOSE DE BARROS LIMA VILA NOGUEIRA 82 | Similaridade Texto: 75 | Similaridade Número: 84 | Score Final: 76; RUA  JOSE DE BARROS LIMA VILA NOGUEIRA 82 | Similaridade Texto: 75 | Similaridade Número: 84 | Score Final: 76; RUA  IGUAPE TABOAO 103 | Similaridade Texto: 74 | Similaridade Número: 95 | Score Final: 76; RUA  IGUAPE TABOAO 103 | Similaridade Texto: 74 | Similaridade Número: 95 | Score Final: 76; RUA BARAO DE IGUAPE PIRAPORINHA 73 | Similaridade Texto: 76 | Similaridade Número: 75 | Score Final: 76; RUA  IGUAPE TABOAO 106 | Similaridade Texto: 74 | Similaridade Número: 92 | Score Final: 76; RUA  IGUAPE TABOAO 87 | Similaridade Texto: 74 | Similaridade Número: 89 | Score Final: 76; RUA  IGUAPE TABOAO 87 | Similaridade Texto: 74 | Similaridade Número: 89 | Score Final: 76; RUA  IGUAPE TABOAO 86 | Similaridade Texto: 74 | Similaridade Número: 88 | Score Final: 75; RUA  IGUAPE TABOAO 85 | Similaridade Texto: 74 | Similaridade Número: 87 | Score Final: 75; RUA BARAO DE IGUAPE PIRAPORINHA 64 | Similaridade Texto: 76 | Similaridade Número: 66 | Score Final: 75; RUA  IGUAPE TABOAO 115 | Similaridade Texto: 74 | Similaridade Número: 83 | Score Final: 75";78,4
15;RUA SEBASTIAO FERNANDES TOURINHO VIL NOGUEIRA;285,0;27959;RUA  SEBASTIAO FERNANDES TOURINHO VILA NOGUEIRA;285;98,9;72,0;99,01;"RUA  SEBASTIAO FERNANDES TOURINHO VILA NOGUEIRA 285 | Similaridade Texto: 99 | Similaridade Número: 100 | Score Final: 99; RUA  SEBASTIAO FERNANDES TOURINHO VILA NOGUEIRA 286 | Similaridade Texto: 99 | Similaridade Número: 99 | Score Final: 99; RUA  SEBASTIAO FERNANDES TOURINHO VILA NOGUEIRA 288 | Similaridade Texto: 99 | Similaridade Número: 97 | Score Final: 99; RUA  SEBASTIAO FERNANDES TOURINHO VILA NOGUEIRA 298 | Similaridade Texto: 99 | Similaridade Número: 87 | Score Final: 98; RUA  SEBASTIAO FERNANDES TOURINHO VILA NOGUEIRA 298 | Similaridade Texto: 99 | Similaridade Número: 87 | Score Final: 98; RUA  SEBASTIAO FERNANDES TOURINHO VILA NOGUEIRA 298 | Similaridade Texto: 99 | Similaridade Número: 87 | Score Final: 98; RUA  SEBASTIAO FERNANDES TOURINHO VILA NOGUEIRA 298 | Similaridade Texto: 99 | Similaridade Número: 87 | Score Final: 98; RUA  SEBASTIAO FERNANDES TOURINHO VILA NOGUEIRA 298 | Similaridade Texto: 99 | Similaridade Número: 87 | Score Final: 98; RUA  SEBASTIAO FERNANDES TOURINHO VILA NOGUEIRA 272 | Similaridade Texto: 99 | Similaridade Número: 87 | Score Final: 98; RUA  SEBASTIAO FERNANDES TOURINHO VILA NOGUEIRA 299 | Similaridade Texto: 99 | Similaridade Número: 86 | Score Final: 98; RUA  SEBASTIAO FERNANDES TOURINHO VILA NOGUEIRA 299 | Similaridade Texto: 99 | Similaridade Número: 86 | Score Final: 98; RUA  SEBASTIAO FERNANDES TOURINHO VILA NOGUEIRA 300 | Similaridade Texto: 99 | Similaridade Número: 85 | Score Final: 98; RUA  SEBASTIAO FERNANDES TOURINHO VILA NOGUEIRA 300 | Similaridade Texto: 99 | Similaridade Número: 85 | Score Final: 98; RUA  SEBASTIAO FERNANDES TOURINHO VILA NOGUEIRA 264 | Similaridade Texto: 99 | Similaridade Número: 79 | Score Final: 97; RUA  SEBASTIAO FERNANDES TOURINHO VILA NOGUEIRA 264 | Similaridade Texto: 99 | Similaridade Número: 79 | Score Final: 97; RUA  SEBASTIAO FERNANDES TOURINHO VILA NOGUEIRA 264 | Similaridade Texto: 99 | Similaridade Número: 79 | Score Final: 97; RUA  SEBASTIAO FERNANDES TOURINHO VILA NOGUEIRA 264 | Similaridade Texto: 99 | Similaridade Número: 79 | Score Final: 97; RUA  SEBASTIAO FERNANDES TOURINHO VILA NOGUEIRA 309 | Similaridade Texto: 99 | Similaridade Número: 76 | Score Final: 97; RUA  SEBASTIAO FERNANDES TOURINHO VILA NOGUEIRA 260 | Similaridade Texto: 99 | Similaridade Número: 75 | Score Final: 97; RUA  SEBASTIAO FERNANDES TOURINHO VILA NOGUEIRA 257 | Similaridade Texto: 99 | Similaridade Número: 72 | Score Final: 96";99,01
16;RUA DAS AMEIXEIRAS JD ABC;679,0;163750;RUA  DAS AMEIXEIRAS TABOAO;1059;83,72;0,0;75,35;"RUA  DAS AMEIXEIRAS TABOAO 1059 | Similaridade Texto: 84 | Similaridade Número: 0 | Score Final: 75; RUA  DAS AMEIXEIRAS TABOAO 1047 | Similaridade Texto: 84 | Similaridade Número: 0 | Score Final: 75; RUA  DAS AMEIXEIRAS TABOAO 1065 | Similaridade Texto: 84 | Similaridade Número: 0 | Score Final: 75; RUA  DAS AMEIXEIRAS TABOAO 1077 | Similaridade Texto: 84 | Similaridade Número: 0 | Score Final: 75; RUA  DAS AMEIXEIRAS TABOAO 1085 | Similaridade Texto: 84 | Similaridade Número: 0 | Score Final: 75; RUA  DAS AMEIXEIRAS TABOAO 1035 | Similaridade Texto: 84 | Similaridade Número: 0 | Score Final: 75; RUA  DAS AMEIXEIRAS TABOAO 1077 | Similaridade Texto: 84 | Similaridade Número: 0 | Score Final: 75; RUA  DAS AMEIXEIRAS TABOAO 1033 | Similaridade Texto: 84 | Similaridade Número: 0 | Score Final: 75; RUA  DAS AMEIXEIRAS TABOAO 1245 | Similaridade Texto: 84 | Similaridade Número: 0 | Score Final: 75; RUA  DAS AMEIXEIRAS TABOAO 1231 | Similaridade Texto: 84 | Similaridade Número: 0 | Score Final: 75; RUA  DAS AMEIXEIRAS TABOAO 1191 | Similaridade Texto: 84 | Similaridade Número: 0 | Score Final: 75; RUA  DAS AMEIXEIRAS TABOAO 1235 | Similaridade Texto: 84 | Similaridade Número: 0 | Score Final: 75; RUA  DAS AMEIXEIRAS TABOAO 1245 | Similaridade Texto: 84 | Similaridade Número: 0 | Score Final: 75; RUA  DAS AMEIXEIRAS TABOAO 1249 | Similaridade Texto: 84 | Similaridade Número: 0 | Score Final: 75; RUA  DAS AMEIXEIRAS TABOAO 1231 | Similaridade Texto: 84 | Similaridade Número: 0 | Score Final: 75; RUA  DAS AMEIXEIRAS TABOAO 1227 | Similaridade Texto: 84 | Similaridade Número: 0 | Score Final: 75; RUA  DAS AMEIXEIRAS TABOAO 1205 | Similaridade Texto: 84 | Similaridade Número: 0 | Score Final: 75; RUA  DAS AMEIXEIRAS TABOAO 1213 | Similaridade Texto: 84 | Similaridade Número: 0 | Score Final: 75; RUA  DAS AMEIXEIRAS TABOAO 1245 | Similaridade Texto: 84 | Similaridade Número: 0 | Score Final: 75; RUA  DAS AMEIXEIRAS TABOAO 1235 | Similaridade Texto: 84 | Similaridade Número: 0 | Score Final: 75";75,35
17;RUA 22 DE ABRIL JD CANHEMA;113,0;43785;RUA  SETE DE ABRIL CANHEMA;120;88,89;51,0;89,3;"RUA  SETE DE ABRIL CANHEMA 120 | Similaridade Texto: 89 | Similaridade Número: 93 | Score Final: 89; RUA  SETE DE ABRIL CANHEMA 102 | Similaridade Texto: 89 | Similaridade Número: 89 | Score Final: 89; RUA  SETE DE ABRIL CANHEMA 100 | Similaridade Texto: 89 | Similaridade Número: 87 | Score Final: 89; RUA  SETE DE ABRIL CANHEMA 100 | Similaridade Texto: 89 | Similaridade Número: 87 | Score Final: 89; RUA  SETE DE ABRIL CANHEMA 98 | Similaridade Texto: 89 | Similaridade Número: 85 | Score Final: 88; RUA  SETE DE ABRIL CANHEMA 98 | Similaridade Texto: 89 | Similaridade Número: 85 | Score Final: 88; RUA  SETE DE ABRIL CANHEMA 98 | Similaridade Texto: 89 | Similaridade Número: 85 | Score Final: 88; RUA  SETE DE ABRIL CANHEMA 90 | Similaridade Texto: 89 | Similaridade Número: 77 | Score Final: 88; RUA  SETE DE ABRIL CANHEMA 90 | Similaridade Texto: 89 | Similaridade Número: 77 | Score Final: 88; RUA  SETE DE ABRIL CANHEMA 90 | Similaridade Texto: 89 | Similaridade Número: 77 | Score Final: 88; RUA  SETE DE ABRIL CANHEMA 90 | Similaridade Texto: 89 | Similaridade Número: 77 | Score Final: 88; RUA  SETE DE ABRIL CANHEMA 84 | Similaridade Texto: 89 | Similaridade Número: 71 | Score Final: 87; RUA  SETE DE ABRIL CANHEMA 84 | Similaridade Texto: 89 | Similaridade Número: 71 | Score Final: 87; RUA  SETE DE ABRIL CANHEMA 84 | Similaridade Texto: 89 | Similaridade Número: 71 | Score Final: 87; RUA  SETE DE ABRIL CANHEMA 84 | Similaridade Texto: 89 | Similaridade Número: 71 | Score Final: 87; RUA  SETE DE ABRIL CANHEMA 80 | Similaridade Texto: 89 | Similaridade Número: 67 | Score Final: 87; RUA  SETE DE ABRIL CANHEMA 80 | Similaridade Texto: 89 | Similaridade Número: 67 | Score Final: 87; RUA  SETE DE ABRIL CANHEMA 80 | Similaridade Texto: 89 | Similaridade Número: 67 | Score Final: 87; RUA  SETE DE ABRIL CANHEMA 64 | Similaridade Texto: 89 | Similaridade Número: 51 | Score Final: 85; RUA  SETE DE ABRIL CANHEMA 64 | Similaridade Texto: 89 | Similaridade Número: 51 | Score Final: 85";89,3
18;RUA JOSE VICENTE JD INAMAR;122,0;99539;RUA  JOSE VICENTE INAMAR;122;100,0;61,0;100,0;"RUA  JOSE VICENTE INAMAR 122 | Similaridade Texto: 100 | Similaridade Número: 100 | Score Final: 100; RUA  JOSE VICENTE INAMAR 114 | Similaridade Texto: 100 | Similaridade Número: 92 | Score Final: 99; RUA  JOSE VICENTE INAMAR 114 | Similaridade Texto: 100 | Similaridade Número: 92 | Score Final: 99; RUA  JOSE VICENTE INAMAR 114 | Similaridade Texto: 100 | Similaridade Número: 92 | Score Final: 99; RUA  JOSE VICENTE INAMAR 114 | Similaridade Texto: 100 | Similaridade Número: 92 | Score Final: 99; RUA  JOSE VICENTE INAMAR 114 | Similaridade Texto: 100 | Similaridade Número: 92 | Score Final: 99; RUA  JOSE VICENTE INAMAR 110 | Similaridade Texto: 100 | Similaridade Número: 88 | Score Final: 99; RUA  JOSE VICENTE INAMAR 110 | Similaridade Texto: 100 | Similaridade Número: 88 | Score Final: 99; RUA  JOSE VICENTE INAMAR 108 | Similaridade Texto: 100 | Similaridade Número: 86 | Score Final: 99; RUA  JOSE VICENTE INAMAR 108 | Similaridade Texto: 100 | Similaridade Número: 86 | Score Final: 99; RUA  JOSE VICENTE INAMAR 104 | Similaridade Texto: 100 | Similaridade Número: 82 | Score Final: 98; RUA  JOSE VICENTE INAMAR 104 | Similaridade Texto: 100 | Similaridade Número: 82 | Score Final: 98; RUA  JOSE VICENTE INAMAR 104 | Similaridade Texto: 100 | Similaridade Número: 82 | Score Final: 98; RUA  JOSE VICENTE INAMAR 98 | Similaridade Texto: 100 | Similaridade Número: 76 | Score Final: 98; RUA  JOSE VICENTE INAMAR 153 | Similaridade Texto: 100 | Similaridade Número: 69 | Score Final: 97; RUA  JOSE VICENTE INAMAR 153 | Similaridade Texto: 100 | Similaridade Número: 69 | Score Final: 97; RUA  JOSE VICENTE INAMAR 153 | Similaridade Texto: 100 | Similaridade Número: 69 | Score Final: 97; RUA  JOSE VICENTE INAMAR 161 | Similaridade Texto: 100 | Similaridade Número: 61 | Score Final: 96; RUA  JOSE VICENTE INAMAR 161 | Similaridade Texto: 100 | Similaridade Número: 61 | Score Final: 96; RUA  JOSE VICENTE INAMAR 161 | Similaridade Texto: 100 | Similaridade Número: 61 | Score Final: 96";100,0
19;RUA JAVARI JD PAINEIRAS;635,0;21410;RUA  JAVARI TABOAO;635;74,07;36,0;76,67;"RUA  JAVARI TABOAO 635 | Similaridade Texto: 74 | Similaridade Número: 100 | Score Final: 77; RUA  JAVARI TABOAO 647 | Similaridade Texto: 74 | Similaridade Número: 88 | Score Final: 75; RUA  JAVARI TABOAO 663 | Similaridade Texto: 74 | Similaridade Número: 72 | Score Final: 74; RUA  JAVARI TABOAO 667 | Similaridade Texto: 74 | Similaridade Número: 68 | Score Final: 73; RUA  JAVARI TABOAO 674 | Similaridade Texto: 74 | Similaridade Número: 61 | Score Final: 73; RUA  JAVARI TABOAO 677 | Similaridade Texto: 74 | Similaridade Número: 58 | Score Final: 72; RUA  JAVARI TABOAO 677 | Similaridade Texto: 74 | Similaridade Número: 58 | Score Final: 72; RUA  JAVARI TABOAO 679 | Similaridade Texto: 74 | Similaridade Número: 56 | Score Final: 72; RUA  JAVARI TABOAO 687 | Similaridade Texto: 74 | Similaridade Número: 48 | Score Final: 71; RUA  JAVARI TABOAO 687 | Similaridade Texto: 74 | Similaridade Número: 48 | Score Final: 71; RUA  JAVARI TABOAO 582 | Similaridade Texto: 74 | Similaridade Número: 47 | Score Final: 71; RUA  JAVARI TABOAO 582 | Similaridade Texto: 74 | Similaridade Número: 47 | Score Final: 71; RUA  JAVARI TABOAO 582 | Similaridade Texto: 74 | Similaridade Número: 47 | Score Final: 71; RUA  JAVARI TABOAO 578 | Similaridade Texto: 74 | Similaridade Número: 43 | Score Final: 71; RUA  JAVARI TABOAO 693 | Similaridade Texto: 74 | Similaridade Número: 42 | Score Final: 71; RUA  JAVARI TABOAO 574 | Similaridade Texto: 74 | Similaridade Número: 39 | Score Final: 71; RUA  JAVARI TABOAO 574 | Similaridade Texto: 74 | Similaridade Número: 39 | Score Final: 71; RUA  JAVARI TABOAO 699 | Similaridade Texto: 74 | Similaridade Número: 36 | Score Final: 70; RUA  JAVARI TABOAO 699 | Similaridade Texto: 74 | Similaridade Número: 36 | Score Final: 70; RUA  JAVARI TABOAO 699 | Similaridade Texto: 74 | Similaridade Número: 36 | Score Final: 70";76,67
20;AV ELDORADO JARDIM RUYCE;817,0;98493;AVENIDA  ELDORADO JARDIM RUYCE;817;100,0;0,0;100,0;"AVENIDA  ELDORADO JARDIM RUYCE 817 | Similaridade Texto: 100 | Similaridade Número: 100 | Score Final: 100; AVENIDA  ELDORADO JARDIM RUYCE 729 | Similaridade Texto: 100 | Similaridade Número: 12 | Score Final: 91; AVENIDA  ELDORADO JARDIM RUYCE 727 | Similaridade Texto: 100 | Similaridade Número: 10 | Score Final: 91; AVENIDA  ELDORADO JARDIM RUYCE 679 | Similaridade Texto: 100 | Similaridade Número: 0 | Score Final: 90; AVENIDA  ELDORADO JARDIM RUYCE 689 | Similaridade Texto: 100 | Similaridade Número: 0 | Score Final: 90; AVENIDA  ELDORADO JARDIM RUYCE 675 | Similaridade Texto: 100 | Similaridade Número: 0 | Score Final: 90; AVENIDA  ELDORADO JARDIM RUYCE 657 | Similaridade Texto: 100 | Similaridade Número: 0 | Score Final: 90; AVENIDA  ELDORADO JARDIM RUYCE 657 | Similaridade Texto: 100 | Similaridade Número: 0 | Score Final: 90; AVENIDA  ELDORADO JARDIM RUYCE 653 | Similaridade Texto: 100 | Similaridade Número: 0 | Score Final: 90; AVENIDA  ELDORADO JARDIM RUYCE 679 | Similaridade Texto: 100 | Similaridade Número: 0 | Score Final: 90; AVENIDA  ELDORADO JARDIM RUYCE 667 | Similaridade Texto: 100 | Similaridade Número: 0 | Score Final: 90; AVENIDA  ELDORADO JARDIM RUYCE 667 | Similaridade Texto: 100 | Similaridade Número: 0 | Score Final: 90; AVENIDA  ELDORADO JARDIM RUYCE 689 | Similaridade Texto: 100 | Similaridade Número: 0 | Score Final: 90; AVENIDA  ELDORADO JARDIM RUYCE 689 | Similaridade Texto: 100 | Similaridade Número: 0 | Score Final: 90; AVENIDA  ELDORADO JARDIM RUYCE 679 | Similaridade Texto: 100 | Similaridade Número: 0 | Score Final: 90; AVENIDA  ELDORADO JARDIM RUYCE 675 | Similaridade Texto: 100 | Similaridade Número: 0 | Score Final: 90; AVENIDA  ELDORADO JARDIM RUYCE 663 | Similaridade Texto: 100 | Similaridade Número: 0 | Score Final: 90; AVENIDA  ELDORADO JARDIM RUYCE 657 | Similaridade Texto: 100 | Similaridade Número: 0 | Score Final: 90; AVENIDA  ELDORADO JARDIM RUYCE 689 | Similaridade Texto: 100 | Similaridade Número: 0 | Score Final: 90; AVENIDA  ELDORADO JARDIM RUYCE 663 | Similaridade Texto: 100 | Similaridade Número: 0 | Score Final: 90";100,0
