"_id","_data_ingestion_id","_created_at","_updated_at","_geom","_geog","co_entidade","nu_ano_censo","sg_uf","co_municipio","no_municipio","no_distrito","co_distrito","no_entidade","tp_localizacao","tp_localizacao_diferenciada","ds_endereco","nu_endereco","ds_complemento","no_bairro","co_cep","fonte_geo","tipo_geo","latitude","longitude","cd_setor_2022"
"104295",8,"2025-08-26 09:59:31.289374-03","2025-08-26 09:59:31.289374-03","0101000020E6100000424DA1B17E5447C0658BA4DDE8BE37C0","0101000020E6100000424DA1B17E5447C0658BA4DDE8BE37C0","35005100","2024","SP","3550308","São Paulo","Grajaú","355030830","CR P CONV RECANTO DOS NAVEGANTES","1","0","MARIA MOASSAB BARBOUR","99",NULL,"CANTINHO DO CEU","4849503","Catálogo de Escolas - agosto/2024","0","-23.74574075","-46.66011639","355030830001049"
"104113",8,"2025-08-26 09:59:31.289374-03","2025-08-26 09:59:31.289374-03","0101000020E610000036C24769DB5447C0564B19BCD8BB37C0","0101000020E610000036C24769DB5447C0564B19BCD8BB37C0","35925172","2024","SP","3550308","São Paulo","Grajaú","355030830","BENEDITO CELIO DE SIQUEIRA","1","0","PAULO SAO","SN","AVENIDA","CHACARA GAIVOTAS","4849308","Catálogo de Escolas - agosto/2024","0","-23.73377586","-46.6629459","355030830001061"
"104123",8,"2025-08-26 09:59:31.289374-03","2025-08-26 09:59:31.289374-03","0101000020E61000005C0938DFE35447C0A256E24BF2BB37C0","0101000020E61000005C0938DFE35447C0A256E24BF2BB37C0","35925160","2024","SP","3550308","São Paulo","Grajaú","355030830","LOTEAMENTO DAS GAIVOTAS II","1","0","PAULO SAO","SN","AVENIDA","CHACARA GAIVOTAS","4849308","Catálogo de Escolas - agosto/2024","0","-23.7341659","-46.6632041","355030830001061"
"104128",8,"2025-08-26 09:59:31.289374-03","2025-08-26 09:59:31.289374-03","0101000020E6100000228FBF38E15447C06BE84DE2FFBB37C0","0101000020E6100000228FBF38E15447C06BE84DE2FFBB37C0","35924805","2024","SP","3550308","São Paulo","Grajaú","355030830","ANTONIO CANDIDO DE MELLO E SOUZA","1","0","PAULO SAO","SN","AVENIDA","CHACARA GAIVOTAS","4849308","Catálogo de Escolas - agosto/2024","0","-23.73437323","-46.66312322","355030830001061"
"104681",8,"2025-08-26 09:59:31.289374-03","2025-08-26 09:59:31.289374-03","0101000020E61000008CC11E6EE25547C0B4A95F8EC3C537C0","0101000020E61000008CC11E6EE25547C0B4A95F8EC3C537C0","35578685","2024","SP","3550308","São Paulo","Grajaú","355030830","CR P CONV KADOSHI","1","0","DO JEQUIRITUBA","1833",NULL,"JARDIM SHANGRILA ZONA SUL","4852024","Catálogo de Escolas - agosto/2024","0","-23.7725152","-46.6709726","355030830001089"
"104594",8,"2025-08-26 09:59:31.289374-03","2025-08-26 09:59:31.289374-03","0101000020E6100000CE6E4EA1CA5447C0D7A8C113FEC337C0","0101000020E6100000CE6E4EA1CA5447C0D7A8C113FEC337C0","35005106","2024","SP","3550308","São Paulo","Grajaú","355030830","CR P CONV NELSON MANDELA","1","0","TUTANKAMON","88",NULL,"JARDIM ELLUS","4852680","Catálogo de Escolas - agosto/2024","0","-23.76559566","-46.66243378","355030830001095"
"104395",8,"2025-08-26 09:59:31.289374-03","2025-08-26 09:59:31.289374-03","0101000020E6100000B017F13A6E5747C09C210B8794C037C0","0101000020E6100000B017F13A6E5747C09C210B8794C037C0","35006268","2024","SP","3550308","São Paulo","Grajaú","355030830","EMEI PARQUE BRASIL","1","0","DONA BELMIRA MARIN","3411",NULL,"PARQUE BRASIL","4846010","Catálogo de Escolas - agosto/2024","0","-23.75226635","-46.68305146","355030830001117"
"104696",8,"2025-08-26 09:59:31.289374-03","2025-08-26 09:59:31.289374-03","0101000020E6100000A4C2D842905747C05470784144C637C0","0101000020E6100000A4C2D842905747C05470784144C637C0","35009975","2024","SP","3550308","São Paulo","Grajaú","355030830","CEI INDIR CLEONICE SEROA DA MOTTA BERARDINELLI","1","0","ADELINA ABRANCHES","366",NULL,"JARDIM MORAIS PRADO","4855430","Google 2025","1","-23.774479","-46.68409","355030830001124"
"104451",8,"2025-08-26 09:59:31.289374-03","2025-08-26 09:59:31.289374-03","0101000020E61000009D465A2AEF5947C0140DADA987C137C0","0101000020E61000009D465A2AEF5947C0140DADA987C137C0","35239379","2024","SP","3550308","São Paulo","Grajaú","355030830","CEI DIRET JOSE ADRIANO MARREY JR VER","1","0","DOUTOR ARMANDO FAJARDO","410",NULL,"JARDIM SAO BERNARDO","4844590","Catálogo de Escolas - agosto/2024","0","-23.7559763","-46.70261125","355030830001130"
"104455",8,"2025-08-26 09:59:31.289374-03","2025-08-26 09:59:31.289374-03","0101000020E6100000D05845C9F55947C08CDF6F0F9DC137C0","0101000020E6100000D05845C9F55947C08CDF6F0F9DC137C0","35066312","2024","SP","3550308","São Paulo","Grajaú","355030830","EMEI AURELIO BUARQUE DE HOLANDA FERREIRA","1","0","DOUTOR ARMANDO FAJARDO","400",NULL,"JARDIM SAO BERNARDO","4844590","Catálogo de Escolas - agosto/2024","0","-23.7563028","-46.7028133","355030830001130"
"104518",8,"2025-08-26 09:59:31.289374-03","2025-08-26 09:59:31.289374-03","0101000020E61000007711640CC55A47C0B028DB7690C237C0","0101000020E61000007711640CC55A47C0B028DB7690C237C0","35005243","2024","SP","3550308","São Paulo","Grajaú","355030830","CR P CONV TATIANA BELINKY","1","0","CARAMBOLA NATAL","183",NULL,"VILA NATAL","4863160","Catálogo de Escolas - agosto/2024","0","-23.76001685","-46.70913844","355030830001136"
"104734",8,"2025-08-26 09:59:31.289374-03","2025-08-26 09:59:31.289374-03","0101000020E6100000B6911DE1555747C06DE7FBA9F1C637C0","0101000020E6100000B6911DE1555747C06DE7FBA9F1C637C0","35006883","2024","SP","3550308","São Paulo","Grajaú","355030830","CR P CONV ESTRADA DO SOL","1","0","CARLOS BARBOSA SANTOS","3050",NULL,"JARDIM DAS PEDRAS ZONA SUL","4856600","Catálogo de Escolas - agosto/2024","0","-23.777125","-46.68230833","355030830001140"
"104133",8,"2025-08-26 09:59:31.289374-03","2025-08-26 09:59:31.289374-03","0101000020E6100000607FC811215747C06006BEFD14BC37C0","0101000020E6100000607FC811215747C06006BEFD14BC37C0","35444509","2024","SP","3550308","São Paulo","Cidade Dutra","355030823","COLEGIO 15 DE SETEMBRO","1","0","ANTIMO LIBERATI","5","RUA","JARDIM PROGRESSO","4848050","Catálogo de Escolas - agosto/2024","0","-23.7346953","-46.6806967","355030830001145"
"104669",8,"2025-08-26 09:59:31.289374-03","2025-08-26 09:59:31.289374-03","0101000020E6100000F3FA594DD35A47C0D709BB6A96C537C0","0101000020E6100000F3FA594DD35A47C0D709BB6A96C537C0","35415376","2024","SP","3550308","São Paulo","Grajaú","355030830","EMEF CONSTELACAO DO INDIO","1","0","CONSTELACAO DO INDIO","41",NULL,"JARDIM CAMPINAS","4858140","Catálogo de Escolas - agosto/2024","0","-23.77182643","-46.70957343","355030830001243"
"104996",8,"2025-08-26 09:59:31.289374-03","2025-08-26 09:59:31.289374-03","0101000020E6100000F224E99AC95547C005199EEAD2D037C0","0101000020E6100000F224E99AC95547C005199EEAD2D037C0","35901799","2024","SP","3550308","São Paulo","Grajaú","355030830","HERMINIO SACCHETTA","1","0","PAULO GUILGUER REIMBERG","9865","AVENIDA","PARQUE MARIA FERNANDES","4858570","Catálogo de Escolas - agosto/2024","0","-23.81571833","-46.670215","355030830001249"
"104698",8,"2025-08-26 09:59:31.289374-03","2025-08-26 09:59:31.289374-03","0101000020E610000049980E42655247C0A61FDCB652C637C0","0101000020E610000049980E42655247C0A61FDCB652C637C0","35468988","2024","SP","3550308","São Paulo","Grajaú","355030830","CR P CONV LUIZA SOPHIA ROSCHEL","1","0","DA AMIZADE","2","ESTR DE ITAQUAQUECET","BORORE","4872210","Catálogo de Escolas - agosto/2024","0","-23.77469962","-46.64371515","355030830001239"
"104686",8,"2025-08-26 09:59:31.289374-03","2025-08-26 09:59:31.289374-03","0101000020E6100000B333B708AD5247C0BBA0B6F405C637C0","0101000020E6100000B333B708AD5247C0BBA0B6F405C637C0","35038261","2024","SP","3550308","São Paulo","Grajaú","355030830","ADRIAO BERNARDES PROF","1","0","ITAQUAQUECETUBA","9953","ESTRADA","JARDIM SANTA TEREZA","4872060","Catálogo de Escolas - agosto/2024","0","-23.77352838","-46.64590558","355030830001239"
"104829",8,"2025-08-26 09:59:31.289374-03","2025-08-26 09:59:31.289374-03","0101000020E610000004AFF1F4A55847C059E7CE02A3C937C0","0101000020E610000004AFF1F4A55847C059E7CE02A3C937C0","35004119","2024","SP","3550308","São Paulo","Grajaú","355030830","EMEI CAMINHO DOS MARTINS","1","0","ESTRADA DO PORTO DOS MARTINS","32",NULL,"CHACARA SANTO HUBERTUS","4870500","Catálogo de Escolas - agosto/2024","0","-23.7876436","-46.6925646","355030830001253"
"104550",8,"2025-08-26 09:59:31.289374-03","2025-08-26 09:59:31.289374-03","0101000020E6100000BE175FB4C75647C0BE99A09F0CC337C0","0101000020E6100000BE175FB4C75647C0BE99A09F0CC337C0","35184421","2024","SP","3550308","São Paulo","Grajaú","355030830","CR P CONV MAE TRABALHADORA","1","0","GIUSEPPE BENITO PEGORARO","93",NULL,"JARDIM LUCELIA","4852228","Catálogo de Escolas - agosto/2024","0","-23.76191137","-46.6779695","355030830001265"
"104337",8,"2025-08-26 09:59:31.289374-03","2025-08-26 09:59:31.289374-03","0101000020E61000001AC40776FC5947C06B91FEA897BF37C0","0101000020E61000001AC40776FC5947C06B91FEA897BF37C0","35037412","2024","SP","3550308","São Paulo","Grajaú","355030830","VICENTE DE PAULO DALE COUTINHO GAL EXE","1","0","GIOVANNI GABRIELI","712","RUA","JARDIM ICARAI","4844200","Catálogo de Escolas - agosto/2024","0","-23.7484079","-46.703017","355030830001267"
"104137",8,"2025-08-26 09:59:31.289374-03","2025-08-26 09:59:31.289374-03","0101000020E610000014D595AE645747C0F21AE4C326BC37C0","0101000020E610000014D595AE645747C0F21AE4C326BC37C0","35806146","2024","SP","3550308","São Paulo","Grajaú","355030830","AGNUS DEI COLEGIO","1","0","JOAQUIM N MACHADO","345","AVENIDA","JARDIM SANTA BARBARA","4848000","Catálogo de Escolas - agosto/2024","0","-23.73496651","-46.68276007","355030830001279"
"104136",8,"2025-08-26 09:59:31.289374-03","2025-08-26 09:59:31.289374-03","0101000020E6100000C73305BE645747C05DA70D5E26BC37C0","0101000020E6100000C73305BE645747C05DA70D5E26BC37C0","35158550","2024","SP","3550308","São Paulo","Cidade Dutra","355030823","AGNUS COLEGIO","1","0","JOAQUIM NAPOLEAO MACHADO","345","AVENIDA","JARDIM SANTA BARBARA","4848000","Catálogo de Escolas - agosto/2024","0","-23.73496044","-46.68276191","355030830001279"
"104272",8,"2025-08-26 09:59:31.289374-03","2025-08-26 09:59:31.289374-03","0101000020E610000075E61E12BE5547C0F94D61A582BE37C0","0101000020E610000075E61E12BE5547C0F94D61A582BE37C0","35010412","2024","SP","3550308","São Paulo","Grajaú","355030830","CEMEI DALMO DE ABREU DALLARI","1","0","GENARO NAPOLI","49",NULL,"PARQUE RESIDENCIAL COCAIA","4849120","Google 2025","1","-23.744181","-46.669863","355030830001276"
"104271",8,"2025-08-26 09:59:31.289374-03","2025-08-26 09:59:31.289374-03","0101000020E61000007AE76923CB5547C097D674777CBE37C0","0101000020E61000007AE76923CB5547C097D674777CBE37C0","35004150","2024","SP","3550308","São Paulo","Grajaú","355030830","EMEI CANAL DO COCAIA","1","0","CANAL DE COCAIA","1440",NULL,"PARQUE RESIDENCIAL COCAIA","4849032","Catálogo de Escolas - agosto/2024","0","-23.74408671","-46.67026179","355030830001276"
"104536",8,"2025-08-26 09:59:31.289374-03","2025-08-26 09:59:31.289374-03","0101000020E6100000F8B9EBB6D55947C0AB7C6C1EC9C237C0","0101000020E6100000F8B9EBB6D55947C0AB7C6C1EC9C237C0","35563785","2024","SP","3550308","São Paulo","Grajaú","355030830","CR P CONV JARDIM DAS MACAUBAS","1","0","MACAUBA NATAL","221","A","VILA NATAL","4863420","Catálogo de Escolas - agosto/2024","0","-23.76088133","-46.70183455","355030830001302"
"104643",8,"2025-08-26 09:59:31.289374-03","2025-08-26 09:59:31.289374-03","0101000020E61000002A00C633685A47C0212167EDF8C437C0","0101000020E61000002A00C633685A47C0212167EDF8C437C0","35239324","2024","SP","3550308","São Paulo","Grajaú","355030830","CEI DIRET PEDRO HENRIQUE SIQUEIRA LIMA","1","0","CONSTELACAO DO DOURADO","S/N",NULL,"JARDIM CAMPINAS","4858030","Catálogo de Escolas - agosto/2024","0","-23.76942333","-46.706305","355030830001309"
"104483",8,"2025-08-26 09:59:31.289374-03","2025-08-26 09:59:31.289374-03","0101000020E6100000608A38BE725A47C0A51175170FC237C0","0101000020E6100000608A38BE725A47C0A51175170FC237C0","35365105","2024","SP","3550308","São Paulo","Grajaú","355030830","ESC PART BIBIELE C R I","1","0","HENRI LACORDAIRE","24",NULL,"JARDIM SANTA FRANCISCA CABR","4844660","Catálogo de Escolas - agosto/2024","0","-23.75804278","-46.70662668","355030830001313"
"104488",8,"2025-08-26 09:59:31.289374-03","2025-08-26 09:59:31.289374-03","0101000020E61000006E44DE0F4B5A47C06E2C0F6F29C237C0","0101000020E61000006E44DE0F4B5A47C06E2C0F6F29C237C0","35006584","2024","SP","3550308","São Paulo","Grajaú","355030830","CR P CONV JOAO ROSCHEL KLEIN","1","0","SINFONIA PARIS","56",NULL,"JARDIM SAO BERNARDO","4844565","Catálogo de Escolas - agosto/2024","0","-23.75844473","-46.70541571","355030830001315"
"104182",8,"2025-08-26 09:59:31.289374-03","2025-08-26 09:59:31.289374-03","0101000020E61000002EF8D96DBC5747C098947142D7BC37C0","0101000020E61000002EF8D96DBC5747C098947142D7BC37C0","35351436","2024","SP","3550308","São Paulo","Socorro","355030879","X EBENEZER COLEGIO","1","0","JOAQUIM NAPOLEAO MACHADO","1420","AVENIDA","JARDIM SANTA BARBARA","4848000","Catálogo de Escolas - agosto/2024","0","-23.7376596","-46.6854379","355030830001335"
"99526",8,"2025-08-26 09:59:31.289374-03","2025-08-26 09:59:31.289374-03","0101000020E6100000EAEC6470945447C052448655BC9937C0","0101000020E6100000EAEC6470945447C052448655BC9937C0","35177489","2024","SP","3550308","São Paulo","Moema","355030832","ESC PART PINGUIM E E I","1","0","INHAMBU","1266","1280","VILA UBERABINHA","4520014","Catálogo de Escolas - agosto/2024","0","-23.60053","-46.66078","355030832000188"
"104582",8,"2025-08-26 09:59:31.289374-03","2025-08-26 09:59:31.289374-03","0101000020E61000000346D1E2105A47C03AF0A464BDC337C0","0101000020E61000000346D1E2105A47C03AF0A464BDC337C0","35282397","2024","SP","3550308","São Paulo","Grajaú","355030830","EMEF AYRTON OLIVEIRA SAMPAIO PROF","1","0","JULIA MAMEIA","200",NULL,"JARDIM SANTA FE ZONA SUL","4859100","Catálogo de Escolas - agosto/2024","0","-23.76460866","-46.70364032","355030830001361"
"104586",8,"2025-08-26 09:59:31.289374-03","2025-08-26 09:59:31.289374-03","0101000020E6100000D57D5B0B0E5A47C0A5A487A1D5C337C0","0101000020E6100000D57D5B0B0E5A47C0A5A487A1D5C337C0","35902913","2024","SP","3550308","São Paulo","Grajaú","355030830","CHRISTIANO ALTENFELDER SILVA DOUTOR","1","0","JULIA MAMEIA","45","RUA","JARDIM SANTA FE ZONA SUL","4859100","Catálogo de Escolas - agosto/2024","0","-23.7649785","-46.7035536","355030830001361"
"104593",8,"2025-08-26 09:59:31.289374-03","2025-08-26 09:59:31.289374-03","0101000020E610000073EDB02E135A47C0A4575E4DF9C337C0","0101000020E610000073EDB02E135A47C0A4575E4DF9C337C0","35925354","2024","SP","3550308","São Paulo","Grajaú","355030830","JOSE XAVIER CORTEZ","1","0","HIERAPOLIS","248","RUA","JARDIM SANTA FE ZONA SUL","4859090","Catálogo de Escolas - agosto/2024","0","-23.7655228","-46.7037104","355030830001361"
"104151",8,"2025-08-26 09:59:31.289374-03","2025-08-26 09:59:31.289374-03","0101000020E61000002E81A5040E5547C0729D90E744BC37C0","0101000020E61000002E81A5040E5547C0729D90E744BC37C0","35579397","2024","SP","3550308","São Paulo","Grajaú","355030830","CR P CONV SAN BENEDETTO","1","0","CANAL DE COCAIA","2760",NULL,"PARQUE RESIDENCIAL COCAIA","4849032","Catálogo de Escolas - agosto/2024","0","-23.7354264","-46.6644903","355030830001402"
"104399",8,"2025-08-26 09:59:31.289374-03","2025-08-26 09:59:31.289374-03","0101000020E6100000BE61ECCE245547C00D118134ADC037C0","0101000020E6100000BE61ECCE245547C00D118134ADC037C0","35925305","2024","SP","3550308","São Paulo","Grajaú","355030830","JOSE BENTO RENATO MONTEIRO LOBATO","1","0","PADRE HANS KLEIN","92",NULL,"JARDIM MONTE VERDE","4851000","Catálogo de Escolas - agosto/2024","0","-23.7526429","-46.6651858","355030830001407"
"104412",8,"2025-08-26 09:59:31.289374-03","2025-08-26 09:59:31.289374-03","0101000020E610000072E778BB145547C025B03907CFC037C0","0101000020E610000072E778BB145547C025B03907CFC037C0","35925317","2024","SP","3550308","São Paulo","Grajaú","355030830","MARIAZINHA CONGILIO","1","0","QUATRO","0","RUA","JARDIM MONTE VERDE","4851506","Catálogo de Escolas - agosto/2024","0","-23.753159","-46.6646952","355030830001407"
"104327",8,"2025-08-26 09:59:31.289374-03","2025-08-26 09:59:31.289374-03","0101000020E61000008C84B69C4B5947C0855A780371BF37C0","0101000020E61000008C84B69C4B5947C0855A780371BF37C0","35046361","2024","SP","3550308","São Paulo","Grajaú","355030830","ESTHER GARCIA PROFA EE","1","0","ANTONIO CARLOS BENJAMIM DOS SANTOS","858","AVENIDA","JARDIM MYRNA","4856070","Catálogo de Escolas - agosto/2024","0","-23.7478182","-46.69762","355030830001420"
"104315",8,"2025-08-26 09:59:31.289374-03","2025-08-26 09:59:31.289374-03","0101000020E6100000A68F0AAD985547C05B50CE064FBF37C0","0101000020E6100000A68F0AAD985547C05B50CE064FBF37C0","35224248","2024","SP","3550308","São Paulo","Grajaú","355030830","EMEI JOAO CANDIDO","1","0","DANIEL ALOMIA","310",NULL,"JARDIM SIPRAMAR","4851340","Catálogo de Escolas - agosto/2024","0","-23.7472996","-46.6687218","355030830001422"
"104317",8,"2025-08-26 09:59:31.289374-03","2025-08-26 09:59:31.289374-03","0101000020E6100000AF473C34875547C02F7DF9AE52BF37C0","0101000020E6100000AF473C34875547C02F7DF9AE52BF37C0","35207962","2024","SP","3550308","São Paulo","Grajaú","355030830","EMEF DAMIAO FREI","1","0","DANIEL ALOMIA","325",NULL,"JARDIM SIPRAMAR","4851340","Catálogo de Escolas - agosto/2024","0","-23.7473554","-46.6681886","355030830001422"
"104453",8,"2025-08-26 09:59:31.289374-03","2025-08-26 09:59:31.289374-03","0101000020E61000003F694D98D55547C062E7B7F990C137C0","0101000020E61000003F694D98D55547C062E7B7F990C137C0","35335587","2024","SP","3550308","São Paulo","Grajaú","355030830","CR P CONV JARDIM DAS ACACIAS","1","0","DONA BELMIRA MARIN","4826",NULL,"PARQUE BRASIL","4846000","Catálogo de Escolas - agosto/2024","0","-23.7561184","-46.6705809","355030830001436"
"104461",8,"2025-08-26 09:59:31.289374-03","2025-08-26 09:59:31.289374-03","0101000020E6100000B44588E1D95547C01ECBB379B9C137C0","0101000020E6100000B44588E1D95547C01ECBB379B9C137C0","35441600","2024","SP","3550308","São Paulo","Grajaú","355030830","CR P CONV JARDIM DO CEDRO","1","0","DOS BOIADEIROS","28",NULL,"JARDIM IDEAL","4846660","Catálogo de Escolas - agosto/2024","0","-23.75673638","-46.6707117","355030830001436"
"104370",8,"2025-08-26 09:59:31.289374-03","2025-08-26 09:59:31.289374-03","0101000020E61000003255D570365847C07EFD101B2CC037C0","0101000020E61000003255D570365847C07EFD101B2CC037C0","35036729","2024","SP","3550308","São Paulo","Grajaú","355030830","CARLOS DE MORAES ANDRADE PROF","1","0","BELMIRA MARIN DONA","2440","AVENIDA","PARQUE BRASIL","4846000","Catálogo de Escolas - agosto/2024","0","-23.750673","-46.6891614","355030830001442"
"104810",8,"2025-08-26 09:59:31.289374-03","2025-08-26 09:59:31.289374-03","0101000020E61000007F92AFC2B55747C0E5C8B192E2C837C0","0101000020E61000007F92AFC2B55747C0E5C8B192E2C837C0","35382700","2024","SP","3550308","São Paulo","Grajaú","355030830","CR P CONV MARIA DA CONCEICAO SANTANNA","1","0","ERWIN FUHRMANN","34","A","JARDIM VARGINHA","4857000","Catálogo de Escolas - agosto/2024","0","-23.78470723","-46.68523439","355030830001476"
"104699",8,"2025-08-26 09:59:31.289374-03","2025-08-26 09:59:31.289374-03","0101000020E61000000586AC6EF55847C04A9869FB57C637C0","0101000020E61000000586AC6EF55847C04A9869FB57C637C0","35292709","2024","SP","3550308","São Paulo","Grajaú","355030830","ESC PART A SEMENTINHA","1","0","GUSTAVO BACARISAS","65",NULL,"JARDIM ZILDA","4856382","Catálogo de Escolas - agosto/2024","0","-23.77478","-46.69499","355030830001489"
"104693",8,"2025-08-26 09:59:31.289374-03","2025-08-26 09:59:31.289374-03","0101000020E61000000D591796C35847C08C101E6D1CC637C0","0101000020E61000000D591796C35847C08C101E6D1CC637C0","35585497","2024","SP","3550308","São Paulo","Grajaú","355030830","EMEI JARDIM MYRNA","1","0","CARLOS ALBERTO BASTOS MACHADO","1120",NULL,"JARDIM MYRNA","4856080","Catálogo de Escolas - agosto/2024","0","-23.77387125","-46.69346882","355030830001490"
"104351",8,"2025-08-26 09:59:31.289374-03","2025-08-26 09:59:31.289374-03","0101000020E6100000F8135B62E15847C01E0EF904DCBF37C0","0101000020E6100000F8135B62E15847C01E0EF904DCBF37C0","35005273","2024","SP","3550308","São Paulo","Grajaú","355030830","CR P CONV ELVIRA MARTINS","1","0","CANDIDA RAMOS","220",NULL,"JARDIM REIMBERG","4845110","Catálogo de Escolas - agosto/2024","0","-23.74945098","-46.69437818","355030830001492"
"96720",8,"2025-08-26 09:59:31.289374-03","2025-08-26 09:59:31.289374-03","0101000020E610000085D9997C123547C01729F7AF6A8B37C0","0101000020E610000085D9997C123547C01729F7AF6A8B37C0","35101862","2024","SP","3550308","São Paulo","Guaianases","355030831","CR P CONV TEREZA DAVILA","1","0","EVALDO CALABREZ","102",NULL,"VILA PRINCESA ISABEL","8410070","Catálogo de Escolas - agosto/2024","0","-23.54459667","-46.41462667","355030831000086"
"96701",8,"2025-08-26 09:59:31.289374-03","2025-08-26 09:59:31.289374-03","0101000020E6100000246A58422D3547C0244B4112518B37C0","0101000020E6100000246A58422D3547C0244B4112518B37C0","35256500","2024","SP","3550308","São Paulo","Guaianases","355030831","CIEJA ROSA KAZUE INAKAKE DE SOUZA PROFA","1","0","DOUTOR MEIRA PENA","33",NULL,"VILA LOURDES","8410080","Catálogo de Escolas - agosto/2024","0","-23.5442058","-46.4154437","355030831000086"
"104489",8,"2025-08-26 09:59:31.289374-03","2025-08-26 09:59:31.289374-03","0101000020E61000006C6F22C08A5747C0CDF86B702AC237C0","0101000020E61000006C6F22C08A5747C0CDF86B702AC237C0","35007460","2024","SP","3550308","São Paulo","Grajaú","355030830","EMEF LIA - MARIA DOS REIS DE JESUS SOUZA SILVA PROFA","1","0","ALZIRO PINHEIRO MAGALHAES","899",NULL,"PARQUE SAO MIGUEL","4855000","Catálogo de Escolas - agosto/2024","0","-23.75846007","-46.68392183","355030830001505"
"98031",8,"2025-08-26 09:59:31.289374-03","2025-08-26 09:59:31.289374-03","0101000020E610000065B3D9475D3347C0FC7C4A84FC9037C0","0101000020E610000065B3D9475D3347C0FC7C4A84FC9037C0","35303148","2024","SP","3550308","São Paulo","Itaim Paulista","355030836","CR P CONV LAPIS DE COR","1","0","TIBURCIO DE SOUZA","1550",NULL,"ITAIM","8140000","Catálogo de Escolas - agosto/2024","0","-23.5663531","-46.4012842","355030831000089"
"104808",8,"2025-08-26 09:59:31.289374-03","2025-08-26 09:59:31.289374-03","0101000020E61000003B408B00025747C01941BEDFC3C837C0","0101000020E61000003B408B00025747C01941BEDFC3C837C0","35580703","2024","SP","3550308","São Paulo","Grajaú","355030830","CR P CONV TIA EMMA","1","0","HENRIQUE ALBERTUS","15",NULL,"JARDIM VARGINHA","4857015","Catálogo de Escolas - agosto/2024","0","-23.7842388","-46.6797486","355030830001547"
"104252",8,"2025-08-26 09:59:31.289374-03","2025-08-26 09:59:31.289374-03","0101000020E6100000E99FBF54DC5547C0C642DFA31FBE37C0","0101000020E6100000E99FBF54DC5547C0C642DFA31FBE37C0","35917394","2024","SP","3550308","São Paulo","Grajaú","355030830","ANIZ BADRA DOUTOR","1","0","MARIO DAVID ANDREAZZA MINISTRO","112","RUA","PARQUE RESIDENCIAL COCAIA","4849080","Catálogo de Escolas - agosto/2024","0","-23.74267029","-46.67078647","355030830001552"
"104254",8,"2025-08-26 09:59:31.289374-03","2025-08-26 09:59:31.289374-03","0101000020E61000009C14E63DCE5547C03238EFA42ABE37C0","0101000020E61000009C14E63DCE5547C03238EFA42ABE37C0","35904594","2024","SP","3550308","São Paulo","Grajaú","355030830","WASHINGTON ALVES NATEL","1","0","MINISTRO MARIO DAVID ANDREAZZA","50","RUA","PARQUE RESIDENCIAL COCAIA","4849080","Catálogo de Escolas - agosto/2024","0","-23.7428382","-46.6703565","355030830001552"
"104257",8,"2025-08-26 09:59:31.289374-03","2025-08-26 09:59:31.289374-03","0101000020E61000008A6E20D1C25547C0302FC03E3ABE37C0","0101000020E61000008A6E20D1C25547C0302FC03E3ABE37C0","35184470","2024","SP","3550308","São Paulo","Grajaú","355030830","CEI INDIR PARQUE RESIDENCIAL COCAIA - GRAJAU","1","0","OSCAR FENNER","S/N",NULL,"PARQUE RESIDENCIAL COCAIA","4849360","Catálogo de Escolas - agosto/2024","0","-23.74307625","-46.67000784","355030830001552"
"104251",8,"2025-08-26 09:59:31.289374-03","2025-08-26 09:59:31.289374-03","0101000020E6100000E27A6F67BA5547C0C81462E41BBE37C0","0101000020E6100000E27A6F67BA5547C0C81462E41BBE37C0","35472505","2024","SP","3550308","São Paulo","Grajaú","355030830","ILDA VIEIRA VILELA","1","0","CANAL DE COCAIA","SN","ESTRADA","PARQUE RESIDENCIAL COCAIA","4849032","Catálogo de Escolas - agosto/2024","0","-23.7426131","-46.6697511","355030830001552"
"104357",8,"2025-08-26 09:59:31.289374-03","2025-08-26 09:59:31.289374-03","0101000020E61000000D2950D54E5A47C02A204839F3BF37C0","0101000020E61000000D2950D54E5A47C02A204839F3BF37C0","35585993","2024","SP","3550308","São Paulo","Grajaú","355030830","CR P CONV JARDIM ICARAI","1","0","LAGOA DA TOCHA","833",NULL,"JARDIM DOS MANACAS","4844080","Catálogo de Escolas - agosto/2024","0","-23.74980505","-46.7055308","355030830001572"
"98059",8,"2025-08-26 09:59:31.289374-03","2025-08-26 09:59:31.289374-03","0101000020E61000005B9A5B21AC3247C03012DA722E9137C0","0101000020E61000005B9A5B21AC3247C03012DA722E9137C0","35439277","2024","SP","3550308","São Paulo","Guaianases","355030831","CR P CONV IGEVE GUAIANASES RABACAL","1","0","ALFREDO DA RESSURREICAO RABACAL","178",NULL,"CONJUNTO HABITACIONAL JUSCE","8465080","CEM 2022","0","-23.567115","-46.395878","355030831000109"
"97306",8,"2025-08-26 09:59:31.289374-03","2025-08-26 09:59:31.289374-03","0101000020E61000003E3E213B6F3547C0CC6262F3718D37C0","0101000020E61000003E3E213B6F3547C0CC6262F3718D37C0","35573905","2024","SP","3550308","São Paulo","Guaianases","355030831","COLEGIO MUNDO ATUAL UNIDADE II","1","0","FRANCISCO PINHEIRO PROFESSOR","300","RUA","VILA PRINCESA ISABEL","8410020","CEM 2022","0","-23.55252","-46.417457","355030831000033"
