"idx_df1","endereco_df1","numero_df1","complemento_df1","bairro_df1","idx_df2","cod_unico_df2","endereco_df2","numero_df2","complemento_df2","bairro_df2","similaridade_logradouro","similaridade_numero","similaridade_bairro","similaridade_final","latitude_verdadeira","longitude_verdadeira","cd_setor_verdadeiro","latitude_resultante","longitude_resultante","cd_setor_resultante","med_lat","med_lon","dist_mediana","desvio_metros","rn","distancia_metros_setor","setor_correspondente","setor_vizinho_verdadeiro"
3465,"ARNALDO DANIEL","100.0",NULL,"JARDIM GUARUJA",938141,"61127422","RUA PADRE ARNALDO DANTE","103.0",NULL,"JARDIM SANTA CRUZ","100.0","97.09","64.52","89.42","-23.6954077","-46.7895455","355030843000042","-23.640152","-46.596517","355030868000459","-23.640152","-46.596517","0","20596.2585831","1","20518.36989818",False,False
3466,"ARNALDO DANIEL",NULL,NULL,"JARDIM GUARUJA",969967,"61127418","RUA PADRE ARNALDO DANTE","137.0",NULL,"JARDIM SANTA CRUZ","100.0",NULL,"64.52","100.0","-23.695302","-46.7893487","355030843000042","-23.640284","-46.596447","355030868000459","-23.640275000000003","-46.596433","1.74219691","20576.05742572","1","20520.90003857",False,False
3467,"JOSE ALVES DA SILVA","870.0",NULL,"PARQUE NOVO SANTO AMARO",2926513,"60570609","RUA  JOSE ALVES DA SILVA","812.0",NULL,"PARQUE NOVO SANTO AMARO","100.0","93.33","100.0","88.67","-23.697642","-46.7848989","355030843000044","-23.697715","-46.784156","355030843000045","-23.69772","-46.784156","0.5559754","76.07561759","1","65.36649661",False,True
3468,"AGOSTINIANOS","26.0",NULL,"PARQUE SANTO AMARO",1921888,"203840078","RUA  AGOSTINIANOS","26.0",NULL,"PARQUE NOVO SANTO AMARO","100.0","100.0","100.0","90.0","-23.697605","-46.784309","355030843000045","-23.697387","-46.784391","355030843000045","-23.697387","-46.784391","0","25.63809242","1","0",True,NULL
3469,"PADRE MARCELINO DUARTE","249.0",NULL,"PARQUE NOVO SANTO AMARO",662642,"60570725","RUA PADRE MARCELINO DUARTE","259.0",NULL,"PQ NOVO STO AMARO","100.0","96.14","95.45","89.23","-23.6966","-46.7825","355030843000046","-23.696519","-46.7821","355030843000046","-23.696519","-46.7821","0","41.71196295","1","0",True,NULL
3470,"RENE CASTERA","561.0",NULL,"CHACARA DA ENSEADA",2321014,"60148976","RUA  RENE CASTERA","601.0",NULL,"JARDIM HORIZONTE AZUL","100.0","93.34","30.77","88.67","-23.75036252","-46.77553773","355030843000307","-23.750623","-46.776999","355030843000307","-23.750623","-46.776999","0","151.51889589","1","0",True,NULL
3471,"RENE CASTERA","601.0",NULL,"CHACARA DA ENSEADA",2321014,"60148976","RUA  RENE CASTERA","601.0",NULL,"JARDIM HORIZONTE AZUL","100.0","100.0","30.77","90.0","-23.7504023362527","-46.77659165161631","355030843000307","-23.750623","-46.776999","355030843000307","-23.750623","-46.776999","0","48.17570981","1","0",True,NULL
3472,"JOAO RODRIGUES PALHETA","34.0",NULL,"JARDIM ARACATI",1792474,"60626321","RUA  JOAO RODRIGUES PALHETA","33.0",NULL,"JARDIM ARACATI","100.0","97.06","100.0","89.41","-23.71803365","-46.76879531","355030843000058","-23.718549","-46.767747","355030843000099","-23.718549","-46.767747","0","121.13283706","1","61.50957556",False,True
3473,"SANTA RITA DO SAPUCAI","215.0",NULL,"JARDIM TUPI",265049,"60636263","RUA SANTA RITA DO SAPUCAI","208.0",NULL,"JARDIM TUPI","100.0","96.74","100.0","89.35","-23.68954966","-46.76941616","355030843000135","-23.68942","-46.769455","355030843000816","-23.68942","-46.769455","0","14.95015316","1","0",False,True
3474,"DIAMANTE VERDE","180.0",NULL,"PARQUE INDEPENDENCIA",1026610,"60642150","RUA  DIAMANTE VERDE","180.0",NULL,"PARQUE INDEPENDENCIA","100.0","100.0","100.0","90.0","-23.6861477","-46.7882171","355030843000148","-23.686273","-46.788239","355030843000148","-23.686273","-46.788239","0","14.11008088","1","0",True,NULL
3475,"DIAMANTE VERDE","158.0",NULL,"PARQUE INDEPENDENCIA",1027579,"222941761","RUA  DIAMANTE VERDE","158.0",NULL,"PARQUE INDEPENDENCIA","100.0","100.0","100.0","90.0","-23.68643916","-46.78779641","355030843000148","-23.686306","-46.787968","355030843000148","-23.686306","-46.787968","0","22.90267116","1","0",True,NULL
3476,"ESTRADA DO MBOI MIRIM","4153.0",NULL,"JARDIM DIONISIO",168287,"59857642","ESTRADA  DO M BOI MIRIM","9422.0",NULL,"JD CAPELA","89.75","44.08","63.16","71.64","-23.682539","-46.768142","355030843000175","-23.736021","-46.788727","355030843000862","-23.736021","-46.788727","0","6305.41338315","1","6135.8189294",False,NULL
