"idx_df1","endereco_df1","numero_df1","complemento_df1","bairro_df1","idx_df2","cod_unico_df2","endereco_df2","numero_df2","complemento_df2","bairro_df2","similaridade_logradouro","similaridade_numero","similaridade_bairro","similaridade_final","latitude_verdadeira","longitude_verdadeira","cd_setor_verdadeiro","latitude_resultante","longitude_resultante","cd_setor_resultante","med_lat","med_lon","dist_mediana","desvio_metros","rn","distancia_metros_setor","setor_correspondente","setor_vizinho_verdadeiro"
"0","ROLIM DE MOURA DO GUAPORE",NULL,"ZONA RURAL",NULL,"101124","92554519","RUA  ROLIM DE MOURA SETOR 03","1845",NULL,"SETOR 03","22.85","15.44","11.33","19.08","-13.08366621","-62.27693003","110001530000001","-10.203584","-63.828227","110045205000003","-10.203584","-63.828227","0","362073.06305253","1","359800.15932617",False,False
"1","RUA AIRTON SENNA JARDIM DOS ESTADOS","4193","ESCOLA","JARDIM DOS ESTADOS","843444","1291069","RUA  AIRTON SENNA JARDIM NOVO ESTADO","3883",NULL,"JARDIM NOVO ESTADO","100","17.69","19.56","42.7","-10.4420037","-62.4656261","110011405000011","-10.419149","-62.479087","110011405000043","-10.419149","-62.479087","0","2936.88518408","1","2505.38548001",False,False
"2","BR 364 LINHA 619 KM 01 ZONA RURAL",NULL,"ZONA RURAL","ZONA RURAL","419930","110252886","RODOVIA  BR 364 BR 364 SAIDA PARA JARU","1","CASA","BR 364 SAIDA PARA JARU","28.52","16.07","11.77","21.98","-10.442004","-62.4656275","110011405000011","-10.699034","-62.26201","110015505000049","-10.698143","-62.2631775","161.51873251","36224.55230244","1","36071.78553305",False,False
"3","RUA RAIMUNDO BARRETO SETOR 07","890",NULL,"SETOR 07","951523","1283574","RUA  RAIMUNDO BARRETO SETOR 07","890",NULL,"SETOR 07","100","22.45","100","59.14","-10.4420014","-62.4656282","110011405000011","-10.450638","-62.477101","110011405000019","-10.450638","-62.477101","0","1579.9441282","1","1410.5494351",False,False
"4","RUA PIAUI DISTRITO DE BOM JESUS",NULL,NULL,"DISTRITO DE BOM JESUS","864146","91954647","RUA  PIAUI NOVO CACOAL","281",NULL,"NOVO CACOAL","100","14.04","12.33","34.07","-10.4420038","-62.4656369","110011405000011","-11.423059","-61.46321","110004905000021","-11.423059","-61.46321","0","154523.50805727","1","154105.93821095",False,False
"5","AVENIDA BRASIL SETOR 05","2633","EM FRENTE A IGREJA","SETOR 05","924487","1287027","AVENIDA  BRASIL SETOR 05","2633",NULL,"SETOR 05","100","25.43","100","63.03","-10.4420004","-62.4656477","110011405000011","-10.429914","-62.474921","110011405000029","-10.429914","-62.474921","0","1683.61857208","1","1259.60033867",False,False
"6","RUA OSVALDO CRUZ SETOR 04","2675","BAIRRO NOVO HORIZONT","SETOR 04","910498","1285312","RUA  OSVALDO CRUZ SETOR 04","2815",NULL,"SETOR 04","100","17.33","100","51.18","-10.4420068","-62.465645","110011405000011","-10.433884","-62.485909","110011405000024","-10.433884","-62.485909","0","2392.97283296","1","1953.26879501",False,False
"7","RUA MARGARETE FERREIRA COSTA JARDIM BELA VISTA","1254","SETOR 08","JARDIM BELA VISTA","548980","180232587","RUA  MARGARETE FERREIRA COSTA LINHA 608","2265",NULL,"LINHA 608","100","13.87","10.89","32.67","-10.4420132","-62.4656624","110011405000011","-10.459542","-62.45255","110011405000046","-10.459542","-62.45255","0","2419.70496592","1","2382.1061161",False,False
"8","LINHA 627 KM 90 JARU UARU ZONA RURAL",NULL,"JARU UARU","ZONA RURAL","43589","1292475","LINHA  627 LINHA 627","1",NULL,"LINHA 627","25.82","16.07","10.65","20.43","-10.4420036","-62.465758","110011405000011","-10.466337","-62.460967","110011405000052","-10.466337","-62.460967","0","2756.00614469","1","2651.20230115",False,False
"9","LINHA 617 ZONA RURAL",NULL,NULL,"ZONA RURAL","308201","110250335","LINHA  617 RESIDENCIAL JARDIM PRIMAVERA JARU RO","1",NULL,"RESIDENCIAL JARDIM PRIMAVERA JARU RO","100","16.07","11.12","35.17","-10.4418868","-62.4657928","110011405000011","-10.349313","-62.612391","110011405000058","-10.349266","-62.611864","57.88285321","19053.39601012","1","18609.36623038",False,False
"10","AVENIDA RIO BRANCO CENTRO","1253","SETOR 02","CENTRO","355434","1324866","RUA  RIO BRANCO CENTRO","1245",NULL,"CENTRO","100","16.26","100","49.26","-10.4418784","-62.4656997","110011405000011","-13.192098","-60.807246","110005605000008","-13.192098","-60.807246","0","355098.1194814","1","353800.87038779",False,NULL
"11","RUA GOIAS SETOR 02","3143",NULL,"SETOR 02","378139","1280830","RUA  GOIAS SETOR 02","3143",NULL,"SETOR 02","100","25.97","100","63.69","-10.441434","-62.4649284","110011405000011","-10.441486","-62.464715","110011405000011","-10.441486","-62.464715","0","24.0417625","1","0",True,NULL
"12","AVENIDA PADRE ADOLPHO RHOL SETOR 02","1260","CENTRO","SETOR 02","691846","215117381","RUA PADRE ADOLPHO RHOL ERNANDES GONCALVES","0",NULL,"ERNANDES GONCALVES","100","14.64","12.12","34.58","-10.4395948","-62.4670841","110011405000011","-11.164798","-61.912081","110025405000009","-11.164765","-61.912081","3.66943763","100883.04198125","1","100237.26734207",False,NULL
"13","RUA RIO DEJANEIRO SETOR 03","2436",NULL,"SETOR 03","77891","1197580","TRAVESSA  CAJUEIRO SETOR 01","3358",NULL,"SETOR 01","18.66","13.4","26.16","17.77","-10.4431285","-62.4706698","110011405000016","-9.913751","-63.03536","110002305000002","-9.913751","-63.03536","0","85349.39502585","1","84987.04012454",False,NULL
"14","RUA RIO DE JANEIRO LIBERDADE","2315","ESCOLA","LIBERDADE","3747","1234761","RUA  RIO DE JANEIRO LIBERDADE","3493","CASA","LIBERDADE","100","15.09","100","47.05","-10.4451256","-62.4731878","110011405000016","-11.531263","-61.006012","110009805000011","-11.531263","-61.006012","0","200583.71570371","1","199946.16655325",False,False
"15","RUA FLORIANOPOLIS SETOR 2","3045","ENFRENTE CEF","SETOR 2","445732","215173975","RUA  FLORIANOPOLIS SETOR 02","3045",NULL,"SETOR 02","100","24.65","19.37","49.32","-10.4419201","-62.4701933","110011405000017","-10.438738","-62.467621","110011405000010","-10.438738","-62.467621","0","452.02147657","1","191.76234627",False,True
"16","RUA FLORIANOPOLIS JARDIM ESPERANCA - SETOR 07","1175","ESCOLA","JARDIM ESPERANCA - SETOR 07","322235","91976418","RUA  FLORIANOPOLIS SETOR 07","1175",NULL,"SETOR 07","100","26.82","16.61","48.83","-10.4497374","-62.4816736","110011405000019","-10.449599","-62.481634","110011405000020","-10.449599","-62.481634","0","15.9870276","1","4.02344777",False,True
"17","AVENIDA DOM PEDRO I JARDIM NOVO HORIZONTE","1625","PREDIO","JARDIM NOVO HORIZONTE","285448","1170734","RUA DOM PEDRO I JARDIM CLODOALDO","2518",NULL,"JARDIM CLODOALDO","100","12.47","16.3","34.28","-10.4361996","-62.4843056","110011405000024","-11.426369","-61.45423","110004905000044","-11.426369","-61.45423","0","157383.51317635","1","157010.55956505",False,False
"18","RUA MINAS GERAIS JARDIM NOVO HORIZONTE","1640","PREDIO","JARDIM NOVO HORIZONTE","910429","1285093","RUA  MINAS GERAIS SETOR 04","1640",NULL,"SETOR 04","100","21.7","11.91","40.62","-10.43545","-62.48526","110011405000024","-10.435345","-62.485398","110011405000024","-10.435345","-62.485398","0","19.08031924","1","0",True,NULL
"19","AVENIDA PADRE ADOLPHO ROHL CENTRO","2600",NULL,"CENTRO","924704","1287167","AVENIDA PADRE ADOLPHO ROHL SETOR 05","2600","TERREO","SETOR 05","100","23.83","9.82","39.1","-10.42975845","-62.47397966666671","110011405000029","-10.429746","-62.473865","110011405000029","-10.429746","-62.473865","0","12.61588846","1","0",True,NULL
"20","LINHA 625 KM 95 ZONA RURAL",NULL,"AREA INDIGENA","ZONA RURAL","27110","91978777","LINHA  625 LINHA 625","2",NULL,"LINHA 625","34.56","14.9","10.62","23.2","-10.43222","-62.479298","110011405000029","-10.444215","-62.501759","110011405000053","-10.444215","-62.501759","0","2794.99561202","1","2728.78089971",False,NULL
"21","RUA PLACIDO DE CASTRO SETOR 05","2648","ZONA URBANA","SETOR 05","924935","1287347","RUA  PLACIDO DE CASTRO SETOR 05","2648",NULL,"SETOR 05","100","26.64","100","64.49","-10.4284942","-62.4703373","110011405000029","-10.427424","-62.470974","110011405000029","-10.427424","-62.470974","0","137.87446404","1","0",True,NULL
"22","RUA PLACIDO DE CASTRO SETOR 5","2526",NULL,"SETOR 5","924934","1287346","RUA  PLACIDO DE CASTRO SETOR 05","2526",NULL,"SETOR 05","100","26.4","22.1","52.36","-10.4282432","-62.4702714","110011405000029","-10.428302","-62.470374","110011405000029","-10.428302","-62.470374","0","12.9861933","1","0",True,NULL
"23","RUA ONOFRE DUARTE DE OLIVEIRA JARDIM ELDORADO","3290","SETOR 06","JARDIM ELDORADO","763897","91977813","RUA  ONOFRE DUARTE DE OLIVEIRA SETOR 06","3290",NULL,"SETOR 06","100","24.86","11.04","41.49","-10.4208145","-62.4764248","110011405000031","-10.420735","-62.476669","110011405000031","-10.420735","-62.476669","0","28.13101757","1","0",True,NULL
"24","RUA RIO GRANDE DO NORTE SETOR 5","3267",NULL,"SETOR 5","263224","180239103","RUA  RIO GRANDE DO NORTE SETOR 05","3264",NULL,"SETOR 05","100","20.16","22.1","46.63","-10.4317737","-62.4615126","110011405000034","-10.427141","-62.472388","110011405000028","-10.427141","-62.472388","0","1296.08055381","1","697.67756697",False,False
"25","RUA OSEIAS FEITOSA DOS SANTOS JARDIM BELA VISTA","3044",NULL,"JARDIM BELA VISTA","81382","98272135","RUA  OZEIAS FEITOSA SANTOS SETOR 08","3214",NULL,"SETOR 08","21.73","15.43","11.4","18.54","-10.4519516","-62.4589882","110011405000036","-10.450939","-62.457855","110011405000036","-10.450939","-62.457855","0","167.43055033","1","0",True,NULL
"26","AVENIDA SETE DE SETEMBRO CENTRO","1561",NULL,"CENTRO","272381","220648073","RUA  SETE DE SETEMBRO CENTRO","1485",NULL,"CENTRO","100","15.51","100","47.86","-8.7630207","-63.8965597","110020505060022","-9.189193","-63.185538","110110405000002","-9.189197499999999","-63.1855385","0.50337884","91346.97242192","1","91133.88343867",False,False
"27","RUA GOVERNADOR JORGE TEIXEIRA NOVA BRASILIA","827","ENTRE T- 7 E T- 8","NOVA BRASILIA","864503","1313231","RUA GOVERNADOR JORGE TEIXEIRA NOVA BRASILIA","827",NULL,"NOVA BRASILIA","100","23.91","100","61.11","-10.8818652","-61.9226544","110012205000044","-10.882036","-61.923118","110012205000044","-10.882036","-61.923118","0","54.06844414","1","0",True,NULL
"28","RUA GOIAS SETOR 2","3875","PROXIMO AO BB","SETOR 2","889664","219117738","RUA  GOIAS SETOR 02","3875",NULL,"SETOR 02","100","23.79","19.37","48.61","-10.43778785","-62.4591394166667","110011405000074","-10.437907","-62.45913","110011405000012","-10.437907","-62.45913","0","13.28885213","1","0",False,NULL
"29","RUA TAPAJOS SETOR 2","3647",NULL,"SETOR 2","890043","1281391","RUA  TAPAJOS SETOR 02","3647",NULL,"SETOR 02","100","24.07","19.37","48.84","-10.4403951","-62.4598012","110011405000074","-10.44048","-62.459667","110011405000012","-10.44048","-62.459667","0","17.44956753","1","0",False,NULL
"30","RUA JOSE ZUPELLI DISTRITO DE BOM JESUS",NULL,"LINHA 610 KM 30","DISTRITO DE BOM JESUS","244640","1294476","RUA  JOSE ZUPPELLI BOM JESUS","920",NULL,"BOM JESUS","15.72","12.07","19.08","15.07","-10.31709988","-62.24033631","110011410000001","-10.31769","-62.240317","110011410000001","-10.31769","-62.240317","0","65.65243491","1","0",True,NULL
"31","AREA RURAL AREA RURAL DE JI-PARANA",NULL,"TI IGARAPE LOURDES","AREA RURAL DE JI-PARANA","76429","1177770","RUA  RURAL TEIXEIRAO","1434",NULL,"TEIXEIRAO","22.56","12.36","12.47","18.11","-10.7124098442755","-61.5988298380451","110012205000182","-11.42308","-61.432757","110004905000095","-11.42308","-61.432757","0","81074.51916319","1","80244.38615745",False,False
"32","RUA MAGNOLIA PRIMAVERA","2536","LT 01 QUADRA 04","PRIMAVERA","555027","108647642","RUA  MAGNOLIA JARDIM PRIMAVERA","2670",NULL,"JARDIM PRIMAVERA","100","15.76","19.9","40.46","-10.4612318","-62.4507881","110011405000060","-10.461886","-62.449935","110011405000060","-10.461886","-62.449935","0","118.29413832","1","0",True,NULL
"33","LINHA 623 KM 2 ZONA RURAL",NULL,NULL,"ZONA RURAL","27021","110622051","LINHA  623 RO 463","1",NULL,"RO 463","30.96","16.07","10.91","22.61","-10.4309926","-62.52225449","110011405000070","-10.41074","-62.521523","110011405000053","-10.41074","-62.521523","0","2253.40986431","1","0",False,NULL
"34","AVENIDA VEREADOR OTAVIANO PEREIRA NETO SETOR 2","874",NULL,"SETOR 2","894882","215176317","AVENIDA VEREADOR OTAVIANO PEREIRA NETO SETOR 02","845",NULL,"SETOR 02","100","16.51","19.37","41.19","-10.4358767","-62.4524526","110011405000072","-10.435724","-62.454101","110011405000035","-10.435724","-62.454101","0","181.05992118","1","0",False,NULL
"35","LINHA 630 KM 25",NULL,"ZONA URBANA",NULL,"581028","110644524","LINHA  635 TRIUNFO","1",NULL,"TRIUNFO","28.89","16.07","11.35","21.99","-10.6523084","-62.5851363","110011420000001","-9.130757","-63.455135","110110405000015","-9.130757","-63.455135","0","194182.17896976","1","192679.43655466",False,False
"36","AV MARECHAL RONDON CENTRO","761",NULL,"CENTRO","250178","1298848","AVENIDA MARECHAL RONDON CENTRO","761",NULL,"CENTRO","100","26.32","100","64.1","-10.8804866666667","-61.9480166666667","110012205000002","-10.880205","-61.947983","110012205000002","-10.880205","-61.947983","0","31.53496601","1","0",True,NULL
"37","RUA ALMIRANTE BARROSO CENTRO","1422",NULL,"CENTRO","250506","1299100","RUA ALMIRANTE BARROSO CENTRO","1422",NULL,"CENTRO","100","26.58","100","64.42","-10.8786152","-61.9482849","110012205000002","-10.878341","-61.948782","110012205000002","-10.878341","-61.948782","0","62.25858207","1","0",True,NULL
"38","AVENIDA DOIS DE ABRIL DOIS DE ABRIL","2030",NULL,"DOIS DE ABRIL","725921","1300078","AVENIDA  DOIS DE ABRIL DOIS DE ABRIL","2030",NULL,"DOIS DE ABRIL","100","24.21","100","61.5","-10.8745367","-61.958715","110012205000004","-10.874684","-61.960124","110012205000004","-10.874684","-61.960124","0","154.72973232","1","0",True,NULL
"39","AVENIDA DOIS DE ABRIL DOIS DE ABRIL","2004",NULL,"DOIS DE ABRIL","725920","1300077","AVENIDA  DOIS DE ABRIL DOIS DE ABRIL","2004",NULL,"DOIS DE ABRIL","100","18.28","100","52.79","-10.87414","-61.9587633","110012205000004","-10.87511","-61.959435","110012205000004","-10.87511","-61.959435","0","130.43624116","1","0",True,NULL
"40","RUA DAS FLORES DOIS DE ABRIL","481",NULL,"DOIS DE ABRIL","726111","1300092","RUA  DAS FLORES DOIS DE ABRIL","481",NULL,"DOIS DE ABRIL","100","22.13","100","58.7","-10.8733617","-61.9605317","110012205000004","-10.873381","-61.961005","110012205000004","-10.873381","-61.961005","0","51.72829893","1","0",True,NULL
"41","RUA DA PAZ HABITAR BRASIL","4037",NULL,"HABITAR BRASIL","803658","1245119","RUA  DA PAZ HABITAR BRASIL","4037",NULL,"HABITAR BRASIL","100","26.68","100","64.53","-10.8834227","-61.8937225","110012205000272","-10.884101","-61.893882","110012205000081","-10.884101","-61.893882","0","77.40840076","1","0",False,NULL
"42","RUA FRANCISCO BENITES LOPES JARDIM AURELIO BERNARDI","435","SENAI","JARDIM AURELIO BERNARDI","365136","91981092","RUA  FRANCISCO BENITES LOPES JARDIM AURELIO BERNARDI","435",NULL,"JARDIM AURELIO BERNARDI","100","21.34","100","57.56","-10.8625411","-61.965967","110012205000006","-10.862541","-61.96577","110012205000006","-10.862541","-61.96577","0","21.51293492","1","0",True,NULL
"43","RUA MONTE CASTELO JARDIM DOS MIGRANTES","395",NULL,"JARDIM DOS MIGRANTES","456464","91982304","RUA  MONTE CASTELO JARDIM DOS MIGRANTES","395",NULL,"JARDIM DOS MIGRANTES","100","20.08","100","55.68","-10.8746089","-61.9623471","110012205000020","-10.874365","-61.96248","110012205000020","-10.874365","-61.96248","0","30.75925664","1","0",True,NULL
"44","RUA TRES IRMAOS PARQUE SAO PEDRO","407",NULL,"PARQUE SAO PEDRO","291933","1301567","RUA  TRES IRMAOS PARQUE SAO PEDRO","407",NULL,"PARQUE SAO PEDRO","100","21.39","100","57.63","-10.8626196","-61.936342","110012205000007","-10.862257","-61.93632","110012205000007","-10.862257","-61.93632","0","40.39084876","1","0",True,NULL
"45","RUA TRES IRMAOS PARQUE SAO PEDRO","471","CRECHE","PARQUE SAO PEDRO","291945","1301585","RUA  TRES IRMAOS PARQUE SAO PEDRO","631",NULL,"PARQUE SAO PEDRO","100","16.66","100","49.98","-10.8620961","-61.9368039","110012205000007","-10.861285","-61.937814","110012205000007","-10.861285","-61.937814","0","142.48403692","1","0",True,NULL
"46","AVENIDA SAO PAULO NOVA BRASILIA","1627",NULL,"NOVA BRASILIA","539432","1315537","RUA SAO PAULO NOVA BRASILIA","1134",NULL,"NOVA BRASILIA","100","15.96","100","48.7","-10.8832026","-61.9146324","110012205000046","-10.884004","-61.919535","110012205000051","-10.884004","-61.919535","0","542.70538113","1","214.56294891",False,True
"47","RUA ALMIRANTE BARROSO SANTA BARBARA","1483",NULL,"SANTA BARBARA","824326","1359058","RUA ALMIRANTE BARROSO SANTA BARBARA","1486",NULL,"SANTA BARBARA","100","17.96","100","52.26","-8.765205","-63.8961767","110020505060023","-8.765418","-63.89598","110020505060085","-8.765418","-63.89598","0","32.06612623","1","0",False,True
"48","RUA JAMIL VILAS BOAS DUQUE DE CAXIAS","106",NULL,"DUQUE DE CAXIAS","378691","1302517","RUA  JAMIL VILAS BOAS DUQUE DE CAXIAS","0",NULL,"DUQUE DE CAXIAS","100","14.43","100","45.75","-10.8822011","-61.9379811","110012205000010","-10.881929","-61.938638","110012205000010","-10.881777","-61.9384845","23.80367016","77.85055964","1","0",True,NULL
"49","RODOVIA PASTOR SEVERO ANTONIO DE ARAUJO ECOVILLE","1601",NULL,"ECOVILLE","61716","1195365","RODOVIA PASTOR SEVERO ANTONIO DE ARAUJO FILADELFIA","0","BARRACAO 1","FILADELFIA","100","13.81","9.97","31.73","-10.873238","-61.950265","110012205000013","-12.33392","-62.103447","110001515000002","-12.33392","-62.103447","0","163275.34839264","1","162256.15114726",False,False
"50","RUA ABILIO FREIRE DOS SANTOS CASA PRETA","611",NULL,"CASA PRETA","38002","1303940","RUA  ABILIO FREIRE DOS SANTOS CASA PRETA","611",NULL,"CASA PRETA","100","24.4","100","61.74","-10.8684583022701","-61.95548378596511","110012205000014","-10.868601","-61.9553","110012205000014","-10.868601","-61.9553","0","25.58430036","1","0",True,NULL
"51","RUA SEIS DE MAIO CASA PRETA","1701",NULL,"CASA PRETA","796176","215247779","RUA  SEIS DE MAIO CASA PRETA","1701",NULL,"CASA PRETA","100","19.85","100","55.33","-10.87702","-61.9471917","110012205000016","-10.877016","-61.946681","110012205000016","-10.877016","-61.946681","0","55.76888716","1","0",True,NULL
"52","AVENIDA TRANSCONTINENTAL CASA PRETA","710",NULL,"CASA PRETA","796081","91982256","AVENIDA  TRANSCONTINENTAL CASA PRETA","580","FRENTE","CASA PRETA","100","12.9","100","42.55","-10.8778621","-61.9460896","110012205000016","-10.87848","-61.945245","110012205000016","-10.87848","-61.945245","0","115.00727694","1","0",True,NULL
"53","RUA BELGICA JARDIM SAO CRISTOVAO","500",NULL,"JARDIM SAO CRISTOVAO","78915","217440415","RUA  BELGICA JARDIM SAO CRISTOVAO","0",NULL,"JARDIM SAO CRISTOVAO","100","15.85","100","48.49","-10.90603357","-61.92843394","110012205000017","-10.905645","-61.928364","110012205000017","-10.905645","-61.928364","0","43.87673221","1","0",True,NULL
"54","RUA MIGUEL LUIS DOS SANTOS JARDIM DAS SERINGUEIRAS","2146","ESCOLA","JARDIM DAS SERINGUEIRAS","550267","180235450","AVENIDA  MIGUEL LUIS DOS SANTOS JARDIM DAS SERINGUEIRAS","2236",NULL,"JARDIM DAS SERINGUEIRAS","100","16.97","100","50.55","-10.9111367","-61.915655","110012205000018","-10.912111","-61.915201","110012205000018","-10.912111","-61.915201","0","119.13922838","1","0",True,NULL
"55","RUA LEOMAR JOSE BARATELA CENTRO","456","ZONA URBANA","CENTRO","45155","1295733","RUA  LEOMAR JOSE BARATELA CENTRO","2406","CASA","CENTRO","100","14.28","100","45.44","-10.8585565","-62.8000017","110011425000020","-10.857237","-62.80088","110011425000001","-10.857237","-62.80088","0","175.29077698","1","99.61144091",False,True
"56","RUA DAS PEDRAS JARDIM DOS MIGRANTES","491",NULL,"JARDIM DOS MIGRANTES","956369","215181334","RUA  DAS PEDRAS JARDIM DOS MIGRANTES","491",NULL,"JARDIM DOS MIGRANTES","100","23.59","100","60.68","-10.8788969","-61.96891287","110012205000021","-10.878629","-61.968937","110012205000021","-10.878629","-61.968937","0","29.905467","1","0",True,NULL
"57","RUA RIO AMAZONAS JARDIM DOS MIGRANTES","151",NULL,"JARDIM DOS MIGRANTES","120511","1307026","RUA  RIO AMAZONAS JARDIM DOS MIGRANTES","151",NULL,"JARDIM DOS MIGRANTES","100","19.92","100","55.44","-10.88192352","-61.9681325","110012205000024","-10.880924","-61.969158","110012205000024","-10.880924","-61.969158","0","157.77218465","1","0",True,NULL
"58","RUA SANTA IZABEL JARDIM DOS MIGRANTES","81",NULL,"JARDIM DOS MIGRANTES","802805","215231307","RUA SANTA IZABEL SAO LUIS","0",NULL,"SAO LUIS","100","15.97","10.54","34.47","-10.8804544","-61.9676614","110012205000024","-9.77827","-66.352813","110020517000002","-9.778251","-66.352813","2.11270651","495101.58701354","1","494839.95868417",False,False
"59","RUA RIO BRANCO JARDIM DOS MIGRANTES","1365",NULL,"JARDIM DOS MIGRANTES","120555","1307037","RUA  RIO BRANCO JARDIM DOS MIGRANTES","1364",NULL,"JARDIM DOS MIGRANTES","100","20.28","100","55.98","-10.87990364","-61.97023545","110012205000024","-10.879655","-61.970226","110012205000024","-10.879655","-61.970226","0","27.66679514","1","0",True,NULL
"60","RUA JAMIL PONTES JARDIM DOS MIGRANTES","1228",NULL,"JARDIM DOS MIGRANTES","120598","1307018","RUA  JAMIL PONTES JARDIM DOS MIGRANTES","1228",NULL,"JARDIM DOS MIGRANTES","100","23.42","100","60.46","-10.8803266","-61.9692283","110012205000024","-10.880573","-61.968987","110012205000024","-10.880573","-61.968987","0","38.01246384","1","0",True,NULL
"61","RUA CURITIBA NOVA BRASILIA","2227",NULL,"NOVA BRASILIA","732408","1314875","RUA  CURITIBA NOVA BRASILIA","2228",NULL,"NOVA BRASILIA","100","23.3","100","60.31","-10.8837046","-61.9098948","110012205000049","-10.883982","-61.909558","110012205000049","-10.883982","-61.909558","0","47.99981238","1","0",True,NULL
"62","RUA DOUTOR FIEL JOTAO","257",NULL,"JOTAO","539732","1307597","RUA DOUTOR FIEL JOTAO","0",NULL,"JOTAO","100","14.25","100","45.38","-10.8845527","-61.9324294","110012205000027","-10.879481","-61.928481","110012205000026","-10.879481","-61.928481","0","709.87735843","1","513.69016571",False,True
"63","RUA CASTELO BRANCO NOVA BRASILIA","1523","T 1","NOVA BRASILIA","556312","1307741","RUA  CASTELO BRANCO NOVA BRASILIA","1513",NULL,"NOVA BRASILIA","100","16.46","100","49.62","-10.8890409","-61.929867","110012205000027","-10.889188","-61.929574","110012205000027","-10.889188","-61.929574","0","35.93231695","1","0",True,NULL
"64","RUA JASMIM SANTIAGO","2247",NULL,"SANTIAGO","239033","92313060","AVENIDA  JASMIM JARDIM PRIMAVERA","2240","CASA","JARDIM PRIMAVERA","100","22.32","10.23","38.86","-10.8646554","-61.9767345","110012205000028","-12.717225","-60.140923","110030405000088","-12.717225","-60.140923","0","286985.95412935","1","285505.32352733",False,False
"65","RUA DA AVENCA SANTIAGO","2024",NULL,"SANTIAGO","39761","1308418","RUA  DA AVENCA SANTIAGO","2031",NULL,"SANTIAGO","100","14.73","100","46.35","-10.8654617","-61.9770133","110012205000028","-10.866143","-61.976703","110012205000028","-10.8661395","-61.976695","0.95637835","82.9901392","1","0",True,NULL
"66","RUA DO CRAVO SANTIAGO","2624",NULL,"SANTIAGO","291534","1251762","RUA  DO CRAVO SANTIAGO","2814","FRENTE","SANTIAGO","100","17.95","100","52.24","-10.8617866","-61.9783694","110012205000030","-10.86071","-61.980311","110012205000100","-10.860685499999999","-61.980348","4.87314475","243.48995617","1","44.45534302",False,True
"67","RUA VITORIA REGIA SAO BERNARDO","821",NULL,"SAO BERNARDO","30421","91983736","RUA  VITORIA REGIA SAO BERNARDO","821",NULL,"SAO BERNARDO","100","25.04","100","62.55","-10.8572002","-61.9694184","110012205000031","-10.857645","-61.969064","110012205000031","-10.857645","-61.969064","0","62.80208426","1","0",True,NULL
"68","RUA PLACIDO DE CASTRO PRIMAVERA","259",NULL,"PRIMAVERA","117453","1310924","RUA  PLACIDO DE CASTRO PRIMAVERA","281",NULL,"PRIMAVERA","100","13.93","100","44.72","-10.89746","-61.9358045","110012205000036","-10.897927","-61.935601","110012205000036","-10.897905","-61.935619","3.138025","56.48240381","1","0",True,NULL
"69","RUA MANOEL FRANCO NOVA BRASILIA","326","PREDIO","NOVA BRASILIA","810171","215507010","RUA  MANOEL FRANCO NOVA BRASILIA","326",NULL,"NOVA BRASILIA","100","21.29","100","57.49","-10.8843507","-61.9274354","110012205000042","-10.889195","-61.926531","110012205000061","-10.889195","-61.926531","0","547.64005523","1","126.87846644",False,True
"70","AVENIDA RAIMUNDO JOSE DA SILVA PRIMAVERA","1449",NULL,"PRIMAVERA","35682","97524304","RUA  RAIMUNDO P DA SILVA SAO DOMINGOS DO GUAPORE","0",NULL,"SAO DOMINGOS DO GUAPORE","30.12","14.06","11.17","21.54","-10.8980217","-61.9373705","110012205000037","-12.077877","-64.032404","110008035000004","-12.077879500000002","-64.032641","25.77138059","263298.57793717","1","262708.60263148",False,False
"71","AVENIDA ARACAJU JORGE TEIXEIRA","3780","PROXIMO DA T 28","JORGE TEIXEIRA","336355","98272157","AVENIDA  ARACAJU JORGE TEIXEIRA","0","SEDE","JORGE TEIXEIRA","100","15.18","100","47.22","-10.891131539839","-61.90061149193149","110012205000038","-10.890966","-61.900487","110012205000038","-10.890924","-61.901385","98.16583856","22.88253343","1","0",True,NULL
"72","AREA RURAL AREA RURAL DE JI-PARANA",NULL,NULL,"AREA RURAL DE JI-PARANA","76429","1177770","RUA  RURAL TEIXEIRAO","1434",NULL,"TEIXEIRAO","22.56","12.36","12.47","18.11","-10.713306741615","-61.6561034672915","110012205000183","-11.42308","-61.432757","110004905000095","-11.42308","-61.432757","0","82600.99848388","1","81927.70489524",False,False
"73","AVENIDA SAO PAULO NOVA BRASILIA","646","ESCOLA","NOVA BRASILIA","87867","1315968","RUA SAO PAULO NOVA BRASILIA","666","APARTAMENTO B","NOVA BRASILIA","100","16.22","100","49.2","-10.8841017","-61.91912","110012205000051","-10.884453","-61.923702","110012205000052","-10.884453","-61.923702","0","501.85289386","1","301.98197922",False,False
"74","AVENIDA SAO PAULO NOVA BRASILIA","1176","ENTRE T10 E T11","NOVA BRASILIA","539438","1315544","RUA SAO PAULO NOVA BRASILIA","1176",NULL,"NOVA BRASILIA","100","26.6","100","64.43","-10.8840270939684","-61.9191584850602","110012205000051","-10.88395","-61.919112","110012205000051","-10.8839235","-61.9191165","2.98735888","9.96254475","1","0",True,NULL
