"idx_df1","endereco_df1","numero_df1","complemento_df1","bairro_df1","idx_df2","cod_unico_df2","endereco_df2","numero_df2","complemento_df2","bairro_df2","similaridade_logradouro","similaridade_numero","similaridade_bairro","similaridade_final","latitude_verdadeira","longitude_verdadeira","cd_setor_verdadeiro","latitude_resultante","longitude_resultante","cd_setor_resultante","med_lat","med_lon","dist_mediana","desvio_metros","rn","distancia_metros_setor","setor_correspondente","setor_vizinho_verdadeiro"
632,"AV. MARACANA SETOR 03","1413.0",NULL,"setor 03",8536,"1204975","ALAMEDA  MARACANA SETOR 02","1420","APARTAMENTO 1","setor 02","100.0","99.51","87.5","98.65","-9.3679189","-62.5839915","110094005000022","-9.91841","-63.021779","110002305000019","-9.91841","-63.021779","0","77782.43446771","1","76435.27076373",False,False
633,"AVENIDA CONDOR SETOR 03","1171.0",NULL,"setor 03",321600,"1742437","AVENIDA  DO CONDOR SETOR 03","1139",NULL,"setor 03","100.0","97.27","100.0","99.45","-9.370065895","-62.58558976","110094005000022","-9.370256","-62.585751","110094005000022","-9.370256","-62.585751","0","27.56406711","1","0",True,NULL
634,"AVENIDA ROUXINOL SETOR 02","2481.0",NULL,"setor 02",469594,"92567749","AVENIDA  ROUXINOL SETOR 02","2464",NULL,"setor 02","100.0","99.31","100.0","99.86","-9.368911958","-62.58212392","110094005000023","-9.369013","-62.581834","110094005000023","-9.369013","-62.581834","0","33.73365899","1","0",True,NULL
635,"AV. GALO DA SERRA SETOR 01",NULL,NULL,"setor 01",167790,"1744474","AVENIDA  GALO DA SERRA SETOR 01","2349",NULL,"setor 01","100.0","0.0","100.0","80.0","-9.3621147","-62.5803161","110094005000024","-9.361302","-62.578334","110094005000035","-9.361302","-62.578334","0","235.49338376","1","144.41432985",False,True
636,"RO 205 COMUNIDADE CASTANHEIRA",NULL,NULL,"comunidade castanheira",18975,"217728267","AVENIDA  E RESIDENCIAL ESPLANADA","0",NULL,"residencial esplanada","100.0","0.0","37.21","73.72","-9.483796","-62.657418","110094005000047","-11.717072","-61.755632","110028805000078","-11.717105499999999","-61.755449","20.26989708","267171.702315","1","261217.9251857",False,NULL
637,"RUA ANA FERREIRA CENTRO",NULL,NULL,"centro",123570,"1750384","RUA PRESIDENTE ANA FERREIRA CENTRO","1437",NULL,"centro","100.0","0.0","100.0","80.0","-9.189301667","-63.18799333","110110405000002","-9.1865","-63.188749","110110405000003","-9.1864775","-63.188728","3.40193339","322.38551352","1","10.62530853",False,True
638,"TERRA INDIGENA - ALDEIA JAMARI ZONA RURAL","0.0","0","zona rural",179997,"180405618","RUA  JAMARI TRIUNFO","0",NULL,"triunfo","100.0","100.0","35.29","93.53","-10.610425","-62.737602","110100505000003","-9.284837","-63.465508","110080920000004","-9.2848495","-63.465514","1.53800469","167576.32761826","1","163029.19214047",False,NULL
639,"LINHA 623 ALDEIA INDIGENA","0.0",NULL,"aldeia indigena",18975,"217728267","AVENIDA  E RESIDENCIAL ESPLANADA","0",NULL,"residencial esplanada","100.0","100.0","50.0","95.0","-10.610425","-62.737602","110100505000003","-11.717072","-61.755632","110028805000078","-11.717072","-61.755632","0","163148.3413422","1","158682.46376625",False,NULL
640,"TERRAS INDIGENAS URU EU WAU WAU ZONA RURAL",NULL,"ALDEIA 621","zona rural",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.0","-10.610425","-62.737602","110100505000003",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1",NULL,NULL,NULL
641,"LINHA 621 ZONA RURAL",NULL,NULL,"zona rural",11601,"1329132","LINHA  UM GLEBA SANTA CRUZ","0","CASA 1","gleba santa cruz","100.0","0.0","46.15","74.62","-10.7188102","-62.8813657","110100505000008","-13.124911","-60.994642","110005605000024","-13.124911","-60.994642","0","337208.27265978","1","333147.94638955",False,False
642,"RUA SENADOR OLAVO PIRES CENTRO","1363.0",NULL,"centro",24015,"1223523","AVENIDA  OLAVO PIRES CENTRO","1623",NULL,"centro","100.0","83.98","100.0","96.8","-9.18507729","-63.19133329","110110405000003","-12.999431","-60.946576","110007205000004","-12.999431","-60.946576","0","489759.71153809","1","487551.0213693",False,False
643,"AVENIDA PEDRAS BRANCAS CENTRO","717.0",NULL,"centro",580185,"1746074","AVENIDA  PEDRAS BRANCAS CENTRO","717",NULL,"centro","100.0","100.0","100.0","100.0","-10.612224","-62.7324398","110100505000029","-10.611879","-62.732767","110100505000002","-10.611879","-62.732767","0","52.44519098","1","0",False,NULL
644,"AVENIDA CACAULANDIA CENTRO",NULL,"DIST. COLINA VERDE","centro",189270,"98901327","TRAVESSAO  PARA CACAULANDIA RIO CANAA","8",NULL,"rio canaa","100.0","0.0","53.33","75.33","-10.5420225","-63.0178854","110100515000001","-10.499314","-63.098717","110100515000005","-10.499598500000001","-63.097865","98.37714711","10032.19570602","1","9446.49915915",False,False
645,"AVENIDA COSTA E SILVA CENTRO","2166.0","CENTRO","centro",12773,"215140729","AVENIDA  COSTA E SILVA CENTRO","3436",NULL,"centro","100.0","63.04","100.0","92.61","-9.1815632","-63.1897395","110110405000004","-9.421721","-61.998539","110013005000006","-9.421721","-61.998539","0","133413.74119201","1","132589.3364278",False,NULL
646,"RUA BRASIL CENTRO","2772.0","CENTRO","centro",12762,"1374968","AVENIDA  BRASIL CENTRO","2753",NULL,"centro","100.0","99.31","100.0","99.86","-11.0323278","-62.6724957","110130205000005","-9.421654","-61.99877","110013005000006","-9.421654","-61.99877","0","193678.58610539","1","192527.98696508",False,NULL
647,"RUA IMBURANA FRANCISCO NATALINO FERREIRA",NULL,"BAIRRO NOVO","francisco natalino ferreira",215021,"180412659","FAZENDA  IMBURANA FAZENDA IMBURANA","0",NULL,"fazenda imburana","100.0","0.0","37.21","73.72","-10.6162543","-62.7307091","110100505000026","-12.610876","-61.50344","110146805000019","-12.608863","-61.506857","433.11285693","258955.63130909","1","257448.96322014",False,False
648,"RUA CEREJEIRAS","0.0","PROXIMO CAMARA",NULL,205861,"109348049","AVENIDA  CEREJEIRAS NOVO PLANO","0",NULL,"novo plano","100.0","100.0","0.0","90.0","-10.6134759","-62.7353143","110100505000027","-12.448615","-61.106824","110092405000023","-12.448615","-61.106939","12.48679808","270400.56566976","1","269454.43497724",False,NULL
649,"RUA PITANGUEIRAS FRANCISCO ANATALINO","0.0",NULL,"francisco anatalino",259609,"221096611","RUA  PITANGUEIRAS RUA JAMBEIRO","0",NULL,"rua jambeiro","100.0","100.0","38.71","93.87","-10.6121771","-62.734646","110100505000027","-10.617131","-62.728893","110100505000001","-10.617131","-62.728893","0","835.92620617","1","537.426321",False,NULL
650,"LINHA 60 KM 7 ZONA RURAL",NULL,"COLEGIO IAAMO","zona rural",7833,"1196812","LINHA  60 VILA SANTO ANTONIO","30","CHACARA","vila santo antonio","100.0","0.0","28.57","72.86","-10.99084203","-62.7300682","110130205000017","-12.04483","-62.135433","110001535000003","-12.04812","-62.136815","395.49874846","133913.84381282","1","127764.6495617",False,False
651,"RUA MONTE NEGRO ZONA URBANA",NULL,NULL,"zona urbana",134711,"1673663","AVENIDA  MONTE NEGRO SETOR 05","1534",NULL,"setor 05","100.0","0.0","21.05","72.11","-10.542622","-63.1022448","110100515000005","-10.202822","-63.826111","110045205000004","-10.202816","-63.826171","6.60001188","87728.46727296","1","79163.46173717",False,False
652,"TERRITORIO INDIGENA URU EU WAU WAU - POSTO INDIGENA TRINCHEIR AREA RURAL",NULL,"POVO INDIG AMONDAWA","area rural",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.0","-11.065299","-62.9528001","110130205000022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1",NULL,NULL,NULL
653,"LINHA B 40 - A KM 10 ZONA RURAL","0.0",NULL,"zona rural",8835,"180197096","TRAVESSAO  B 40 SETOR CHACAREIRO","0","OUTROS 2","setor chacareiro","100.0","100.0","30.77","93.08","-9.197259","-63.181409","110110405000019","-9.952517","-63.073931","110002305000040","-9.952517","-63.073931","0","84803.75585825","1","52253.08065476",False,False
654,"RUA SENADOR OLAVO PIRES CENTRO","1367.0",NULL,"centro",24015,"1223523","AVENIDA  OLAVO PIRES CENTRO","1623",NULL,"centro","100.0","84.23","100.0","96.85","-9.184851525","-63.1860118","110110405000021","-12.999431","-60.946576","110007205000004","-12.999431","-60.946576","0","489491.4801389","1","487287.74692474",False,False
655,"AV. AYRTON SENNA CENTRO","1655.0","PREDIO ESCOLAR","centro",150634,"1674914","AVENIDA  AYRTON SENNA SETOR 07","1663",NULL,"setor 07","100.0","99.52","42.86","94.19","-9.185685171","-63.18701148","110110405000021","-10.211539","-63.829955","110045205000007","-10.211539","-63.829955","0","134081.56948558","1","133405.84458783",False,False
656,"LINHA DOIS KM 18",NULL,NULL,NULL,24595,"109873114","LINHA  02 ZONA RURAL","2",NULL,"zona rural","100.0","0.0","0.0","70.0","-11.20784","-61.6194171","110120305000007","-13.052404","-60.807863","110007205000012","-13.153434","-60.810246","11237.00293201","223274.96329392","1","208332.81784814",False,False
657,"LINHA 64 KM 10",NULL,"ZONA RURAL",NULL,6272,"180193565","LINHA  60 SANTO ANTONIO DO OESTE","35",NULL,"santo antonio do oeste","100.0","0.0","0.0","70.0","-11.0021933333333","-62.776355","110130205000016","-12.04312","-62.165153","110001535000002","-12.04483","-62.163225","283.0441841","133535.00363529","1","124725.6476792",False,False
658,"RUA GONCALVES DE PAIVA SETOR 01","3375.0",NULL,"setor 01",697370,"214339878","RUA  GONCALVES DE PAIVA CENTRO","3374",NULL,"centro","100.0","99.97","42.86","94.28","-11.0317016","-62.6643783","110130205000045","-11.031802","-62.664675","110130205000006","-11.031802","-62.664675","0","34.25236511","1","0",False,NULL
659,"RUA JASIEL OLIVEIRA DA SILVA SETOR 1","3121.0","ESCOLA","setor 1",337438,"98868008","RUA  SILVA JARDIM SANTANA","2092","CASA","jardim santana","100.0","67.03","28.57","86.26","-11.0287378","-62.6655696","110130205000045","-8.748916","-63.810836","110020505000077","-8.748916","-63.810836","0","282845.68981297","1","281651.79647468",False,False
660,"RUA DOS PRINCESA ISABEL CENTRO","2369.0","ESCOLA","centro",27368,"180260594","AVENIDA PRINCESA ISABEL TRIANGULO","1460",NULL,"triangulo","100.0","61.63","40.0","86.33","-11.0293768","-62.6763781","110130205000030","-10.79189","-65.335189","110010605000012","-10.79189","-65.335189","0","291499.90174197","1","291732.19020512",False,False
661,"RUA MARECHAL RONDON CENTRO","2334.0","TERREO","centro",14246,"1222748","AVENIDA MARECHAL RONDON CENTRO","2314",NULL,"centro","100.0","99.14","100.0","99.83","-11.0302311","-62.6758883","110130205000030","-12.995409","-60.946622","110007205000002","-12.995409","-60.946622","0","288302.50334874","1","287335.15659969",False,False
662,"RUA PIAUI SETOR 02","2965.0",NULL,"setor 02",75503,"92571760","RUA  PIAUI CENTRO","2948",NULL,"centro","100.0","99.43","42.86","94.17","-11.0381017","-62.674138","110130205000034","-11.03787","-62.674229","110130205000001","-11.037833","-62.674211","4.5591657","27.61185302","1","0",False,NULL
663,"BR 421, KM 74 ZONA RURAL",NULL,NULL,"zona rural",91587,"1223655","AVENIDA  QUATRO RURAL","15",NULL,"rural","100.0","0.0","100.0","80.0","-10.246216","-63.290521","110140105000007","-12.961509","-60.891709","110007205000005","-12.961509","-60.891709","0","399267.85063205","1","397079.32349876",False,False
664,"RUA JONAS ANTONIO DE SOUZA CENTRO","3791.0","PREDIO","centro",590377,"1706716","RUA  JONAS ANTONIO DE SOUZA CENTRO","1978",NULL,"centro","100.0","52.18","100.0","90.44","-11.8310767","-61.31862","110147605000001","-11.831453","-61.314735","110147605000001","-11.831453","-61.314735","0","424.88085547","1","0",True,NULL
665,"AV JANIO QUADROS CENTRO",NULL,NULL,"centro",930419,"215221219","AVENIDA PRESIDENTE JANIO QUADROS CENTRO","1976",NULL,"centro","100.0","0.0","100.0","80.0","-11.8311143","-61.3142091","110147605000001","-10.248411","-62.343843","110160905000001","-10.248378500000001","-62.343830499999996","3.8640155","208802.58095692","1","207138.70940598",False,False
666,"AV. JORGE TEIXEIRA CENTRO","3979.0","TERREO","centro",51683,"1284216","RUA  JORGE TEIXEIRA SETOR 07","1859",NULL,"setor 07","100.0","46.72","42.86","83.63","-11.8328138","-61.3171579","110147605000001","-10.442783","-62.48228","110011405000021","-10.442783","-62.48228","0","200119.2428275","1","198698.1864425",False,False
667,"RUA SAO PAULO SAO JOSE","278.0",NULL,"sao jose",30497,"180267777","RUA  SAO PAULO SAO BERNARDO","1211",NULL,"sao bernardo","100.0","22.96","54.55","80.05","-11.7722057","-63.0375702","110150005000006","-10.859025","-61.968108","110012205000031","-10.859025","-61.968108","0","154620.62993045","1","154184.4530947",False,False
668,"AV. JORGE TEIXEIRA SAO JOSE","1013.0","PREDIO DO INCRA","sao jose",51682,"215970635","RUA  JORGE TEIXEIRA SETOR 07","1335",NULL,"setor 07","100.0","75.88","37.5","88.93","-11.7723267","-63.0383333","110150005000006","-10.446347","-62.478492","110011405000021","-10.446347","-62.478492","0","159594.69656057","1","158756.10291977",False,False
669,"AVENIDA 02 SETOR 04",NULL,NULL,"setor 04",630,"1193365","LINHA  QUARENTA E DOIS E MEIO LINHA 425","9",NULL,"linha 425","100.0","0.0","23.53","72.35","-10.24962121","-63.3018267","110140105000028","-11.882719","-61.952812","110001505000022","-11.8826265","-61.956047","352.15807289","233765.46997568","1","232676.38836742",False,NULL
670,"RUA JOSE VALADARES SETOR 03",NULL,"PREDIO","setor 03",690337,"216652385","RUA  JOSE VALADARES CENTRO","2820",NULL,"centro","100.0","0.0","42.86","74.29","-10.2544332","-63.2972241","110140105000029","-10.256557","-63.295904","110140105000005","-10.256557","-63.29596","6.12742025","276.82779105","1","31.94165014",False,True
671,"RUA INDEPENDENCIA CENTRO","2228.0","BAIRRO","centro",50999,"1188024","AVENIDA  INDEPENDENCIA REDONDO","2979",NULL,"redondo","100.0","74.79","46.15","89.57","-10.915965","-62.5541217","110143505000001","-11.93815","-62.002993","110001505000002","-11.93815","-62.002993","0","128557.75942781","1","127928.59841336",False,False
672,"RUA PORTO VELHO CENTRO","1117.0","CENTRO","centro",24129,"180242192","RUA  PORTO VELHO CENTRO","1700",NULL,"centro","100.0","65.71","100.0","93.14","-10.9152663","-62.5548123","110143505000001","-13.001215","-60.943651","110007205000004","-13.001215","-60.943651","0","290712.11933328","1","289705.60162337",False,False
673,"RUA 13 DE MAIO CENTRO","1075.0","ZONA URBANA","centro",52460,"1751082","RUA  TREZE DE MAIO CENTRO","1556",NULL,"centro","100.0","69.09","100.0","93.82","-10.9144487","-62.5555448","110143505000001","-9.188384","-63.185425","110110405000005","-9.188384","-63.185425","0","203943.14226277","1","202878.86910394",False,NULL
674,"BR 421, L. C. 35, KM 10 ZONA RURAL",NULL,NULL,"zona rural",47172,"91955783","RUA  DEZ HABITAR BRASIL","2436","FUNDOS","habitar brasil","100.0","0.0","41.67","74.17","-10.1603295","-63.3178138","110140105000014","-11.424543","-61.477713","110004905000033","-11.424557","-61.4777195","1.71035361","245268.39365618","1","235424.00576119",False,False
675,"AV JORGE TEIXEIRA DE OLIVEIRA CENTRO","80.0",NULL,"centro",51682,"215970635","RUA  JORGE TEIXEIRA SETOR 07","1335",NULL,"setor 07","100.0","5.99","42.86","75.48","-11.908285","-61.5109483","110148405000002","-10.446347","-62.478492","110011405000021","-10.446347","-62.478492","0","193816.92968219","1","192364.55826292",False,False
676,"BR 421, LINHA C-50 ZONA RURAL",NULL,NULL,"zona rural",34684,"180237018","LINHA  20 SERRA GRANDE","0",NULL,"serra grande","100.0","0.0","36.36","73.64","-10.0245579","-63.2878808","110140105000016","-12.283924","-64.462358","110008005000026","-12.283924","-64.461742","66.92797041","282013.09430485","1","274194.28360155",False,False
677,"BR 421 KM 25 LOTE 10 ZONA RURAL",NULL,"PREDIO PROPRIO","zona rural",47168,"91955779","RUA  DEZ HABITAR BRASIL","1094","CASA 2","habitar brasil","100.0","0.0","41.67","74.17","-10.07463983","-63.21200988","110140105000017","-11.424753","-61.477726","110004905000033","-11.424684","-61.477706","7.97611049","241724.71414996","1","229478.23766269",False,False
678,"ROD.470, KM 35 GLEBA 05 LOTE 18 ASSENTAMENTO MARGARIDA ALVES ZONA RURAL",NULL,"PREDIO","zona rural",30805,"1164830","RUA  E JARDIM VITORIA","4918","CASA","jardim vitoria","100.0","0.0","33.33","73.33","-10.9310891","-62.4802043","110143505000012","-11.414133","-61.477532","110004905000107","-11.414111","-61.477575","5.28683877","121855.29118753","1","113068.35265314",False,False
679,"RODOVIA 470, LINHA 41, ASSENTAMENTO PALMARES GLEBA 04 ZONA RURAL",NULL,"AREA SOCIAL","zona rural",14471,"1224017","LINHA  04 ZONA RURAL","5","SITIO 3 P 4 EIXO","zona rural","100.0","0.0","100.0","80.0","-10.9432803","-62.5403833","110143505000018","-12.967318","-60.86133","110007205000008","-12.967310000000001","-60.860402500000006","100.50728859","289847.15762842","1","278712.39206576",False,False
680,"RUA JUDITE JESUS DE OLIVEIRA CENTRO","352.0",NULL,"centro",343658,"1255724","RUA  OLIVEIRA NOVO HORIZONTE","1020","CASA","novo horizonte","100.0","34.51","30.0","79.9","-12.1810224","-61.6042028","110145005000002","-10.847921","-61.97042","110012205000193","-10.847921","-61.97042","0","153510.59030168","1","152259.91339023",False,NULL
681,"KAPA 24 RURAL",NULL,"ZONA RURAL","rural",91587,"1223655","AVENIDA  QUATRO RURAL","15",NULL,"rural","100.0","0.0","100.0","80.0","-12.3235651","-61.2867044","110145005000007","-12.961509","-60.891709","110007205000005","-12.9609955","-60.8904845","144.45316299","82877.12417613","1","69564.4950163",False,False
682,"RUA RONALDO ARAGAO CENTRO","3539.0","PREDIO ANTIGA CAMARA","centro",175974,"97292401","RUA PROFESSOR JOSE AMORIM ANTIGA RONALDO ARAGAO CENTRO","1965","CASA","centro","100.0","55.52","100.0","91.1","-12.0619002","-63.5695547","110149205000001","-11.913188","-61.514501","110148405000001","-11.913188","-61.514501","0","224138.87720436","1","224361.50456767",False,False
683,"RUA ANTONIO RODRIGUES DE SOUZA CENTRO","1371.0","ESCOLA","centro",687889,"1705644","RUA  ANTONIO RODRIGUES DE SOUZA CENTRO","1371",NULL,"centro","100.0","100.0","100.0","100.0","-13.4784248","-61.0443178","110146805000001","-13.478484","-61.043947","110146805000001","-13.478484","-61.043947","0","40.63230635","1","0",True,NULL
684,"RUA ANOTONIO RODRIGUES DE SOUZA CENTRO",NULL,"ESCOLA","centro",846231,"215207005","RUA  ANTONIO RODRIGUES DE SOUZA CENTRO","746",NULL,"centro","98.11","0.0","100.0","78.68","-13.4813897","-61.0489962","110146805000002","-13.482033","-61.049219","110146805000002","-13.482037","-61.049259500000005","4.40182976","75.47981554","1","0",True,NULL
685,"RUA ANTONIO RODRIGUES DE SOUZA CENTRO","951.0",NULL,"centro",687890,"1705645","RUA  ANTONIO RODRIGUES DE SOUZA CENTRO","1349",NULL,"centro","100.0","70.5","100.0","94.1","-13.4808674","-61.0477324","110146805000002","-13.47895","-61.044534","110146805000001","-13.47895","-61.044534","0","406.28564149","1","360.57149343",False,True
686,"LH 95 KAPA 24 ZONA RURAL - T.I. KWAZA DO RIO SAO PEDRO ZONA RURAL",NULL,"ALDEIA RIO SAO PEDRO","zona rural",30804,"1164829","RUA  E JARDIM VITORIA","4910","CASA","jardim vitoria","100.0","0.0","33.33","73.33","-12.35738289","-61.35594758","110145005000017","-11.414106","-61.477473","110004905000107","-11.414114","-61.4775025","3.33616299","105717.98057725","1","104707.20109552",False,False
687,"LH 95 KAPA 24 ZONA RURAL - T.I. KWAZA DO RIO SAO PEDRO - PARE ZONA RURAL","0.0","ALDEIA AGUA LIMPA","zona rural",30828,"180227413","RUA  E JARDIM VITORIA","0","CASA","jardim vitoria","100.0","100.0","33.33","93.33","-12.3885158","-61.3604106","110145005000018","-11.411344","-61.475685","110004905000107","-11.411797","-61.475708499999996","50.43645444","109378.1837481","1","108551.29602756",False,False
688,"LH 75 KAPA 08, COM A LH 90 KM 01, Z. RURAL - TERRA INDIGENA ZONA RURAL",NULL,"ALDEIA 2 IRMAOS","zona rural",2188,"180195231","TRAVESSAO  KM 70 GLEBA BURAREIRO","0",NULL,"gleba burareiro","100.0","0.0","40.0","74.0","-12.3136297","-61.4603126","110145005000019","-9.840336","-62.701652","110002305000085","-9.840624","-62.5821935","13087.80614526","306563.15934524","1","304983.18630508",False,False
689,"RUA GETULIO DORNELES VARGAS CENTRO","393.0",NULL,"centro",9605,"180197455","RUA  GETULIO VARGAS SAO GERALDO","601","CASA FUNDO","sao geraldo","100.0","65.39","35.29","86.61","-12.1808239","-61.6014036","110145005000021","-9.912788","-63.060722","110002305000160","-9.912788","-63.060722","0","298266.29631081","1","296982.72043964",False,False
690,"COMUNIDADE PEDRAS NEGRAS ZONA RURAL",NULL,"RIO GUAPORE","zona rural",368058,"1242324","RUA  DAS PEDRAS JARDIM PRESIDENCIAL","1247","FRENTE","jardim presidencial","75.0","0.0","27.59","55.26","-12.85211821","-62.90134388","110149205000034","-10.874465","-61.974851","110012205000072","-10.87448","-61.974799","5.91821095","241913.34476973","1","240295.84713375",False,False
691,"RUA PROJETADA NOVA ESPERANCA","10.0",NULL,"nova esperanca",33896,"221142323","RUA  PROJETADA RESIDENCIAL PARK AMAZONAS","52",NULL,"residencial park amazonas","100.0","19.23","30.77","76.92","-11.9133781","-61.5090211","110148405000001","-10.705416","-62.260772","110015505000054","-10.705416","-62.260772","0","157353.62209186","1","156214.0282577",False,NULL
692,"AV. SETE DE SETEMBRO NOVA ESPERANCA","391.0",NULL,"nova esperanca",25757,"1239857","AVENIDA  SETE DE SETEMBRO VISTA ALEGRE","386",NULL,"vista alegre","100.0","98.72","38.46","93.59","-11.9137874","-61.5091522","110148405000001","-11.544129","-61.026557","110009805000033","-11.544129","-61.026557","0","66709.66507136","1","66417.3633686",False,NULL
693,"AV TANCREDO DE ALMEIDA NEVES CENTRO","3108.0","QUERENCIA DO NORTE","centro",13006,"1374966","AVENIDA  TANCREDO NEVES CENTRO","3407",NULL,"centro","100.0","91.22","100.0","98.24","-11.9750084","-61.3769093","110147605000010","-9.42233","-61.998621","110013005000006","-9.42233","-61.998621","0","291859.08117306","1","289844.07601143",False,NULL
694,"RUA FLAVIO SARAIVA DE MATOS CENTRO",NULL,"QUERENCIA DO NORTE","centro",103128,"1708195","RUA  FLAVIO SARAIVA MATOS QUERENCIA DO NORTE","3935",NULL,"querencia do norte","100.0","0.0","25.0","72.5","-11.9756239","-61.3735642","110147605000010","-11.974788","-61.375615","110147605000010","-11.9747875","-61.3757725","17.13220989","241.66568197","1","0",True,NULL
695,"AV. PRINCIPAL CENTRO","4343.0","DIST. NOVO PARAISO","centro",163501,"218165932","AVENIDA  PRINCIPAL CENTRO","164",NULL,"centro","100.0","3.78","100.0","80.76","-11.8003121166667","-61.47707785","110148405000006","-13.192926","-60.804142","110005605000017","-13.192926","-60.804142","0","171218.35739188","1","169962.70197407",False,False
696,"RUA 05, ESQUINA C/ AVENIDA 01 CENTRO","5015.0","DISTRIT NOVO PARAISO","centro",18983,"109351074","AVENIDA  UM RESIDENCIAL ESPLANADA","2961",NULL,"residencial esplanada","100.0","59.04","22.22","84.03","-11.7990481","-61.4741899","110148405000006","-11.716582","-61.759323","110028805000078","-11.716582","-61.759323","0","32366.27915906","1","31838.06072504",False,NULL
697,"RODOVIA BR 429 KM 92 ESQUINA C/LINHA 033 ZONA RURAL",NULL,NULL,"zona rural",27952,"1229384","RODOVIA  429 SERRINHA","26",NULL,"serrinha","100.0","0.0","44.44","74.44","-12.0722435","-63.7196193","110149205000008","-12.230916","-64.256583","110008005000027","-12.230916","-64.256583","0","60978.19641033","1","56291.89812744",False,False
698,"RUA MOGNO PORTO MURTINHO",NULL,"ESCOLA INDIGENA","porto murtinho",149553,"1638452","RUA  MOGNO PLANALTO","1525",NULL,"planalto","100.0","0.0","27.27","72.73","-11.9514606","-63.5884493","110149205000010","-11.689512","-62.710829","110032005000030","-11.689535","-62.710829","2.55748683","99859.90610385","1","87078.81102846",False,False
699,"TRAVESSAO LINHA 4A ZONA RURAL",NULL,NULL,"zona rural",133786,"110647448","LINHA  8 DA 4A PARA 5A EIXO QUARTA PARA QUINTA EIXO","0",NULL,"quarta para quinta eixo","100.0","0.0","42.42","74.24","-11.9514393","-63.5883588","110149205000010","-13.364231","-61.046017","110146805000017","-13.364231","-61.046017","0","317416.97719032","1","301101.86532636",False,False
700,"BR 429 KM 65 LINHA 20 KM 3,5 RURAL",NULL,"LINHA 20","rural",7819,"1196800","LINHA  65 VILA SANTO ANTONIO","32","CHACARA","vila santo antonio","100.0","0.0","17.39","71.74","-12.0273183","-63.9731868","110149205000012","-12.087962","-62.123828","110001535000003","-12.08798","-62.123828","2.00151144","201215.39999652","1","181307.25717495",False,False
701,"RUA MANAUS ALTO ALEGRE","3240.0","APAE","alto alegre",123306,"100686063","RUA  MANAUS CIDADE BAIXA","3291",NULL,"cidade baixa","100.0","98.45","26.09","92.3","-12.0713195","-63.5687266","110149205000056","-12.071337","-63.57507","110149205000055","-12.071337","-63.57507","0","689.76081446","1","316.19823976",False,NULL
702,"RUA MACAPA ALTO ALEGRE","3441.0","ESCOLA","alto alegre",123171,"100685946","RUA  MACAPA CIDADE BAIXA","3041",NULL,"cidade baixa","100.0","88.38","26.09","90.28","-12.0731034","-63.5685338","110149205000056","-12.073436","-63.572396","110149205000055","-12.073436","-63.572396","0","421.58375408","1","36.95188006",False,NULL
703,"RUA RONDONIA CENTRO","4070.0",NULL,"centro",54279,"220859975","RUA  RONDONIA CENTENARIO","4045","CASA FUNDOS","centenario","100.0","99.39","75.0","97.38","-12.0615467","-63.57348","110149205000058","-11.717259","-61.76301","110028805000020","-11.7171705","-61.762962","11.14240627","200681.2661238","1","200815.02362544",False,False
704,"COMUNIDADE SANTO ANTONIO ZONA RURAL",NULL,NULL,"zona rural",25036,"180255420","RUA SANTO ANTONIO VISTA ALEGRE","4006",NULL,"vista alegre","100.0","0.0","36.36","73.64","-12.632119","-63.02637","110149205000051","-11.539831","-61.006472","110009805000033","-11.5397985","-61.006515","5.91663772","250967.65513979","1","242843.82118675",False,NULL
705,"RUA VALECIO DE ARAUJO CIDADE ALTA","3400.0",NULL,"cidade alta",921203,"98340725","RUA  ARAUJO VILA DA PENHA","0",NULL,"vila da penha","100.0","0.0","41.67","74.17","-12.0545536","-63.5706592","110149205000059","-9.856792","-65.263722","110020510000005","-9.8565425","-65.2646285","103.11281041","306396.43054351","1","304931.58231951",False,False
706,"RUA PRIMAVERA CENTRO","4015.0","PREDIO PROPRIO","centro",25557,"180252978","RUA  PRIMAVERA VISTA ALEGRE","3968",NULL,"vista alegre","100.0","98.83","22.22","91.99","-10.4278861","-62.1291367","110180705000015","-11.545895","-61.010805","110009805000033","-11.545895","-61.010805","0","174230.25507657","1","173546.94611042",False,NULL
707,"RODOVIA RODOVIA 377 KM 16 SETOR PORTO MURTINHO ZONA RURAL",NULL,"E. PEREIRA E CACERES","zona rural",47255,"91955843","RUA  SETE HABITAR BRASIL","1276","CASA","habitar brasil","100.0","0.0","41.67","74.17","-12.1911965","-63.4474008","110149210000004","-11.424427","-61.479331","110004905000033","-11.4244385","-61.479296500000004","3.97170695","230551.37313264","1","215640.13926131",False,False
708,"RUA 13 DE FEVEREIRO SETOR 04","0.0","HOSPITAL MUNICIPAL","setor 04",106646,"221004910","RUA  TREZE DE FEVEREIRO SETOR 4","0","CASA","setor 4","100.0","100.0","93.33","99.33","-10.4297051","-62.1256831","110180705000017","-10.42861","-62.1287","110180705000002","-10.4285735","-62.128837000000004","15.52208885","351.6769114","1","162.13543104",False,NULL
