"idx_df1","endereco_df1","numero_df1","complemento_df1","bairro_df1","idx_df2","cod_unico_df2","endereco_df2","numero_df2","complemento_df2","bairro_df2","similaridade_logradouro","similaridade_numero","similaridade_bairro","similaridade_final","latitude_verdadeira","longitude_verdadeira","cd_setor_verdadeiro","latitude_resultante","longitude_resultante","cd_setor_resultante","med_lat","med_lon","dist_mediana","desvio_metros","rn","distancia_metros_setor","setor_correspondente","setor_vizinho_verdadeiro"
0,"ROLIM DE MOURA DO GUAPORE",NULL,"ZONA RURAL",NULL,13664,"1217579","AVENIDA  GUAPORE SETOR 06","4600","SALA 2","setor 06","100.0","0.0","0.0","70.0","-13.08366621","-62.27693003","110001530000001","-9.899046","-63.024182","110002305000063","-9.89939","-63.024199","38.29640854","363352.35012262","1","360574.66757836",False,False
1,"RUA AIRTON SENNA JARDIM DOS ESTADOS","4193.0","ESCOLA","jardim dos estados",35472,"91966740","RUA  AIRTON SENNA SAO DOMINGOS DO GUAPORE","3651","LOJA","sao domingos do guapore","100.0","87.07","43.9","91.8","-10.4420037","-62.4656261","110011405000011","-12.075406","-64.02903","110008035000004","-12.075406","-64.02903","0","249108.7691505","1","248398.36547722",False,False
2,"BR 364 LINHA 619 KM 01 ZONA RURAL",NULL,"ZONA RURAL","zona rural",5835,"1357856","RODOVIA  BR 364 TUCUMANZAL","0",NULL,"tucumanzal","100.0","0.0","40.0","74.0","-10.442004","-62.4656275","110011405000011","-8.782793","-63.895428","110020505060081","-8.782793","-63.895428","0","242092.77773565","1","241034.27977084",False,False
3,"RUA RAIMUNDO BARRETO SETOR 07","890.0",NULL,"setor 07",310907,"1294126","RUA  RAIMUNDO BARRETO SETOR 07","942",NULL,"setor 07","100.0","94.48","100.0","98.9","-10.4420014","-62.4656282","110011405000011","-10.450278","-62.477452","110011405000059","-10.450252500000001","-62.4774655","3.19674557","1587.04843194","1","1418.53105603",False,False
4,"RUA PIAUI DISTRITO DE BOM JESUS",NULL,NULL,"distrito de bom jesus",75504,"99571871","RUA  PIAUI CENTRO","2948",NULL,"centro","100.0","0.0","29.63","72.96","-10.4420038","-62.4656369","110011405000011","-11.037796","-62.674193","110130205000001","-11.037796","-62.674188","0.54569046","70057.58739688","1","69589.24404019",False,NULL
5,"AVENIDA BRASIL SETOR 05","2633.0","EM FRENTE A IGREJA","setor 05",12765,"1374971","AVENIDA  BRASIL CENTRO","2701",NULL,"centro","100.0","97.48","42.86","93.78","-10.4420004","-62.4656477","110011405000011","-9.421162","-61.999045","110013005000006","-9.421162","-61.999045","0","124486.18716424","1","123340.10036374",False,NULL
6,"RUA OSVALDO CRUZ SETOR 04","2675.0","BAIRRO NOVO HORIZONT","setor 04",36697,"109371793","AVENIDA  OSVALDO CRUZ SERRARIA","2489",NULL,"serraria","100.0","93.05","37.5","92.36","-10.4420068","-62.465645","110011405000011","-10.778188","-65.329604","110010605000006","-10.778188","-65.329604","0","315236.10912723","1","315254.53269602",False,False
7,"RUA MARGARETE FERREIRA COSTA JARDIM BELA VISTA","1254.0","SETOR 08","jardim bela vista",548983,"180232590","RUA  MARGARETE FERREIRA COSTA LINHA 608","1955",NULL,"linha 608","100.0","64.14","23.08","85.14","-10.4420132","-62.4656624","110011405000011","-10.457704","-62.453769","110011405000046","-10.457704","-62.453769","0","2176.13289743","1","2139.53021734",False,False
8,"LINHA 627 KM 90 JARU UARU ZONA RURAL",NULL,"JARU UARU","zona rural",30807,"1164832","RUA  E JARDIM VITORIA","4934","CASA","jardim vitoria","100.0","0.0","33.33","73.33","-10.4420036","-62.465758","110011405000011","-11.414154","-61.477654","110004905000107","-11.414128","-61.477654","2.89107207","152718.68595776","1","152293.89465144",False,False
9,"LINHA 617 ZONA RURAL",NULL,NULL,"zona rural",49705,"180232636","LINHA  E RIOZINHO","2375",NULL,"riozinho","100.0","0.0","33.33","73.33","-10.4418868","-62.4657928","110011405000011","-11.498302","-61.369324","110004910000035","-11.414154","-61.370144","9357.27029604","167704.98115923","1","167245.26355968",False,NULL
10,"AVENIDA RIO BRANCO CENTRO","1253.0","SETOR 02","centro",46926,"1158891","RUA  RIO BRANCO CENTRO","1843","TERREO","centro","100.0","67.99","100.0","93.6","-10.4418784","-62.4656997","110011405000011","-11.436562","-61.448596","110004905000010","-11.436562","-61.448596","0","156726.39685401","1","156290.05232482",False,False
11,"RUA GOIAS SETOR 02","3143.0",NULL,"setor 02",26379,"91969057","RUA  GOIAS VISTA ALEGRE","1168",NULL,"vista alegre","100.0","37.16","30.0","80.43","-10.441434","-62.4649284","110011405000011","-11.54188","-61.018769","110009805000037","-11.54188","-61.018769","0","199726.19238754","1","199345.20133742",False,False
12,"AVENIDA PADRE ADOLPHO RHOL SETOR 02","1260.0","CENTRO","setor 02",691837,"215117042","RUA PADRE ADOLPHO RHOL ERNANDES GONCALVES","1321",NULL,"ernandes goncalves","100.0","95.38","15.38","90.61","-10.4395948","-62.4670841","110011405000011","-11.164809","-61.9161","110025405000009","-11.164809","-61.9161","0","100620.8603523","1","99975.19295926",False,NULL
13,"RUA RIO DEJANEIRO SETOR 03","2436.0",NULL,"setor 03",3758,"1234791","RUA  RIO DE JANEIRO LIBERDADE","2875","CASA","liberdade","96.3","84.73","23.53","86.71","-10.4431285","-62.4706698","110011405000016","-11.532095","-61.005214","110009805000011","-11.532095","-61.005214","0","200623.80080495","1","200071.03170509",False,False
14,"RUA RIO DE JANEIRO LIBERDADE","2315.0","ESCOLA","liberdade",3758,"1234791","RUA  RIO DE JANEIRO LIBERDADE","2875","CASA","liberdade","100.0","80.52","100.0","96.1","-10.4451256","-62.4731878","110011405000016","-11.532095","-61.005214","110009805000011","-11.532095","-61.005214","0","200708.78285744","1","200071.03170509",False,False
15,"RUA FLORIANOPOLIS SETOR 2","3045.0","ENFRENTE CEF","setor 2",62508,"1198966","RUA  FLORIANOPOLIS SETOR 03","2243","CASA","setor 03","100.0","73.66","83.33","93.07","-10.4419201","-62.4701933","110011405000017","-9.911447","-63.045731","110002305000005","-9.911447","-63.045731","0","86296.42462867","1","85794.16946909",False,False
16,"RUA FLORIANOPOLIS JARDIM ESPERANCA - SETOR 07","1175.0","ESCOLA","jardim esperanca - setor 07",51675,"215970620","RUA  FLORIANOPOLIS SETOR 07","1351","FUNDOS 1","setor 07","100.0","86.97","100.0","97.39","-10.4497374","-62.4816736","110011405000019","-10.447178","-62.479331","110011405000021","-10.447178","-62.479331","0","382.90232452","1","328.4363974",False,False
17,"AVENIDA DOM PEDRO I JARDIM NOVO HORIZONTE","1625.0","PREDIO","jardim novo horizonte",102558,"91953162","RUA DOM PEDRO I LIBERDADE","1629","CASA 1","liberdade","100.0","99.75","26.67","92.62","-10.4361996","-62.4843056","110011405000024","-11.443349","-61.453828","110004905000015","-11.443349","-61.453828","0","158738.89536068","1","158360.27275576",False,False
18,"RUA MINAS GERAIS JARDIM NOVO HORIZONTE","1640.0","PREDIO","jardim novo horizonte",45426,"180275317","RUA  MINAS GERAIS TARILANDIA","1640",NULL,"tarilandia","100.0","100.0","32.26","93.23","-10.43545","-62.48526","110011405000024","-10.850596","-62.797202","110011425000001","-10.850596","-62.797202","0","57385.10406073","1","56957.6470589",False,False
19,"AVENIDA PADRE ADOLPHO ROHL CENTRO","2600.0",NULL,"centro",263135,"1286585","AVENIDA PADRE ADOLPHO ROHL SETOR 05","2765",NULL,"setor 05","100.0","94.03","42.86","93.09","-10.42975845","-62.47397966666671","110011405000029","-10.428494","-62.474707","110011405000028","-10.428494","-62.474707","0","161.53981305","1","45.74408081",False,True
20,"LINHA 625 KM 95 ZONA RURAL",NULL,"AREA INDIGENA","zona rural",14375,"1223971","LINHA  05 ZONA RURAL","5","SITIO 3 P 4 EIXO","zona rural","100.0","0.0","100.0","80.0","-10.43222","-62.479298","110011405000029","-12.924588","-60.870974","110007205000008","-12.924966000000001","-60.871348499999996","58.42956747","327830.75853549","1","326540.33079938",False,False
21,"RUA PLACIDO DE CASTRO SETOR 05","2648.0","ZONA URBANA","setor 05",263182,"1286726","RUA  PLACIDO DE CASTRO SETOR 05","2787","FUNDOS","setor 05","100.0","95.01","100.0","99.0","-10.4284942","-62.4703373","110011405000029","-10.426507","-62.471831","110011405000028","-10.4264545","-62.4718795","7.88737695","274.78948406","1","62.83566375",False,True
22,"RUA PLACIDO DE CASTRO SETOR 5","2526.0",NULL,"setor 5",73816,"1679731","RUA  PLACIDO DE CASTRO SETOR 07","2622",NULL,"setor 07","100.0","96.34","83.33","97.6","-10.4282432","-62.4702714","110011405000029","-10.210138","-63.841309","110045205000018","-10.210138","-63.841309","0","151934.60694401","1","151121.75274997",False,NULL
23,"RUA ONOFRE DUARTE DE OLIVEIRA JARDIM ELDORADO","3290.0","SETOR 06","jardim eldorado",30122,"1287647","RUA  ONOFRE DUARTE DE OLIVEIRA SETOR 06","3181",NULL,"setor 06","100.0","96.69","26.09","91.95","-10.4208145","-62.4764248","110011405000031","-10.421201","-62.477442","110011405000030","-10.421201","-62.477442","0","119.25512585","1","36.27063302",False,True
24,"RUA RIO GRANDE DO NORTE SETOR 5","3267.0",NULL,"setor 5",16402,"1214692","RUA  RIO GRANDE DO NORTE SETOR 05","3443",NULL,"setor 05","100.0","94.89","93.33","98.31","-10.4317737","-62.4615126","110011405000034","-9.90063","-63.042996","110002305000055","-9.90063","-63.042996","0","86824.78453857","1","85752.20609093",False,False
25,"RUA OSEIAS FEITOSA DOS SANTOS JARDIM BELA VISTA","3044.0",NULL,"jardim bela vista",280414,"101464499","RUA  SANTOS JARDIM PAULISTA","4576",NULL,"jardim paulista","100.0","66.52","75.0","90.8","-10.4519516","-62.4589882","110011405000036","-9.89037","-63.047363","110002305000141","-9.89037","-63.047363","0","89700.76165713","1","88656.45410866",False,False
26,"AVENIDA SETE DE SETEMBRO CENTRO","1561.0",NULL,"centro",24184,"180241903","RUA  SETE DE SETEMBRO CENTRO","1766","ANDAR 1","centro","100.0","88.39","100.0","97.68","-8.7630207","-63.8965597","110020505060022","-12.998317","-60.941565","110007205000004","-12.998233500000001","-60.9416075","10.36390769","570835.55866677","1","568926.150014",False,False
27,"RUA GOVERNADOR JORGE TEIXEIRA NOVA BRASILIA","827.0","ENTRE T- 7 E T- 8","nova brasilia",25306,"1239892","RUA GOVERNADOR JORGE TEIXEIRA VISTA ALEGRE","1266",NULL,"vista alegre","100.0","65.32","40.0","87.06","-10.8818652","-61.9226544","110012205000044","-11.543239","-61.015505","110009805000033","-11.543239","-61.015505","0","123281.6923729","1","122609.55195655",False,NULL
28,"RUA GOIAS SETOR 2","3875.0","PROXIMO AO BB","setor 2",26379,"91969057","RUA  GOIAS VISTA ALEGRE","1168",NULL,"vista alegre","100.0","30.14","31.58","79.19","-10.43778785","-62.4591394166667","110011405000074","-11.54188","-61.018769","110009805000037","-11.54188","-61.018769","0","199477.18378401","1","198877.29237366",False,False
29,"RUA TAPAJOS SETOR 2","3647.0",NULL,"setor 2",247997,"1282064","RUA  TAPAJOS SETOR 03","2616",NULL,"setor 03","100.0","71.73","83.33","92.68","-10.4403951","-62.4598012","110011405000074","-10.445772","-62.467702","110011405000015","-10.445772","-62.467702","0","1050.67769104","1","888.02293068",False,False
30,"RUA JOSE ZUPELLI DISTRITO DE BOM JESUS",NULL,"LINHA 610 KM 30","distrito de bom jesus",244646,"1294481","RUA  JOSE ZUPPELLI BOM JESUS","970",NULL,"bom jesus","96.0","0.0","100.0","77.2","-10.31709988","-62.24033631","110011410000001","-10.317346","-62.239936","110011410000001","-10.317346","-62.239936","0","51.64086978","1","0",True,NULL
31,"AREA RURAL AREA RURAL DE JI-PARANA",NULL,"TI IGARAPE LOURDES","area rural de ji-parana",61985,"100166781","RUA  RURAL TEIXEIRAO","1332","CASA VERDE","teixeirao","100.0","0.0","31.25","73.12","-10.7124098442755","-61.5988298380451","110012205000182","-11.423637","-61.431678","110004905000096","-11.423649","-61.431728","5.6105921","81161.2668786","1","80330.63261071",False,NULL
32,"RUA MAGNOLIA PRIMAVERA","2536.0","LT 01 QUADRA 04","primavera",555018,"108647633","RUA  MAGNOLIA JARDIM PRIMAVERA","2561",NULL,"jardim primavera","100.0","99.02","100.0","99.8","-10.4612318","-62.4507881","110011405000060","-10.461198","-62.450661","110011405000060","-10.461198","-62.450661","0","14.39719844","1","0",True,NULL
33,"LINHA 623 KM 2 ZONA RURAL",NULL,NULL,"zona rural",11659,"1329179","LINHA  DOIS GLEBA SANTA CRUZ","8",NULL,"gleba santa cruz","100.0","0.0","46.15","74.62","-10.4309926","-62.52225449","110011405000070","-13.153432","-61.013279","110005605000024","-13.1528665","-61.013268999999994","62.89013938","344401.81135595","1","336542.18220345",False,False
34,"AVENIDA VEREADOR OTAVIANO PEREIRA NETO SETOR 2","874.0",NULL,"setor 2",894880,"215176300","AVENIDA VEREADOR OTAVIANO PEREIRA NETO SETOR 02","855","FRENTE","setor 02","100.0","97.83","93.33","98.9","-10.4358767","-62.4524526","110011405000072","-10.435695","-62.454093","110011405000035","-10.435674","-62.454119500000004","3.72164815","180.52136968","1","0",False,NULL
35,"LINHA 630 KM 25",NULL,"ZONA URBANA",NULL,14373,"1223970","LINHA  05 ZONA RURAL","5","SITIO 3 P 4 EIXO","zona rural","100.0","0.0","0.0","70.0","-10.6523084","-62.5851363","110011420000001","-12.924981","-60.870297","110007205000008","-12.925424499999998","-60.870535000000004","55.6533567","314163.90966812","1","312914.42097454",False,False
36,"AV MARECHAL RONDON CENTRO","761.0",NULL,"centro",38390,"92293521","AVENIDA MARECHAL RONDON CENTRO","1485",NULL,"centro","100.0","51.25","100.0","90.25","-10.8804866666667","-61.9480166666667","110012205000002","-11.170603","-61.899408","110025405000011","-11.170603","-61.899408","0","32692.84050539","1","32144.12394266",False,NULL
37,"RUA ALMIRANTE BARROSO CENTRO","1422.0",NULL,"centro",221044,"180450573","RUA ALMIRANTE BARROSO CENTRO","1344",NULL,"centro","100.0","94.51","100.0","98.9","-10.8786152","-61.9482849","110012205000002","-10.934079","-62.257263","110155905000002","-10.934079","-62.257263","0","34295.36694355","1","33959.4542865",False,False
38,"AVENIDA DOIS DE ABRIL DOIS DE ABRIL","2030.0",NULL,"dois de abril",29475,"97873196","AVENIDA  DOIS DE ABRIL JARDIM DOS MIGRANTES","2385",NULL,"jardim dos migrantes","100.0","85.12","36.36","90.66","-10.8745367","-61.958715","110012205000004","-10.873506","-61.962372","110012205000023","-10.873506","-61.962372","0","415.45967065","1","20.52479042",False,True
39,"AVENIDA DOIS DE ABRIL DOIS DE ABRIL","2004.0",NULL,"dois de abril",29475,"97873196","AVENIDA  DOIS DE ABRIL JARDIM DOS MIGRANTES","2385",NULL,"jardim dos migrantes","100.0","84.03","36.36","90.44","-10.87414","-61.9587633","110012205000004","-10.873506","-61.962372","110012205000023","-10.873506","-61.962372","0","400.32119501","1","20.52479042",False,True
40,"RUA DAS FLORES DOIS DE ABRIL","481.0",NULL,"dois de abril",74859,"215257235","RUA  DAS FLORES SAO JOSE","743",NULL,"sao jose","100.0","64.74","28.57","85.8","-10.8733617","-61.9605317","110012205000004","-12.740962","-60.158184","110030405000076","-12.740962","-60.158184","0","285666.56550985","1","284596.07992259",False,False
41,"RUA DA PAZ HABITAR BRASIL","4037.0",NULL,"habitar brasil",43277,"1240647","RUA  DA PAZ PACARANA","2709",NULL,"pacarana","100.0","67.1","27.27","86.15","-10.8834227","-61.8937225","110012205000272","-11.000276","-60.848855","110009810000001","-11.000276","-60.848855","0","114809.49442531","1","114704.33520345",False,False
42,"RUA FRANCISCO BENITES LOPES JARDIM AURELIO BERNARDI","435.0","SENAI","jardim aurelio bernardi",365136,"91981092","RUA  FRANCISCO BENITES LOPES JARDIM AURELIO BERNARDI","435",NULL,"jardim aurelio bernardi","100.0","100.0","100.0","100.0","-10.8625411","-61.965967","110012205000006","-10.862541","-61.96577","110012205000006","-10.862541","-61.96577","0","21.51293492","1","0",True,NULL
43,"RUA MONTE CASTELO JARDIM DOS MIGRANTES","395.0",NULL,"jardim dos migrantes",456464,"91982304","RUA  MONTE CASTELO JARDIM DOS MIGRANTES","395",NULL,"jardim dos migrantes","100.0","100.0","100.0","100.0","-10.8746089","-61.9623471","110012205000020","-10.874365","-61.96248","110012205000020","-10.874365","-61.96248","0","30.75925664","1","0",True,NULL
44,"RUA TRES IRMAOS PARQUE SAO PEDRO","407.0",NULL,"parque sao pedro",96684,"101440834","RUA  3 COLINA PARK","397",NULL,"colina park","100.0","97.54","29.63","92.47","-10.8626196","-61.936342","110012205000007","-11.446876","-61.494935","110004905000094","-11.446876","-61.494935","0","80867.31485855","1","79981.69731344",False,NULL
45,"RUA TRES IRMAOS PARQUE SAO PEDRO","471.0","CRECHE","parque sao pedro",83293,"216971959","RUA  3 JARDIM ZONA SUL","506",NULL,"jardim zona sul","100.0","93.08","38.71","92.49","-10.8620961","-61.9368039","110012205000007","-9.910991","-63.060191","110002305000161","-9.910991","-63.060191","0","162114.17360665","1","161297.7455947",False,NULL
46,"AVENIDA SAO PAULO NOVA BRASILIA","1627.0",NULL,"nova brasilia",30496,"91983580","RUA  SAO PAULO SAO BERNARDO","1232",NULL,"sao bernardo","100.0","75.72","48.0","89.94","-10.8832026","-61.9146324","110012205000046","-10.858949","-61.968033","110012205000031","-10.858949","-61.968033","0","6424.75635388","1","5965.53432128",False,False
47,"RUA ALMIRANTE BARROSO SANTA BARBARA","1483.0",NULL,"santa barbara",221044,"180450573","RUA ALMIRANTE BARROSO CENTRO","1344",NULL,"centro","100.0","90.63","21.05","90.23","-8.765205","-63.8961767","110020505060023","-10.934079","-62.257263","110155905000002","-10.934079","-62.257263","0","300661.03585012","1","299662.13106785",False,False
48,"RUA JAMIL VILAS BOAS DUQUE DE CAXIAS","106.0",NULL,"duque de caxias",378666,"1302544","RUA  JAMIL VILAS BOAS DUQUE DE CAXIAS","97",NULL,"duque de caxias","100.0","91.51","100.0","98.3","-10.8822011","-61.9379811","110012205000010","-10.88183","-61.938941","110012205000010","-10.88183","-61.938941","0","112.64690949","1","0",True,NULL
49,"RODOVIA PASTOR SEVERO ANTONIO DE ARAUJO ECOVILLE","1601.0",NULL,"ecoville",61703,"1195353","RODOVIA PASTOR SEVERO ANTONIO DE ARAUJO FILADELFIA","80",NULL,"filadelfia","100.0","5.0","33.33","74.33","-10.873238","-61.950265","110012205000013","-12.454248","-62.131469","110001515000002","-12.453427","-62.13193750000001","104.50713804","176904.46084949","1","175818.24544767",False,False
50,"RUA ABILIO FREIRE DOS SANTOS CASA PRETA","611.0",NULL,"casa preta",38002,"1303940","RUA  ABILIO FREIRE DOS SANTOS CASA PRETA","611",NULL,"casa preta","100.0","100.0","100.0","100.0","-10.8684583022701","-61.95548378596511","110012205000014","-10.868601","-61.9553","110012205000014","-10.868601","-61.9553","0","25.58430036","1","0",True,NULL
51,"RUA SEIS DE MAIO CASA PRETA","1701.0",NULL,"casa preta",86599,"1303067","RUA  SEIS DE MAIO CASA PRETA","1880",NULL,"casa preta","100.0","90.48","100.0","98.1","-10.87702","-61.9471917","110012205000016","-10.875599","-61.945476","110012205000011","-10.875599","-61.945476","0","245.08524439","1","3.03619786",False,True
52,"AVENIDA TRANSCONTINENTAL CASA PRETA","710.0",NULL,"casa preta",113726,"1310086","AVENIDA  TRANSCONTINENTAL PRIMAVERA","740",NULL,"primavera","100.0","95.95","42.11","93.4","-10.8778621","-61.9460896","110012205000016","-10.885227","-61.935665","110012205000034","-10.885227","-61.935665","0","1402.29834716","1","705.61452981",False,False
53,"RUA BELGICA JARDIM SAO CRISTOVAO","500.0",NULL,"jardim sao cristovao",78914,"217440413","RUA  BELGICA JARDIM SAO CRISTOVAO","541",NULL,"jardim sao cristovao","100.0","92.42","100.0","98.48","-10.90603357","-61.92843394","110012205000017","-10.905586","-61.928024","110012205000017","-10.905586","-61.928024","0","66.93485442","1","0",True,NULL
54,"RUA MIGUEL LUIS DOS SANTOS JARDIM DAS SERINGUEIRAS","2146.0","ESCOLA","jardim das seringueiras",550264,"1305040","AVENIDA  MIGUEL LUIS DOS SANTOS JARDIM DAS SERINGUEIRAS","2022","CASA 1","jardim das seringueiras","100.0","94.22","100.0","98.84","-10.9111367","-61.915655","110012205000018","-10.910175","-61.915318","110012205000018","-10.910175","-61.915318","0","113.0896681","1","0",True,NULL
55,"RUA LEOMAR JOSE BARATELA CENTRO","456.0","ZONA URBANA","centro",45163,"180274992","RUA  LEOMAR JOSE BARATELA CENTRO","1594",NULL,"centro","100.0","28.61","100.0","85.72","-10.8585565","-62.8000017","110011425000020","-10.85675","-62.801096","110011425000001","-10.85675","-62.801096","0","233.73311482","1","155.46196046",False,True
56,"RUA DAS PEDRAS JARDIM DOS MIGRANTES","491.0",NULL,"jardim dos migrantes",237537,"218897288","RUA  DAS PEDRAS JARDIM PRESIDENCIAL","850","SALA 1","jardim presidencial","100.0","57.76","51.28","86.68","-10.8788969","-61.96891287","110012205000021","-10.876478","-61.971969","110012205000071","-10.876471500000001","-61.971952","1.99210019","428.61900677","1","19.56802843",False,True
57,"RUA RIO AMAZONAS JARDIM DOS MIGRANTES","151.0",NULL,"jardim dos migrantes",5445,"1169694","AVENIDA  AMAZONAS JARDIM CLODOALDO","3605",NULL,"jardim clodoaldo","100.0","4.19","55.56","76.39","-10.88192352","-61.9681325","110012205000024","-11.425648","-61.452156","110004905000040","-11.425648","-61.452156","0","82607.04824482","1","82270.91550212",False,NULL
58,"RUA SANTA IZABEL JARDIM DOS MIGRANTES","81.0",NULL,"jardim dos migrantes",802799,"92285823","RUA SANTA IZABEL SAO LUIS","80",NULL,"sao luis","100.0","98.77","21.43","91.9","-10.8804544","-61.9676614","110012205000024","-9.778301","-66.352721","110020517000002","-9.778301","-66.352721","0","495090.96070873","1","494829.32633551",False,False
59,"RUA RIO BRANCO JARDIM DOS MIGRANTES","1365.0",NULL,"jardim dos migrantes",29709,"91982762","RUA  RIO BRANCO JARDIM DOS MIGRANTES","850",NULL,"jardim dos migrantes","100.0","62.27","100.0","92.45","-10.87990364","-61.97023545","110012205000024","-10.872324","-61.965137","110012205000023","-10.872324","-61.965137","0","1010.09991449","1","888.11468099",False,False
60,"RUA JAMIL PONTES JARDIM DOS MIGRANTES","1228.0",NULL,"jardim dos migrantes",120598,"1307018","RUA  JAMIL PONTES JARDIM DOS MIGRANTES","1228",NULL,"jardim dos migrantes","100.0","100.0","100.0","100.0","-10.8803266","-61.9692283","110012205000024","-10.880573","-61.968987","110012205000024","-10.880573","-61.968987","0","38.01246384","1","0",True,NULL
61,"RUA CURITIBA NOVA BRASILIA","2227.0",NULL,"nova brasilia",13105,"215140906","RUA  CURITIBA CENTRO","2411",NULL,"centro","100.0","92.37","21.05","90.58","-10.8837046","-61.9098948","110012205000049","-9.418737","-61.998846","110013005000006","-9.418737","-61.998846","0","163187.8679857","1","162232.03775357",False,NULL
62,"RUA DOUTOR FIEL JOTAO","257.0",NULL,"jotao",556402,"1307901","RUA DOUTOR FIEL VILA JOTAO","257",NULL,"vila jotao","100.0","100.0","100.0","100.0","-10.8845527","-61.9324294","110012205000027","-10.884854","-61.932104","110012205000027","-10.884854","-61.932104","0","48.83618991","1","0",True,NULL
63,"RUA CASTELO BRANCO NOVA BRASILIA","1523.0","T 1","nova brasilia",10564,"100175064","RUA PRESIDENTE CASTELO BRANCO NOVA UNIAO 3","1695",NULL,"nova uniao 3","100.0","89.85","56.0","93.57","-10.8890409","-61.929867","110012205000027","-9.88666","-63.046388","110002305000133","-9.88666","-63.046388","0","165334.09206959","1","164280.18674308",False,False
64,"RUA JASMIM SANTIAGO","2247.0",NULL,"santiago",239035,"220186984","AVENIDA  JASMIM JARDIM PRIMAVERA","2250",NULL,"jardim primavera","100.0","99.87","25.0","92.47","-10.8646554","-61.9767345","110012205000028","-12.717045","-60.140851","110030405000088","-12.717045","-60.140851","0","286977.09139204","1","285496.5955673",False,False
65,"RUA DA AVENCA SANTIAGO","2024.0",NULL,"santiago",39762,"1308419","RUA  DA AVENCA SANTIAGO","2019",NULL,"santiago","100.0","99.75","100.0","99.95","-10.8654617","-61.9770133","110012205000028","-10.866238","-61.976551","110012205000028","-10.8662215","-61.976548","1.86373752","99.99944617","1","0",True,NULL
66,"RUA DO CRAVO SANTIAGO","2624.0",NULL,"santiago",87286,"1308434","RUA  DO CRAVO SANTIAGO","2479",NULL,"santiago","100.0","94.47","100.0","98.89","-10.8617866","-61.9783694","110012205000030","-10.862914","-61.977399","110012205000029","-10.862914","-61.977399","0","164.14987903","1","19.10700625",False,True
67,"RUA VITORIA REGIA SAO BERNARDO","821.0",NULL,"sao bernardo",30421,"91983736","RUA  VITORIA REGIA SAO BERNARDO","821",NULL,"sao bernardo","100.0","100.0","100.0","100.0","-10.8572002","-61.9694184","110012205000031","-10.857645","-61.969064","110012205000031","-10.857645","-61.969064","0","62.80208426","1","0",True,NULL
68,"RUA PLACIDO DE CASTRO PRIMAVERA","259.0",NULL,"primavera",117445,"1310913","RUA  PLACIDO DE CASTRO PRIMAVERA","260","APARTAMENTO 1","primavera","100.0","99.62","100.0","99.92","-10.89746","-61.9358045","110012205000036","-10.898082","-61.935764","110012205000036","-10.898082","-61.935764","0","69.30456896","1","0",True,NULL
69,"RUA MANOEL FRANCO NOVA BRASILIA","326.0","PREDIO","nova brasilia",118076,"1319154","RUA  MANOEL FRANCO NOVA BRASILIA","412",NULL,"nova brasilia","100.0","79.13","100.0","95.83","-10.8843507","-61.9274354","110012205000042","-10.889465","-61.925707","110012205000060","-10.889465","-61.925707","0","599.18430978","1","168.74147718",False,True
70,"AVENIDA RAIMUNDO JOSE DA SILVA PRIMAVERA","1449.0",NULL,"primavera",337480,"98867978","RUA  SILVA JARDIM SANTANA","1531","CASA","jardim santana","100.0","94.64","43.48","93.28","-10.8980217","-61.9373705","110012205000037","-8.749087","-63.810705","110020505000077","-8.749087","-63.810705","0","314992.37517263","1","312627.07764795",False,False
71,"AVENIDA ARACAJU JORGE TEIXEIRA","3780.0","PROXIMO DA T 28","jorge teixeira",39026,"103543727","AVENIDA  ARACAJU JORGE TEIXERA","3854",NULL,"jorge teixera","100.0","98.08","96.3","99.25","-10.891131539839","-61.90061149193149","110012205000038","-10.891264","-61.899164","110012205000204","-10.891264","-61.899164","0","158.73963818","1","23.22459662",False,True
72,"AREA RURAL AREA RURAL DE JI-PARANA",NULL,NULL,"area rural de ji-parana",61985,"100166781","RUA  RURAL TEIXEIRAO","1332","CASA VERDE","teixeirao","100.0","0.0","31.25","73.12","-10.713306741615","-61.6561034672915","110012205000183","-11.423637","-61.431678","110004905000096","-11.423649","-61.431728","5.6105921","82694.96659633","1","82021.35834478",False,NULL
73,"AVENIDA SAO PAULO NOVA BRASILIA","646.0","ESCOLA","nova brasilia",30497,"180267777","RUA  SAO PAULO SAO BERNARDO","1211",NULL,"sao bernardo","100.0","53.34","48.0","85.47","-10.8841017","-61.91912","110012205000051","-10.859025","-61.968108","110012205000031","-10.859025","-61.968108","0","6032.57240698","1","5851.49610918",False,False
74,"AVENIDA SAO PAULO NOVA BRASILIA","1176.0","ENTRE T10 E T11","nova brasilia",30497,"180267777","RUA  SAO PAULO SAO BERNARDO","1211",NULL,"sao bernardo","100.0","97.11","48.0","94.22","-10.8840270939684","-61.9191584850602","110012205000051","-10.859025","-61.968108","110012205000031","-10.859025","-61.968108","0","6025.0142352","1","5851.49610918",False,False
75,"AVENIDA ARACAJU JORGE TEIXEIRA",NULL,NULL,"jorge teixeira",39016,"103543528","AVENIDA  ARACAJU JORGE TEIXERA","3934",NULL,"jorge teixera","100.0","0.0","96.3","79.63","-10.8905766666667","-61.90039833333329","110012205000054","-10.891467","-61.898099","110012205000204","-10.8914835","-61.8980715","3.51893423","269.88329614","1","138.35201298",False,True
