idx_df1;endereco_df1;numero_df1;idx_df2;endereco_df2;numero_df2;similaridade_texto;similaridade_numero;similaridade_final;sugestoes_topN
27;RUA ITALIA JARDIM DAS NACOES;290,0;5228;AVENIDA nan DAS NACOES TABOAO;317;9,38;91,48;17,59;"AVENIDA nan DAS NACOES TABOAO 317 | Score Final: 18; AVENIDA nan DAS NACOES TABOAO 317 | Score Final: 18; AVENIDA nan DAS NACOES TABOAO 323 | Score Final: 17; AVENIDA nan DAS NACOES TABOAO 327 | Score Final: 17; AVENIDA nan DAS NACOES TABOAO 327 | Score Final: 17; AVENIDA nan DAS NACOES TABOAO 327 | Score Final: 17; AVENIDA nan DAS NACOES TABOAO 327 | Score Final: 17; AVENIDA nan DAS NACOES TABOAO 327 | Score Final: 17; AVENIDA nan DAS NACOES TABOAO 333 | Score Final: 17; AVENIDA nan DAS NACOES TABOAO 337 | Score Final: 17; AVENIDA nan DAS NACOES TABOAO 343 | Score Final: 17; AVENIDA nan DAS NACOES TABOAO 343 | Score Final: 17; AVENIDA nan DAS NACOES TABOAO 343 | Score Final: 17; AVENIDA nan DAS NACOES TABOAO 343 | Score Final: 17; AVENIDA nan DAS NACOES TABOAO 343 | Score Final: 17; AVENIDA nan DAS NACOES TABOAO 343 | Score Final: 17; AVENIDA nan DAS NACOES TABOAO 343 | Score Final: 17; AVENIDA nan DAS NACOES TABOAO 343 | Score Final: 17; AVENIDA nan DAS NACOES TABOAO 355 | Score Final: 17; AVENIDA nan DAS NACOES TABOAO 355 | Score Final: 17"
28;RUA GRACIOSA CENTRO;;15506;RUA nan GRACIOSA CENTRO;187;11,11;;11,11;"RUA nan GRACIOSA CENTRO 187 | Score Final: 11; RUA nan GRACIOSA CENTRO 185 | Score Final: 11; RUA nan GRACIOSA CENTRO 173 | Score Final: 11; RUA nan GRACIOSA CENTRO 0 | Score Final: 11; RUA nan GRACIOSA CENTRO 516 | Score Final: 11; RUA nan GRACIOSA CENTRO 528 | Score Final: 11; RUA nan GRACIOSA CENTRO 520 | Score Final: 11; RUA nan GRACIOSA CENTRO 508 | Score Final: 11; RUA nan GRACIOSA CENTRO 0 | Score Final: 11; RUA nan GRACIOSA CENTRO 0 | Score Final: 11; RUA nan GRACIOSA CENTRO 117 | Score Final: 11; RUA nan GRACIOSA CENTRO 125 | Score Final: 11; RUA nan GRACIOSA CENTRO 35 | Score Final: 11; RUA nan GRACIOSA CENTRO 61 | Score Final: 11; RUA nan GRACIOSA CENTRO 39 | Score Final: 11; RUA nan GRACIOSA CENTRO 141 | Score Final: 11; RUA nan GRACIOSA CENTRO 101 | Score Final: 11; RUA nan GRACIOSA CENTRO 83 | Score Final: 11; RUA nan GRACIOSA CENTRO 89 | Score Final: 11; RUA nan GRACIOSA CENTRO 155 | Score Final: 11"
29;RUA CARAMURU VL CONCEICAO;1255,0;36283;RUA nan CARAMURU CONCEICAO;1264;10,46;99,29;19,34;"RUA nan CARAMURU CONCEICAO 1264 | Score Final: 19; RUA nan CARAMURU CONCEICAO 1240 | Score Final: 19; RUA nan CARAMURU CONCEICAO 1272 | Score Final: 19; RUA nan CARAMURU CONCEICAO 1272 | Score Final: 19; RUA nan CARAMURU CONCEICAO 1272 | Score Final: 19; RUA nan CARAMURU CONCEICAO 1280 | Score Final: 19; RUA nan CARAMURU CONCEICAO 1280 | Score Final: 19; RUA nan CARAMURU CONCEICAO 1230 | Score Final: 19; RUA nan CARAMURU CONCEICAO 1282 | Score Final: 19; RUA nan CARAMURU CONCEICAO 1284 | Score Final: 19; RUA nan CARAMURU CONCEICAO 1290 | Score Final: 19; RUA nan CARAMURU CONCEICAO 1206 | Score Final: 19; RUA nan CARAMURU CONCEICAO 1330 | Score Final: 19; RUA nan CARAMURU CONCEICAO 1334 | Score Final: 19; RUA nan CARAMURU CONCEICAO 1180 | Score Final: 19; RUA nan CARAMURU CONCEICAO 1180 | Score Final: 19; RUA nan CARAMURU CONCEICAO 1178 | Score Final: 19; RUA nan CARAMURU CONCEICAO 1338 | Score Final: 19; RUA nan CARAMURU CONCEICAO 1176 | Score Final: 19; RUA nan CARAMURU CONCEICAO 1174 | Score Final: 19"
30;RUA MANOEL DA NOBREGA VL CONCEICAO;605,0;133622;RUA nan MANOEL DA NOBREGA CONCEICAO;881;13,77;68,67;19,26;"RUA nan MANOEL DA NOBREGA CONCEICAO 881 | Score Final: 19; RUA nan MANOEL DA NOBREGA CONCEICAO 1149 | Score Final: 18; RUA nan MANOEL DA NOBREGA CONCEICAO 1221 | Score Final: 17; RUA nan MANOEL DA NOBREGA CONCEICAO 1221 | Score Final: 17; RUA nan MANOEL DA NOBREGA CONCEICAO 1269 | Score Final: 17; RUA nan MANOEL DA NOBREGA CONCEICAO 1281 | Score Final: 17; RUA nan MANOEL DA NOBREGA CONCEICAO 1287 | Score Final: 17; RUA nan MANOEL DA NOBREGA CONCEICAO 1293 | Score Final: 17; RUA nan MANOEL DA NOBREGA CONCEICAO 1297 | Score Final: 17; RUA nan MANOEL DA NOBREGA CONCEICAO 1301 | Score Final: 17; RUA nan MANOEL DA NOBREGA CONCEICAO 1319 | Score Final: 17; RUA nan MANOEL DA NOBREGA CONCEICAO 1327 | Score Final: 17; RUA nan MANOEL DA NOBREGA CONCEICAO 1331 | Score Final: 17; RUA nan MANOEL DA NOBREGA CONCEICAO 1351 | Score Final: 17; RUA nan MANOEL DA NOBREGA CONCEICAO 1355 | Score Final: 17; RUA nan MANOEL DA NOBREGA CONCEICAO 1359 | Score Final: 17; RUA nan MANOEL DA NOBREGA CONCEICAO 1371 | Score Final: 17; RUA nan MANOEL DA NOBREGA CONCEICAO 1385 | Score Final: 17; RUA nan MANOEL DA NOBREGA CONCEICAO 1399 | Score Final: 17; RUA nan MANOEL DA NOBREGA CONCEICAO 1403 | Score Final: 17"
31;AVENIDA ANTONIO PIRANGA CENTRO;700,0;50282;AVENIDA nan ANTONIO PIRANGA CENTRO;700;13,01;100,0;21,71;"AVENIDA nan ANTONIO PIRANGA CENTRO 700 | Score Final: 22; AVENIDA nan ANTONIO PIRANGA CENTRO 596 | Score Final: 20; AVENIDA nan ANTONIO PIRANGA CENTRO 588 | Score Final: 20; AVENIDA nan ANTONIO PIRANGA CENTRO 578 | Score Final: 20; AVENIDA nan ANTONIO PIRANGA CENTRO 556 | Score Final: 20; AVENIDA nan ANTONIO PIRANGA CENTRO 540 | Score Final: 19; AVENIDA nan ANTONIO PIRANGA CENTRO 520 | Score Final: 19; AVENIDA nan ANTONIO PIRANGA CENTRO 520 | Score Final: 19; AVENIDA nan ANTONIO PIRANGA CENTRO 516 | Score Final: 19; AVENIDA nan ANTONIO PIRANGA CENTRO 506 | Score Final: 19; AVENIDA nan ANTONIO PIRANGA CENTRO 506 | Score Final: 19; AVENIDA nan ANTONIO PIRANGA CENTRO 504 | Score Final: 19; AVENIDA nan ANTONIO PIRANGA CENTRO 504 | Score Final: 19; AVENIDA nan ANTONIO PIRANGA CENTRO 504 | Score Final: 19; AVENIDA nan ANTONIO PIRANGA CENTRO 504 | Score Final: 19; AVENIDA nan ANTONIO PIRANGA CENTRO 502 | Score Final: 19; AVENIDA nan ANTONIO PIRANGA CENTRO 496 | Score Final: 19; AVENIDA nan ANTONIO PIRANGA CENTRO 492 | Score Final: 19; AVENIDA nan ANTONIO PIRANGA CENTRO 492 | Score Final: 19; AVENIDA nan ANTONIO PIRANGA CENTRO 492 | Score Final: 19"
32;RUA NELSON RODRIGUES VL CONCEICAO;191,0;67716;RUA nan NELSON RODRIGUES CONCEICAO;191;14,74;100,0;23,27;"RUA nan NELSON RODRIGUES CONCEICAO 191 | Score Final: 23; RUA nan NELSON RODRIGUES CONCEICAO 192 | Score Final: 23; RUA nan NELSON RODRIGUES CONCEICAO 184 | Score Final: 23; RUA nan NELSON RODRIGUES CONCEICAO 182 | Score Final: 23; RUA nan NELSON RODRIGUES CONCEICAO 206 | Score Final: 23; RUA nan NELSON RODRIGUES CONCEICAO 176 | Score Final: 22; RUA nan NELSON RODRIGUES CONCEICAO 176 | Score Final: 22; RUA nan NELSON RODRIGUES CONCEICAO 176 | Score Final: 22; RUA nan NELSON RODRIGUES CONCEICAO 208 | Score Final: 22; RUA nan NELSON RODRIGUES CONCEICAO 174 | Score Final: 22; RUA nan NELSON RODRIGUES CONCEICAO 170 | Score Final: 22; RUA nan NELSON RODRIGUES CONCEICAO 170 | Score Final: 22; RUA nan NELSON RODRIGUES CONCEICAO 169 | Score Final: 22; RUA nan NELSON RODRIGUES CONCEICAO 218 | Score Final: 22; RUA nan NELSON RODRIGUES CONCEICAO 166 | Score Final: 22; RUA nan NELSON RODRIGUES CONCEICAO 220 | Score Final: 22; RUA nan NELSON RODRIGUES CONCEICAO 164 | Score Final: 22; RUA nan NELSON RODRIGUES CONCEICAO 224 | Score Final: 22; RUA nan NELSON RODRIGUES CONCEICAO 159 | Score Final: 22; RUA nan NELSON RODRIGUES CONCEICAO 159 | Score Final: 22"
33;RUA SANTO AMARO CENTRO;92,0;112213;RUA SANTO AMARO CENTRO;92;11,92;100,0;20,73;"RUA SANTO AMARO CENTRO 92 | Score Final: 21; RUA SANTO AMARO CENTRO 93 | Score Final: 21; RUA SANTO AMARO CENTRO 93 | Score Final: 21; RUA SANTO AMARO CENTRO 93 | Score Final: 21; RUA SANTO AMARO CENTRO 93 | Score Final: 21; RUA SANTO AMARO CENTRO 93 | Score Final: 21; RUA SANTO AMARO CENTRO 93 | Score Final: 21; RUA SANTO AMARO CENTRO 93 | Score Final: 21; RUA SANTO AMARO CENTRO 93 | Score Final: 21; RUA SANTO AMARO CENTRO 93 | Score Final: 21; RUA SANTO AMARO CENTRO 93 | Score Final: 21; RUA SANTO AMARO CENTRO 93 | Score Final: 21; RUA SANTO AMARO CENTRO 93 | Score Final: 21; RUA SANTO AMARO CENTRO 93 | Score Final: 21; RUA SANTO AMARO CENTRO 93 | Score Final: 21; RUA SANTO AMARO CENTRO 93 | Score Final: 21; RUA SANTO AMARO CENTRO 93 | Score Final: 21; RUA SANTO AMARO CENTRO 99 | Score Final: 20; RUA SANTO AMARO CENTRO 108 | Score Final: 19; RUA SANTO AMARO CENTRO 78 | Score Final: 19"
34;RUA COIMBRA CENTRO;760,0;43728;RUA nan COIMBRA CENTRO;763;8,53;99,61;17,63;"RUA nan COIMBRA CENTRO 763 | Score Final: 18; RUA nan COIMBRA CENTRO 765 | Score Final: 18; RUA nan COIMBRA CENTRO 755 | Score Final: 18; RUA nan COIMBRA CENTRO 751 | Score Final: 18; RUA nan COIMBRA CENTRO 773 | Score Final: 18; RUA nan COIMBRA CENTRO 741 | Score Final: 17; RUA nan COIMBRA CENTRO 783 | Score Final: 17; RUA nan COIMBRA CENTRO 737 | Score Final: 17; RUA nan COIMBRA CENTRO 715 | Score Final: 17; RUA nan COIMBRA CENTRO 709 | Score Final: 17; RUA nan COIMBRA CENTRO 709 | Score Final: 17; RUA nan COIMBRA CENTRO 705 | Score Final: 17; RUA nan COIMBRA CENTRO 705 | Score Final: 17; RUA nan COIMBRA CENTRO 699 | Score Final: 17; RUA nan COIMBRA CENTRO 699 | Score Final: 17; RUA nan COIMBRA CENTRO 687 | Score Final: 17; RUA nan COIMBRA CENTRO 679 | Score Final: 17; RUA nan COIMBRA CENTRO 679 | Score Final: 17; RUA nan COIMBRA CENTRO 669 | Score Final: 16; RUA nan COIMBRA CENTRO 665 | Score Final: 16"
35;RUA BOROROS CONCEICAO;80,0;52733;RUA nan BOROROS CONCEICAO;48;10,02;60,0;15,02;"RUA nan BOROROS CONCEICAO 48 | Score Final: 15; RUA nan BOROROS CONCEICAO 48 | Score Final: 15; RUA nan BOROROS CONCEICAO 260 | Score Final: 12; RUA nan BOROROS CONCEICAO 358 | Score Final: 11; RUA nan BOROROS CONCEICAO 362 | Score Final: 11; RUA nan BOROROS CONCEICAO 362 | Score Final: 11; RUA nan BOROROS CONCEICAO 362 | Score Final: 11; RUA nan BOROROS CONCEICAO 362 | Score Final: 11; RUA nan BOROROS CONCEICAO 362 | Score Final: 11; RUA nan BOROROS CONCEICAO 368 | Score Final: 11; RUA nan BOROROS CONCEICAO 368 | Score Final: 11; RUA nan BOROROS CONCEICAO 376 | Score Final: 11; RUA nan BOROROS CONCEICAO 376 | Score Final: 11; RUA nan BOROROS CONCEICAO 378 | Score Final: 11; RUA nan BOROROS CONCEICAO 382 | Score Final: 11; RUA nan BOROROS CONCEICAO 382 | Score Final: 11; RUA nan BOROROS CONCEICAO 382 | Score Final: 11; RUA nan BOROROS CONCEICAO 382 | Score Final: 11; RUA nan BOROROS CONCEICAO 386 | Score Final: 11; RUA nan BOROROS CONCEICAO 386 | Score Final: 11"
36;AVENIDA ANTONIO PIRANGA CENTRO;556,0;61402;AVENIDA nan ANTONIO PIRANGA CENTRO;556;13,01;100,0;21,71;"AVENIDA nan ANTONIO PIRANGA CENTRO 556 | Score Final: 22; AVENIDA nan ANTONIO PIRANGA CENTRO 540 | Score Final: 21; AVENIDA nan ANTONIO PIRANGA CENTRO 578 | Score Final: 21; AVENIDA nan ANTONIO PIRANGA CENTRO 588 | Score Final: 21; AVENIDA nan ANTONIO PIRANGA CENTRO 520 | Score Final: 21; AVENIDA nan ANTONIO PIRANGA CENTRO 520 | Score Final: 21; AVENIDA nan ANTONIO PIRANGA CENTRO 596 | Score Final: 21; AVENIDA nan ANTONIO PIRANGA CENTRO 516 | Score Final: 21; AVENIDA nan ANTONIO PIRANGA CENTRO 506 | Score Final: 21; AVENIDA nan ANTONIO PIRANGA CENTRO 506 | Score Final: 21; AVENIDA nan ANTONIO PIRANGA CENTRO 504 | Score Final: 21; AVENIDA nan ANTONIO PIRANGA CENTRO 504 | Score Final: 21; AVENIDA nan ANTONIO PIRANGA CENTRO 504 | Score Final: 21; AVENIDA nan ANTONIO PIRANGA CENTRO 504 | Score Final: 21; AVENIDA nan ANTONIO PIRANGA CENTRO 502 | Score Final: 21; AVENIDA nan ANTONIO PIRANGA CENTRO 496 | Score Final: 21; AVENIDA nan ANTONIO PIRANGA CENTRO 492 | Score Final: 21; AVENIDA nan ANTONIO PIRANGA CENTRO 492 | Score Final: 21; AVENIDA nan ANTONIO PIRANGA CENTRO 492 | Score Final: 21; AVENIDA nan ANTONIO PIRANGA CENTRO 492 | Score Final: 21"
37;RUA JAVARI JARDIM PAINEIRAS;635,0;21410;RUA nan JAVARI TABOAO;635;7,41;100,0;16,66;"RUA nan JAVARI TABOAO 635 | Score Final: 17; RUA nan JAVARI TABOAO 647 | Score Final: 16; RUA nan JAVARI TABOAO 663 | Score Final: 16; RUA nan JAVARI TABOAO 667 | Score Final: 16; RUA nan JAVARI TABOAO 677 | Score Final: 16; RUA nan JAVARI TABOAO 677 | Score Final: 16; RUA nan JAVARI TABOAO 679 | Score Final: 16; RUA nan JAVARI TABOAO 687 | Score Final: 16; RUA nan JAVARI TABOAO 687 | Score Final: 16; RUA nan JAVARI TABOAO 582 | Score Final: 16; RUA nan JAVARI TABOAO 582 | Score Final: 16; RUA nan JAVARI TABOAO 582 | Score Final: 16; RUA nan JAVARI TABOAO 693 | Score Final: 16; RUA nan JAVARI TABOAO 699 | Score Final: 16; RUA nan JAVARI TABOAO 699 | Score Final: 16; RUA nan JAVARI TABOAO 699 | Score Final: 16; RUA nan JAVARI TABOAO 709 | Score Final: 16; RUA nan JAVARI TABOAO 709 | Score Final: 16; RUA nan JAVARI TABOAO 709 | Score Final: 16; RUA nan JAVARI TABOAO 566 | Score Final: 16"
38;RUA SAO JORGE CENTRO;98,0;28001;RUA SAO JORGE CENTRO;98;11,4;100,0;20,26;"RUA SAO JORGE CENTRO 98 | Score Final: 20; RUA SAO JORGE CENTRO 103 | Score Final: 20; RUA SAO JORGE CENTRO 103 | Score Final: 20; RUA SAO JORGE CENTRO 103 | Score Final: 20; RUA SAO JORGE CENTRO 103 | Score Final: 20; RUA SAO JORGE CENTRO 103 | Score Final: 20; RUA SAO JORGE CENTRO 103 | Score Final: 20; RUA SAO JORGE CENTRO 103 | Score Final: 20; RUA SAO JORGE CENTRO 103 | Score Final: 20; RUA SAO JORGE CENTRO 103 | Score Final: 20; RUA SAO JORGE CENTRO 103 | Score Final: 20; RUA SAO JORGE CENTRO 103 | Score Final: 20; RUA SAO JORGE CENTRO 103 | Score Final: 20; RUA SAO JORGE CENTRO 103 | Score Final: 20; RUA SAO JORGE CENTRO 103 | Score Final: 20; RUA SAO JORGE CENTRO 103 | Score Final: 20; RUA SAO JORGE CENTRO 103 | Score Final: 20; RUA SAO JORGE CENTRO 103 | Score Final: 20; RUA SAO JORGE CENTRO 103 | Score Final: 20; RUA SAO JORGE CENTRO 103 | Score Final: 20"
39;ANTONIO PIRANGA CENTRO;556,0;61402;AVENIDA nan ANTONIO PIRANGA CENTRO;556;13,01;100,0;21,71;"AVENIDA nan ANTONIO PIRANGA CENTRO 556 | Score Final: 22; AVENIDA nan ANTONIO PIRANGA CENTRO 540 | Score Final: 21; AVENIDA nan ANTONIO PIRANGA CENTRO 578 | Score Final: 21; AVENIDA nan ANTONIO PIRANGA CENTRO 588 | Score Final: 21; AVENIDA nan ANTONIO PIRANGA CENTRO 520 | Score Final: 21; AVENIDA nan ANTONIO PIRANGA CENTRO 520 | Score Final: 21; AVENIDA nan ANTONIO PIRANGA CENTRO 596 | Score Final: 21; AVENIDA nan ANTONIO PIRANGA CENTRO 516 | Score Final: 21; AVENIDA nan ANTONIO PIRANGA CENTRO 506 | Score Final: 21; AVENIDA nan ANTONIO PIRANGA CENTRO 506 | Score Final: 21; AVENIDA nan ANTONIO PIRANGA CENTRO 504 | Score Final: 21; AVENIDA nan ANTONIO PIRANGA CENTRO 504 | Score Final: 21; AVENIDA nan ANTONIO PIRANGA CENTRO 504 | Score Final: 21; AVENIDA nan ANTONIO PIRANGA CENTRO 504 | Score Final: 21; AVENIDA nan ANTONIO PIRANGA CENTRO 502 | Score Final: 21; AVENIDA nan ANTONIO PIRANGA CENTRO 496 | Score Final: 21; AVENIDA nan ANTONIO PIRANGA CENTRO 492 | Score Final: 21; AVENIDA nan ANTONIO PIRANGA CENTRO 492 | Score Final: 21; AVENIDA nan ANTONIO PIRANGA CENTRO 492 | Score Final: 21; AVENIDA nan ANTONIO PIRANGA CENTRO 492 | Score Final: 21"
40;AVENIDA NOSSA SENHORA DOS NAVEGANTES ELDORADO;332,0;938;AVENIDA NOSSA SENHORA DOS NAVEGANTES ELDORADO;332;17,54;100,0;25,78;"AVENIDA NOSSA SENHORA DOS NAVEGANTES ELDORADO 332 | Score Final: 26; AVENIDA NOSSA SENHORA DOS NAVEGANTES ELDORADO 332 | Score Final: 26; AVENIDA NOSSA SENHORA DOS NAVEGANTES ELDORADO 332 | Score Final: 26; AVENIDA NOSSA SENHORA DOS NAVEGANTES ELDORADO 332 | Score Final: 26; AVENIDA NOSSA SENHORA DOS NAVEGANTES ELDORADO 332 | Score Final: 26; AVENIDA NOSSA SENHORA DOS NAVEGANTES ELDORADO 364 | Score Final: 25; AVENIDA NOSSA SENHORA DOS NAVEGANTES ELDORADO 299 | Score Final: 25; AVENIDA NOSSA SENHORA DOS NAVEGANTES ELDORADO 372 | Score Final: 25; AVENIDA NOSSA SENHORA DOS NAVEGANTES ELDORADO 372 | Score Final: 25; AVENIDA NOSSA SENHORA DOS NAVEGANTES ELDORADO 289 | Score Final: 24; AVENIDA NOSSA SENHORA DOS NAVEGANTES ELDORADO 384 | Score Final: 24; AVENIDA NOSSA SENHORA DOS NAVEGANTES ELDORADO 392 | Score Final: 24; AVENIDA NOSSA SENHORA DOS NAVEGANTES ELDORADO 392 | Score Final: 24; AVENIDA NOSSA SENHORA DOS NAVEGANTES ELDORADO 392 | Score Final: 24; AVENIDA NOSSA SENHORA DOS NAVEGANTES ELDORADO 393 | Score Final: 24; AVENIDA NOSSA SENHORA DOS NAVEGANTES ELDORADO 394 | Score Final: 24; AVENIDA NOSSA SENHORA DOS NAVEGANTES ELDORADO 394 | Score Final: 24; AVENIDA NOSSA SENHORA DOS NAVEGANTES ELDORADO 396 | Score Final: 24; AVENIDA NOSSA SENHORA DOS NAVEGANTES ELDORADO 399 | Score Final: 24; AVENIDA NOSSA SENHORA DOS NAVEGANTES ELDORADO 400 | Score Final: 24"
