idx_df1;endereco_df1;numero_df1;idx_df2;endereco_df2;numero_df2;similaridade_texto;similaridade_numero;similaridade_final;sugestoes_topN
10;RUA TIRADENTES CENTRO;100,0;39595,0;RUA  TIRADENTES CENTRO;100,0;0,0;100,0;10,0;"RUA  TIRADENTES CENTRO 100 | Score Final: 10; RUA  TIRADENTES CENTRO 130 | Score Final: 8; RUA  TIRADENTES CENTRO 140 | Score Final: 7; RUA  TIRADENTES CENTRO 276 | Score Final: 4; RUA  TIRADENTES CENTRO 330 | Score Final: 3; RUA  TIRADENTES CENTRO 334 | Score Final: 3; RUA  TIRADENTES CENTRO 338 | Score Final: 3; RUA  TIRADENTES CENTRO 368 | Score Final: 3; RUA  TIRADENTES CENTRO 394 | Score Final: 3; RUA  TIRADENTES CENTRO 394 | Score Final: 3; RUA  TIRADENTES CENTRO 394 | Score Final: 3; RUA  TIRADENTES CENTRO 394 | Score Final: 3; RUA  TIRADENTES CENTRO 428 | Score Final: 2; RUA  TIRADENTES CENTRO 428 | Score Final: 2; RUA  TIRADENTES CENTRO 432 | Score Final: 2; RUA  TIRADENTES CENTRO 432 | Score Final: 2; RUA  TIRADENTES CENTRO 440 | Score Final: 2; RUA  TIRADENTES CENTRO 440 | Score Final: 2; RUA  TIRADENTES CENTRO 440 | Score Final: 2; RUA  TIRADENTES CENTRO 440 | Score Final: 2"
11;RUA MEM DE SA JARDIM CASA GRANDE;280,0;;;;;;;
12;AVN SAO JOSE CENTRO;472,0;229,0;AVENIDA SAO JOSE CENTRO;639,0;0,0;73,87;7,39;"AVENIDA SAO JOSE CENTRO 639 | Score Final: 7; AVENIDA SAO JOSE CENTRO 641 | Score Final: 7; AVENIDA SAO JOSE CENTRO 643 | Score Final: 7; AVENIDA SAO JOSE CENTRO 338 | Score Final: 7; AVENIDA SAO JOSE CENTRO 338 | Score Final: 7; AVENIDA SAO JOSE CENTRO 338 | Score Final: 7; AVENIDA SAO JOSE CENTRO 338 | Score Final: 7; AVENIDA SAO JOSE CENTRO 334 | Score Final: 7; AVENIDA SAO JOSE CENTRO 683 | Score Final: 7; AVENIDA SAO JOSE CENTRO 683 | Score Final: 7; AVENIDA SAO JOSE CENTRO 687 | Score Final: 7; AVENIDA SAO JOSE CENTRO 322 | Score Final: 7; AVENIDA SAO JOSE CENTRO 695 | Score Final: 7; AVENIDA SAO JOSE CENTRO 320 | Score Final: 7; AVENIDA SAO JOSE CENTRO 314 | Score Final: 7; AVENIDA SAO JOSE CENTRO 312 | Score Final: 7; AVENIDA SAO JOSE CENTRO 306 | Score Final: 6; AVENIDA SAO JOSE CENTRO 298 | Score Final: 6; AVENIDA SAO JOSE CENTRO 298 | Score Final: 6; AVENIDA SAO JOSE CENTRO 292 | Score Final: 6"
13;RUA SERRA DE MARACUJA PARQUE REID;49,0;;;;;;;
14;RUA BARAO DE IGUAPE VIL SAO JOSE;98,0;;;;;;;
15;RUA SEBASTIAO FERNANDES TOURINHO VIL NOGUEIRA;285,0;4465,0;RUA  SEBASTIAO FERNANDES TOURINHO VILA NOGUEIRA;491,0;0,0;58,04;5,8;"RUA  SEBASTIAO FERNANDES TOURINHO VILA NOGUEIRA 491 | Score Final: 6; RUA  SEBASTIAO FERNANDES TOURINHO VILA NOGUEIRA 495 | Score Final: 6; RUA  SEBASTIAO FERNANDES TOURINHO VILA NOGUEIRA 495 | Score Final: 6; RUA  SEBASTIAO FERNANDES TOURINHO VILA NOGUEIRA 501 | Score Final: 6; RUA  SEBASTIAO FERNANDES TOURINHO VILA NOGUEIRA 501 | Score Final: 6; RUA  SEBASTIAO FERNANDES TOURINHO VILA NOGUEIRA 507 | Score Final: 6; RUA  SEBASTIAO FERNANDES TOURINHO VILA NOGUEIRA 511 | Score Final: 6; RUA  SEBASTIAO FERNANDES TOURINHO VILA NOGUEIRA 523 | Score Final: 5; RUA  SEBASTIAO FERNANDES TOURINHO VILA NOGUEIRA 523 | Score Final: 5; RUA  SEBASTIAO FERNANDES TOURINHO VILA NOGUEIRA 535 | Score Final: 5; RUA  SEBASTIAO FERNANDES TOURINHO VILA NOGUEIRA 535 | Score Final: 5; RUA  SEBASTIAO FERNANDES TOURINHO VILA NOGUEIRA 547 | Score Final: 5; RUA  SEBASTIAO FERNANDES TOURINHO VILA NOGUEIRA 547 | Score Final: 5; RUA  SEBASTIAO FERNANDES TOURINHO VILA NOGUEIRA 551 | Score Final: 5; RUA  SEBASTIAO FERNANDES TOURINHO VILA NOGUEIRA 551 | Score Final: 5; RUA  SEBASTIAO FERNANDES TOURINHO VILA NOGUEIRA 555 | Score Final: 5; RUA  SEBASTIAO FERNANDES TOURINHO VILA NOGUEIRA 557 | Score Final: 5; RUA  SEBASTIAO FERNANDES TOURINHO VILA NOGUEIRA 557 | Score Final: 5; RUA  SEBASTIAO FERNANDES TOURINHO VILA NOGUEIRA 557 | Score Final: 5; RUA  SEBASTIAO FERNANDES TOURINHO VILA NOGUEIRA 563 | Score Final: 5"
16;RUA DAS AMEIXEIRAS JD ABC;679,0;;;;;;;
17;RUA 22 DE ABRIL JD CANHEMA;113,0;;;;;;;
18;RUA JOSE VICENTE JD INAMAR;122,0;;;;;;;
19;RUA JAVARI JD PAINEIRAS;635,0;;;;;;;
20;AV ELDORADO JARDIM RUYCE;817,0;98493,0;AVENIDA  ELDORADO JARDIM RUYCE;817,0;0,0;100,0;10,0;"AVENIDA  ELDORADO JARDIM RUYCE 817 | Score Final: 10; AVENIDA  ELDORADO JARDIM RUYCE 729 | Score Final: 9; AVENIDA  ELDORADO JARDIM RUYCE 727 | Score Final: 9; AVENIDA  ELDORADO JARDIM RUYCE 689 | Score Final: 8; AVENIDA  ELDORADO JARDIM RUYCE 689 | Score Final: 8; AVENIDA  ELDORADO JARDIM RUYCE 689 | Score Final: 8; AVENIDA  ELDORADO JARDIM RUYCE 689 | Score Final: 8; AVENIDA  ELDORADO JARDIM RUYCE 679 | Score Final: 8; AVENIDA  ELDORADO JARDIM RUYCE 679 | Score Final: 8; AVENIDA  ELDORADO JARDIM RUYCE 679 | Score Final: 8; AVENIDA  ELDORADO JARDIM RUYCE 675 | Score Final: 8; AVENIDA  ELDORADO JARDIM RUYCE 675 | Score Final: 8; AVENIDA  ELDORADO JARDIM RUYCE 675 | Score Final: 8; AVENIDA  ELDORADO JARDIM RUYCE 667 | Score Final: 8; AVENIDA  ELDORADO JARDIM RUYCE 667 | Score Final: 8; AVENIDA  ELDORADO JARDIM RUYCE 663 | Score Final: 8; AVENIDA  ELDORADO JARDIM RUYCE 663 | Score Final: 8; AVENIDA  ELDORADO JARDIM RUYCE 657 | Score Final: 8; AVENIDA  ELDORADO JARDIM RUYCE 657 | Score Final: 8; AVENIDA  ELDORADO JARDIM RUYCE 657 | Score Final: 8"
21;RUA ODETE AMARAL DE OLIVEIRA PRQ REAL;129,0;;;;;;;
22;RUA PRUDENTE DE MORAIS JARDIM CASA GRANDE;300,0;;;;;;;
23;AV LICO MAIA SERRARIA;803,0;11343,0;AVENIDA  LICO MAIA SERRARIA;803,0;0,0;100,0;10,0;"AVENIDA  LICO MAIA SERRARIA 803 | Score Final: 10; AVENIDA  LICO MAIA SERRARIA 930 | Score Final: 9; AVENIDA  LICO MAIA SERRARIA 689 | Score Final: 9; AVENIDA  LICO MAIA SERRARIA 685 | Score Final: 9; AVENIDA  LICO MAIA SERRARIA 681 | Score Final: 8; AVENIDA  LICO MAIA SERRARIA 673 | Score Final: 8; AVENIDA  LICO MAIA SERRARIA 669 | Score Final: 8; AVENIDA  LICO MAIA SERRARIA 667 | Score Final: 8; AVENIDA  LICO MAIA SERRARIA 663 | Score Final: 8; AVENIDA  LICO MAIA SERRARIA 659 | Score Final: 8; AVENIDA  LICO MAIA SERRARIA 657 | Score Final: 8; AVENIDA  LICO MAIA SERRARIA 655 | Score Final: 8; AVENIDA  LICO MAIA SERRARIA 653 | Score Final: 8; AVENIDA  LICO MAIA SERRARIA 637 | Score Final: 8; AVENIDA  LICO MAIA SERRARIA 635 | Score Final: 8; AVENIDA  LICO MAIA SERRARIA 476 | Score Final: 6; AVENIDA  LICO MAIA SERRARIA 468 | Score Final: 6; AVENIDA  LICO MAIA SERRARIA 464 | Score Final: 6; AVENIDA  LICO MAIA SERRARIA 442 | Score Final: 6; AVENIDA  LICO MAIA SERRARIA 442 | Score Final: 6"
24;AVN PRESIDENTE JUSCELINO PIRAPORINHA;759,0;21,0;AVENIDA PRESIDENTE JUSCELINO PIRAPORINHA;330,0;0,0;43,48;4,35;"AVENIDA PRESIDENTE JUSCELINO PIRAPORINHA 330 | Score Final: 4; AVENIDA PRESIDENTE JUSCELINO PIRAPORINHA 330 | Score Final: 4; AVENIDA PRESIDENTE JUSCELINO PIRAPORINHA 330 | Score Final: 4; AVENIDA PRESIDENTE JUSCELINO PIRAPORINHA 330 | Score Final: 4; AVENIDA PRESIDENTE JUSCELINO PIRAPORINHA 330 | Score Final: 4; AVENIDA PRESIDENTE JUSCELINO PIRAPORINHA 330 | Score Final: 4; AVENIDA PRESIDENTE JUSCELINO PIRAPORINHA 330 | Score Final: 4; AVENIDA PRESIDENTE JUSCELINO PIRAPORINHA 330 | Score Final: 4; AVENIDA PRESIDENTE JUSCELINO PIRAPORINHA 330 | Score Final: 4; AVENIDA PRESIDENTE JUSCELINO PIRAPORINHA 330 | Score Final: 4; AVENIDA PRESIDENTE JUSCELINO PIRAPORINHA 330 | Score Final: 4; AVENIDA PRESIDENTE JUSCELINO PIRAPORINHA 330 | Score Final: 4; AVENIDA PRESIDENTE JUSCELINO PIRAPORINHA 330 | Score Final: 4; AVENIDA PRESIDENTE JUSCELINO PIRAPORINHA 330 | Score Final: 4; AVENIDA PRESIDENTE JUSCELINO PIRAPORINHA 330 | Score Final: 4; AVENIDA PRESIDENTE JUSCELINO PIRAPORINHA 330 | Score Final: 4; AVENIDA PRESIDENTE JUSCELINO PIRAPORINHA 330 | Score Final: 4; AVENIDA PRESIDENTE JUSCELINO PIRAPORINHA 330 | Score Final: 4; AVENIDA PRESIDENTE JUSCELINO PIRAPORINHA 330 | Score Final: 4; AVENIDA PRESIDENTE JUSCELINO PIRAPORINHA 330 | Score Final: 4"
25;AVENIDA SINESIO PEREIRA CAMPANARIO;27,0;25087,0;AVENIDA  SYNESIO PEREIRA CAMPANARIO;27,0;0,0;100,0;10,0;"AVENIDA  SYNESIO PEREIRA CAMPANARIO 27 | Score Final: 10; RUA  SYNESIO PEREIRA CAMPANARIO 32 | Score Final: 8; RUA  SYNESIO PEREIRA CAMPANARIO 38 | Score Final: 7; RUA  SYNESIO PEREIRA CAMPANARIO 38 | Score Final: 7; RUA  SYNESIO PEREIRA CAMPANARIO 38 | Score Final: 7; RUA  SYNESIO PEREIRA CAMPANARIO 54 | Score Final: 5; RUA  SYNESIO PEREIRA CAMPANARIO 54 | Score Final: 5; RUA  SYNESIO PEREIRA CAMPANARIO 54 | Score Final: 5; RUA  SYNESIO PEREIRA CAMPANARIO 58 | Score Final: 5; RUA  SYNESIO PEREIRA CAMPANARIO 58 | Score Final: 5; RUA  SYNESIO PEREIRA CAMPANARIO 68 | Score Final: 4; RUA  SYNESIO PEREIRA CAMPANARIO 68 | Score Final: 4; RUA  SYNESIO PEREIRA CAMPANARIO 74 | Score Final: 4; RUA  SYNESIO PEREIRA CAMPANARIO 74 | Score Final: 4; RUA  SYNESIO PEREIRA CAMPANARIO 82 | Score Final: 3; RUA  SYNESIO PEREIRA CAMPANARIO 82 | Score Final: 3; RUA  SYNESIO PEREIRA CAMPANARIO 88 | Score Final: 3; RUA  SYNESIO PEREIRA CAMPANARIO 88 | Score Final: 3; RUA  SYNESIO PEREIRA CAMPANARIO 88 | Score Final: 3; RUA  SYNESIO PEREIRA CAMPANARIO 96 | Score Final: 3"
26;AVENIDA AFRANIO PEIXOTO VILA PAULINA;643,0;;;;;;;
27;RUA ITALIA JARDIM DAS NACOES;290,0;;;;;;;
28;RUA GRACIOSA CENTRO;;15506,0;RUA  GRACIOSA CENTRO;187,0;0,0;;0,0;"RUA  GRACIOSA CENTRO 187 | Score Final: 0; RUA  GRACIOSA CENTRO 185 | Score Final: 0; RUA  GRACIOSA CENTRO 173 | Score Final: 0; RUA  GRACIOSA CENTRO 0 | Score Final: 0; RUA  GRACIOSA CENTRO 516 | Score Final: 0; RUA  GRACIOSA CENTRO 528 | Score Final: 0; RUA  GRACIOSA CENTRO 520 | Score Final: 0; RUA  GRACIOSA CENTRO 508 | Score Final: 0; RUA  GRACIOSA CENTRO 0 | Score Final: 0; RUA  GRACIOSA CENTRO 0 | Score Final: 0; RUA  GRACIOSA CENTRO 117 | Score Final: 0; RUA  GRACIOSA CENTRO 125 | Score Final: 0; RUA  GRACIOSA CENTRO 35 | Score Final: 0; RUA  GRACIOSA CENTRO 61 | Score Final: 0; RUA  GRACIOSA CENTRO 39 | Score Final: 0; RUA  GRACIOSA CENTRO 141 | Score Final: 0; RUA  GRACIOSA CENTRO 101 | Score Final: 0; RUA  GRACIOSA CENTRO 83 | Score Final: 0; RUA  GRACIOSA CENTRO 89 | Score Final: 0; RUA  GRACIOSA CENTRO 155 | Score Final: 0"
29;RUA CARAMURU VL CONCEICAO;1255,0;;;;;;;
30;RUA MANOEL DA NOBREGA VL CONCEICAO;605,0;;;;;;;
31;AVENIDA ANTONIO PIRANGA CENTRO;700,0;25302,0;AVENIDA  ANTONIO PIRANGA CENTRO;336,0;0,0;48,0;4,8;"AVENIDA  ANTONIO PIRANGA CENTRO 336 | Score Final: 5; AVENIDA  ANTONIO PIRANGA CENTRO 1500 | Score Final: 5; AVENIDA  ANTONIO PIRANGA CENTRO 212 | Score Final: 3; AVENIDA  ANTONIO PIRANGA CENTRO 192 | Score Final: 3; AVENIDA  ANTONIO PIRANGA CENTRO 173 | Score Final: 2; AVENIDA  ANTONIO PIRANGA CENTRO 169 | Score Final: 2; AVENIDA  ANTONIO PIRANGA CENTRO 166 | Score Final: 2; AVENIDA  ANTONIO PIRANGA CENTRO 163 | Score Final: 2; AVENIDA  ANTONIO PIRANGA CENTRO 159 | Score Final: 2; AVENIDA  ANTONIO PIRANGA CENTRO 152 | Score Final: 2; AVENIDA  ANTONIO PIRANGA CENTRO 149 | Score Final: 2; AVENIDA  ANTONIO PIRANGA CENTRO 142 | Score Final: 2; AVENIDA  ANTONIO PIRANGA CENTRO 141 | Score Final: 2; AVENIDA  ANTONIO PIRANGA CENTRO 138 | Score Final: 2; AVENIDA  ANTONIO PIRANGA CENTRO 128 | Score Final: 2; AVENIDA  ANTONIO PIRANGA CENTRO 126 | Score Final: 2; AVENIDA  ANTONIO PIRANGA CENTRO 125 | Score Final: 2; AVENIDA  ANTONIO PIRANGA CENTRO 124 | Score Final: 2; AVENIDA  ANTONIO PIRANGA CENTRO 118 | Score Final: 2; AVENIDA  ANTONIO PIRANGA CENTRO 116 | Score Final: 2"
32;RUA NELSON RODRIGUES VL CONCEICAO;191,0;;;;;;;
