"idx_df1","endereco_df1","numero_df1","complemento_df1","bairro_df1","idx_df2","cod_unico_df2","endereco_df2","numero_df2","complemento_df2","bairro_df2","similaridade_logradouro","similaridade_numero","similaridade_bairro","similaridade_final","latitude_verdadeira","longitude_verdadeira","cd_setor_verdadeiro","latitude_resultante","longitude_resultante","cd_setor_resultante","med_lat","med_lon","dist_mediana","desvio_metros","rn","distancia_metros_setor","setor_correspondente","setor_vizinho_verdadeiro"
0,"ROLIM DE MOURA DO GUAPORE",NULL,"ZONA RURAL",NULL,101104,"92554483","RUA  ROLIM DE MOURA","2066",NULL,"SETOR 03","100.0",NULL,"0.0","100.0","-13.08366621","-62.27693003","110001530000001","-10.202797","-63.829863","110045205000003","-10.202714","-63.829769999999996","13.73906488","362233.70750895","1","359960.98243615",False,False
1,"RUA AIRTON SENNA","4193.0","ESCOLA","JARDIM DOS ESTADOS",843457,"1291127","RUA  AIRTON SENNA","4129",NULL,"JARDIM NOVO ESTADO","100.0","98.47","72.22","89.69","-10.4420037","-62.4656261","110011405000011","-10.417882","-62.481055","110011405000043","-10.417882","-62.481055","0","3168.77829827","1","2741.97416434",False,False
2,"BR 364 LINHA 619 KM 01",NULL,"ZONA RURAL","ZONA RURAL",425579,"180301907","RODOVIA  BR 319","0",NULL,"RODOVIA BR 319","100.0",NULL,"33.33","100.0","-10.442004","-62.4656275","110011405000011","-8.352231","-63.871549","110020505000064","-8.3518405","-63.871509","43.64410303","278894.42112646","1","277550.01444033",False,False
3,"RUA RAIMUNDO BARRETO","890.0",NULL,"SETOR 07",951523,"1283574","RUA  RAIMUNDO BARRETO","890",NULL,"SETOR 07","100.0","100.0","100.0","90.0","-10.4420014","-62.4656282","110011405000011","-10.450638","-62.477101","110011405000019","-10.450638","-62.477101","0","1579.9441282","1","1410.5494351",False,False
4,"RUA PIAUI",NULL,NULL,"DISTRITO DE BOM JESUS",308468,"215041889","RUA  PIAUI","0","CASA SEM ROBOCO","BOM JESUS","100.0",NULL,"100.0","100.0","-10.4420038","-62.4656369","110011405000011","-10.315699","-62.242014","110011410000001","-10.315697","-62.2419595","5.9663221","28204.34995988","1","27721.39226144",False,False
5,"AVENIDA BRASIL","2633.0","EM FRENTE A IGREJA","SETOR 05",924487,"1287027","AVENIDA  BRASIL","2633",NULL,"SETOR 05","100.0","100.0","100.0","90.0","-10.4420004","-62.4656477","110011405000011","-10.429914","-62.474921","110011405000029","-10.429914","-62.474921","0","1683.61857208","1","1259.60033867",False,False
6,"RUA OSVALDO CRUZ","2675.0","BAIRRO NOVO HORIZONT","SETOR 04",367560,"91975305","RUA  OSVALDO CRUZ","2403","CASA","SETOR 04","100.0","89.83","100.0","87.97","-10.4420068","-62.465645","110011405000011","-10.436692","-62.483341","110011405000004","-10.4366845","-62.483347","1.06113356","2023.36669463","1","1597.77800396",False,False
7,"RUA MARGARETE FERREIRA COSTA","1254.0","SETOR 08","JARDIM BELA VISTA",548983,"180232590","RUA  MARGARETE FERREIRA COSTA","1955",NULL,"LINHA 608","100.0","64.14","23.08","82.83","-10.4420132","-62.4656624","110011405000011","-10.457704","-62.453769","110011405000046","-10.457704","-62.453769","0","2176.13289743","1","2139.53021734",False,False
8,"LINHA 627 KM 90 JARU UARU",NULL,"JARU UARU","ZONA RURAL",76257,"109017421","AVENIDA  JARU","0",NULL,"SETOR 06","100.0",NULL,"22.22","100.0","-10.4420036","-62.465758","110011405000011","-9.903652","-63.029522","110002305000059","-9.9036545","-63.029480500000005","4.55432262","85968.63883798","1","85367.20046575",False,False
9,"LINHA 617",NULL,NULL,"ZONA RURAL",118852,"110620932","LINHA  617","19","LADO DIREITO","LINHA 619","100.0",NULL,"31.58","100.0","-10.4418868","-62.4657928","110011405000011","-10.479208","-62.694341","110011405000055","-10.466616","-62.705212","1836.68024255","25333.28602092","1","25046.44903965",False,False
10,"AVENIDA RIO BRANCO","1253.0","SETOR 02","CENTRO",355434,"1324866","RUA  RIO BRANCO","1245",NULL,"CENTRO","100.0","99.36","100.0","89.87","-10.4418784","-62.4656997","110011405000011","-13.192098","-60.807246","110005605000008","-13.192098","-60.807246","0","355098.1194814","1","353800.87038779",False,NULL
11,"RUA GOIAS","3143.0",NULL,"SETOR 02",378139,"1280830","RUA  GOIAS","3143",NULL,"SETOR 02","100.0","100.0","100.0","90.0","-10.441434","-62.4649284","110011405000011","-10.441486","-62.464715","110011405000011","-10.441486","-62.464715","0","24.0417625","1","0",True,NULL
12,"AVENIDA PADRE ADOLPHO RHOL","1260.0","CENTRO","SETOR 02",400943,"180340638","RUA PADRE ADOLPHO RHOL","1062",NULL,"BANDEIRA BRANCA","100.0","84.29","17.39","86.86","-10.4395948","-62.4670841","110011405000011","-11.078255","-61.920645","110025425000001","-11.078255","-61.920645","0","92771.19503441","1","92157.26401187",False,False
13,"RUA RIO DEJANEIRO","2436.0",NULL,"SETOR 03",89390,"1282485","RUA  RIO DE JANEIRO","2430",NULL,"SETOR 03","100.0","99.75","100.0","89.95","-10.4431285","-62.4706698","110011405000016","-10.443412","-62.471268","110011405000016","-10.443412","-62.471268","0","72.6145791","1","0",True,NULL
14,"RUA RIO DE JANEIRO","2315.0","ESCOLA","LIBERDADE",3758,"1234791","RUA  RIO DE JANEIRO","2875","CASA","LIBERDADE","100.0","80.52","100.0","86.1","-10.4451256","-62.4731878","110011405000016","-11.532095","-61.005214","110009805000011","-11.532095","-61.005214","0","200708.78285744","1","200071.03170509",False,False
15,"RUA FLORIANOPOLIS","3045.0","ENFRENTE CEF","SETOR 2",445732,"215173975","RUA  FLORIANOPOLIS","3045",NULL,"SETOR 02","96.78","100.0","93.33","87.75","-10.4419201","-62.4701933","110011405000017","-10.438738","-62.467621","110011405000010","-10.438738","-62.467621","0","452.02147657","1","191.76234627",False,True
16,"RUA FLORIANOPOLIS","1175.0","ESCOLA","JARDIM ESPERANCA - SETOR 07",322235,"91976418","RUA  FLORIANOPOLIS","1175",NULL,"SETOR 07","100.0","100.0","100.0","90.0","-10.4497374","-62.4816736","110011405000019","-10.449599","-62.481634","110011405000020","-10.449599","-62.481634","0","15.9870276","1","4.02344777",False,True
17,"AVENIDA DOM PEDRO I","1625.0","PREDIO","JARDIM NOVO HORIZONTE",749746,"215002955","RUA DOM PEDRO I","1723",NULL,"JARDIM CLODOALDO","100.0","94.31","54.55","88.86","-10.4361996","-62.4843056","110011405000024","-11.426757","-61.447432","110004905000041","-11.426757","-61.447432","0","157944.72433385","1","157571.84102773",False,False
18,"RUA MINAS GERAIS","1640.0","PREDIO","JARDIM NOVO HORIZONTE",805375,"99456437","RUA  MINAS GERAIS","929",NULL,"JARDIM NOVO ESTADO","100.0","56.65","75.86","81.33","-10.43545","-62.48526","110011405000024","-10.710144","-62.265878","110015505000032","-10.710144","-62.265878","0","38833.17348048","1","38513.30873702",False,False
19,"AVENIDA PADRE ADOLPHO ROHL","2600.0",NULL,"CENTRO",924704,"1287167","AVENIDA PADRE ADOLPHO ROHL","2600","TERREO","SETOR 05","100.0","100.0","42.86","90.0","-10.42975845","-62.47397966666671","110011405000029","-10.429746","-62.473865","110011405000029","-10.429746","-62.473865","0","12.61588846","1","0",True,NULL
20,"LINHA 625 KM 95",NULL,"AREA INDIGENA","ZONA RURAL",856582,"100196802","RUA  VINTE E CINCO","6270",NULL,"JARDIM ZONA SUL","100.0",NULL,"64.0","100.0","-10.43222","-62.479298","110011405000029","-9.952826","-63.012658","110002305000131","-9.952852","-63.012658","2.89107207","79048.81756604","1","78866.01378087",False,False
21,"RUA PLACIDO DE CASTRO","2648.0","ZONA URBANA","SETOR 05",924935,"1287347","RUA  PLACIDO DE CASTRO","2648",NULL,"SETOR 05","100.0","100.0","100.0","90.0","-10.4284942","-62.4703373","110011405000029","-10.427424","-62.470974","110011405000029","-10.427424","-62.470974","0","137.87446404","1","0",True,NULL
22,"RUA PLACIDO DE CASTRO","2526.0",NULL,"SETOR 5",924934,"1287346","RUA  PLACIDO DE CASTRO","2526",NULL,"SETOR 05","100.0","100.0","93.33","90.0","-10.4282432","-62.4702714","110011405000029","-10.428302","-62.470374","110011405000029","-10.428302","-62.470374","0","12.9861933","1","0",True,NULL
23,"RUA ONOFRE DUARTE DE OLIVEIRA","3290.0","SETOR 06","JARDIM ELDORADO",763897,"91977813","RUA  ONOFRE DUARTE DE OLIVEIRA","3290",NULL,"SETOR 06","100.0","100.0","26.09","90.0","-10.4208145","-62.4764248","110011405000031","-10.420735","-62.476669","110011405000031","-10.420735","-62.476669","0","28.13101757","1","0",True,NULL
24,"RUA RIO GRANDE DO NORTE","3267.0",NULL,"SETOR 5",378334,"1280942","RUA  RIO GRANDE DO NORTE","3270",NULL,"SETOR 02","100.0","99.91","83.33","89.98","-10.4317737","-62.4615126","110011405000034","-10.439172","-62.464667","110011405000011","-10.433156499999999","-62.4685275","790.97690495","892.04960065","1","649.58510671",False,False
25,"RUA OSEIAS FEITOSA DOS SANTOS","3044.0",NULL,"JARDIM BELA VISTA",81368,"91978005","RUA  OZEIAS FEITOSA SANTOS","3014","APARTAMENTO 04","SETOR 08","100.0","99.01","24.0","89.8","-10.4519516","-62.4589882","110011405000036","-10.452026","-62.459435","110011405000036","-10.451987500000001","-62.4593795","7.4269059","49.5530664","1","0",True,NULL
26,"AVENIDA SETE DE SETEMBRO","1561.0",NULL,"CENTRO",52389,"1751102","RUA  SETE DE SETEMBRO","1555",NULL,"CENTRO","100.0","99.62","100.0","89.92","-8.7630207","-63.8965597","110020505060022","-9.188815","-63.185053","110110405000005","-9.188815","-63.185053","0","91370.76510214","1","91157.96547705",False,NULL
27,"RUA GOVERNADOR JORGE TEIXEIRA","827.0","ENTRE T- 7 E T- 8","NOVA BRASILIA",864503,"1313231","RUA GOVERNADOR JORGE TEIXEIRA","827",NULL,"NOVA BRASILIA","100.0","100.0","100.0","90.0","-10.8818652","-61.9226544","110012205000044","-10.882036","-61.923118","110012205000044","-10.882036","-61.923118","0","54.06844414","1","0",True,NULL
28,"RUA GOIAS","3875.0","PROXIMO AO BB","SETOR 2",889664,"219117738","RUA  GOIAS","3875",NULL,"SETOR 02","96.79","100.0","93.33","87.75","-10.43778785","-62.4591394166667","110011405000074","-10.437907","-62.45913","110011405000012","-10.437907","-62.45913","0","13.28885213","1","0",False,NULL
29,"RUA TAPAJOS","3647.0",NULL,"SETOR 2",890043,"1281391","RUA  TAPAJOS","3647",NULL,"SETOR 02","100.0","100.0","93.33","90.0","-10.4403951","-62.4598012","110011405000074","-10.44048","-62.459667","110011405000012","-10.44048","-62.459667","0","17.44956753","1","0",False,NULL
30,"RUA JOSE ZUPELLI",NULL,"LINHA 610 KM 30","DISTRITO DE BOM JESUS",244646,"1294481","RUA  JOSE ZUPPELLI","970",NULL,"BOM JESUS","100.0",NULL,"100.0","100.0","-10.31709988","-62.24033631","110011410000001","-10.317346","-62.239936","110011410000001","-10.3173645","-62.2399695","4.20267641","51.64086978","1","0",True,NULL
31,"AREA RURAL",NULL,"TI IGARAPE LOURDES","AREA RURAL DE JI-PARANA",61985,"100166781","RUA  RURAL","1332","CASA VERDE","TEIXEIRAO","100.0",NULL,"31.25","100.0","-10.7124098442755","-61.5988298380451","110012205000182","-11.423637","-61.431678","110004905000096","-11.423649","-61.431728","5.6105921","81161.2668786","1","80330.63261071",False,NULL
32,"RUA MAGNOLIA","2536.0","LT 01 QUADRA 04","PRIMAVERA",555018,"108647633","RUA  MAGNOLIA","2561",NULL,"JARDIM PRIMAVERA","100.0","99.02","100.0","89.8","-10.4612318","-62.4507881","110011405000060","-10.461198","-62.450661","110011405000060","-10.461099","-62.45081","19.66301771","14.39719844","1","0",True,NULL
33,"LINHA 623 KM 2",NULL,NULL,"ZONA RURAL",531081,"92295088","LINHA  KM 23","0","LADO ESQ","BANDEIRA BRANCA","100.0",NULL,"40.0","100.0","-10.4309926","-62.52225449","110011405000070","-11.096827","-61.891076","110025425000003","-11.0969975","-61.890822","33.57949592","101170.47470554","1","94240.2474508",False,False
34,"AVENIDA VEREADOR OTAVIANO PEREIRA NETO","874.0",NULL,"SETOR 2",894880,"215176300","AVENIDA VEREADOR OTAVIANO PEREIRA NETO","855","FRENTE","SETOR 02","100.0","97.83","93.33","89.57","-10.4358767","-62.4524526","110011405000072","-10.435695","-62.454093","110011405000035","-10.435674","-62.454119500000004","3.72164815","180.52136968","1","0",False,NULL
35,"LINHA 630 KM 25",NULL,"ZONA URBANA",NULL,581025,"110644472","LINHA  635","15",NULL,"TRIUNFO","100.0",NULL,"0.0","100.0","-10.6523084","-62.5851363","110011420000001","-9.10703","-63.47392","110110405000015","-9.10703","-63.472511","154.69889828","197493.08245135","1","195981.2097371",False,False
36,"AV MARECHAL RONDON","761.0",NULL,"CENTRO",250178,"1298848","AVENIDA MARECHAL RONDON","761",NULL,"CENTRO","100.0","100.0","100.0","90.0","-10.8804866666667","-61.9480166666667","110012205000002","-10.880205","-61.947983","110012205000002","-10.880205","-61.947983","0","31.53496601","1","0",True,NULL
37,"RUA ALMIRANTE BARROSO","1422.0",NULL,"CENTRO",250506,"1299100","RUA ALMIRANTE BARROSO","1422",NULL,"CENTRO","100.0","100.0","100.0","90.0","-10.8786152","-61.9482849","110012205000002","-10.878341","-61.948782","110012205000002","-10.878341","-61.948782","0","62.25858207","1","0",True,NULL
38,"AVENIDA DOIS DE ABRIL","2030.0",NULL,"DOIS DE ABRIL",725921,"1300078","AVENIDA  DOIS DE ABRIL","2030",NULL,"DOIS DE ABRIL","100.0","100.0","100.0","90.0","-10.8745367","-61.958715","110012205000004","-10.874684","-61.960124","110012205000004","-10.874684","-61.960124","0","154.72973232","1","0",True,NULL
39,"AVENIDA DOIS DE ABRIL","2004.0",NULL,"DOIS DE ABRIL",725920,"1300077","AVENIDA  DOIS DE ABRIL","2004",NULL,"DOIS DE ABRIL","100.0","100.0","100.0","90.0","-10.87414","-61.9587633","110012205000004","-10.87511","-61.959435","110012205000004","-10.87511","-61.959435","0","130.43624116","1","0",True,NULL
40,"RUA DAS FLORES","481.0",NULL,"DOIS DE ABRIL",726111,"1300092","RUA  DAS FLORES","481",NULL,"DOIS DE ABRIL","100.0","100.0","100.0","90.0","-10.8733617","-61.9605317","110012205000004","-10.873381","-61.961005","110012205000004","-10.873381","-61.961005","0","51.72829893","1","0",True,NULL
41,"RUA DA PAZ","4037.0",NULL,"HABITAR BRASIL",803658,"1245119","RUA  DA PAZ","4037",NULL,"HABITAR BRASIL","100.0","100.0","100.0","90.0","-10.8834227","-61.8937225","110012205000272","-10.884101","-61.893882","110012205000081","-10.884101","-61.893882","0","77.40840076","1","0",False,NULL
42,"RUA FRANCISCO BENITES LOPES","435.0","SENAI","JARDIM AURELIO BERNARDI",365136,"91981092","RUA  FRANCISCO BENITES LOPES","435",NULL,"JARDIM AURELIO BERNARDI","100.0","100.0","100.0","90.0","-10.8625411","-61.965967","110012205000006","-10.862541","-61.96577","110012205000006","-10.862541","-61.96577","0","21.51293492","1","0",True,NULL
43,"RUA MONTE CASTELO","395.0",NULL,"JARDIM DOS MIGRANTES",456464,"91982304","RUA  MONTE CASTELO","395",NULL,"JARDIM DOS MIGRANTES","100.0","100.0","100.0","90.0","-10.8746089","-61.9623471","110012205000020","-10.874365","-61.96248","110012205000020","-10.874365","-61.96248","0","30.75925664","1","0",True,NULL
44,"RUA TRES IRMAOS","407.0",NULL,"PARQUE SAO PEDRO",291933,"1301567","RUA  TRES IRMAOS","407",NULL,"PARQUE SAO PEDRO","100.0","100.0","100.0","90.0","-10.8626196","-61.936342","110012205000007","-10.862257","-61.93632","110012205000007","-10.862257","-61.93632","0","40.39084876","1","0",True,NULL
45,"RUA TRES IRMAOS","471.0","CRECHE","PARQUE SAO PEDRO",291995,"215023014","RUA  TRES IRMAOS","470",NULL,"PARQUE SAO PEDRO","100.0","99.79","100.0","89.96","-10.8620961","-61.9368039","110012205000007","-10.861979","-61.936592","110012205000007","-10.861979","-61.936592","0","26.55200189","1","0",True,NULL
46,"AVENIDA SAO PAULO","1627.0",NULL,"NOVA BRASILIA",780340,"91985005","RUA SAO PAULO","1628",NULL,"NOVA BRASILIA","100.0","99.94","100.0","89.99","-10.8832026","-61.9146324","110012205000046","-10.883462","-61.91487","110012205000050","-10.883462","-61.91487","0","38.79570556","1","6.04341503",False,True
47,"RUA ALMIRANTE BARROSO","1483.0",NULL,"SANTA BARBARA",824326,"1359058","RUA ALMIRANTE BARROSO","1486",NULL,"SANTA BARBARA","100.0","99.8","100.0","89.96","-8.765205","-63.8961767","110020505060023","-8.765418","-63.89598","110020505060085","-8.765418","-63.89598","0","32.06612623","1","0",False,True
48,"RUA JAMIL VILAS BOAS","106.0",NULL,"DUQUE DE CAXIAS",378666,"1302544","RUA  JAMIL VILAS BOAS","97",NULL,"DUQUE DE CAXIAS","100.0","91.51","100.0","88.3","-10.8822011","-61.9379811","110012205000010","-10.88183","-61.938941","110012205000010","-10.88183","-61.938941","0","112.64690949","1","0",True,NULL
49,"RODOVIA PASTOR SEVERO ANTONIO DE ARAUJO","1601.0",NULL,"ECOVILLE",61703,"1195353","RODOVIA PASTOR SEVERO ANTONIO DE ARAUJO","80",NULL,"FILADELFIA","100.0","5.0","33.33","71.0","-10.873238","-61.950265","110012205000013","-12.454248","-62.131469","110001515000002","-12.454248","-62.131469","0","176904.46084949","1","175818.24544767",False,False
50,"RUA ABILIO FREIRE DOS SANTOS","611.0",NULL,"CASA PRETA",38002,"1303940","RUA  ABILIO FREIRE DOS SANTOS","611",NULL,"CASA PRETA","100.0","100.0","100.0","90.0","-10.8684583022701","-61.95548378596511","110012205000014","-10.868601","-61.9553","110012205000014","-10.868601","-61.9553","0","25.58430036","1","0",True,NULL
51,"RUA SEIS DE MAIO","1701.0",NULL,"CASA PRETA",796176,"215247779","RUA  SEIS DE MAIO","1701",NULL,"CASA PRETA","100.0","100.0","100.0","90.0","-10.87702","-61.9471917","110012205000016","-10.877016","-61.946681","110012205000016","-10.877016","-61.946681","0","55.76888716","1","0",True,NULL
52,"AVENIDA TRANSCONTINENTAL","710.0",NULL,"CASA PRETA",764723,"1303287","AVENIDA  TRANSCONTINENTAL","938",NULL,"CASA PRETA","100.0","75.69","100.0","85.14","-10.8778621","-61.9460896","110012205000016","-10.87669","-61.947987","110012205000012","-10.87669","-61.947987","0","244.77431404","1","18.00303324",False,True
53,"RUA BELGICA","500.0",NULL,"JARDIM SAO CRISTOVAO",78914,"217440413","RUA  BELGICA","541",NULL,"JARDIM SAO CRISTOVAO","100.0","92.42","100.0","88.48","-10.90603357","-61.92843394","110012205000017","-10.905586","-61.928024","110012205000017","-10.905586","-61.928024","0","66.93485442","1","0",True,NULL
54,"RUA MIGUEL LUIS DOS SANTOS","2146.0","ESCOLA","JARDIM DAS SERINGUEIRAS",550268,"1305118","AVENIDA  MIGUEL LUIS DOS SANTOS","2206",NULL,"JARDIM DAS SERINGUEIRAS","100.0","97.28","100.0","89.46","-10.9111367","-61.915655","110012205000018","-10.911842","-61.915225","110012205000018","-10.911842","-61.9152175","0.81888472","91.40498174","1","0",True,NULL
55,"RUA LEOMAR JOSE BARATELA","456.0","ZONA URBANA","CENTRO",45163,"180274992","RUA  LEOMAR JOSE BARATELA","1594",NULL,"CENTRO","100.0","28.61","100.0","75.72","-10.8585565","-62.8000017","110011425000020","-10.85675","-62.801096","110011425000001","-10.85675","-62.801096","0","233.73311482","1","155.46196046",False,True
56,"RUA DAS PEDRAS","491.0",NULL,"JARDIM DOS MIGRANTES",956369,"215181334","RUA  DAS PEDRAS","491",NULL,"JARDIM DOS MIGRANTES","100.0","100.0","100.0","90.0","-10.8788969","-61.96891287","110012205000021","-10.878629","-61.968937","110012205000021","-10.878629","-61.968937","0","29.905467","1","0",True,NULL
57,"RUA RIO AMAZONAS","151.0",NULL,"JARDIM DOS MIGRANTES",120511,"1307026","RUA  RIO AMAZONAS","151",NULL,"JARDIM DOS MIGRANTES","100.0","100.0","100.0","90.0","-10.88192352","-61.9681325","110012205000024","-10.880924","-61.969158","110012205000024","-10.880924","-61.969158","0","157.77218465","1","0",True,NULL
58,"RUA SANTA IZABEL","81.0",NULL,"JARDIM DOS MIGRANTES",802799,"92285823","RUA SANTA IZABEL","80",NULL,"SAO LUIS","100.0","98.77","21.43","89.75","-10.8804544","-61.9676614","110012205000024","-9.778301","-66.352721","110020517000002","-9.778301","-66.352721","0","495090.96070873","1","494829.32633551",False,False
59,"RUA RIO BRANCO","1365.0",NULL,"JARDIM DOS MIGRANTES",120555,"1307037","RUA  RIO BRANCO","1364",NULL,"JARDIM DOS MIGRANTES","100.0","99.93","100.0","89.99","-10.87990364","-61.97023545","110012205000024","-10.879655","-61.970226","110012205000024","-10.879655","-61.970226","0","27.66679514","1","0",True,NULL
60,"RUA JAMIL PONTES","1228.0",NULL,"JARDIM DOS MIGRANTES",120598,"1307018","RUA  JAMIL PONTES","1228",NULL,"JARDIM DOS MIGRANTES","100.0","100.0","100.0","90.0","-10.8803266","-61.9692283","110012205000024","-10.880573","-61.968987","110012205000024","-10.880573","-61.968987","0","38.01246384","1","0",True,NULL
61,"RUA CURITIBA","2227.0",NULL,"NOVA BRASILIA",732408,"1314875","RUA  CURITIBA","2228",NULL,"NOVA BRASILIA","100.0","99.96","100.0","89.99","-10.8837046","-61.9098948","110012205000049","-10.883982","-61.909558","110012205000049","-10.883982","-61.909558","0","47.99981238","1","0",True,NULL
62,"RUA DOUTOR FIEL","257.0",NULL,"JOTAO",556402,"1307901","RUA DOUTOR FIEL","257",NULL,"VILA JOTAO","98.69","100.0","100.0","89.08","-10.8845527","-61.9324294","110012205000027","-10.884854","-61.932104","110012205000027","-10.884854","-61.932104","0","48.83618991","1","0",True,NULL
63,"RUA CASTELO BRANCO","1523.0","T 1","NOVA BRASILIA",556312,"1307741","RUA  CASTELO BRANCO","1513",NULL,"NOVA BRASILIA","100.0","99.34","100.0","89.87","-10.8890409","-61.929867","110012205000027","-10.889188","-61.929574","110012205000027","-10.889188","-61.929574","0","35.93231695","1","0",True,NULL
64,"RUA JASMIM","2247.0",NULL,"SANTIAGO",239035,"220186984","AVENIDA  JASMIM","2250",NULL,"JARDIM PRIMAVERA","100.0","99.87","25.0","89.97","-10.8646554","-61.9767345","110012205000028","-12.717045","-60.140851","110030405000088","-12.717045","-60.140851","0","286977.09139204","1","285496.5955673",False,False
65,"RUA DA AVENCA","2024.0",NULL,"SANTIAGO",39762,"1308419","RUA  DA AVENCA","2019",NULL,"SANTIAGO","100.0","99.75","100.0","89.95","-10.8654617","-61.9770133","110012205000028","-10.866238","-61.976551","110012205000028","-10.8662215","-61.976548","1.86373752","99.99944617","1","0",True,NULL
66,"RUA DO CRAVO","2624.0",NULL,"SANTIAGO",87286,"1308434","RUA  DO CRAVO","2479",NULL,"SANTIAGO","100.0","94.47","100.0","88.89","-10.8617866","-61.9783694","110012205000030","-10.862914","-61.977399","110012205000029","-10.862914","-61.977399","0","164.14987903","1","19.10700625",False,True
67,"RUA VITORIA REGIA","821.0",NULL,"SAO BERNARDO",30421,"91983736","RUA  VITORIA REGIA","821",NULL,"SAO BERNARDO","100.0","100.0","100.0","90.0","-10.8572002","-61.9694184","110012205000031","-10.857645","-61.969064","110012205000031","-10.857645","-61.969064","0","62.80208426","1","0",True,NULL
68,"RUA PLACIDO DE CASTRO","259.0",NULL,"PRIMAVERA",117445,"1310913","RUA  PLACIDO DE CASTRO","260","APARTAMENTO 1","PRIMAVERA","100.0","99.62","100.0","89.92","-10.89746","-61.9358045","110012205000036","-10.898082","-61.935764","110012205000036","-10.898082","-61.935764","0","69.30456896","1","0",True,NULL
69,"RUA MANOEL FRANCO","326.0","PREDIO","NOVA BRASILIA",810171,"215507010","RUA  MANOEL FRANCO","326",NULL,"NOVA BRASILIA","100.0","100.0","100.0","90.0","-10.8843507","-61.9274354","110012205000042","-10.889195","-61.926531","110012205000061","-10.889195","-61.926531","0","547.64005523","1","126.87846644",False,True
70,"AVENIDA RAIMUNDO JOSE DA SILVA","1449.0",NULL,"PRIMAVERA",772692,"104585978","RUA  JOSE DA SILVA","936","CASA","UNIAO BANDEIRANTES","100.0","64.6","29.63","82.92","-10.8980217","-61.9373705","110012205000037","-9.708782","-64.528014","110020525000018","-9.708782","-64.528014","0","312747.43808731","1","311704.26764032",False,False
71,"AVENIDA ARACAJU","3780.0","PROXIMO DA T 28","JORGE TEIXEIRA",336414,"91984328","AVENIDA  ARACAJU","3618","FRENTE","JORGE TEIXEIRA","100.0","95.71","100.0","89.14","-10.891131539839","-61.90061149193149","110012205000038","-10.8909","-61.901824","110012205000038","-10.8909","-61.901824","0","134.87660142","1","0",True,NULL
72,"AREA RURAL",NULL,NULL,"AREA RURAL DE JI-PARANA",61985,"100166781","RUA  RURAL","1332","CASA VERDE","TEIXEIRAO","100.0",NULL,"31.25","100.0","-10.713306741615","-61.6561034672915","110012205000183","-11.423637","-61.431678","110004905000096","-11.423649","-61.431728","5.6105921","82694.96659633","1","82021.35834478",False,NULL
73,"AVENIDA SAO PAULO","646.0","ESCOLA","NOVA BRASILIA",44319,"91984743","RUA SAO PAULO","386",NULL,"NOVA BRASILIA","100.0","59.75","100.0","81.95","-10.8841017","-61.91912","110012205000051","-10.884793","-61.926595","110012205000042","-10.884793","-61.926595","0","819.8418575","1","620.48412247",False,False
74,"AVENIDA SAO PAULO","1176.0","ENTRE T10 E T11","NOVA BRASILIA",539438,"1315544","RUA SAO PAULO","1176",NULL,"NOVA BRASILIA","100.0","100.0","100.0","90.0","-10.8840270939684","-61.9191584850602","110012205000051","-10.88395","-61.919112","110012205000051","-10.8839235","-61.9191165","2.98735888","9.96254475","1","0",True,NULL
75,"AVENIDA ARACAJU",NULL,NULL,"JORGE TEIXEIRA",336387,"91984272","AVENIDA  ARACAJU","3340","FRENTE","JORGE TEIXEIRA","100.0",NULL,"100.0","100.0","-10.8905766666667","-61.90039833333329","110012205000054","-10.891195","-61.904354","110012205000038","-10.891185","-61.904410999999996","6.3225044","437.36654958","1","14.11041811",False,True
76,"RUA IPE","1694.0",NULL,"NOVA BRASILIA",222791,"1317370","RUA  IPE","1483",NULL,"NOVA BRASILIA","100.0","87.54","100.0","87.51","-10.888035","-61.911595","110012205000056","-10.890445","-61.911461","110012205000056","-10.890445","-61.911461","0","268.37929816","1","0",True,NULL
77,"RUA BARAO DO RIO BRANCO - ENTRE AV. BRASIL E MANOEL FRANCO","1751.0","T-16","NOVA BRASILIA",888471,"1317756","RUA BARAO DO RIO BRANCO","1751",NULL,"NOVA BRASILIA","100.0","100.0","100.0","90.0","-10.8871117","-61.9136617","110012205000057","-10.886999","-61.91292","110012205000057","-10.886999","-61.91292","0","81.952785","1","0",True,NULL
78,"RUA SAO LUIZ","1831.0","ENTRE T 15 E T 16","NOVA BRASILIA",888530,"1317719","RUA SAO LUIZ","1831",NULL,"NOVA BRASILIA","100.0","100.0","100.0","90.0","-10.8889683","-61.91309","110012205000057","-10.889391","-61.9129","110012205000057","-10.889391","-61.9129","0","51.37730001","1","0",True,NULL
79,"RUA JOAO BATISTA NETO","1371.0","T- 12","NOVA BRASILIA",602693,"1318343","RUA  JOAO BATISTA NETO","1371","SOBRADO","NOVA BRASILIA","100.0","100.0","100.0","90.0","-10.8899347","-61.9174076","110012205000058","-10.889873","-61.917133","110012205000058","-10.889873","-61.917133","0","30.75920283","1","0",True,NULL
80,"RUA SAO LUIZ","215.0",NULL,"NOVA BRASILIA",810339,"91985631","RUA SAO LUIZ","215",NULL,"NOVA BRASILIA","100.0","100.0","100.0","90.0","-10.8904448","-61.9269277","110012205000061","-10.890242","-61.927649","110012205000061","-10.890242","-61.927649","0","81.92524236","1","0",True,NULL
